,ID,FR,TO,LEN,JAM
2838,512101,1464,1465,890,15
2839,512102,1465,1466,2417,15
2840,512201,1466,1465,2417,15
2841,512202,1465,1467,886,15
2842,513101,1468,1469,1049,15
2843,513201,1469,1468,1061,15
2844,515301,1470,1417,500,15
2845,515401,1417,1470,498,15
2846,516301,1471,1472,706,15
2847,516302,1472,1473,664,15
2848,516401,1473,1472,664,15
2849,516402,1472,1471,697,15
2850,517301,1384,1474,722,15
2851,517302,1474,1475,654,15
2852,517401,1475,1474,654,15
2853,517402,1474,1384,712,15
2854,518101,1473,1476,628,15
2855,518201,1476,1473,632,15
2856,519101,1463,1241,572,15
2857,519102,1241,1477,1112,15
2858,519201,1477,1241,1110,15
2859,519202,1241,1463,572,15
2860,520301,1478,1403,887,15
2861,520401,1403,1478,887,15
2862,521101,1479,1480,804,15
2863,521201,1480,1479,805,15
2864,522301,1481,1482,464,15
2865,522401,1482,1481,464,15
2866,523301,1483,1484,611,15
2867,523302,1484,1485,478,15
2868,523401,1485,1484,486,15
2869,523402,1484,1483,600,15
2870,524101,1455,1357,324,15
2871,524201,1357,1455,324,15
2872,525301,1486,1487,1461,15
2873,525401,1487,1486,1462,15
2874,526301,1488,1489,581,15
2875,526401,1489,1488,579,15
2876,527101,1490,1491,1634,15
2877,527102,1491,1249,803,15
2878,527103,1249,1492,774,15
2879,527201,1492,1249,777,15
2880,527202,1249,1491,805,15
2881,527203,1491,1490,1627,15
2882,528301,1493,1494,2232,15
2883,528401,1494,1493,1920,15
2884,529101,1495,1496,712,15
2885,529201,1496,1495,709,15
2886,530101,1497,1498,1270,15
2887,530201,1498,1497,1271,15
2888,531301,1306,1369,1638,15
2889,531401,1369,1306,1638,15
2890,532101,1295,1499,1137,15
2891,532102,1499,1500,505,15
2892,532201,1500,1499,513,15
2893,532202,1499,1295,1134,15
2894,534101,1501,1502,692,15
2895,534102,1502,1503,828,15
2896,534103,1503,1504,375,15
2897,534201,1504,1503,376,15
2898,534202,1503,1502,831,15
2899,534203,1502,1501,690,15
2900,536301,1505,1506,984,15
2901,536302,1506,1507,431,15
2902,536401,1507,1506,429,15
2903,536402,1506,1505,983,15
2904,539301,1508,1509,1010,20
2905,539401,1509,1508,1001,20
2906,540301,1510,1511,624,15
2907,540401,1511,1510,622,15
2908,541301,1274,1512,708,15
2909,541401,1512,1274,706,15
2910,542101,1356,1513,768,15
2911,542201,1513,1356,773,15
2912,543301,1245,1514,2005,15
2913,543302,1514,1439,803,15
2914,543303,1439,1515,660,15
2915,543401,1515,1439,658,15
2916,543402,1439,1514,800,15
2917,543403,1514,1245,2011,15
2918,544301,1275,1516,940,15
2919,544401,1516,1275,930,15
2920,545301,1517,1382,531,15
2921,545401,1382,1517,532,15
2922,546101,1263,1518,2759,15
2923,546201,1518,1263,2776,15
2924,547301,1519,1324,594,15
2925,547401,1324,1519,597,15
2926,548301,1520,1410,496,15
2927,548401,1410,1520,496,15
2928,549301,1286,1281,943,15
2929,549401,1281,1286,943,15
2930,550301,1521,1522,1028,20
2931,550302,1522,1523,1426,20
2932,550303,1523,1524,1071,20
2933,550304,1524,1525,613,20
2934,550401,1525,1524,615,20
2935,550402,1524,1523,1068,20
2936,550403,1523,1522,1431,20
2937,550404,1522,1521,1020,20
2938,551101,1526,1527,730,20
2939,551201,1527,1526,673,20
2940,552101,1521,1528,1006,20
2941,552102,1528,1529,1047,20
2942,552201,1529,1528,1047,20
2943,552202,1528,1521,1003,20
2944,553101,1530,1531,1728,15
2945,553102,1531,1532,1119,15
2946,553103,1532,1533,1341,20
2947,553104,1533,720,2771,20
2948,553105,720,1534,1808,20
2949,553201,1534,720,1853,20
2950,553202,720,1533,2754,20
2951,553203,1533,1532,1333,20
2952,553204,1532,1531,1148,15
2953,553205,1531,1530,1706,15
2954,554301,1535,1536,593,20
2955,554401,1536,1535,593,20
2956,555301,724,1537,406,20
2957,555302,1537,1538,382,20
2958,555401,1538,1537,384,20
2959,555402,1537,724,402,20
2960,556101,1526,1529,2074,20
2961,556201,1529,1526,2074,20
2962,557101,1539,1540,432,20
2963,557102,1540,1536,425,20
2964,557103,1536,1541,1021,20
2965,557104,1541,1542,803,20
2966,557201,1542,1541,807,20
2967,557202,1541,1536,1028,20
2968,557203,1536,1540,425,20
2969,557204,1540,1539,422,20
2970,558101,1543,1544,390,20
2971,558102,1544,1545,1003,20
2972,558103,1545,723,627,20
2973,558104,723,1546,1654,20
2974,558105,1546,1547,1381,20
2975,558201,1547,1546,1384,20
2976,558202,1546,723,1653,20
2977,558203,723,1545,624,20
2978,558204,1545,1544,1010,20
2979,558205,1544,1543,388,20
2980,559301,728,1548,954,20
2981,559401,1548,728,975,20
2982,560301,1549,1058,197,20
2983,560302,1058,1550,808,20
2984,560401,1550,1058,808,20
2985,560402,1058,1549,197,20
2986,563301,1541,1551,619,20
2987,563302,1551,1552,640,20
2988,563401,1552,1551,641,20
2989,563402,1551,1541,620,20
2990,564301,1553,725,654,20
2991,564401,725,1553,654,20
2992,565301,1554,1555,371,20
2993,565302,1555,1556,430,20
2994,565401,1556,1555,430,20
2995,565402,1555,1554,378,20
2996,566101,1557,1558,1971,20
2997,566102,1558,1525,1274,20
2998,566103,1525,1559,1029,20
2999,566104,1559,1560,2285,20
3000,566105,1560,1561,949,20
3001,566201,1561,1560,869,20
3002,566202,1560,1559,2436,20
3003,566203,1559,1525,972,20
3004,566204,1525,1558,1331,20
3005,566205,1558,1557,1929,20
3006,567101,1528,1562,806,20
3007,567102,1562,1563,1126,20
3008,567103,1563,1564,1224,20
3009,567104,1564,721,2057,20
3010,567105,721,1565,1825,20
3011,567201,1565,721,1822,20
3012,567202,721,1564,2076,20
3013,567203,1564,1563,1229,20
3014,567204,1563,1562,1122,20
3015,567205,1562,1528,802,20
3016,568301,1566,1534,969,20
3017,568302,1534,1565,1862,20
3018,568303,1565,1567,969,20
3019,568304,1567,1010,1684,20
3020,568305,1010,1547,1256,20
3021,568306,1547,1568,1891,20
3022,568401,1568,1547,1900,20
3023,568402,1547,1010,1252,20
3024,568403,1010,1567,1945,20
3025,568404,1567,1565,823,20
3026,568405,1565,1534,1890,20
3027,568406,1534,1566,957,20
3028,569301,1569,1570,558,15
3029,569302,1570,1571,513,15
3030,569401,1571,1570,507,15
3031,569402,1570,1569,554,15
3032,570101,1572,1573,661,15
3033,570201,1573,1572,662,15
3034,571301,1574,1575,324,15
3035,571401,1575,1574,325,15
3036,572101,1576,1577,4678,15
3037,572201,1577,1576,4677,15
3038,573101,1578,1579,1841,15
3039,573201,1579,1578,2078,15
3040,574301,1580,1581,444,15
3041,574401,1581,1580,444,15
3042,575101,1582,1583,3746,15
3043,575201,1583,1582,3794,15
3044,576101,1584,1585,3407,15
3045,576201,1585,1584,3407,15
3046,577301,1586,1587,976,15
3047,577302,1587,1588,733,15
3048,577401,1588,1587,733,15
3049,577402,1587,1586,976,15
3050,578301,1589,1583,731,15
3051,578401,1583,1589,726,15
3052,579301,1590,1591,863,15
3053,579401,1591,1590,861,15
3054,580301,1562,1582,598,15
3055,580302,1582,1592,446,15
3056,580303,1592,1593,833,15
3057,580304,1593,1588,738,15
3058,580401,1588,1593,738,15
3059,580402,1593,1592,832,15
3060,580403,1592,1582,449,15
3061,580404,1582,1562,585,15
3062,581301,1530,1594,1401,15
3063,581401,1594,1530,1407,15
3064,582301,1595,1596,742,15
3065,582302,1596,1593,612,15
3066,582401,1593,1596,603,15
3067,582402,1596,1595,767,15
3068,583301,1533,1597,2487,15
3069,583401,1597,1533,2487,15
3070,584301,743,1567,1231,15
3071,584401,1567,743,1231,15
3072,585301,726,1598,520,15
3073,585401,1598,726,518,15
3074,587301,727,1599,1029,15
3075,587401,1599,727,993,15
3076,588301,1600,1601,826,15
3077,588401,1601,1600,826,15
3078,589301,1569,1540,545,15
3079,589401,1540,1569,548,15
3080,590101,1602,1599,431,15
3081,590201,1599,1602,431,15
3082,591101,719,1603,966,15
3083,591201,1603,719,963,15
3084,592101,1603,1566,898,15
3085,592201,1566,1603,885,15
3086,593101,1570,1537,381,15
3087,593102,1537,1555,936,15
3088,593103,1555,1598,520,15
3089,593104,1598,1604,1416,15
3090,593201,1604,1598,1400,15
3091,593202,1598,1555,518,15
3092,593203,1555,1537,933,15
3093,593204,1537,1570,381,15
3094,595301,722,743,1161,15
3095,677202,922,921,1075,20
3096,677203,921,920,745,20
3097,678301,1605,1606,3373,20
3098,678302,1606,1607,1205,20
3099,678303,1607,921,699,20
3100,678304,921,715,403,20
3101,678305,715,1608,788,20
3102,678306,1608,1609,1094,20
3103,678307,1609,1610,1088,20
3104,678308,1610,1611,944,20
3105,678401,1611,1610,943,20
3106,678402,1610,1609,1076,20
3107,678403,1609,1608,1111,20
3108,678404,1608,715,785,20
3109,678405,715,921,725,20
3110,678406,921,1607,388,20
3111,678407,1607,1606,1199,20
3112,678408,1606,1605,3364,20
3113,679301,1612,877,642,20
3114,679302,877,1613,565,20
3115,679303,1613,920,485,20
3116,679304,920,714,320,20
3117,679305,714,1614,745,20
3118,679306,1614,1317,1441,20
3119,679307,1317,1615,488,20
3120,679308,1615,916,548,20
3121,679309,916,1616,610,20
3122,679401,1616,916,616,20
3123,679402,916,1615,541,20
3124,679403,1615,1317,488,20
3125,679404,1317,1614,1444,20
3126,679405,1614,714,628,20
3127,679406,714,920,444,20
3128,679407,920,1613,490,20
3129,679408,1613,877,563,20
3130,679409,877,1612,640,20
3131,680301,1613,1607,665,15
3132,680302,1607,922,764,15
3133,680401,922,1607,787,15
3134,680402,1607,1613,651,15
3135,681301,1617,1618,2112,15
3136,681302,1618,1619,1399,15
3137,681401,1619,1618,1399,15
3138,681402,1618,1617,2108,15
3139,682301,1620,1621,2577,15
3140,682401,1621,1620,2575,15
3141,683101,1621,884,2387,15
3142,683102,884,1622,1716,15
3143,683201,1622,884,1677,15
3144,683202,884,1621,2421,15
3145,684301,1623,1624,858,15
3146,684302,1624,1625,844,15
3147,684401,1625,1624,846,15
3148,684402,1624,1623,854,15
3149,685301,1626,1623,413,15
3150,685401,1623,1626,413,15
3151,686101,1618,1627,867,15
3152,686102,1627,1628,896,15
3153,686201,1628,1627,897,15
3154,686202,1627,1618,869,15
3155,687301,912,1626,1143,15
3156,687302,1626,1629,621,15
3157,687303,1629,1630,915,15
3158,687304,1630,1631,1303,15
3159,687401,1631,1630,1291,15
3160,687402,1630,1629,943,15
3161,687403,1629,1626,622,15
3162,687404,1626,912,1130,15
3163,688301,1632,1633,1157,15
3164,688401,1633,1632,1160,15
3165,689101,1634,1624,782,15
3166,689102,1624,1635,810,15
3167,689103,1635,856,599,15
3168,689201,856,1635,593,15
3169,689202,1635,1624,803,15
3170,689203,1624,1634,786,15
3171,690101,1636,1630,780,15
3172,690102,1630,857,1844,15
3173,690201,857,1630,1854,15
3174,690202,1630,1636,779,15
3175,691101,1319,1610,853,15
3176,691102,1610,1637,451,15
3177,691201,1637,1610,453,15
3178,691202,1610,1319,856,15
3179,692301,1638,1639,389,15
3180,692401,1639,1638,388,15
3181,693301,1612,1606,630,15
3182,693302,1606,1640,1637,15
3183,693401,1640,1606,1638,15
3184,693402,1606,1612,645,15
3185,694101,1615,1641,415,15
3186,694102,1641,1642,551,15
3187,694103,1642,1643,575,15
3188,694104,1643,1644,452,15
3189,694105,1644,1645,906,15
3190,694201,1645,1644,903,15
3191,694202,1644,1643,452,15
3192,694203,1643,1642,582,15
3193,694204,1642,1641,558,15
3194,694205,1641,1615,406,15
3195,695101,1614,1608,1235,15
3196,695201,1608,1614,1229,15
3197,696301,1646,1647,479,15
3198,696302,1647,1648,672,15
3199,696401,1648,1647,664,15
3200,696402,1647,1646,473,15
3201,697301,1646,1649,1082,15
3202,697401,1649,1646,1079,15
3203,698301,1650,1651,543,15
3204,698302,1651,1650,604,15
3205,698401,1650,1651,612,15
3206,698402,1651,1650,538,15
3207,700101,1652,1653,718,15
3208,700201,1653,1652,717,15
3209,701101,874,1654,492,15
3210,701102,1654,868,592,15
3211,701201,868,1654,595,15
3212,701202,1654,874,493,15
3213,702101,1655,1656,529,15
3214,702201,1656,1655,524,15
3215,703301,1240,1657,1407,15
3216,703401,1657,1240,1402,15
3217,704301,873,1658,1016,15
3218,704302,1658,867,953,15
3219,704401,867,1658,958,15
3220,704402,1658,873,1015,15
3221,705301,1239,1659,1417,15
3222,705401,1659,1239,1419,15
3223,706101,1660,1661,746,15
3224,706102,1661,1662,642,15
3225,706103,1662,1663,520,15
3226,706201,1663,1662,520,15
3227,706202,1662,1661,642,15
3228,706203,1661,1660,745,15
3229,707301,893,1664,721,15
3230,707401,1664,893,721,15
3231,708301,1315,914,1086,15
3232,708302,914,898,505,15
3233,708303,898,904,593,15
3234,708401,904,898,602,15
3235,708402,898,914,505,15
3236,708403,914,1315,1081,15
3237,709301,1665,1666,4086,15
3238,709401,1666,1665,4086,15
3239,710101,882,1667,1169,15
3240,710201,1667,882,1169,15
3241,712301,1668,1669,896,15
3242,712302,1669,1670,901,15
3243,712303,1670,1671,745,15
3244,712401,1671,1670,745,15
3245,712402,1670,1669,901,15
3246,712403,1669,1668,896,15
3247,713101,1672,1673,1407,20
3248,713102,1673,1674,454,20
3249,713201,1674,1673,672,20
3250,713202,1673,1672,1402,20
3251,714301,1675,1676,1315,20
3252,714302,1676,1677,933,20
3253,714401,1677,1676,1049,20
3254,714402,1676,1675,1197,20
3255,715301,1678,1675,678,20
3256,715401,1675,1678,702,20
3257,716301,1679,1680,2511,20
3258,716302,1680,1681,1274,20
3259,716303,1680,1681,1625,20
3260,716304,1681,1682,2600,20
3261,716401,1682,1681,2600,20
3262,716402,1681,1680,1618,20
3263,716403,1681,1680,1274,20
3264,716404,1680,1679,2511,20
3265,717301,1683,1684,5046,20
3266,717302,1684,1685,6495,20
3267,717401,1685,1684,6495,20
3268,717402,1684,1683,5046,20
3269,718301,1686,1674,1685,20
3270,718302,1674,1687,1888,20
3271,718303,1687,1688,1067,20
3272,718304,1688,1689,1343,20
3273,718305,1689,1690,3499,20
3274,718306,1690,1691,1354,20
3275,718401,1691,1690,2093,20
3276,718402,1690,1689,2915,20
3277,718403,1689,1688,1228,20
3278,718404,1688,1687,795,20
3279,718405,1687,1674,2346,20
3280,718406,1674,1686,1502,20
3281,719101,1692,1693,1493,20
3282,719102,1693,1694,1157,20
3283,719103,1694,1695,2179,20
3284,719104,1695,1696,1666,20
3285,719105,1696,1697,1234,20
3286,719201,1697,1696,1213,20
3287,719202,1696,1695,1672,20
3288,719203,1695,1694,2183,20
3289,719204,1694,1693,1160,20
3290,719205,1693,1692,1493,20
3291,720101,1698,1699,728,20
3292,720201,1699,1698,725,20
3293,721101,1700,1701,1413,15
3294,721201,1701,1700,1415,15
3295,722101,1702,1703,922,20
3296,722201,1703,1702,910,20
3297,723301,1682,1698,1176,20
3298,723302,1698,1701,514,20
3299,723303,1701,1702,1007,20
3300,723401,1702,1701,993,20
3301,723402,1701,1698,512,20
3302,723403,1698,1682,1188,20
3303,724101,1704,1705,1068,15
3304,724201,1705,1704,1068,15
3305,727301,1677,1706,1250,15
3306,727401,1706,1677,1250,15
3307,730301,1705,1673,990,15
3308,730302,1673,1707,2090,15
3309,730401,1707,1673,2082,15
3310,730402,1673,1705,997,15
3311,731101,1708,1709,1221,15
3312,731102,1709,1697,1124,15
3313,731201,1697,1709,1120,15
3314,731202,1709,1708,1225,15
3315,732101,1710,1709,1818,15
3316,732201,1709,1710,1796,15
3317,735301,1508,1711,2598,20
3318,735401,1711,1508,2352,20
3319,736301,1712,1061,383,20
3320,736302,1061,1713,477,20
3321,736401,1713,1061,476,20
3322,736402,1061,1712,400,20
3323,737301,1714,1272,4273,20
3324,737401,1272,1714,4252,20
3325,738101,1715,403,403,20
3326,738102,403,1125,945,20
3327,738103,1125,1716,1026,20
3328,738201,1716,1125,1042,20
3329,738202,1125,403,949,20
3330,738203,403,1715,391,20
3331,739101,1717,1718,4163,20
3332,739201,1718,1717,4124,20
3333,740301,1719,1720,2482,20
3334,740302,1720,1721,2366,20
3335,740401,1721,1720,2369,20
3336,740402,1720,1719,2488,20
3337,741101,1722,1620,1791,20
3338,741102,1620,883,2030,20
3339,741103,883,1723,1750,20
3340,741104,1723,1724,3783,20
3341,741105,1724,1531,4503,20
3342,741106,1531,1563,2725,20
3343,741201,1563,1531,2604,20
3344,741202,1531,1724,4673,20
3345,741203,1724,1723,3762,20
3346,741204,1723,883,1784,20
3347,741205,883,1620,2243,20
3348,741206,1620,1722,1526,20
3349,742301,757,1232,2506,20
3350,742401,1232,757,2506,20
3351,743301,1725,799,1600,20
3352,743302,799,1726,766,20
3353,743303,1726,1254,1466,20
3354,743304,1254,1435,557,20
3355,743401,1435,1254,562,20
3356,743402,1254,1726,1450,20
3357,743403,1726,799,781,20
3358,743404,799,1725,1601,20
3359,745101,1727,1283,1493,20
3360,745102,1283,1728,1205,20
3361,745103,1728,1230,533,20
3362,745104,1230,1372,925,20
3363,745105,1372,1517,468,20
3364,745106,1517,1210,722,20
3365,745107,1210,1729,962,20
3366,745201,1729,1210,958,20
3367,745202,1210,1517,732,20
3368,745203,1517,1372,472,20
3369,745204,1372,1230,920,20
3370,745205,1230,1728,543,20
3371,745206,1728,1283,1194,20
3372,745207,1283,1727,1495,20
3373,746301,870,1499,1844,20
3374,746302,1499,1730,635,20
3375,746303,1730,1313,558,20
3376,746304,1313,1308,665,20
3377,746305,1308,1294,946,20
3378,746306,1294,1390,1077,20
3379,746307,1390,1238,1499,20
3380,746308,1238,1731,464,20
3381,746309,1731,1732,951,20
3382,746310,1732,1733,2334,20
3383,746401,1733,1732,2316,20
3384,746402,1732,1731,979,20
3385,746403,1731,1238,464,20
3386,746404,1238,1390,1502,20
3387,746405,1390,1294,1080,20
3388,746406,1294,1308,938,20
3389,746407,1308,1313,738,20
3390,746408,1313,1730,480,20
3391,746409,1730,1499,642,20
3392,746410,1499,870,1822,20
3393,747301,1734,1699,594,20
3394,747302,1699,1703,1408,20
3395,747303,1703,1735,3011,20
3396,747304,1735,1736,2216,20
3397,747305,1736,774,1373,20
3398,747306,774,1737,534,20
3399,747401,1737,774,517,20
3400,747402,774,1736,1428,20
3401,747403,1736,1735,2567,20
3402,747404,1735,1703,2612,20
3403,747405,1703,1699,1418,20
3404,747406,1699,1734,600,20
3405,748101,1738,1739,857,20
3406,748102,1739,1740,1319,20
3407,748103,1740,118,1334,20
3408,748104,118,1741,1127,20
3409,748201,1741,118,1136,20
3410,748202,118,1740,1469,20
3411,748203,1740,1739,1161,20
3412,748204,1739,1738,849,20
3413,749301,1742,878,676,20
3414,749302,878,879,628,20
3415,749303,879,1743,410,20
3416,749304,1743,888,999,20
3417,749305,888,1744,1312,20
3418,749306,1744,892,901,20
3419,749307,892,910,394,20
3420,749401,910,892,373,20
3421,749402,892,1744,904,20
3422,749403,1744,888,1306,20
3423,749404,888,1743,1010,20
3424,749405,1743,879,433,20
3425,749406,879,878,605,20
3426,749407,878,1742,685,20
3427,750101,1745,684,384,15
3428,750102,684,658,1032,15
3429,753102,1746,1552,770,20
3430,753103,1552,1747,1062,20
3431,753104,1747,1748,1345,20
3432,753105,1748,1548,992,20
3433,753201,1548,1748,1082,20
3434,753202,1748,1747,1208,20
3435,753203,1747,1552,1098,20
3436,753204,1552,1746,1564,20
3437,753205,1746,1539,540,20
3438,754101,1749,465,859,15
3439,754102,465,549,969,15
3440,754103,549,431,559,15
3441,754104,431,482,860,20
3442,754105,482,458,533,20
3443,754106,458,1750,490,20
3444,754107,1750,440,701,20
3445,754108,440,477,716,20
3446,754201,477,440,715,20
3447,754202,440,1750,713,20
3448,754203,1750,458,495,20
3449,754204,458,482,517,20
3450,754205,482,431,855,20
3451,754206,431,549,557,15
3452,754207,549,465,977,15
3453,754208,465,1749,859,15
3454,755301,1751,1752,782,20
3455,755401,1752,1751,768,20
3456,756101,401,1124,892,15
3457,756201,1124,401,893,15
3458,758301,1753,1007,1241,15
3459,758401,1007,1753,1246,15
3460,759101,1112,165,739,15
3461,759102,165,1754,1020,15
3462,759103,1754,1755,787,15
3463,759201,1755,1754,774,15
3464,759202,1754,165,1023,15
3465,759203,165,1112,752,15
3466,760101,1756,638,531,15
3467,760102,638,468,894,15
3468,760201,468,638,890,15
3469,760202,638,1756,536,15
3470,761301,1757,876,513,20
3471,761302,876,1647,686,20
3472,761303,1647,1652,1281,20
3473,761304,1652,1316,937,20
3474,761305,1316,915,1019,15
3475,761401,915,1316,1020,15
3476,761402,1316,1652,1042,20
3477,761403,1652,1647,1283,20
3478,761404,1647,876,681,20
3479,761405,876,1757,539,20
3480,762301,741,1758,917,20
3481,762302,1758,30,676,20
3482,762303,30,736,933,20
3483,762304,736,492,880,20
3484,762305,492,312,670,20
3485,762306,312,317,1385,20
3486,762401,317,312,1395,20
3487,762402,312,492,676,20
3488,762403,492,736,858,20
3489,762404,736,30,937,20
3490,762405,30,1758,666,20
3491,762406,1758,741,926,20
3492,763101,574,496,259,30
3493,763102,496,31,736,30
3494,763103,31,432,1339,20
3495,763201,432,31,1409,20
3496,763202,31,496,613,30
3497,763203,496,574,786,30
3498,764301,1759,1760,2249,15
3499,764302,1760,742,1153,15
3500,764303,742,1761,815,20
3501,764304,1761,740,420,20
3502,764305,740,304,596,20
3503,764306,304,737,446,20
3504,764307,737,270,484,20
3505,764308,270,89,869,20
3506,764401,89,270,762,20
3507,764402,270,737,487,20
3508,764403,737,304,446,20
3509,764404,304,740,613,20
3510,750201,658,684,1032,15
3511,750202,684,1745,404,15
3512,751101,445,1762,367,15
3513,751102,1762,437,832,15
3514,751103,437,475,738,15
3515,751201,475,437,742,15
3516,751202,437,1762,833,15
3517,751203,1762,445,365,15
3518,752301,1763,1723,2543,15
3519,752302,1723,1622,1994,15
3520,752401,1622,1723,1994,15
3521,752402,1723,1763,2542,15
3522,753101,1539,1746,1361,20
3523,764405,740,1761,404,20
3524,764406,1761,742,804,20
3525,764407,742,1760,1155,15
3526,764408,1760,1759,2243,15
3527,765101,1360,1764,450,20
3528,765102,1764,1330,949,20
3529,765103,1330,1267,1129,20
3530,765104,1267,1765,931,20
3531,765201,1765,1267,685,20
3532,765202,1267,1330,1127,20
3533,765203,1330,1764,952,20
3534,765204,1764,1360,458,20
3535,766101,1766,1767,5098,20
3536,766102,1767,1768,3184,20
3537,766103,1768,1768,2188,20
3538,766104,1768,1769,619,20
3539,766105,1769,1770,1181,20
3540,766201,1770,1769,1176,20
3541,766202,1769,1768,629,20
3542,766203,1768,1768,2188,20
3543,766204,1768,1767,3184,20
3544,766205,1767,1766,5098,20
3545,767401,1771,655,740,15
3546,768301,1046,1772,817,15
3547,768302,1772,1773,723,15
3548,768303,1773,1042,679,15
3549,768304,1042,934,913,15
3550,768305,934,1774,1430,15
3551,768401,1774,934,1429,15
3552,768402,934,1042,914,15
3553,768403,1042,1773,720,15
3554,768404,1773,1772,680,15
3555,768405,1772,1046,808,15
3556,769101,1775,1394,3555,20
3557,769102,1394,1776,4183,20
3558,769103,1776,1492,2112,20
3559,769104,1492,1777,600,20
3560,769105,1777,1349,876,20
3561,769106,1349,1778,807,20
3562,769107,1778,1379,844,20
3563,769108,1379,1507,765,20
3564,769109,1507,1268,1153,20
3565,769110,1268,1223,562,20
3566,769111,1223,1765,589,30
3567,769112,1765,1779,1882,30
3568,769113,1779,1327,2829,30
3569,769201,1327,1779,2684,30
3570,769202,1779,1765,1391,30
3571,769203,1765,1223,804,30
3572,769204,1223,1268,554,20
3573,769205,1268,1507,1139,20
3574,769206,1507,1379,780,20
3575,769207,1379,1778,807,20
3576,769208,1778,1349,816,20
3577,769209,1349,1777,446,20
3578,769210,1777,1492,1331,20
3579,769211,1492,1776,1848,20
3580,769212,1776,1394,4161,20
3581,769213,1394,1775,3547,20
3582,770301,373,1049,493,15
3583,770302,1049,1171,415,15
3584,770303,1171,1108,576,15
3585,770304,1108,1052,479,15
3586,770305,1052,1780,473,15
3587,770306,1780,1781,517,15
3588,770307,1781,1782,605,15
3589,770401,1782,1781,615,15
3590,770402,1781,1780,515,15
3591,770403,1780,1052,474,15
3592,770404,1052,1108,478,15
3593,770405,1108,1171,579,15
3594,770406,1171,1049,412,15
3595,770407,1049,373,484,15
3596,771301,1783,1730,886,15
3597,771401,1730,1783,888,15
3598,773101,1784,160,696,15
3599,773102,160,1753,652,20
3600,773201,1753,160,646,20
3601,773202,160,1784,694,15
3602,774301,1785,1786,2360,15
3603,774401,1786,1785,2360,15
3604,775101,1700,1787,684,15
3605,775102,1787,1788,1100,20
3606,775201,1788,1787,1202,20
3607,775202,1787,1700,686,15
3608,776101,130,1097,1035,20
3609,776102,1097,405,701,20
3610,776103,405,949,919,20
3611,776104,949,1789,870,20
3612,776201,1789,949,878,20
3613,776202,949,405,904,20
3614,776203,405,1097,702,20
3615,776204,1097,130,1033,20
3616,779101,745,1580,813,15
3617,779102,1580,1790,517,15
3618,779201,1790,1580,516,15
3619,779202,1580,745,808,15
3620,781101,952,1791,894,20
3621,781102,1791,296,644,20
3622,781103,296,1792,797,20
3623,781201,1792,296,830,20
3624,781202,296,1791,632,20
3625,781203,1791,952,887,20
3626,782301,1501,1793,571,15
3627,782401,1793,1501,572,15
3628,783301,580,686,1224,15
3629,783302,686,576,1052,15
3630,783401,576,686,1063,15
3631,783402,686,580,1214,15
3632,784101,1794,1795,532,15
3633,784102,1795,1796,512,15
3634,784103,1796,1797,701,15
3635,784104,1797,1798,695,15
3636,784201,1798,1797,707,15
3637,784202,1797,1796,701,15
3638,784203,1796,1795,500,15
3639,784204,1795,1794,532,15
3640,785101,960,1068,903,15
3641,785201,1068,960,896,15
3642,786301,938,1799,799,15
3643,786302,1799,1800,510,15
3644,786303,1800,1801,560,15
3645,786304,1801,924,393,15
3646,786305,924,1099,589,15
3647,786306,1099,930,336,15
3648,786307,930,1802,714,15
3649,786401,1802,930,725,15
3650,786402,930,1099,340,15
3651,786403,1099,924,587,15
3652,786404,924,1801,393,15
3653,786405,1801,1800,560,15
3654,786406,1800,1799,510,15
3655,786407,1799,938,799,15
3656,787301,1803,1804,519,15
3657,787401,1804,1803,519,15
3658,788301,1805,1806,1254,15
3659,788401,1806,1805,1254,15
3660,790103,1807,1808,3740,20
3661,790104,1808,1809,2378,20
3662,790105,1809,1810,1065,20
3663,790201,1810,1809,1055,20
3664,790202,1809,1808,2383,20
3665,790203,1808,1807,3741,20
3666,791301,1055,360,618,15
3667,791401,360,1055,618,15
3668,792301,1811,1812,523,20
3669,792302,1812,1813,887,20
3670,792303,1813,1814,662,20
3671,792304,1814,1815,402,20
3672,792305,1815,1378,496,20
3673,792401,1378,1815,484,20
3674,792402,1815,1814,406,20
3675,792403,1814,1813,660,20
3676,792404,1813,1812,894,20
3677,792405,1812,1811,539,20
3678,794301,1816,1817,538,15
3679,794302,1817,918,662,15
3680,794303,918,1818,705,15
3681,794304,1818,900,505,15
3682,794305,900,1819,706,15
3683,794401,1819,900,706,15
3684,794402,900,1818,505,15
3685,794403,1818,918,705,15
3686,794404,918,1817,662,15
3687,794405,1817,1816,538,15
3688,796301,1820,1821,579,15
3689,796401,1821,1820,572,15
3690,798301,1822,653,859,15
3691,798302,653,1823,629,15
3692,798402,653,1822,881,15
3693,799101,819,1824,580,20
3694,799201,1824,819,580,20
3695,800101,1825,1826,1236,15
3696,800201,1826,1825,1551,15
3697,801101,1827,1726,1517,15
3698,801102,1726,847,2820,20
3699,801103,847,1807,2974,20
3700,801201,1807,847,2974,20
3701,801202,847,1726,2820,20
3702,801203,1726,1827,1517,15
3703,802301,793,805,1104,15
3704,802401,805,793,1104,15
3705,805301,1828,811,3054,20
3706,805302,811,1829,1636,20
3707,805303,1829,1830,872,20
3708,805401,1830,1829,857,20
3709,805402,1829,811,1636,20
