,F
30572,2
30573,1
30574,1
30575,1
30576,1
30577,1
30578,1
30579,7
30580,1
30581,17
30582,1
30583,2
30584,1
30585,1
30586,1
30587,5
30588,1
30589,7
30590,2
30591,1
30592,1
30593,1
30594,2
30595,2
30596,1
30597,2
30598,2
30599,3
30600,1
30601,1
30602,2
30603,1
30604,1
30605,2
30606,1
30607,6
30608,1
30609,2
30610,1
30611,1
30612,1
30613,1
30614,1
30615,1
30616,5
30617,1
30618,1
30619,2
30620,1
30621,2
30622,1
30623,1
30624,1
30625,2
30626,1
30627,1
30628,1
30629,2
30630,1
30631,1
30632,2
30633,1
30634,1
30635,1
30636,1
30637,1
30638,2
30639,1
30640,1
30641,1
30642,1
30643,6
30644,2
30645,1
30646,2
30647,1
30648,1
30649,1
30650,2
30651,1
30652,1
30653,1
30654,1
30655,2
30656,3
30657,1
30658,3
30659,5
30660,1
30661,1
30662,1
30663,1
30664,1
30665,1
30666,1
30667,1
30668,2
30669,1
30670,1
30671,1
30672,1
30673,1
30674,2
30675,5
30676,3
30677,1
30678,1
30679,1
30680,8
30681,1
30682,2
30683,1
30684,2
30685,9
30686,1
30687,1
30688,4
30689,3
30690,2
30691,1
30692,1
30693,1
30694,1
30695,1
30696,1
30697,1
30698,1
30699,1
30700,6
30701,1
30702,2
30703,1
30704,2
30705,1
30706,2
30707,1
30708,4
30709,1
30710,10
30711,1
30712,1
30713,1
30714,1
30715,1
30716,1
30717,3
30718,2
30719,2
30720,2
30721,1
30722,1
30723,1
30724,1
30725,2
30726,1
30727,1
30728,16
30729,1
30730,1
30731,1
30732,2
30733,4
30734,1
30735,6
30736,1
30737,1
30738,1
30739,2
30740,1
30741,1
30742,18
30743,10
30744,9
30745,1
30746,2
30747,3
30748,3
30749,2
30750,3
30751,1
30752,1
30753,1
30754,3
30755,1
30756,1
30757,1
30758,1
30759,14
30760,1
30761,2
30762,3
30763,1
30764,1
30765,1
30766,1
30767,37
30768,1
30769,1
30770,5
30771,1
30772,1
30773,1
30774,9
30775,14
30776,4
30777,1
30778,8
30779,2
30780,1
30781,2
30782,5
30783,5
30784,1
30785,2
30786,1
30787,2
30788,1
30789,10
30790,6
30791,1
30792,1
30793,1
30794,5
30795,6
30796,7
30797,1
30798,6
30799,1
30800,1
30801,3
30802,15
30803,1
30804,1
30805,1
30806,32
30807,1
30808,1
30809,2
30810,5
30811,1
30812,1
30813,1
30814,1
30815,1
30816,1
30817,1
30818,17
30819,3
30820,1
30821,1
30822,4
30823,1
30824,4
30825,2
30826,1
30827,3
30828,1
30829,1
30830,2
30831,2
30832,2
30833,1
30834,1
30835,3
30836,1
30837,1
30838,3
30839,1
30840,8
30841,1
30842,1
30843,1
30844,1
30845,3
30846,2
30847,2
30848,1
30849,2
30850,1
30851,2
30852,1
30853,2
30854,1
30855,1
30856,2
30857,1
30858,22
30859,1
30860,2
30861,1
30862,16
30863,1
30864,1
30865,1
30866,1
30867,1
30868,1
30869,1
30870,1
30871,1
30872,1
30873,1
30874,1
30875,1
30876,1
30877,1
30878,5
30879,1
30880,1
30881,1
30882,1
30883,2
30884,1
30885,1
30886,1
30887,1
30888,4
30889,1
30890,1
30891,1
30892,1
30893,1
30894,1
30895,1
30896,1
30897,1
30898,1
30899,1
30900,1
30901,2
30902,5
30903,2
30904,1
30905,1
30906,1
30907,3
30908,8
30909,1
30910,1
30911,1
30912,1
30913,1
30914,1
30915,2
30916,1
30917,6
30918,2
30919,3
30920,1
30921,23
30922,1
30923,4
30924,1
30925,1
30926,4
30927,1
30928,2
30929,13
30930,1
30931,7
30932,4
30933,9
30934,2
30935,2
30936,15
30937,2
30938,1
30939,1
30940,4
30941,1
30942,2
30943,1
30944,1
30945,1
30946,2
30947,3
30948,1
30949,1
30950,1
30951,3
30952,7
30953,2
30954,2
30955,59
30956,1
30957,27
30958,2
30959,2
30960,1
30961,1
30962,3
30963,1
30964,2
30965,1
30966,2
30967,1
30968,5
30969,2
30970,1
30971,2
30972,2
30973,2
30974,3
30975,2
30976,2
30977,4
30978,2
30979,9
30980,7
30981,1
30982,4
30983,2
30984,1
30985,4
30986,4
30987,1
30988,5
30989,2
30990,2
30991,2
30992,2
30993,2
30994,1
30995,1
30996,1
30997,1
30998,1
30999,1
31000,1
31001,1
31002,2
31003,4
31004,2
31005,39
31006,1
31007,1
31008,1
31009,1
31010,2
31011,1
31012,2
31013,1
31014,1
31015,2
31016,3
31017,1
31018,1
31019,2
31020,2
31021,12
31022,1
31023,1
31024,2
31025,1
31026,4
31027,1
31028,29
31029,2
31030,1
31031,1
31032,4
31033,1
31034,2
31035,1
31036,1
31037,2
31038,2
31039,1
31040,1
31041,1
31042,8
31043,2
31044,4
31045,1
31046,1
31047,1
31048,1
31049,1
31050,14
31051,2
31052,2
31053,1
31054,2
31055,3
31056,2
31057,4
31058,2
31059,1
31060,2
31061,3
31062,73
31063,1
31064,1
31065,2
31066,1
31067,2
31068,3
31069,7
31070,2
31071,1
31072,1
31073,1
31074,1
31075,1
31076,2
31077,1
31078,1
31079,2
31080,3
31081,1
31082,4
31083,2
31084,2
31085,2
31086,5
31087,2
31088,2
31089,1
31090,1
31091,1
31092,1
31093,1
31094,2
31095,1
31096,2
31097,4
31098,2
31099,2
31100,15
31101,5
31102,1
31103,1
31104,11
31105,2
31106,9
31107,5
31108,2
31109,1
31110,1
31111,5
31112,1
31113,1
31114,9
31115,2
31116,2
31117,2
31118,1
31119,1
31120,1
31121,1
31122,1
31123,2
31124,1
31125,1
31126,5
31127,1
31128,2
31129,8
31130,1
31131,13
31132,1
31133,4
31134,1
31135,1
31136,3
31137,1
31138,1
31139,1
31140,1
31141,1
31142,1
31143,1
31144,2
31145,1
31146,1
31147,1
31148,3
31149,4
31150,2
31151,3
31152,1
31153,1
31154,2
31155,2
31156,3
31157,1
31158,4
31159,2
31160,1
31161,1
31162,1
31163,1
31164,2
31165,1
31166,1
31167,1
31168,1
31169,13
31170,3
31171,1
31172,2
31173,1
31174,1
31175,3
31176,5
31177,1
31178,2
31179,2
31180,1
31181,6
31182,1
31183,1
31184,4
31185,2
31186,3
31187,4
31188,4
31189,1
31190,1
31191,2
31192,1
31193,1
31194,1
31195,2
31196,8
31197,1
31198,1
31199,1
31200,1
31201,2
31202,1
31203,1
31204,1
31205,1
31206,1
31207,1
31208,1
31209,1
31210,15
31211,2
31212,1
31213,1
31214,1
31215,1
31216,1
31217,2
31218,1
31219,1
31220,1
31221,1
31222,1
31223,1
31224,1
31225,1
31226,2
31227,1
31228,1
31229,1
31230,1
31231,1
31232,1
31233,1
31234,3
31235,1
31236,4
31237,1
31238,1
31239,2
31240,1
31241,2
31242,2
31243,6
31244,1
31245,1
31246,1
31247,3
31248,5
31249,6
31250,5
31251,11
31252,6
31253,2
31254,4
31255,2
31256,1
31257,4
31258,2
31259,2
31260,1
31261,2
31262,1
31263,7
31264,165
31265,2
31266,2
31267,1
31268,1
31269,1
31270,1
31271,1
31272,1
31273,1
31274,2
31275,1
31276,1
31277,4
31278,1
31279,1
31280,2
31281,2
31282,1
31283,21
31284,1
31285,1
31286,2
31287,1
31288,5
31289,7
31290,2
31291,1
31292,15
31293,3
31294,1
31295,1
31296,6
31297,3
31298,1
31299,1
31300,4
31301,1
31302,2
31303,1
31304,3
31305,1
31306,5
31307,1
31308,1
31309,1
31310,1
31311,1
31312,2
31313,1
31314,5
31315,4
31316,1
31317,1
31318,2
31319,1
31320,2
31321,1
31322,1
31323,3
31324,1
31325,13
31326,1
31327,19
31328,2
31329,1
31330,1
31331,4
31332,1
31333,3
31334,1
31335,1
31336,2
31337,2
31338,2
31339,7
31340,2
31341,1
31342,1
31343,1
31344,3
31345,6
31346,1
31347,14
31348,1
31349,1
31350,1
31351,1
31352,2
31353,1
31354,14
31355,1
31356,1
31357,2
31358,2
31359,4
31360,3
31361,1
31362,1
31363,1
31364,1
31365,1
31366,1
31367,1
31368,1
31369,10
31370,1
31371,1
31372,1
31373,2
31374,1
31375,1
31376,4
31377,3
31378,9
31379,1
31380,1
31381,1
31382,1
31383,4
31384,1
31385,1
31386,1
31387,1
31388,9
31389,3
31390,5
31391,1
31392,1
31393,1
31394,1
31395,1
31396,1
31397,1
31398,1
31399,2
31400,3
31401,2
31402,3
31403,1
31404,1
31405,1
31406,7
31407,1
31408,1
31409,1
31410,2
31411,1
31412,11
31413,1
31414,20
31415,6
31416,1
31417,1
31418,3
31419,6
31420,1
31421,1
31422,1
31423,1
31424,1
31425,1
31426,1
31427,4
31428,1
31429,3
31430,1
31431,2
31432,2
31433,1
31434,3
31435,2
31436,1
31437,1
31438,5
31439,2
31440,1
31441,1
31442,1
31443,1
31444,1
31445,1
31446,1
31447,4
31448,13
31449,1
31450,4
31451,4
31452,1
31453,6
31454,1
31455,1
31456,1
31457,2
31458,10
31459,1
31460,1
31461,1
31462,1
31463,12
31464,1
31465,1
31466,2
31467,1
31468,1
31469,1
31470,3
31471,1
31472,1
31473,1
31474,1
31475,1
31476,1
31477,1
31478,2
31479,8
31480,1
31481,1
31482,1
31483,1
31484,1
31485,1
31486,17
31487,8
31488,1
31489,1
31490,1
31491,1
31492,1
31493,1
31494,3
31495,8
31496,2
31497,1
31498,1
31499,2
31500,1
31501,1
31502,1
31503,1
31504,1
31505,2
31506,1
31507,1
31508,1
31509,1
31510,27
31511,2
31512,1
31513,1
31514,5
31515,1
31516,2
31517,7
31518,5
31519,1
31520,1
31521,1
31522,1
31523,1
31524,5
31525,6
31526,1
31527,3
31528,1
31529,1
31530,3
31531,1
31532,1
31533,1
31534,1
31535,1
31536,1
31537,1
31538,1
31539,1
31540,7
31541,1
31542,9
31543,1
31544,1
31545,2
31546,1
31547,3
31548,1
31549,1
31550,1
31551,1
31552,2
31553,3
31554,1
31555,1
31556,1
31557,2
31558,1
31559,1
31560,2
31561,1
31562,1
31563,1
31564,1
31565,1
31566,1
31567,1
31568,2
31569,1
31570,2
31571,1
31572,2
31573,1
31574,1
31575,3
31576,2
31577,1
31578,2
31579,1
31580,1
31581,1
31582,1
31583,1
31584,1
31585,1
31586,1
31587,1
31588,2
31589,2
31590,7
31591,2
31592,1
31593,3
31594,2
31595,1
31596,1
31597,2
31598,5
31599,6
31600,3
31601,1
31602,1
31603,1
31604,1
31605,1
31606,1
31607,2
31608,4
31609,2
31610,1
31611,2
31612,2
31613,1
31614,1
31615,1
31616,1
31617,17
31618,1
31619,1
31620,1
31621,1
31622,3
31623,1
31624,1
31625,1
31626,2
31627,2
31628,1
31629,1
31630,1
31631,1
31632,1
31633,2
31634,3
31635,1
31636,2
31637,4
31638,1
31639,1
31640,1
31641,1
31642,3
31643,1
31644,1
31645,1
31646,1
31647,22
31648,1
31649,1
31650,1
31651,1
31652,3
31653,1
31654,1
31655,1
31656,1
31657,1
31658,2
31659,7
31660,1
31661,2
31662,1
31663,1
31664,1
31665,1
31666,1
31667,1
31668,3
31669,4
31670,2
31671,2
31672,37
31673,9
31674,2
31675,2
31676,1
31677,1
31678,1
31679,2
31680,3
31681,1
31682,1
31683,1
31684,2
31685,1
31686,4
31687,1
31688,1
31689,2
31690,3
31691,1
31692,1
31693,2
31694,1
31695,1
31696,1
31697,1
31698,1
31699,6
31700,1
31701,1
31702,1
31703,1
31704,2
31705,23
31706,4
31707,1
31708,6
31709,1
31710,3
31711,1
31712,1
31713,2
31714,1
31715,2
31716,2
31717,1
31718,1
31719,2
31720,2
31721,2
31722,1
31723,8
31724,12
31725,1
31726,4
31727,2
31728,1
31729,1
31730,2
31731,1
31732,1
31733,8
31734,1
31735,1
31736,2
31737,1
31738,2
31739,4
31740,1
31741,1
31742,5
31743,2
31744,1
31745,2
31746,1
31747,1
31748,21
31749,2
31750,3
31751,1
31752,1
31753,10
31754,1
31755,1
31756,1
31757,1
31758,1
31759,1
31760,1
31761,1
31762,2
31763,1
31764,1
31765,1
31766,1
31767,1
31768,2
31769,1
31770,1
31771,1
31772,1
31773,4
31774,1
31775,1
31776,97
31777,1
31778,1
31779,1
31780,1
31781,1
31782,1
31783,6
31784,28
31785,1
31786,2
31787,1
31788,1
31789,1
31790,1
31791,1
31792,2
31793,2
31794,1
31795,1
31796,1
31797,1
31798,1
31799,1
31800,1
31801,1
31802,1
31803,1
31804,9
31805,1
31806,1
31807,4
31808,4
31809,1
31810,1
31811,2
31812,6
31813,5
31814,1
31815,11
31816,1
31817,1
31818,1
31819,4
31820,1
31821,1
31822,1
31823,4
31824,22
31825,11
31826,1
31827,19
31828,1
31829,1
31830,1
31831,1
31832,3
31833,1
31834,2
31835,12
31836,1
31837,2
31838,1
31839,1
31840,1
31841,1
31842,1
31843,2
31844,1
31845,1
31846,2
31847,13
31848,1
31849,1
31850,1
31851,1
31852,1
31853,1
31854,6
31855,3
31856,2
31857,1
31858,1
31859,1
31860,2
31861,2
31862,1
31863,2
31864,2
31865,1
31866,3
31867,1
31868,2
31869,3
31870,1
31871,1
31872,2
31873,1
31874,1
31875,1
31876,1
31877,1
31878,2
31879,1
31880,3
31881,5
31882,3
31883,2
31884,1
31885,1
31886,1
31887,1
31888,1
31889,5
31890,5
31891,1
31892,3
31893,1
31894,4
31895,6
31896,1
31897,1
31898,1
31899,1
31900,1
31901,277
31902,1
31903,1
31904,9
31905,7
31906,2
31907,1
31908,1
31909,1
31910,1
31911,1
31912,1
31913,2
31914,2
31915,1
31916,1
31917,1
31918,1
31919,1
31920,4
31921,1
31922,4
31923,2
31924,1
31925,1
31926,2
31927,1
31928,2
31929,1
31930,1
31931,3
31932,1
31933,1
31934,1
31935,1
31936,1
31937,3
31938,3
31939,1
31940,1
31941,1
31942,1
31943,4
31944,1
31945,2
31946,1
31947,2
31948,1
31949,1
31950,4
31951,1
31952,1
31953,1
31954,5
31955,1
31956,3
31957,1
31958,10
31959,16
31960,1
31961,18
31962,1
31963,13
31964,3
31965,2
31966,3
31967,1
31968,1
31969,1
31970,1
31971,4
31972,1
31973,1
31974,2
31975,1
31976,2
31977,1
31978,1
31979,2
31980,3
31981,6
31982,1
31983,2
31984,2
31985,1
31986,1
31987,1
31988,4
31989,7
31990,1
31991,1
31992,1
31993,1
31994,1
31995,1
31996,2
31997,1
31998,1
31999,1
32000,1
32001,1
32002,1
32003,1
32004,1
32005,1
32006,1
32007,2
32008,1
32009,2
32010,3
32011,2
32012,1
32013,1
32014,4
32015,1
32016,1
32017,1
32018,3
32019,1
32020,2
32021,2
32022,5
32023,3
32024,11
32025,2
32026,2
32027,2
32028,2
32029,8
32030,1
32031,1
32032,5
32033,5
32034,1
32035,1
32036,1
32037,2
32038,2
32039,1
32040,2
32041,17
32042,3
32043,1
32044,1
32045,1
32046,1
32047,1
32048,1
32049,3
32050,1
32051,1
32052,31
32053,2
32054,1
32055,3
32056,4
32057,2
32058,1
32059,1
32060,1
32061,2
32062,1
32063,3
32064,2
32065,5
32066,1
32067,5
32068,1
32069,2
32070,1
32071,2
32072,3
32073,1
32074,3
32075,1
32076,1
32077,3
32078,8
32079,2
32080,1
32081,1
32082,1
32083,3
32084,2
32085,4
32086,1
32087,4
32088,2
32089,1
32090,2
32091,5
32092,6
32093,1
32094,2
32095,1
32096,5
32097,1
32098,15
32099,1
32100,1
32101,1
32102,1
32103,2
32104,1
32105,1
32106,2
32107,2
32108,1
32109,1
32110,1
32111,1
32112,1
32113,1
32114,53
32115,1
32116,8
32117,1
32118,1
32119,1
32120,3
32121,3
32122,1
32123,4
32124,2
32125,3
32126,1
32127,1
32128,1
32129,1
32130,1
32131,5
32132,4
32133,2
32134,3
32135,1
32136,1
32137,1
32138,10
32139,1
32140,1
32141,1
32142,1
32143,1
32144,1
32145,1
32146,1
32147,2
32148,3
32149,1
32150,3
32151,1
32152,1
32153,1
32154,1
32155,3
32156,1
32157,2
32158,1
32159,1
32160,1
32161,1
32162,1
32163,1
32164,2
32165,2
32166,1
32167,7
32168,1
32169,1
32170,1
32171,1
32172,1
32173,1
32174,1
32175,1
32176,1
32177,1
32178,1
32179,1
32180,1
32181,1
32182,2
32183,2
32184,2
32185,1
32186,1
32187,1
32188,1
32189,3
32190,1
32191,1
32192,2
32193,1
32194,1
32195,2
32196,1
32197,1
32198,1
32199,1
32200,1
32201,1
32202,2
32203,1
32204,3
32205,1
32206,1
32207,1
32208,1
32209,1
32210,3
32211,2
32212,4
32213,1
32214,1
32215,3
32216,1
32217,1
32218,1
32219,1
32220,2
32221,1
32222,1
32223,6
32224,1
32225,2
32226,6
32227,1
32228,1
32229,1
32230,1
32231,3
32232,2
32233,1
32234,1
32235,2
32236,1
32237,5
32238,1
32239,1
32240,1
32241,1
32242,1
32243,1
32244,4
32245,1
32246,2
32247,1
32248,1
32249,25
32250,4
32251,6
32252,1
32253,1
32254,5
32255,2
32256,1
32257,2
32258,1
32259,1
32260,2
32261,2
32262,1
32263,1
32264,47
32265,1
32266,1
32267,1
32268,1
32269,1
32270,1
32271,1
32272,1
32273,1
32274,1
32275,1
32276,3
32277,1
32278,1
32279,1
32280,1
32281,1
32282,1
32283,1
32284,2
32285,1
32286,1
32287,1
32288,1
32289,27
32290,1
32291,1
32292,1
32293,1
32294,1
32295,1
32296,2
32297,6
32298,1
32299,1
32300,3
32301,4
32302,3
32303,1
32304,1
32305,1
32306,1
32307,1
32308,3
32309,2
32310,1
32311,7
32312,3
32313,1
32314,1
32315,1
32316,4
32317,2
32318,6
32319,1
32320,1
32321,1
32322,1
32323,1
32324,5
32325,3
32326,1
32327,5
32328,7
32329,5
32330,1
32331,1
32332,1
32333,1
32334,1
32335,1
32336,1
32337,1
32338,1
32339,2
32340,1
32341,1
32342,1
32343,1
32344,2
32345,2
32346,3
32347,3
32348,2
32349,1
32350,1
32351,1
32352,1
32353,1
32354,1
32355,1
32356,1
32357,1
32358,1
32359,1
32360,1
32361,2
32362,4
32363,2
32364,1
32365,1
32366,1
32367,1
32368,2
32369,3
32370,1
32371,1
32372,3
32373,1
32374,1
32375,1
32376,1
32377,1
32378,3
32379,4
32380,4
32381,1
32382,1
32383,5
32384,1
32385,1
32386,1
32387,15
32388,1
32389,3
32390,1
32391,2
32392,1
32393,1
32394,4
32395,1
32396,1
32397,1
32398,1
32399,1
32400,3
32401,2
32402,1
32403,1
32404,4
32405,1
32406,1
32407,2
32408,1
32409,2
32410,3
32411,5
32412,8
32413,1
32414,1
32415,1
32416,2
32417,1
32418,1
32419,9
32420,1
32421,1
32422,1
32423,4
32424,1
32425,1
32426,2
32427,2
32428,7
32429,1
32430,1
32431,2
32432,1
32433,1
32434,1
32435,1
32436,1
32437,2
32438,1
32439,1
32440,1
32441,6
32442,1
32443,1
32444,1
32445,2
32446,1
32447,1
32448,2
32449,2
32450,1
32451,1
32452,2
32453,6
32454,1
32455,2
32456,1
32457,1
32458,1
32459,1
32460,1
32461,1
32462,2
32463,2
32464,4
32465,1
32466,1
32467,7
32468,1
32469,2
32470,1
32471,1
32472,4
32473,1
32474,1
32475,1
32476,1
32477,1
32478,1
32479,1
32480,1
32481,1
32482,1
32483,4
32484,1
32485,1
32486,1
32487,1
32488,3
32489,2
32490,23
32491,3
32492,1
32493,1
32494,4
32495,1
32496,3
32497,1
32498,1
32499,1
32500,1
32501,1
32502,3
32503,4
32504,2
32505,7
32506,1
32507,1
32508,1
32509,1
32510,1
32511,2
32512,1
32513,1
32514,1
32515,3
32516,2
32517,2
32518,3
32519,1
32520,1
32521,1
32522,1
32523,5
32524,3
32525,1
32526,87
32527,1
32528,1
32529,1
32530,1
32531,4
32532,1
32533,1
32534,1
32535,3
32536,2
32537,2
32538,1
32539,4
32540,1
32541,1
32542,1
32543,1
32544,2
32545,1
32546,5
32547,1
32548,2
32549,1
32550,3
32551,1
32552,2
32553,1
32554,2
32555,1
32556,1
32557,1
32558,1
32559,1
32560,1
32561,1
32562,1
32563,2
32564,1
32565,3
32566,1
32567,1
32568,5
32569,4
32570,1
32571,1
32572,3
32573,9
32574,1
32575,1
32576,1
32577,1
32578,5
32579,2
32580,1
32581,1
32582,1
32583,1
32584,2
32585,18
32586,2
32587,4
32588,3
32589,1
32590,1
32591,1
32592,1
32593,1
32594,1
32595,1
32596,3
32597,1
32598,1
32599,1
32600,1
32601,1
32602,1
32603,3
32604,1
32605,4
32606,4
32607,1
32608,1
32609,4
32610,1
32611,4
32612,1
32613,1
32614,2
32615,2
32616,1
32617,1
32618,3
32619,1
32620,1
32621,1
32622,1
32623,1
32624,1
32625,2
32626,1
32627,1
32628,1
32629,1
32630,3
32631,2
32632,1
32633,1
32634,1
32635,1
32636,3
32637,1
32638,1
32639,1
32640,8
32641,1
32642,1
32643,2
32644,1
32645,1
32646,1
32647,1
32648,2
32649,2
32650,1
32651,1
32652,1
32653,1
32654,2
32655,1
32656,1
32657,1
32658,1
32659,2
32660,1
32661,1
32662,1
32663,1
32664,1
32665,1
32666,1
32667,3
32668,1
32669,1
32670,1
32671,12
32672,2
32673,3
32674,1
32675,1
32676,1
32677,9
32678,2
32679,1
32680,1
32681,1
32682,7
32683,2
32684,4
32685,20
32686,2
32687,1
32688,18
32689,1
32690,1
32691,5
32692,1
32693,1
32694,1
32695,1
32696,1
32697,3
32698,1
32699,3
32700,1
32701,3
32702,2
32703,1
32704,3
32705,1
32706,1
32707,2
32708,1
32709,1
32710,1
32711,1
32712,1
32713,1
32714,23
32715,2
32716,1
32717,10
32718,2
32719,1
32720,1
32721,1
32722,11
32723,1
32724,1
32725,1
32726,7
32727,1
32728,1
32729,1
32730,9
32731,1
32732,1
32733,4
32734,1
32735,1
32736,2
32737,1
32738,1
32739,1
32740,1
32741,2
32742,1
32743,2
32744,5
32745,4
32746,1
32747,1
32748,2
32749,1
32750,2
32751,1
32752,3
32753,1
32754,1
32755,1
32756,2
32757,8
32758,1
32759,2
32760,1
32761,5
32762,1
32763,3
32764,1
32765,1
32766,1
32767,1
32768,1
32769,1
32770,5
32771,8
32772,1
32773,2
32774,1
32775,2
32776,1
32777,2
32778,2
32779,1
32780,1
32781,1
32782,1
32783,1
32784,1
32785,1
32786,1
32787,3
32788,1
32789,25
32790,12
32791,5
32792,1
32793,3
32794,5
32795,1
32796,1
32797,5
32798,8
32799,79
32800,1
32801,1
32802,36
32803,3
32804,1
32805,1
32806,2
32807,1
32808,2
32809,1
32810,1
32811,1
32812,1
32813,2
32814,1
32815,3
32816,2
32817,2
32818,1
32819,1
32820,1
32821,1
32822,3
32823,1
32824,2
32825,2
32826,2
32827,1
32828,1
32829,1
32830,2
32831,1
32832,21
32833,3
32834,1
32835,11
32836,1
32837,1
32838,3
32839,14
32840,1
32841,2
32842,3
32843,1
32844,1
32845,2
32846,1
32847,1
32848,1
32849,1
32850,5
32851,2
32852,1
32853,1
32854,2
32855,1
32856,13
32857,1
32858,1
32859,32
32860,1
32861,2
32862,1
32863,1
32864,1
32865,2
32866,1
32867,3
32868,2
32869,1
32870,1
32871,1
32872,289
32873,1
32874,1
32875,1
32876,3
32877,51
32878,1
32879,2
32880,1
32881,1
32882,3
32883,1
32884,117
32885,1
32886,1
32887,5
32888,1
32889,41
32890,4
32891,2
32892,4
32893,1
32894,1
32895,1
32896,3
32897,1
32898,1
32899,11
32900,2
32901,6
32902,1
32903,1
32904,7
32905,1
32906,1
32907,2
32908,1
32909,1
32910,1
32911,5
32912,1
32913,1
32914,2
32915,2
32916,1
32917,1
32918,1
32919,1
32920,1
32921,1
32922,2
32923,1
32924,1
32925,1
32926,1
32927,4
32928,1
32929,1
32930,4
32931,1
32932,3
32933,1
32934,3
32935,1
32936,9
32937,1
32938,2
32939,2
32940,9
32941,3
32942,1
32943,9
32944,1
32945,8
32946,1
32947,2
32948,1
32949,1
32950,1
32951,2
32952,4
32953,2
32954,3
32955,3
32956,2
32957,6
32958,1
32959,1
32960,3
32961,1
32962,1
32963,1
32964,1
32965,2
32966,1
32967,4
32968,1
32969,3
32970,1
32971,28
32972,4
32973,1
32974,1
32975,17
32976,1
32977,1
32978,1
32979,2
32980,4
32981,1
32982,1
32983,1
32984,1
32985,1
32986,1
32987,1
32988,1
32989,2
32990,1
32991,1
32992,3
32993,2
32994,1
32995,1
32996,1
32997,1
32998,1
32999,3
33000,2
33001,6
33002,1
33003,5
33004,26
33005,1
33006,1
33007,2
33008,1
33009,3
33010,2
33011,1
33012,1
33013,4
33014,1
33015,1
33016,3
33017,2
33018,2
33019,1
33020,1
33021,7
33022,2
33023,1
33024,2
33025,2
33026,1
33027,2
33028,1
33029,4
33030,1
33031,1
33032,1
33033,1
33034,4
33035,1
33036,6
33037,2
33038,31
33039,1
33040,1
33041,1
33042,3
33043,1
33044,6
33045,2
33046,1
33047,1
33048,19
33049,3
33050,1
33051,1
33052,2
33053,1
33054,1
33055,2
33056,1
33057,2
33058,1
33059,1
33060,1
33061,2
33062,2
33063,2
33064,1
33065,1
33066,1
33067,3
33068,1
33069,1
33070,1
33071,1
33072,6
33073,2
33074,1
33075,1
33076,1
33077,1
33078,1
33079,1
33080,1
33081,1
33082,1
33083,2
33084,1
33085,1
33086,4
33087,30
33088,1
33089,6
33090,2
33091,1
33092,2
33093,1
33094,1
33095,45
33096,3
33097,3
33098,1
33099,1
33100,2
33101,1
33102,1
33103,3
33104,1
33105,1
33106,1
33107,4
33108,1
33109,1
33110,1
33111,2
33112,1
33113,1
33114,3
33115,1
33116,2
33117,2
33118,1
33119,1
33120,3
33121,1
33122,1
33123,1
33124,5
33125,1
33126,2
33127,2
33128,2
33129,2
33130,1
33131,1
33132,28
33133,5
33134,2
33135,4
33136,1
33137,1
33138,1
33139,1
33140,1
33141,144
33142,10
33143,2
33144,3
33145,4
33146,2
33147,15
33148,1
33149,1
33150,1
33151,1
33152,1
33153,1
33154,2
33155,1
33156,1
33157,4
33158,1
33159,1
33160,1
33161,1
33162,1
33163,1
33164,1
33165,13
33166,11
33167,1
33168,2
33169,1
33170,1
33171,3
33172,21
33173,2
33174,1
33175,5
33176,1
33177,1
33178,1
33179,1
33180,3
33181,1
33182,1
33183,1
33184,4
33185,2
33186,1
33187,1
33188,2
33189,1
33190,1
33191,1
33192,1
33193,1
33194,1
33195,1
33196,2
33197,2
33198,4
33199,1
33200,1
33201,1
33202,2
33203,2
33204,1
33205,2
33206,1
33207,1
33208,1
33209,2
33210,1
33211,1
33212,2
33213,2
33214,1
33215,4
33216,1
33217,1
33218,2
33219,1
33220,1
33221,1
33222,6
33223,1
33224,2
33225,7
33226,32
33227,1
33228,2
33229,1
33230,1
33231,3
33232,1
33233,1
33234,1
33235,1
33236,1
33237,1
33238,1
33239,1
33240,4
33241,1
33242,1
33243,2
33244,1
33245,1
33246,5
33247,1
33248,1
33249,1
33250,1
33251,1
33252,2
33253,4
33254,2
33255,1
33256,1
33257,1
33258,1
33259,1
33260,5
33261,1
33262,1
33263,1
33264,1
33265,1
33266,2
33267,1
33268,1
33269,1
33270,5
33271,1
33272,1
33273,1
33274,2
33275,3
33276,1
33277,1
33278,1
33279,1
33280,1
33281,1
33282,1
33283,1
33284,19
33285,1
33286,1
33287,3
33288,1
33289,1
33290,2
33291,4
33292,2
33293,1
33294,1
33295,6
33296,1
33297,2
33298,1
33299,2
33300,1
33301,1
33302,1
33303,1
33304,1
33305,1
33306,1
33307,1
33308,1
33309,1
33310,8
33311,4
33312,4
33313,1
33314,2
33315,1
33316,2
33317,1
33318,3
33319,1
33320,1
33321,2
33322,1
33323,1
33324,1
33325,9
33326,3
33327,3
33328,6
33329,1
33330,1
33331,1
33332,3
33333,33
33334,1
33335,1
33336,1
33337,1
33338,2
33339,1
33340,1
33341,1
33342,4
33343,1
33344,1
33345,17
33346,1
33347,1
33348,1
33349,1
33350,1
33351,2
33352,1
33353,1
33354,1
33355,1
33356,1
33357,45
33358,5
33359,1
33360,1
33361,1
33362,1
33363,1
33364,3
33365,1
33366,1
33367,5
33368,1
33369,1
33370,2
