,F
15110,4
15111,1
15112,2
15113,1
15114,1
15115,1
15116,2
15117,1
15118,2
15119,1
15120,1
15121,3
15122,9
15123,1
15124,1
15125,1
15126,1
15127,5
15128,4
15129,1
15130,2
15131,38
15132,1
15133,1
15134,1
15135,1
15136,3
15137,7
15138,4
15139,8
15140,3
15141,13
15142,2
15143,15
15144,1
15145,1
15146,2
15147,23
15148,1
15149,1
15150,22
15151,1
15152,1
15153,2
15154,3
15155,1
15156,3
15157,8
15158,11
15159,1
15160,1
15161,1
15162,1
15163,1
15164,22
15165,1
15166,3
15167,36
15168,1
15169,1
15170,1
15171,2
15172,1
15173,3
15174,14
15175,1
15176,1
15177,1
15178,1
15179,1
15180,1
15181,1
15182,1
15183,8
15184,1
15185,1
15186,1
15187,2
15188,1
15189,3
15190,1
15191,1
15192,1
15193,1
15194,1
15195,1
15196,1
15197,7
15198,1
15199,2
15200,3
15201,1
15202,15
15203,1
15204,1
15205,1
15206,2
15207,64
15208,1
15209,1
15210,1
15211,1
15212,1
15213,1
15214,1
15215,1
15216,1
15217,1
15218,6
15219,2
15220,1
15221,1
15222,4
15223,1
15224,1
15225,2
15226,3
15227,1
15228,1
15229,1
15230,1
15231,2
15232,1
15233,2
15234,1
15235,1
15236,4
15237,3
15238,1
15239,1
15240,1
15241,2
15242,1
15243,1
15244,1
15245,1
15246,1
15247,1
15248,44
15249,4
15250,1
15251,1
15252,1
15253,2
15254,1
15255,3
15256,5
15257,1
15258,1
15259,1
15260,25
15261,10
15262,1
15263,4
15264,23
15265,1
15266,61
15267,1
15268,2
15269,1
15270,1
15271,2
15272,6
15273,5
15274,1
15275,2
15276,1
15277,1
15278,1
15279,1
15280,4
15281,4
15282,12
15283,2
15284,2
15285,2
15286,2
15287,1
15288,1
15289,17
15290,1
15291,2
15292,3
15293,2
15294,4
15295,1
15296,1
15297,4
15298,2
15299,1
15300,1
15301,1
15302,1
15303,10
15304,1
15305,5
15306,1
15307,1
15308,2
15309,2
15310,1
15311,76
15312,1
15313,2
15314,2
15315,1
15316,1
15317,1
15318,2
15319,1
15320,1
15321,2
15322,1
15323,1
15324,1
15325,2
15326,1
15327,1
15328,2
15329,1
15330,1
15331,10
15332,1
15333,1
15334,2
15335,1
15336,1
15337,21
15338,2
15339,1
15340,2
15341,1
15342,5
15343,1
15344,1
15345,1
15346,9
15347,1
15348,1
15349,10
15350,1
15351,1
15352,1
15353,1
15354,1
15355,6
15356,1
15357,1
15358,4
15359,1
15360,1
15361,1
15362,2
15363,1
15364,2
15365,1
15366,1
15367,1
15368,1
15369,1
15370,1
15371,30
15372,1
15373,1
15374,1
15375,1
15376,1
15377,1
15378,1
15379,1
15380,2
15381,2
15382,1
15383,1
15384,1
15385,4
15386,5
15387,1
15388,1
15389,1
15390,1
15391,1
15392,1
15393,1
15394,1
15395,1
15396,2
15397,1
15398,1
15399,1
15400,4
15401,1
15402,1
15403,3
15404,31
15405,1
15406,1
15407,16
15408,4
15409,8
15410,1
15411,3
15412,2
15413,1
15414,1
15415,8
15416,1
15417,1
15418,1
15419,1
15420,3
15421,1
15422,1
15423,4
15424,4
15425,1
15426,2
15427,4
15428,11
15429,1
15430,2
15431,1
15432,4
15433,1
15434,1
15435,1
15436,2
15437,1
15438,1
15439,1
15440,7
15441,9
15442,2
15443,1
15444,1
15445,2
15446,1
15447,2
15448,1
15449,1
15450,14
15451,1
15452,1
15453,1
15454,1
15455,1
15456,1
15457,5
15458,1
15459,1
15460,1
15461,9
15462,1
15463,19
15464,3
15465,1
15466,1
15467,5
15468,1
15469,1
15470,1
15471,2
15472,1
15473,2
15474,9
15475,5
15476,23
15477,1
15478,1
15479,4
15480,1
15481,1
15482,12
15483,33
15484,5
15485,7
15486,5
15487,1
15488,5
15489,1
15490,99
15491,1
15492,1
15493,2
15494,3
15495,1
15496,2
15497,7
15498,1
15499,1
15500,1
15501,1
15502,2
15503,23
15504,1
15505,1
15506,4
15507,1
15508,1
15509,1
15510,5
15511,1
15512,22
15513,1
15514,4
15515,7
15516,2
15517,2
15518,1
15519,6
15520,2
15521,2
15522,1
15523,2
15524,17
15525,5
15526,7
15527,8
15528,3
15529,7
15530,2
15531,1
15532,1
15533,1
15534,1
15535,3
15536,3
15537,2
15538,1
15539,5
15540,1
15541,1
15542,12
15543,1
15544,4
15545,5
15546,1
15547,3
15548,3
15549,1
15550,1
15551,1
15552,1
15553,1
15554,1
15555,4
15556,2
15557,1
15558,1
15559,17
15560,1
15561,1
15562,3
15563,1
15564,1
15565,3
15566,1
15567,2
15568,8
15569,1
15570,1
15571,4
15572,5
15573,2
15574,1
15575,8
15576,1
15577,5
15578,1
15579,1
15580,1
15581,1
15582,1
15583,1
15584,1
15585,4
15586,3
15587,13
15588,2
15589,1
15590,1
15591,1
15592,3
15593,1
15594,2
15595,1
15596,1
15597,6
15598,1
15599,1
15600,1
15601,8
15602,1
15603,1
15604,1
15605,1
15606,4
15607,1
15608,4
15609,5
15610,2
15611,1
15612,1
15613,1
15614,1
15615,1
15616,1
15617,1
15618,1
15619,1
15620,1
15621,1
15622,5
15623,1
15624,23
15625,5
15626,1
15627,1
15628,1
15629,1
15630,2
15631,1
15632,1
15633,5
15634,2
15635,1
15636,2
15637,1
15638,1
15639,1
15640,3
15641,1
15642,3
15643,1
15644,1
15645,1
15646,4
15647,1
15648,1
15649,1
15650,2
15651,1
15652,8
15653,2
15654,1
15655,1
15656,8
15657,3
15658,2
15659,2
15660,1
15661,1
15662,2
15663,1
15664,4
15665,1
15666,1
15667,5
15668,9
15669,4
15670,1
15671,8
15672,2
15673,1
15674,1
15675,2
15676,1
15677,6
15678,24
15679,5
15680,1
15681,9
15682,27
15683,1
15684,1
15685,5
15686,1
15687,2
15688,2
15689,1
15690,1
15691,1
15692,3
15693,1
15694,1
15695,1
15696,3
15697,2
15698,1
15699,2
15700,1
15701,1
15702,1
15703,1
15704,1
15705,1
15706,3
15707,3
15708,2
15709,2
15710,3
15711,2
15712,2
15713,1
15714,1
15715,1
15716,1
15717,2
15718,1
15719,26
15720,2
15721,1
15722,1
15723,1
15724,1
15725,4
15726,1
15727,2
15728,1
15729,3
15730,2
15731,1
15732,1
15733,3
15734,1
15735,1
15736,1
15737,1
15738,1
15739,2
15740,4
15741,1
15742,4
15743,1
15744,2
15745,15
15746,2
15747,2
15748,1
15749,2
15750,1
15751,5
15752,3
15753,1
15754,2
15755,1
15756,1
15757,2
15758,1
15759,1
15760,1
15761,14
15762,2
15763,1
15764,1
15765,1
15766,3
15767,1
15768,1
15769,1
15770,3
15771,1
15772,1
15773,2
15774,1
15775,1
15776,1
15777,1
15778,1
15779,1
15780,6
15781,1
15782,3
15783,1
15784,1
15785,1
15786,2
15787,1
15788,1
15789,1
15790,1
15791,1
15792,3
15793,1
15794,1
15795,3
15796,3
15797,2
15798,1
15799,1
15800,1
15801,3
15802,1
15803,1
15804,7
15805,1
15806,1
15807,1
15808,1
15809,1
15810,1
15811,1
15812,2
15813,1
15814,5
15815,3
15816,2
15817,1
15818,4
15819,1
15820,9
15821,7
15822,29
15823,1
15824,1
15825,1
15826,1
15827,1
15828,4
15829,3
15830,2
15831,1
15832,1
15833,4
15834,1
15835,1
15836,1
15837,1
15838,1
15839,1
15840,1
15841,2
15842,1
15843,1
15844,2
15845,1
15846,1
15847,1
15848,1
15849,1
15850,1
15851,1
15852,1
15853,1
15854,1
15855,2
15856,1
15857,3
15858,1
15859,1
15860,1
15861,1
15862,1
15863,2
15864,1
15865,1
15866,3
15867,11
15868,1
15869,1
15870,1
15871,9
15872,4
15873,17
15874,2
15875,5
15876,10
15877,3
15878,1
15879,1
15880,1
15881,2
15882,1
15883,1
15884,2
15885,1
15886,1
15887,1
15888,1
15889,1
15890,1
15891,1
15892,1
15893,13
15894,6
15895,16
15896,10
15897,1
15898,22
15899,8
15900,1
15901,1
15902,2
15903,2
15904,2
15905,6
15906,1
15907,2
15908,1
15909,1
15910,8
15911,1
15912,1
15913,1
15914,1
15915,24
15916,1
15917,1
15918,2
15919,1
15920,1
15921,2
15922,1
15923,1
15924,1
15925,2
15926,7
15927,3
15928,1
15929,1
15930,1
15931,3
15932,4
15933,2
15934,1
15935,1
15936,1
15937,1
15938,1
15939,1
15940,1
15941,1
15942,2
15943,1
15944,2
15945,1
15946,1
15947,1
15948,2
15949,1
15950,1
15951,1
15952,1
15953,1
15954,2
15955,2
15956,1
15957,1
15958,1
15959,1
15960,1
15961,2
15962,1
15963,1
15964,2
15965,1
15966,1
15967,1
15968,1
15969,1
15970,1
15971,13
15972,1
15973,1
15974,2
15975,1
15976,18
15977,1
15978,2
15979,1
15980,1
15981,2
15982,1
15983,1
15984,1
15985,2
15986,1
15987,1
15988,1
15989,1
15990,1
15991,6
15992,1
15993,1
15994,1
15995,1
15996,1
15997,1
15998,1
15999,1
16000,1
16001,1
16002,1
16003,2
16004,1
16005,2
16006,43
16007,1
16008,1
16009,8
16010,1
16011,2
16012,1
16013,1
16014,2
16015,1
16016,12
16017,2
16018,6
16019,1
16020,1
16021,1
16022,1
16023,2
16024,1
16025,1
16026,2
16027,1
16028,2
16029,2
16030,1
16031,4
16032,2
16033,1
16034,7
16035,1
16036,2
16037,1
16038,1
16039,1
16040,19
16041,4
16042,1
16043,4
16044,2
16045,1
16046,1
16047,1
16048,1
16049,2
16050,4
16051,1
16052,4
16053,1
16054,1
16055,1
16056,1
16057,1
16058,2
16059,1
16060,1
16061,1
16062,1
16063,2
16064,1
16065,1
16066,1
16067,1
16068,4
16069,1
16070,2
16071,1
16072,1
16073,1
16074,5
16075,1
16076,1
16077,3
16078,1
16079,2
16080,1
16081,2
16082,1
16083,1
16084,1
16085,1
16086,1
16087,1
16088,3
16089,1
16090,2
16091,1
16092,7
16093,2
16094,1
16095,6
16096,1
16097,1
16098,1
16099,1
16100,1
16101,1
16102,1
16103,1
16104,1
16105,1
16106,1
16107,2
16108,2
16109,1
16110,1
16111,1
16112,1
16113,1
16114,1
16115,1
16116,1
16117,4
16118,1
16119,2
16120,26
16121,6
16122,1
16123,6
16124,1
16125,1
16126,1
16127,2
16128,1
16129,1
16130,3
16131,3
16132,1
16133,1
16134,80
16135,1
16136,1
16137,1
16138,8
16139,1
16140,5
16141,1
16142,1
16143,1
16144,1
16145,6
16146,1
16147,2
16148,1
16149,1
16150,1
16151,1
16152,1
16153,1
16154,1
16155,1
16156,1
16157,1
16158,1
16159,1
16160,2
16161,1
16162,1
16163,1
16164,1
16165,3
16166,1
16167,1
16168,2
16169,1
16170,1
16171,8
16172,31
16173,1
16174,11
16175,2
16176,2
16177,2
16178,1
16179,1
16180,1
16181,1
16182,1
16183,1
16184,1
16185,1
16186,1
16187,3
16188,3
16189,1
16190,6
16191,1
16192,1
16193,5
16194,2
16195,1
16196,1
16197,2
16198,10
16199,1
16200,1
16201,1
16202,1
16203,1
16204,1
16205,1
16206,2
16207,3
16208,2
16209,1
16210,1
16211,2
16212,2
16213,1
16214,1
16215,1
16216,1
16217,1
16218,1
16219,1
16220,1
16221,3
16222,156
16223,1
16224,2
16225,1
16226,1
16227,1
16228,4
16229,1
16230,2
16231,2
16232,2
16233,1
16234,1
16235,1
16236,1
16237,1
16238,2
16239,1
16240,3
16241,1
16242,3
16243,2
16244,2
16245,1
16246,1
16247,3
16248,6
16249,72
16250,1
16251,2
16252,1
16253,1
16254,2
16255,2
16256,2
16257,1
16258,1
16259,1
16260,1
16261,1
16262,2
16263,1
16264,1
16265,1
16266,1
16267,1
16268,2
16269,69
16270,1
16271,1
16272,2
16273,1
16274,1
16275,1
16276,1
16277,1
16278,1
16279,1
16280,1
16281,1
16282,1
16283,1
16284,1
16285,1
16286,3
16287,1
16288,1
16289,1
16290,1
16291,1
16292,1
16293,1
16294,1
16295,2
16296,4
16297,3
16298,1
16299,1
16300,1
16301,2
16302,1
16303,3
16304,1
16305,1
16306,3
16307,1
16308,1
16309,1
16310,1
16311,1
16312,1
16313,1
16314,9
16315,1
16316,4
16317,1
16318,1
16319,1
16320,6
16321,4
16322,4
16323,5
16324,1
16325,1
16326,5
16327,1
16328,2
16329,3
16330,1
16331,8
16332,1
16333,1
16334,1
16335,1
16336,14
16337,1
16338,1
16339,1
16340,1
16341,1
16342,3
16343,1
16344,2
16345,2
16346,2
16347,3
16348,2
16349,1
16350,1
16351,8
16352,2
16353,2
16354,52
16355,4
16356,90
16357,1
16358,36
16359,11
16360,1
16361,2
16362,2
16363,1
16364,2
16365,10
16366,1
16367,1
16368,2
16369,1
16370,2
16371,1
16372,3
16373,1
16374,3
16375,14
16376,1
16377,49
16378,5
16379,14
16380,3
16381,1
16382,1
16383,1
16384,1
16385,2
16386,1
16387,7
16388,1
16389,1
16390,7
16391,2
16392,2
16393,1
16394,2
16395,3
16396,1
16397,1
16398,2
16399,1
16400,1
16401,2
16402,6
16403,1
16404,1
16405,1
16406,2
16407,1
16408,1
16409,2
16410,1
16411,1
16412,1
16413,2
16414,1
16415,1
16416,1
16417,1
16418,1
16419,1
16420,1
16421,2
16422,1
16423,1
16424,1
16425,1
16426,1
16427,2
16428,1
16429,1
16430,1
16431,1
16432,2
16433,3
16434,5
16435,1
16436,1
16437,1
16438,1
16439,4
16440,19
16441,1
16442,2
16443,1
16444,2
16445,5
16446,1
16447,4
16448,1
16449,1
16450,1
16451,1
16452,1
16453,2
16454,1
16455,1
16456,3
16457,1
16458,1
16459,1
16460,1
16461,3
16462,3
16463,1
16464,1
16465,3
16466,1
16467,3
16468,2
16469,1
16470,1
16471,2
16472,1
16473,3
16474,2
16475,1
16476,3
16477,1
16478,3
16479,30
16480,1
16481,2
16482,1
16483,2
16484,2
16485,2
16486,2
16487,1
16488,2
16489,1
16490,2
16491,1
16492,6
16493,1
16494,1
16495,3
16496,1
16497,1
16498,1
16499,1
16500,1
16501,1
16502,1
16503,1
16504,55
16505,1
16506,3
16507,3
16508,1
16509,1
16510,1
16511,1
16512,1
16513,5
16514,1
16515,1
16516,2
16517,3
16518,2
16519,1
16520,1
16521,1
16522,2
16523,2
16524,1
16525,1
16526,1
16527,23
16528,5
16529,1
16530,20
16531,2
16532,1
16533,1
16534,2
16535,1
16536,1
16537,1
16538,1
16539,3
16540,1
16541,1
16542,1
16543,2
16544,3
16545,3
16546,2
16547,1
16548,3
16549,1
16550,8
16551,1
16552,1
16553,4
16554,3
16555,1
16556,8
16557,6
16558,1
16559,1
16560,1
16561,4
16562,1
16563,5
16564,3
16565,2
16566,1
16567,1
16568,1
16569,1
16570,1
16571,1
16572,1
16573,1
16574,3
16575,1
16576,8
16577,1
16578,1
16579,1
16580,4
16581,3
16582,5
16583,1
16584,1
16585,4
16586,1
16587,2
16588,7
16589,2
16590,1
16591,1
16592,1
16593,1
16594,5
16595,1
16596,1
16597,1
16598,2
16599,1
16600,1
16601,1
16602,1
16603,1
16604,2
16605,1
16606,4
16607,93
16608,2
16609,2
16610,5
16611,1
16612,4
16613,35
16614,1
16615,1
16616,1
16617,1
16618,4
16619,3
16620,1
16621,1
16622,1
16623,1
16624,3
16625,2
16626,17
16627,1
16628,1
16629,1
16630,1
16631,1
16632,1
16633,4
16634,1
16635,1
16636,1
16637,1
16638,2
16639,2
16640,1
16641,1
16642,1
16643,12
16644,1
16645,1
16646,1
16647,2
16648,2
16649,1
16650,1
16651,2
16652,1
16653,1
16654,1
16655,2
16656,1
16657,1
16658,1
16659,3
16660,2
16661,3
16662,3
16663,1
16664,4
16665,3
16666,1
16667,2
16668,3
16669,6
16670,2
16671,1
16672,2
16673,1
16674,9
16675,1
16676,1
16677,1
16678,4
16679,1
16680,3
16681,1
16682,1
16683,1
16684,1
16685,1
16686,1
16687,1
16688,1
16689,1
16690,1
16691,1
16692,4
16693,1
16694,11
16695,8
16696,2
16697,1
16698,1
16699,2
16700,2
16701,2
16702,1
16703,38
16704,2
16705,7
16706,2
16707,1
16708,2
16709,2
16710,32
16711,3
16712,1
16713,3
16714,1
16715,1
16716,1
16717,2
16718,1
16719,1
16720,1
16721,3
16722,1
16723,3
16724,1
16725,1
16726,2
16727,14
16728,20
16729,6
16730,1
16731,1
16732,16
16733,1
16734,1
16735,3
16736,1
16737,10
16738,1
16739,4
16740,7
16741,20
16742,4
16743,5
16744,1
16745,2
16746,1
16747,1
16748,1
16749,2
16750,1
16751,1
16752,2
16753,1
16754,1
16755,7
16756,1
16757,2
16758,1
16759,1
16760,8
16761,1
16762,5
16763,1
16764,1
16765,1
16766,1
16767,1
16768,1
16769,1
16770,2
16771,1
16772,2
16773,1
16774,1
16775,1
16776,1
16777,3
16778,1
16779,1
16780,1
16781,1
16782,10
16783,1
16784,1
16785,2
16786,2
16787,22
16788,1
16789,5
16790,1
16791,15
16792,4
16793,1
16794,1
16795,2
16796,1
16797,2
16798,1
16799,1
16800,1
16801,1
16802,4
16803,1
16804,7
16805,1
16806,4
16807,1
16808,1
16809,1
16810,1
16811,1
16812,7
16813,1
16814,1
16815,1
16816,2
16817,1
16818,1
16819,3
16820,1
16821,1
16822,1
16823,1
16824,1
16825,1
16826,1
16827,1
16828,5
16829,3
16830,1
16831,1
16832,1
16833,1
16834,1
16835,3
16836,1
16837,1
16838,1
16839,1
16840,1
16841,1
16842,5
16843,4
16844,1
16845,1
16846,2
16847,1
16848,1
16849,1
16850,26
16851,1
16852,3
16853,1
16854,4
16855,1
16856,3
16857,2
16858,1
16859,1
16860,9
16861,1
16862,2
16863,2
16864,1
16865,4
16866,1
16867,1
16868,2
16869,3
16870,5
16871,1
16872,5
16873,15
16874,1
16875,16
16876,1
16877,1
16878,2
16879,33
16880,1
16881,1
16882,2
16883,1
16884,1
16885,1
16886,1
16887,3
16888,1
16889,1
16890,3
16891,1
16892,1
16893,1
16894,2
16895,1
16896,5
16897,18
16898,6
16899,44
16900,3
16901,7
16902,1
16903,5
16904,7
16905,1
16906,1
16907,1
16908,3
16909,1
16910,1
16911,3
16912,2
16913,10
16914,1
16915,4
16916,1
16917,1
16918,1
16919,1
16920,2
16921,4
16922,1
16923,2
16924,21
16925,3
16926,12
16927,3
16928,1
16929,1
16930,1
16931,1
16932,3
16933,1
16934,1
16935,1
16936,1
16937,1
16938,2
16939,1
16940,1
16941,1
16942,1
16943,2
16944,1
16945,2
16946,1
16947,1
16948,3
16949,3
16950,1
16951,1
16952,1
16953,1
16954,10
16955,1
16956,1
16957,2
16958,1
16959,2
16960,28
16961,1
16962,1
16963,1
16964,1
16965,1
16966,4
16967,1
16968,1
16969,2
16970,1
16971,4
16972,1
16973,6
16974,1
16975,2
16976,2
16977,6
16978,1
16979,1
16980,2
16981,10
16982,3
16983,2
16984,1
16985,1
16986,1
16987,1
16988,1
16989,1
16990,25
16991,1
16992,1
16993,1
16994,3
16995,4
16996,1
16997,33
16998,4
16999,1
17000,1
17001,1
17002,1
17003,1
17004,1
17005,5
17006,1
17007,1
17008,1
17009,1
17010,1
17011,1
17012,1
17013,1
17014,1
17015,1
17016,1
17017,1
17018,1
17019,1
17020,1
17021,1
17022,1
17023,1
17024,77
17025,1
17026,1
17027,1
17028,1
17029,2
17030,4
17031,5
17032,2
17033,2
17034,6
17035,2
17036,1
17037,2
17038,1
17039,1
17040,1
17041,1
17042,1
17043,3
17044,2
17045,1
17046,1
17047,1
17048,1
17049,2
17050,14
17051,2
17052,1
17053,2
17054,4
17055,1
17056,3
17057,1
17058,3
17059,2
17060,2
17061,4
17062,1
17063,11
17064,1
17065,2
17066,3
17067,1
17068,2
17069,2
17070,2
17071,7
17072,1
17073,2
17074,1
17075,1
17076,2
17077,4
17078,4
17079,1
17080,2
17081,2
17082,9
17083,1
17084,3
17085,2
17086,8
17087,1
17088,1
17089,1
17090,1
17091,2
17092,1
17093,1
17094,1
17095,1
17096,1
17097,5
17098,3
17099,1
17100,1
17101,1
17102,1
17103,1
17104,1
17105,1
17106,4
17107,1
17108,2
17109,1
17110,3
17111,1
17112,1
17113,1
17114,1
17115,1
17116,3
17117,1
17118,2
17119,2
17120,1
17121,2
17122,1
17123,1
17124,1
17125,1
17126,1
17127,4
17128,2
17129,1
17130,2
17131,1
17132,1
17133,3
17134,1
17135,1
17136,2
17137,2
17138,1
17139,6
17140,2
17141,2
17142,6
17143,1
17144,1
17145,5
17146,1
17147,1
17148,3
17149,1
17150,1
17151,1
17152,1
17153,1
17154,1
17155,2
17156,2
17157,13
17158,1
17159,9
17160,1
17161,2
17162,1
17163,2
17164,1
17165,7
17166,1
17167,3
17168,1
17169,24
17170,1
17171,9
17172,1
17173,1
17174,1
17175,2
17176,1
17177,2
17178,16
17179,1
17180,5
17181,2
17182,1
17183,1
17184,6
17185,1
17186,1
17187,1
17188,1
17189,1
17190,1
17191,5
17192,1
17193,9
17194,11
17195,2
17196,2
17197,2
17198,2
17199,2
17200,14
17201,2
17202,1
17203,2
17204,1
17205,1
17206,1
17207,1
17208,2
17209,1
17210,4
17211,2
17212,1
17213,1
17214,1
17215,2
17216,6
17217,1
17218,5
17219,3
17220,2
17221,2
17222,2
17223,1
17224,1
17225,1
17226,3
17227,2
17228,2
17229,6
17230,1
17231,1
17232,3
17233,2
17234,1
17235,1
17236,2
17237,1
17238,1
17239,1
17240,5
17241,1
17242,1
17243,1
17244,1
17245,4
17246,1
17247,2
17248,1
17249,1
17250,1
17251,1
17252,1
17253,42
17254,3
17255,5
17256,1
17257,1
17258,2
17259,1
17260,6
17261,1
17262,1
17263,1
17264,1
17265,1
17266,1
17267,2
17268,1
17269,1
17270,1
17271,1
17272,1
17273,2
17274,4
17275,11
17276,6
17277,3
17278,1
17279,1
17280,1
17281,3
17282,11
17283,1
17284,2
17285,1
17286,1
17287,1
17288,1
17289,1
17290,1
17291,1
17292,1
17293,1
17294,1
17295,1
17296,1
17297,1
17298,3
17299,1
17300,1
17301,1
17302,2
17303,2
17304,2
17305,1
17306,2
17307,1
17308,1
17309,1
17310,1
17311,1
17312,1
17313,1
17314,3
17315,1
17316,1
17317,6
17318,1
17319,2
17320,1
17321,1
17322,1
17323,1
17324,3
17325,1
17326,1
17327,1
17328,42
17329,1
17330,2
17331,2
17332,1
17333,1
17334,1
17335,4
17336,5
17337,3
17338,1
17339,1
17340,1
17341,2
17342,1
17343,8
17344,1
17345,1
17346,4
17347,96
17348,1
17349,1
17350,1
17351,1
17352,1
17353,1
17354,12
17355,1
17356,3
17357,2
17358,1
17359,1
17360,1
17361,1
17362,2
17363,1
17364,1
17365,1
17366,3
17367,1
17368,1
17369,2
17370,3
17371,1
17372,6
17373,1
17374,1
17375,1
17376,1
17377,3
17378,1
17379,1
17380,1
17381,1
17382,3
17383,16
17384,1
17385,4
17386,4
17387,1
17388,1
17389,2
17390,7
17391,1
17392,2
17393,1
17394,12
17395,2
17396,1
17397,1
17398,1
17399,3
17400,1
17401,1
17402,1
17403,2
17404,2
17405,4
17406,23
17407,1
17408,1
17409,1
17410,1
17411,1
17412,2
17413,3
17414,3
17415,1
17416,1
17417,3
17418,10
17419,27
17420,3
17421,5
17422,2
17423,23
17424,1
17425,1
17426,3
17427,1
17428,2
17429,2
17430,4
17431,1
17432,1
17433,13
17434,2
17435,1
17436,1
17437,1
17438,1
17439,1
17440,1
17441,1
17442,1
17443,1
17444,2
17445,1
17446,1
17447,7
17448,1
17449,1
17450,3
17451,1
17452,3
17453,2
17454,4
17455,3
17456,1
17457,1
17458,1
17459,10
17460,4
17461,51
17462,7
17463,16
17464,2
17465,1
17466,2
17467,1
17468,3
17469,1
17470,1
17471,1
17472,3
17473,4
17474,1
17475,1
17476,1
17477,1
17478,1
17479,1
17480,2
17481,1
17482,1
17483,1
17484,1
17485,1
17486,1
17487,2
17488,1
17489,1
17490,3
17491,1
17492,1
17493,8
17494,1
17495,6
17496,1
17497,1
17498,5
17499,1
17500,2
17501,27
17502,2
17503,1
17504,1
17505,1
17506,1
17507,1
17508,3
17509,1
17510,1
17511,1
17512,1
17513,1
17514,3
17515,1
17516,1
17517,1
17518,24
17519,1
17520,1
17521,2
17522,1
17523,1
17524,1
17525,1
17526,1
17527,5
17528,1
17529,1
17530,4
17531,110
17532,1
17533,1
17534,1
17535,1
17536,2
17537,1
17538,6
17539,109
17540,2
17541,1
17542,1
17543,1
17544,20
17545,1
17546,1
17547,1
17548,2
17549,1
17550,1
17551,1
17552,5
17553,8
17554,1
17555,4
17556,1
17557,2
17558,2
17559,1
17560,12
17561,2
17562,1
17563,92
17564,1
17565,1
17566,7
17567,1
17568,1
17569,3
17570,1
17571,1
17572,1
17573,1
17574,2
17575,1
17576,1
17577,1
17578,1
17579,9
17580,1
17581,4
17582,1
17583,1
17584,1
17585,1
17586,1
17587,1
17588,1
17589,2
17590,2
17591,1
17592,2
17593,1
17594,4
17595,1
17596,2
17597,1
17598,2
17599,1
17600,2
17601,1
17602,1
17603,1
17604,2
17605,1
17606,1
17607,1
17608,7
17609,1
17610,1
17611,1
17612,5
17613,5
17614,1
17615,3
17616,1
17617,1
17618,1
17619,1
17620,1
17621,1
17622,1
17623,1
17624,1
17625,2
17626,4
17627,2
17628,1
17629,1
17630,11
17631,15
17632,1
17633,1
17634,1
17635,2
17636,1
17637,1
17638,2
17639,1
17640,1
17641,3
17642,1
17643,1
17644,3
17645,2
17646,1
17647,3
17648,1
17649,1
17650,1
17651,8
17652,1
17653,5
17654,2
17655,1
17656,1
17657,5
17658,1
17659,1
17660,2
17661,1
17662,2
17663,3
17664,1
17665,2
17666,1
17667,1
17668,3
17669,1
17670,1
17671,6
17672,1
17673,4
17674,1
17675,1
17676,3
17677,5
17678,1
17679,2
17680,1
17681,1
17682,1
17683,1
17684,1
17685,1
17686,1
17687,3
17688,1
17689,3
17690,1
17691,1
17692,3
17693,1
17694,1
17695,1
17696,3
17697,1
17698,2
17699,15
17700,1
17701,1
17702,2
17703,1
17704,3
17705,1
17706,1
17707,1
17708,1
17709,1
17710,2
17711,1
17712,2
17713,1
17714,1
17715,1
17716,2
17717,1
17718,1
17719,3
17720,2
17721,1
17722,2
17723,1
17724,1
17725,1
17726,2
17727,3
17728,3
17729,2
17730,1
17731,1
17732,1
17733,1
17734,1
17735,3
17736,1
17737,1
17738,1
17739,1
17740,2
17741,5
17742,1
17743,3
17744,1
17745,1
17746,1
17747,1
17748,3
17749,1
17750,1
17751,1
17752,1
17753,2
17754,1
17755,1
17756,2
17757,6
17758,57
17759,1
17760,5
17761,1
17762,1
17763,1
17764,1
17765,1
17766,3
17767,1
17768,67
17769,6
17770,1
17771,8
17772,3
17773,2
17774,3
17775,21
17776,1
17777,1
17778,1
17779,1
17780,2
17781,2
17782,1
17783,4
17784,1
17785,5
17786,1
17787,2
17788,7
17789,1
17790,3
17791,1
17792,1
17793,2
17794,1
17795,1
17796,2
17797,8
17798,12
17799,1
17800,50
17801,2
17802,2
17803,3
17804,1
17805,2
17806,1
17807,5
17808,3
17809,1
17810,1
17811,3
17812,2
17813,1
17814,11
17815,22
17816,3
17817,1
17818,2
17819,11
17820,1
17821,27
17822,1
17823,1
17824,1
17825,1
17826,1
17827,1
17828,1
17829,1
17830,1
17831,1
17832,2
17833,1
17834,1
17835,7
17836,1
17837,3
17838,1
17839,6
17840,1
17841,10
17842,2
17843,2
17844,1
17845,1
17846,1
17847,2
17848,1
17849,24
17850,5
17851,4
17852,1
17853,1
17854,1
17855,3
17856,1
17857,1
17858,2
17859,1
17860,2
17861,6
17862,2
17863,1
17864,1
17865,1
17866,1
17867,1
17868,1
17869,1
17870,7
17871,1
17872,1
17873,1
17874,1
17875,7
17876,1
17877,1
17878,8
17879,1
17880,1
17881,2
17882,1
17883,1
17884,2
17885,1
17886,1
17887,1
17888,1
17889,1
17890,3
17891,1
17892,14
17893,1
17894,1
17895,1
17896,1
17897,1
17898,3
17899,1
17900,1
17901,1
17902,1
17903,1
17904,2
17905,2
17906,1
17907,3
17908,1
