,SPEED,DATE,DISTANCE,AMOUNT,TIMESLICE,TIME,ID,UUID
7071,29.35,20210620,4694.4,58,6,575.8,82104,C56CB05DA4BA2C6FE05307098F0AE1DA
7072,22.58,20210620,424.71,3,6,67.71,82105,C56CB05D67662C6FE05307098F0AE1DA
7073,18.5,20210620,1514.08,27,6,294.57,82106,C56CB05CECF12C6FE05307098F0AE1DA
7074,27.15,20210620,4537.99,75,6,601.72,82201,C56CB05D5B072C6FE05307098F0AE1DA
7075,38.64,20210620,6003.6,46,6,559.39,82202,C56CB05CF9182C6FE05307098F0AE1DA
7076,31.83,20210620,5627.4,57,6,636.39,82203,C56CB05D1EC22C6FE05307098F0AE1DA
7077,34.13,20210620,4304.64,39,6,454.08,82204,C56CB05D8C872C6FE05307098F0AE1DA
7078,43.28,20210620,8286.54,54,6,689.23,82205,C56CB05D98C02C6FE05307098F0AE1DA
7079,37.04,20210620,7927.68,84,6,770.47,82206,C56CB05D06B22C6FE05307098F0AE1DA
7080,52.82,20210620,8515.31,42,6,580.37,83101,C56CB05D98D12C6FE05307098F0AE1DA
7081,54.14,20210620,7853.04,63,6,522.17,83102,C56CB05D1EED2C6FE05307098F0AE1DA
7082,62.53,20210620,8237.09,43,6,474.25,83103,C56CB05D98A32C6FE05307098F0AE1DA
7083,54.75,20210620,9421.07,78,6,619.48,83104,C56CB05D126E2C6FE05307098F0AE1DA
7084,55.08,20210620,10298.36,66,6,673.15,83105,C56CB05CFA162C6FE05307098F0AE1DA
7085,62.25,20210620,30703.67,231,6,1775.76,83201,C56CB05D73452C6FE05307098F0AE1DA
7086,54.84,20210620,28388.98,207,6,1863.66,83202,C56CB05D80292C6FE05307098F0AE1DA
7087,63.4,20210620,11626.24,58,6,660.18,83203,C56CB05D1E922C6FE05307098F0AE1DA
7088,57.73,20210620,12426.79,75,6,774.97,83204,C56CB05D075E2C6FE05307098F0AE1DA
7089,54.9,20210620,26053.2,129,6,1708.51,83205,C56CB05CF9362C6FE05307098F0AE1DA
7090,20.03,20210620,4928.75,49,6,886.04,84101,C56CB05D8C7B2C6FE05307098F0AE1DA
7091,18.57,20210620,3547.47,67,6,687.8,84102,C56CB05D8C3C2C6FE05307098F0AE1DA
7092,24.05,20210620,10750.55,96,6,1609.2,84103,C56CB05D73B82C6FE05307098F0AE1DA
7093,30.8,20210620,7994.9,96,6,934.49,84104,C56CB05D1EF22C6FE05307098F0AE1DA
7094,39.74,20210620,6800.0,77,6,616.0,84105,C56CB05D7FD92C6FE05307098F0AE1DA
7095,33.47,20210620,12415.73,132,6,1335.55,84106,C56CB05D1EA52C6FE05307098F0AE1DA
7096,30.96,20210620,16574.32,125,6,1927.1,84201,C56CB05DA4B32C6FE05307098F0AE1DA
7097,39.94,20210620,12823.88,125,6,1155.76,84202,C56CB05D125E2C6FE05307098F0AE1DA
7098,28.14,20210620,19673.99,297,6,2516.8,84203,C56CB05D12A02C6FE05307098F0AE1DA
7099,23.25,20210620,23116.86,206,6,3579.31,84204,C56CB05D67132C6FE05307098F0AE1DA
7100,22.9,20210620,5249.81,82,6,825.25,84205,C56CB05D73C92C6FE05307098F0AE1DA
7101,36.62,20210620,8044.21,47,6,790.74,84206,C56CB05D98A62C6FE05307098F0AE1DA
7102,53.78,20210620,26395.11,243,6,1766.84,85101,C56CB05D98BC2C6FE05307098F0AE1DA
7103,57.7,20210620,116537.71,699,6,7271.14,85102,C56CB05DA4C22C6FE05307098F0AE1DA
7104,53.34,20210620,53366.0,337,6,3601.82,85201,C56CB05D8BE22C6FE05307098F0AE1DA
7105,54.6,20210620,11162.99,100,6,736.04,85202,C56CB05CFA492C6FE05307098F0AE1DA
7106,56.94,20210620,4030.21,19,6,254.8,86101,C56CB05D8C112C6FE05307098F0AE1DA
7107,1.06,20210620,14.76,1,6,50.1,86102,C56CB05D1EFF2C6FE05307098F0AE1DA
7108,22.74,20210620,888.41,12,6,140.66,86103,C56CB05D5AA52C6FE05307098F0AE1DA
7109,54.82,20210620,949.75,8,6,62.37,86104,C56CB05CED0C2C6FE05307098F0AE1DA
7110,64.0,20210620,1009.8,5,6,56.8,86105,C56CB05CECC52C6FE05307098F0AE1DA
7111,31.98,20210620,3059.62,28,6,344.45,86106,C56CB05D1F062C6FE05307098F0AE1DA
7112,28.92,20210620,2131.0,25,6,265.26,86107,C56CB05D122B2C6FE05307098F0AE1DA
7113,28.52,20210620,9091.9,107,6,1147.51,86108,C56CB05CECAF2C6FE05307098F0AE1DA
7114,20.33,20210620,4928.62,36,6,872.89,86109,C56CB05D4EE52C6FE05307098F0AE1DA
7115,30.74,20210620,9208.39,106,6,1078.4,86110,C56CB05CF9BC2C6FE05307098F0AE1DA
7116,29.72,20210620,3194.2,28,6,386.98,86111,C56CB05D5B242C6FE05307098F0AE1DA
7117,40.86,20210620,4087.25,23,6,360.11,86112,C56CB05D5AAC2C6FE05307098F0AE1DA
7118,17.91,20210620,1137.79,11,6,228.72,86113,C56CB05D1E952C6FE05307098F0AE1DA
7119,38.54,20210620,5693.99,53,6,531.82,86114,C56CB05D2AE72C6FE05307098F0AE1DA
7120,43.32,20210620,5896.86,43,6,490.09,86115,C56CB05D986B2C6FE05307098F0AE1DA
7121,30.24,20210620,25094.83,289,6,2987.3,86116,C56CB05CFB152C6FE05307098F0AE1DA
7122,39.12,20210620,16966.54,130,6,1561.18,86117,C56CB05D672B2C6FE05307098F0AE1DA
7123,60.08,20210620,13701.08,90,6,820.94,86118,C56CB05D1EF82C6FE05307098F0AE1DA
7124,43.38,20210620,10011.47,67,6,830.79,86119,C56CB05D67102C6FE05307098F0AE1DA
7125,32.35,20210620,21481.16,187,6,2390.57,86120,C56CB05CFA2E2C6FE05307098F0AE1DA
7126,56.3,20210620,55188.75,348,6,3528.67,86121,C56CB05D4ED92C6FE05307098F0AE1DA
7127,54.58,20210620,113811.8,904,6,7506.16,86201,C56CB05D67772C6FE05307098F0AE1DA
7128,40.49,20210620,24532.05,177,6,2181.42,86202,C56CB05D7F7F2C6FE05307098F0AE1DA
7129,52.83,20210620,15075.68,83,6,1027.33,86203,C56CB05D66F62C6FE05307098F0AE1DA
7130,60.89,20210620,24539.47,127,6,1450.87,86204,C56CB05D5AF82C6FE05307098F0AE1DA
7131,37.83,20210620,40481.34,300,6,3852.47,86205,C56CB05D8C422C6FE05307098F0AE1DA
7132,29.35,20210620,34009.42,287,6,4171.87,86206,C56CB05D5B272C6FE05307098F0AE1DA
7133,46.04,20210620,10470.19,106,6,818.78,86207,C56CB05D735B2C6FE05307098F0AE1DA
7134,37.82,20210620,11789.23,97,6,1122.23,86208,C56CB05D5AAA2C6FE05307098F0AE1DA
7135,31.93,20210620,6255.37,50,6,705.2,86209,C56CB05CF9FB2C6FE05307098F0AE1DA
7136,38.55,20210620,3055.52,18,6,285.31,86210,C56CB05D7FCA2C6FE05307098F0AE1DA
7137,30.23,20210620,5215.13,53,6,620.99,86211,C56CB05D2B0D2C6FE05307098F0AE1DA
7138,39.18,20210620,10147.69,91,6,932.51,86212,C56CB05D73852C6FE05307098F0AE1DA
7139,30.52,20210620,6218.61,50,6,733.53,86213,C56CB05D73892C6FE05307098F0AE1DA
7140,29.12,20210620,10946.61,138,6,1353.11,86214,C56CB05D5ACA2C6FE05307098F0AE1DA
7141,43.59,20210620,3388.55,36,6,279.84,86215,C56CB05D2AF52C6FE05307098F0AE1DA
7142,27.23,20210620,2847.06,38,6,376.4,86216,C56CB05D8C702C6FE05307098F0AE1DA
7143,49.41,20210620,5399.06,46,6,393.38,86217,C56CB05D73D72C6FE05307098F0AE1DA
7144,25.42,20210620,1692.14,14,6,239.66,86218,C56CB05D73142C6FE05307098F0AE1DA
7145,35.16,20210620,842.91,11,6,86.31,86219,C56CB05D8C122C6FE05307098F0AE1DA
7146,21.87,20210620,1521.56,13,6,250.45,86220,C56CB05CECD42C6FE05307098F0AE1DA
7147,41.58,20210620,691.58,8,6,59.87,86221,C56CB05CFACC2C6FE05307098F0AE1DA
7148,55.41,20210620,56851.21,461,6,3693.48,87301,C56CB05CFA802C6FE05307098F0AE1DA
7149,56.91,20210620,68978.42,576,6,4363.17,87302,C56CB05D07602C6FE05307098F0AE1DA
7150,62.35,20210620,15697.87,101,6,906.3,87401,C56CB05CECDA2C6FE05307098F0AE1DA
7151,56.13,20210620,28701.32,225,6,1840.73,87402,C56CB05D062E2C6FE05307098F0AE1DA
7152,21.31,20210620,2546.83,45,6,430.34,88301,C56CB05D06B12C6FE05307098F0AE1DA
7153,22.41,20210620,5022.25,78,6,806.77,88401,C56CB05CECCD2C6FE05307098F0AE1DA
7154,59.29,20210620,3421.6,41,6,207.76,89101,C56CB05CF9432C6FE05307098F0AE1DA
7155,56.21,20210620,4501.02,40,6,288.27,89102,C56CB05D5B3D2C6FE05307098F0AE1DA
7156,39.38,20210620,10529.58,99,6,962.61,89103,C56CB05CF9DE2C6FE05307098F0AE1DA
7157,38.86,20210620,6773.99,80,6,627.62,89104,C56CB05D1EE02C6FE05307098F0AE1DA
7158,32.46,20210620,11141.19,126,6,1235.61,89201,C56CB05DA5322C6FE05307098F0AE1DA
7159,52.76,20210620,21302.38,187,6,1453.56,89202,C56CB05D06862C6FE05307098F0AE1DA
7160,60.25,20210620,10306.02,84,6,615.82,89203,C56CB05D12DB2C6FE05307098F0AE1DA
7161,58.85,20210620,8393.7,105,6,513.5,89204,C56CB05D80092C6FE05307098F0AE1DA
7162,35.0,20210620,1883.6,31,6,193.75,90301,C56CB05CED812C6FE05307098F0AE1DA
7163,30.82,20210620,561.01,4,6,65.53,90302,C56CB05CEDA62C6FE05307098F0AE1DA
7164,30.84,20210620,1908.12,26,6,222.73,90401,C56CB05D06B72C6FE05307098F0AE1DA
7165,28.89,20210620,5348.72,88,6,666.6,90402,C56CB05D1EA62C6FE05307098F0AE1DA
7166,22.6,20210620,7250.96,127,6,1154.88,91301,C56CB05D1F0E2C6FE05307098F0AE1DA
7167,18.54,20210620,13798.96,134,6,2679.65,91302,C56CB05D984B2C6FE05307098F0AE1DA
7168,26.22,20210620,5682.76,72,6,780.23,91303,C56CB05D5B112C6FE05307098F0AE1DA
7169,22.67,20210620,1724.72,22,6,273.9,91401,C56CB05D8BF42C6FE05307098F0AE1DA
7170,22.7,20210620,3455.65,39,6,548.01,91402,C56CB05D07062C6FE05307098F0AE1DA
7171,33.73,20210620,1384.61,29,6,147.77,91403,C56CB05D122D2C6FE05307098F0AE1DA
7172,25.73,20210620,8251.66,74,6,1154.36,92301,C56CB05D2B0B2C6FE05307098F0AE1DA
7173,21.06,20210620,5711.92,79,6,976.41,92302,C56CB05D2AC42C6FE05307098F0AE1DA
7174,18.43,20210620,2847.52,47,6,556.34,92401,C56CB05D1ED72C6FE05307098F0AE1DA
7175,27.46,20210620,2670.56,27,6,350.13,92402,C56CB05D12472C6FE05307098F0AE1DA
7176,19.67,20210620,203.06,6,6,37.16,93301,C56CB05D7FED2C6FE05307098F0AE1DA
7177,28.67,20210620,799.61,15,6,100.4,93401,C56CB05CFAC92C6FE05307098F0AE1DA
7178,24.49,20210620,1015.77,12,6,149.31,95101,C56CB05DA47F2C6FE05307098F0AE1DA
7179,16.2,20210620,15266.37,171,6,3391.51,95102,C56CB05D5AC82C6FE05307098F0AE1DA
7180,18.33,20210620,20106.71,270,6,3948.3,95201,C56CB05CEDD02C6FE05307098F0AE1DA
7181,25.18,20210620,862.54,14,6,123.31,95202,C56CB05D2AD62C6FE05307098F0AE1DA
7182,18.03,20210620,8583.27,102,6,1713.97,96301,C56CB05D98262C6FE05307098F0AE1DA
7183,22.79,20210620,13027.63,201,6,2057.72,96401,C56CB05D66B72C6FE05307098F0AE1DA
7184,22.06,20210620,34535.25,420,6,5635.57,97301,C56CB05DA4DF2C6FE05307098F0AE1DA
7185,22.65,20210620,25289.89,318,6,4020.19,97401,C56CB05CFA502C6FE05307098F0AE1DA
7186,38.7,20210620,3785.91,29,6,352.18,99301,C56CB05CF93F2C6FE05307098F0AE1DA
7187,46.72,20210620,6844.85,41,6,527.44,99401,C56CB05DA4E52C6FE05307098F0AE1DA
7188,47.21,20210620,5738.97,42,6,437.62,100301,C56CB05CF99E2C6FE05307098F0AE1DA
7189,45.58,20210620,8434.88,53,6,666.19,100302,C56CB05CED982C6FE05307098F0AE1DA
7190,47.41,20210620,896.77,5,6,68.09,100401,C56CB05CF9322C6FE05307098F0AE1DA
7191,39.18,20210620,908.75,5,6,83.5,100402,C56CB05CF9F72C6FE05307098F0AE1DA
7192,13.92,20210620,4475.21,65,6,1157.48,101101,C56CB05DA4992C6FE05307098F0AE1DA
7193,23.55,20210620,3078.73,34,6,470.66,101201,C56CB05D66B82C6FE05307098F0AE1DA
7194,27.34,20210620,2160.68,34,6,284.52,102101,C56CB05D1F0B2C6FE05307098F0AE1DA
7195,25.2,20210620,6331.91,81,6,904.66,102201,C56CB05D670B2C6FE05307098F0AE1DA
7196,21.51,20210620,788.02,12,6,131.88,103101,C56CB05D8C1A2C6FE05307098F0AE1DA
7197,24.87,20210620,479.16,7,6,69.37,103102,C56CB05D67462C6FE05307098F0AE1DA
7198,17.83,20210620,1758.49,16,6,355.07,103201,C56CB05D98C52C6FE05307098F0AE1DA
7199,18.72,20210620,291.41,3,6,56.03,103202,C56CB05D1EF92C6FE05307098F0AE1DA
7200,15.71,20210620,5140.72,73,6,1178.12,104101,C56CB05D66E42C6FE05307098F0AE1DA
7201,21.22,20210620,1705.71,26,6,289.31,104102,C56CB05CF95E2C6FE05307098F0AE1DA
7202,16.49,20210620,3983.21,60,6,869.75,104201,C56CB05D5B1A2C6FE05307098F0AE1DA
7203,14.93,20210620,9735.26,123,6,2347.81,104202,C56CB05DA4872C6FE05307098F0AE1DA
7204,16.71,20210620,1543.14,30,6,332.54,105101,C56CB05D73912C6FE05307098F0AE1DA
7205,10.19,20210620,269.43,5,6,95.22,105201,C56CB05D737D2C6FE05307098F0AE1DA
7206,18.83,20210620,5479.18,80,6,1047.63,106101,C56CB05CF9C82C6FE05307098F0AE1DA
7207,15.79,20210620,1509.85,20,6,344.18,106201,C56CB05D126D2C6FE05307098F0AE1DA
7208,28.87,20210620,7417.21,54,6,924.77,107101,C56CB05DA4CB2C6FE05307098F0AE1DA
7209,23.73,20210620,1590.21,14,6,241.28,107102,C56CB05D5AC32C6FE05307098F0AE1DA
7210,26.58,20210620,2039.35,16,6,276.21,107201,C56CB05D8C5D2C6FE05307098F0AE1DA
7211,31.61,20210620,4032.33,26,6,459.18,107202,C56CB05D98E22C6FE05307098F0AE1DA
7212,40.48,20210620,16.64,1,6,1.48,108101,C56CB05D05DF2C6FE05307098F0AE1DA
7213,22.79,20210620,50.02,3,6,7.9,108201,C56CB05D061A2C6FE05307098F0AE1DA
7214,15.61,20210620,134.79,3,6,31.09,110302,C56CB05DA4E02C6FE05307098F0AE1DA
7215,28.62,20210620,333.55,4,6,41.96,110401,C56CB05D73CE2C6FE05307098F0AE1DA
7216,21.81,20210620,436.53,6,6,72.06,110403,C56CB05D8C5C2C6FE05307098F0AE1DA
7217,27.53,20210620,268.83,6,6,35.15,111101,C56CB05CF9B82C6FE05307098F0AE1DA
7218,39.02,20210620,8.13,1,6,0.75,111102,C56CB05DA4ED2C6FE05307098F0AE1DA
7219,32.95,20210620,2152.1,27,6,235.16,111201,C56CB05D12192C6FE05307098F0AE1DA
7220,23.58,20210620,1432.92,7,6,218.78,111202,C56CB05DA4A02C6FE05307098F0AE1DA
7221,15.31,20210620,1285.62,29,6,302.22,112301,C56CB05CFB022C6FE05307098F0AE1DA
7222,13.56,20210620,2397.15,44,6,636.51,112401,C56CB05CF8D92C6FE05307098F0AE1DA
7223,33.77,20210620,1306.88,6,6,139.32,113301,C56CB05DA4B62C6FE05307098F0AE1DA
7224,27.04,20210620,1841.28,14,6,245.15,113401,C56CB05D06552C6FE05307098F0AE1DA
7225,32.32,20210620,969.51,14,6,107.98,114101,C56CB05CEC832C6FE05307098F0AE1DA
7226,17.87,20210620,354.11,7,6,71.33,114201,C56CB05D06982C6FE05307098F0AE1DA
7227,33.86,20210620,7720.18,27,6,820.72,115301,C56CB05D8C602C6FE05307098F0AE1DA
7228,38.31,20210620,8485.72,97,6,797.32,115302,C56CB05D070D2C6FE05307098F0AE1DA
7229,40.51,20210620,1122.08,8,6,99.71,115401,C56CB05D12792C6FE05307098F0AE1DA
7230,25.04,20210620,921.12,4,6,132.44,115402,C56CB05D06A52C6FE05307098F0AE1DA
7231,13.76,20210620,78.69,1,6,20.59,116401,C56CB05D98742C6FE05307098F0AE1DA
7232,16.77,20210620,2058.86,14,6,442.02,117301,C56CB05D123E2C6FE05307098F0AE1DA
7233,10.81,20210620,1577.31,12,6,525.37,117401,C56CB05CFA1A2C6FE05307098F0AE1DA
7234,27.95,20210620,2998.65,34,6,386.18,118101,C56CB05CFA942C6FE05307098F0AE1DA
7235,35.12,20210620,1501.76,13,6,153.95,118102,C56CB05D7F8C2C6FE05307098F0AE1DA
7236,24.27,20210620,9845.63,122,6,1460.17,118201,C56CB05D5AE12C6FE05307098F0AE1DA
7237,21.97,20210620,7200.01,66,6,1179.98,118202,C56CB05D12942C6FE05307098F0AE1DA
7238,23.96,20210620,6060.28,67,6,910.6,119101,C56CB05CFAA82C6FE05307098F0AE1DA
7239,23.78,20210620,7445.3,80,6,1126.98,119201,C56CB05DA52B2C6FE05307098F0AE1DA
7240,25.19,20210620,3937.53,42,6,562.73,120101,C56CB05D7FD62C6FE05307098F0AE1DA
7241,42.19,20210620,1586.6,11,6,135.37,120102,C56CB05CF95C2C6FE05307098F0AE1DA
7242,33.68,20210620,709.16,5,6,75.8,120201,C56CB05D7F892C6FE05307098F0AE1DA
7243,24.38,20210620,2876.14,25,6,424.63,120202,C56CB05D98542C6FE05307098F0AE1DA
7244,29.1,20210620,503.74,4,6,62.32,121401,C56CB05D06352C6FE05307098F0AE1DA
7245,30.57,20210620,516.52,10,6,60.82,121402,C56CB05D7FA12C6FE05307098F0AE1DA
7246,31.87,20210620,7823.2,43,6,883.69,123101,C56CB05D5AC52C6FE05307098F0AE1DA
7247,26.12,20210620,4639.11,29,6,639.35,123201,C56CB05D801B2C6FE05307098F0AE1DA
7248,60.69,20210620,8770.72,26,6,520.28,125101,C56CB05CED282C6FE05307098F0AE1DA
7249,73.96,20210620,8912.41,25,6,433.82,125102,C56CB05D673F2C6FE05307098F0AE1DA
7250,71.38,20210620,11870.53,46,6,598.67,125103,C56CB05D7F762C6FE05307098F0AE1DA
7251,72.78,20210620,18359.16,42,6,908.13,125104,C56CB05D2AF72C6FE05307098F0AE1DA
7252,75.45,20210620,14424.16,29,6,688.27,125105,C56CB05D07172C6FE05307098F0AE1DA
7253,72.38,20210620,18199.57,55,6,905.25,125106,C56CB05D1F332C6FE05307098F0AE1DA
7254,76.19,20210620,30280.88,70,6,1430.69,125107,C56CB05CF9DA2C6FE05307098F0AE1DA
7255,77.89,20210620,29100.45,71,6,1344.95,125201,C56CB05CF9C92C6FE05307098F0AE1DA
7256,74.5,20210620,18235.7,48,6,881.15,125202,C56CB05CEC912C6FE05307098F0AE1DA
7257,70.12,20210620,25908.59,79,6,1330.1,125203,C56CB05D98C92C6FE05307098F0AE1DA
7258,75.27,20210620,43660.85,112,6,2088.21,125204,C56CB05DA4892C6FE05307098F0AE1DA
7259,74.99,20210620,51860.09,145,6,2489.74,125205,C56CB05CFA342C6FE05307098F0AE1DA
7260,71.87,20210620,26802.1,76,6,1342.54,125206,C56CB05D98CB2C6FE05307098F0AE1DA
7261,59.45,20210620,13474.12,34,6,815.95,125207,C56CB05D987A2C6FE05307098F0AE1DA
7262,21.29,20210620,529.43,3,6,89.53,126401,C56CB05CEC7D2C6FE05307098F0AE1DA
7263,36.19,20210620,10697.42,86,6,1064.22,127101,C56CB05D736B2C6FE05307098F0AE1DA
7264,30.54,20210620,7029.39,61,6,828.62,127201,C56CB05D05ED2C6FE05307098F0AE1DA
7265,49.94,20210620,3158.47,29,6,227.67,128101,C56CB05D7FC22C6FE05307098F0AE1DA
7266,22.92,20210620,3544.38,39,6,556.79,128201,C56CB05D060B2C6FE05307098F0AE1DA
7267,42.86,20210620,205.51,3,6,17.26,129101,C56CB05DA4DE2C6FE05307098F0AE1DA
7268,32.45,20210620,1180.5,12,6,130.97,129102,C56CB05D067B2C6FE05307098F0AE1DA
7269,19.41,20210620,1341.87,22,6,248.82,129103,C56CB05D1F212C6FE05307098F0AE1DA
7270,27.04,20210620,399.14,7,6,53.14,129201,C56CB05D98452C6FE05307098F0AE1DA
7271,13.39,20210620,298.67,4,6,80.27,129203,C56CB05D5B362C6FE05307098F0AE1DA
7272,32.26,20210620,521.46,6,6,58.2,130304,C56CB05DA4E42C6FE05307098F0AE1DA
7273,24.12,20210620,2999.81,36,6,447.8,130305,C56CB05D67552C6FE05307098F0AE1DA
7274,31.7,20210620,1626.07,24,6,184.69,130306,C56CB05D66F32C6FE05307098F0AE1DA
7275,24.16,20210620,773.96,12,6,115.31,130307,C56CB05DA48C2C6FE05307098F0AE1DA
7276,33.49,20210620,2734.27,31,6,293.89,130308,C56CB05DA51E2C6FE05307098F0AE1DA
7277,21.77,20210620,2264.99,23,6,374.51,130401,C56CB05D07332C6FE05307098F0AE1DA
7278,19.26,20210620,1857.57,22,6,347.28,130402,C56CB05D1F0C2C6FE05307098F0AE1DA
7279,33.6,20210620,2014.76,29,6,215.86,130403,C56CB05D121A2C6FE05307098F0AE1DA
7280,21.52,20210620,1644.91,16,6,275.23,130404,C56CB05D05FA2C6FE05307098F0AE1DA
7281,52.1,20210620,216.2,2,6,14.94,130405,C56CB05D2ADA2C6FE05307098F0AE1DA
7282,6.92,20210620,68.5,1,6,35.65,130408,C56CB05D1F2F2C6FE05307098F0AE1DA
7283,47.27,20210620,5444.89,44,6,414.63,131101,C56CB05CF9BA2C6FE05307098F0AE1DA
7284,26.23,20210620,5603.17,36,6,769.06,131102,C56CB05D12CA2C6FE05307098F0AE1DA
7285,39.12,20210620,5139.65,29,6,472.97,131103,C56CB05D06822C6FE05307098F0AE1DA
7286,39.28,20210620,3199.24,36,6,293.22,131104,C56CB05D1E852C6FE05307098F0AE1DA
7287,27.85,20210620,2898.0,28,6,374.62,131201,C56CB05CEDDF2C6FE05307098F0AE1DA
7288,20.18,20210620,2408.79,23,6,429.81,131202,C56CB05D7F792C6FE05307098F0AE1DA
7289,26.85,20210620,4849.69,33,6,650.12,131203,C56CB05D068B2C6FE05307098F0AE1DA
7290,54.17,20210620,1090.83,13,6,72.49,131204,C56CB05CF8F42C6FE05307098F0AE1DA
7291,43.3,20210620,5447.09,62,6,452.91,132101,C56CB05DA4D52C6FE05307098F0AE1DA
7292,64.41,20210620,9949.95,45,6,556.14,132102,C56CB05CF9352C6FE05307098F0AE1DA
7293,51.56,20210620,16745.26,107,6,1169.18,132103,C56CB05CEC962C6FE05307098F0AE1DA
7294,44.02,20210620,10064.53,69,6,823.01,132104,C56CB05D5A8B2C6FE05307098F0AE1DA
7295,31.33,20210620,2308.84,33,6,265.34,132105,C56CB05CEDCE2C6FE05307098F0AE1DA
7296,29.29,20210620,5585.63,65,6,686.6,132106,C56CB05D069D2C6FE05307098F0AE1DA
7297,30.68,20210620,12454.67,95,6,1461.52,132107,C56CB05DA4E32C6FE05307098F0AE1DA
7298,39.21,20210620,2995.56,31,6,275.02,132201,C56CB05D8C292C6FE05307098F0AE1DA
7299,11.37,20210620,1433.29,25,6,453.8,132202,C56CB05CEDF32C6FE05307098F0AE1DA
7300,32.17,20210620,2295.01,21,6,256.84,132203,C56CB05CF9712C6FE05307098F0AE1DA
7301,44.67,20210620,20224.67,136,6,1629.76,132204,C56CB05D2AFE2C6FE05307098F0AE1DA
7302,44.58,20210620,31551.34,193,6,2548.04,132205,C56CB05D7F692C6FE05307098F0AE1DA
7303,60.98,20210620,10774.32,67,6,636.12,132206,C56CB05D676B2C6FE05307098F0AE1DA
7304,47.55,20210620,7536.22,65,6,570.52,132207,C56CB05CEC7B2C6FE05307098F0AE1DA
7305,54.6,20210620,6376.07,34,6,420.41,133301,C56CB05D05EF2C6FE05307098F0AE1DA
7306,48.8,20210620,2157.64,11,6,159.17,133302,C56CB05D06572C6FE05307098F0AE1DA
7307,69.4,20210620,1139.37,5,6,59.1,133303,C56CB05DA51D2C6FE05307098F0AE1DA
7308,59.58,20210620,2735.26,17,6,165.26,133304,C56CB05D73BE2C6FE05307098F0AE1DA
7309,59.12,20210620,2926.57,15,6,178.21,133305,C56CB05D675F2C6FE05307098F0AE1DA
7310,47.19,20210620,2195.8,15,6,167.5,133306,C56CB05D98A72C6FE05307098F0AE1DA
7311,53.33,20210620,3287.67,20,6,221.92,133307,C56CB05D07072C6FE05307098F0AE1DA
7312,37.75,20210620,925.2,5,6,88.24,133308,C56CB05D732B2C6FE05307098F0AE1DA
7313,44.56,20210620,1375.12,13,6,111.09,133309,C56CB05CF8F12C6FE05307098F0AE1DA
7314,36.48,20210620,1980.31,21,6,195.4,133310,C56CB05D5A8C2C6FE05307098F0AE1DA
7315,23.32,20210620,323.71,5,6,49.97,133311,C56CB05CFA9A2C6FE05307098F0AE1DA
7316,20.42,20210620,807.49,10,6,142.37,133312,C56CB05CFA3C2C6FE05307098F0AE1DA
7317,38.42,20210620,1247.47,15,6,116.89,133313,C56CB05CED1E2C6FE05307098F0AE1DA
7318,29.72,20210620,908.43,12,6,110.05,133314,C56CB05D8C432C6FE05307098F0AE1DA
7319,21.89,20210620,2145.16,18,6,352.72,133315,C56CB05D125D2C6FE05307098F0AE1DA
7320,36.56,20210620,416.78,4,6,41.04,133316,C56CB05D7F672C6FE05307098F0AE1DA
7321,16.12,20210620,986.47,10,6,220.27,133318,C56CB05D5AFF2C6FE05307098F0AE1DA
7322,41.02,20210620,395.6,5,6,34.72,133401,C56CB05CEDEC2C6FE05307098F0AE1DA
7323,50.85,20210620,592.39,5,6,41.94,133402,C56CB05D06DF2C6FE05307098F0AE1DA
7324,28.14,20210620,796.81,6,6,101.94,133403,C56CB05D73A82C6FE05307098F0AE1DA
7325,19.8,20210620,731.47,4,6,132.99,133404,C56CB05D66EB2C6FE05307098F0AE1DA
7326,22.25,20210620,203.92,1,6,33.0,133406,C56CB05D8C8D2C6FE05307098F0AE1DA
7327,17.37,20210620,54.09,2,6,11.21,133407,C56CB05D1EF12C6FE05307098F0AE1DA
7328,49.01,20210620,1197.81,7,6,87.98,133408,C56CB05D071A2C6FE05307098F0AE1DA
7329,30.8,20210620,6913.45,76,6,808.18,133409,C56CB05CED922C6FE05307098F0AE1DA
7330,31.75,20210620,5221.96,43,6,592.12,133410,C56CB05D5A922C6FE05307098F0AE1DA
7331,13.93,20210620,931.14,11,6,240.6,133411,C56CB05DA4BE2C6FE05307098F0AE1DA
7332,43.75,20210620,6962.5,46,6,572.92,133412,C56CB05D5B1B2C6FE05307098F0AE1DA
7333,48.39,20210620,3803.1,22,6,282.91,133413,C56CB05D2B172C6FE05307098F0AE1DA
7334,38.1,20210620,3699.66,23,6,349.58,133414,C56CB05D1EE92C6FE05307098F0AE1DA
7335,44.13,20210620,8848.28,58,6,721.87,133415,C56CB05D07042C6FE05307098F0AE1DA
7336,41.31,20210620,4005.73,32,6,349.05,133416,C56CB05D8C192C6FE05307098F0AE1DA
7337,41.99,20210620,4372.63,31,6,374.89,133417,C56CB05D06632C6FE05307098F0AE1DA
7338,46.99,20210620,6961.5,35,6,533.31,133418,C56CB05D06432C6FE05307098F0AE1DA
7339,44.79,20210620,1273.92,6,6,102.39,134301,C56CB05CF8D02C6FE05307098F0AE1DA
7340,53.03,20210620,2762.03,21,6,187.49,134302,C56CB05D73C42C6FE05307098F0AE1DA
