,F,T,S,E
21,113,23,121,139_139_139_140_139_101_120_121_101_121_139_139_139_139_138_184_184_139_137_141_140_140_120_101_120_101_120_121_120_139_120_101
22,5,4,129,441_441_441_129
23,1,1,149,149
24,2,2,150,150
25,1,1,156,
26,1,1,163,163
27,5,4,164,165_165_165_165_164
28,215,24,178,242_242_241_179_179_242_205_241_242_241
29,17,5,181,247_197_181_247_197_181_197_196
30,353,24,185,253_190_190_191_190_189_190_246_193_246_246_246_246_190_186_186_191_189_190_191_189_189_186_253_253_196_181_247_189_190_189_181_247_186_186_190_247_185_189_186_186_191_189_189_181_247_247_197_181_197_192_194_193_192_246_194_185
31,1,1,186,186
32,214,24,212,212_212_212_212_212_212_212_212_212_212_797_212_211_212_212_212_797_1118_1118_1118_1114_1118_1115_1118_1115_1118_1114_1075_1068_212
33,260,24,217,216_783_823_811_811_217_216_813_813_812_948_948_812_216_218_823_783_824_824_783_824_783_812_216_216_948_813_813_948_814_812_948_813_948_812_814_216_885_885_909_885_812_216_216_217_812_216_811_216_812_216_764_218_824_823_824_783_783_824_1298_1298_1298_891_909_909_1298_886_885_886_885_885_823_219_764_219_811_763_763_783_824_783_216
34,6,3,222,1384_1384_223_222
35,3,3,241,
36,3,3,250,249_249_250
37,25,11,251,252_252_248_252_248_252_248_252_1281_248_248_252_208_252_251_1281_1281_248_252
38,1,1,265,383_265
39,2,2,267,267
40,2,1,273,274_273
41,1,1,276,276
42,8,2,281,422_381_282_281
43,2,1,283,284_283
44,326,24,297,1035_1004_1019_1018_1019_298_1054_1054_1021_298_1019_1019_1036_1035_1035_1004_1004_298_299_1056_1019_1019_297_298_1018_1018_297_1035_1035_1004_296_297_299_1021_1019_1005_1036_1035_1035_296_298_301_300_1054_1054_300_301_301_1054_300_300_298_299_297_1005_1004_1019_1021_1056_1021_1056_1056_1019_1019_1018_1036_1035_1004_297_296_297_299_1015_1015_301_302_1051_301_1056_1056_1019_1051_300_1018_297_1004_1004_1015_1015_301_1054_1054_1018_297
45,2,1,305,397_306_305
46,1,1,308,308
47,2,2,341,
48,3,2,347,584_347
49,742,24,348,737_349_501_502_501_738_738_502_502_738_738_625_738_738_738_738_502_738_501_502_501_502_738_625_738_738_738_738_737_746_651_651_746_649_648_584_650_746_594_594_445_689_688_689_447_594_1316_445_594_594_594_1317_688_688_689_689_444_690_445_444_447_594_594_1316_594_1316_444_584_746_652_651_651_650_349_746_557_564_743_743_559_560_558_1300_1300_1301_1301_479_478_479_664_664_558_559_558_350_350_664_560_559_1302_1302_576_576_664_557_447_557_351_564_559_353_451_451_353_350_743_664_557_351_451_350_447_447_564_352_351_451_561_576_1302_576_664_350_447_447_450_350_351_574_575_352_353_353_353_451_350_1316_1316_445_690_690_444_689_447_564_564_557_664_558_449_448_350_557_564_558_564_557_350_451_451_353_353_351_449_557_351_350_350_349_648_649_349_349_746_651_349_649_649_648_347_584_746_746_349_737_737_737_348_348_349_746_746_349_649_650_649_649_347_347_347_444_445_1316_444_444_690_444_444_445_747_349_349_348_737
50,2,2,351,
51,88,24,354,663_562_355_561_562_562_663_663_663_663_614_355_663_562_562_663_355_562_663_614_356_355_355
52,10,3,360,604_604_654_654_632_655_361_360
53,1571,24,363,362_551_1312_1312_717_1308_752_1308_1308_675_676_675_752_740_638_555_547_546_547_547_740_544_721_554_721_720_721_554_555_555_555_544_721_1290_1290_364_552_365_555_638_542_546_741_741_740_740_739_608_608_608_701_1362_1363_1363_751_608_608_646_645_645_750_538_538_638_638_542_367_750_538_369_539_733_733_487_487_533_535_535_535_703_703_757_645_608_608_687_645_687_687_646_646_644_646_687_645_644_645_608_369_536_537_537_608_608_1358_1358_546_555_542_544_555_1290_741_546_740_546_552_552_752_551_719_719_717_1290_1290_752_719_719_718_717_718_1308_675_1308_675_676_675_675_1308_676_675_1308_717_554_1290_547_555_741_740_540_734_540_485_484_539_483_483_608_1362_700_701_1362_734_1363_1363_1363_1362_701_484_556_556_539_662_661_637_526_372_526_370_637_527_637_371_637_527_370_531_526_531_531_526_370_371_527_528_528_533_532_532_533_488_528_487_488_528_487_702_703_703_534_535_703_733_685_538_722_685_539_734_370_750_1363_539_555_556_556_539_539_739_483_483_484_483_484_698_698_485_370_616_616_616_616_532_370_532_532_528_757_703_703_662_662_528_615_615_616_532_532_533_535_488_488_487_637_526_531_371_531_527_531_532_527_526_528_526_525_526_370_371_527_637_533_637_637_528_487_487_1363_1362_701_702_701_1363_1362_1362_701_1358_533_483_484_698_662_685_685_538_367_538_538_685_685_484_541_700_541_700_734_734_1358_1362_1358_662_722_722_685_539_739_483_554_721_721_546_545_720_721_547_547_721_365_362_362_1312_1312_1312_548_1312_363_1312_548_549_548_1312_1312_548_549_363_552_553_365_552_551_752_671_672_671_362_550_550_551_362_362_365_553_547_753_719_719_1291_1291_1290_1290_717_552_553_365_365_364_365_552_1291_721_540_741_734_541_740_540_547_1291_718_752_752_1308_1309_1308_675_753_670_552_1308_717_674_753_1309_1308_675_676_676_675_674_553_752_672_672_470_471_470_470_470_1352_470_470_470_472_470_471_472_671_551_363_654_654_749_654_655_748_749_748_749_604_654_655_361_361_362_362_551_670_670_671_671_364_1289_1289_548_548_1312_548_1312
54,154,24,372,373_373_730_730_730_730_373_729_372_372_729_730_730_372_372_1276_1276_373_1276_1276_513_730_729_729_730_513_372_1276_1276_374_372_372_729_730_729_372_372_1276_1276_1276_1276_1276_374_372_730_372_513_374
55,1,1,382,382
56,4,2,389,132_398_399_389
57,1,1,394,
58,1,1,416,416
59,1,1,456,
60,2,2,459,459
61,291,24,460,489_463_489_489_489_489_489_510_510_489_489_290_290_460_462_677_462_464_290_460_462_461_461_461_463_463_289_290_290_490_491_491_677_489_677_677_463_677_491_460_290_290_460_464_464_460_464_677_678_1370_713_1370_678_465_465_678_506_1370_713_1370_713_713_504_678_1370_1370_466_466_677_678_504_1370_504_504_504_503_503_713_713_678_466_465_678_503_504_504_678_677_677_464_489_489_489_491_290_290_290_490_464_677_461_462_464_460
62,11,3,467,467_468_469
63,6,2,471,1354_1354_1353_1352
64,1,1,472,671_472
65,2,2,473,473
66,79,24,476,1172_1172_1172_1173_1173_1172_476_476_476_1172_1172_476_476_475_475_1172_1173_1172_1170_1242_1242_1173_1172_476_1172_476_1172_1172_1172_476_476_476_1173_1173_1172_476
67,10,4,479,479_480_576_479
68,3,1,487,487
69,1,1,494,495_494
70,1106,24,498,592_592_617_617_735_735_617_735_735_735_735_735_735_617_617_617_735_735_735_735_617_619_619_620_621_621_710_621_621_621_706_707_706_706_707_523_523_709_500_745_590_590_497_619_619_620_620_1315_590_696_695_694_697_697_697_696_592_744_620_745_745_500_500_1315_745_745_592_697_697_696_695_697_696_696_695_695_695_683_592_578_497_497_592_694_590_1319_565_565_565_565_1320_1320_565_565_1318_579_1319_635_635_634_581_634_579_580_565_568_568_579_1318_1320_579_1319_565_712_712_573_573_586_573_624_587_1321_711_711_572_712_1320_565_711_711_585_572_572_585_711_712_712_572_572_712_565_565_565_1319_581_635_635_634_581_1320_565_565_1319_579_581_581_565_1318_581_497_744_744_500_744_744_497_523_523_522_709_710_710_723_723_622_621_621_744_744_500_500_708_681_681_522_709_709_592_744_497
71,4,3,503,504_504_503
72,1,1,510,
73,8,8,511,511
74,19,8,522,709_523_681_523_523_681_707_523_523
75,1,1,532,532
76,2,2,583,582_583
77,1,1,589,596_589
78,1,1,593,593
79,2,2,595,588_595
80,1,1,611,642_611
81,1,1,617,617
82,2,2,619,619
83,5,5,623,587_587_623
84,2,2,625,626_625
85,1,1,636,636
86,2,2,637,
87,13,5,644,687_646_608_646_643_644_645
88,1,1,647,647
89,1,1,651,651
90,2,2,653,653
91,1,1,656,657_656
92,1,1,658,658
93,1,1,667,668_667
94,2,2,678,
95,2,2,680,706_680
96,1,1,684,684
97,1,1,689,689
98,1,1,697,697
99,1,1,706,707
100,5,4,708,708
101,1,1,710,710
102,1,1,718,719
103,4,4,730,
104,1,1,731,731
105,1,1,743,743
106,1,1,754,754
107,1,1,755,755
108,272,24,759,917_917_941_941_969_969_945_918_941_941_945_918_945_1356_1356_918_759_918_1356_1355_758_759_918_1355_918_918_1356_918_1356_1356_918_918_969_759_945_917_945_918_759_759_759_759_761_761
109,1,1,764,764
110,8,4,767,768_766_766_768_768_767
111,236,24,771,794_791_849_849_790_790_849_795_916_852_924_985_985_852_916_795_795_794_794_851_851_772_791_773_851_773_851_847_848_843_848_936_789_789_790_790_849_849_790_791_790_790_847_846_847_849_849_791_847_847_848_849_849_849_790_851_773_916_795_852_916_1263_985_852_852_852_916_916_1264_1264_964_844_845_845_1264_794_795_795_845_1264_1263_1263_843_844_844_843_964_845_1264_1264_852_916_794_794_851_772_851_773_1389_1389_851_851_851_796_773_773_851_771_773_772_796_796_851_772_936_789_789_790_849_851
112,18,7,772,1388_1389_796_796_796_773_773_772
113,5,2,774,933_932_775_774
114,1,1,778,779_778
115,25,12,780,873_780_780_780_782_782_781_781_781_780
116,5,2,790,849_790
117,1,1,794,
118,1,1,795,795
119,1,1,800,839_800
120,43,9,801,926_926_907_803_804_804_803_803_861_860_926_926_860_861_801_907_802_802_926
121,1,1,804,
122,132,24,809,826_982_982_982_983_983_956_982_826_826_826_826_982_982_982_983_957_956_956_982_810_982_826_826_826_826_826_826_810_810_826_826_983_983_956_963_957_958_958_957_956_957_983_956_983_982_982_826_982_982_826_982_826_826_826_825_826_826_826_826
123,1,1,814,814
124,152,24,815,1380_816_955_955_954_955_819_818_818_817_817_817_817_817_817_817_817_1380_931_818_817_931_955_955_818_954_955_955_955_955_955_954_818_816_817_817_817_818_818_818_954_953_953_955_954_931_818_931_931_817
125,1,1,824,
126,1,1,825,825
127,1,1,830,959_830
128,9,6,832,787_787_786_787_832
129,178,24,836,980_172_172_172_172_984_172_980_980_838_838
130,2,2,840,840
131,2,2,841,792_841
132,1,1,846,872_846
133,6,4,848,848
134,486,24,853,871_875_871_858_857_857_1311_854_853_952_856_952_952_905_855_856_952_860_855_856_855_855_858_1311_257_857_857_1311_905_952_952_853_858_858_859_853_1241_1241_907_907_861_926_801_952_854_860_926_1241_804_804_804_1267_804_1241_1267_1267_804_803_926_926_801_907_801_907_802_1241_1267_856_926_805_855_856_855_875_1311_1266_976_976_975_1311_1311_975_853_1311_857_858_858_857_871_905_856_858_858_952_860_856_853_871_1311_853_858_857_1311_875_858_857_1311_1311_976_875_853_858_871_869_869_1360
135,242,24,862,930_862_862_862_868_868_930_867_930_862_862_867_867_862_862_930_868_867_867_862_867
136,2,2,873,873
137,1762,24,877,878_1232_1232_1237_1237_1293_1293_1207_1293_1153_1237_877_1174_1176_882_1334_20_1229_1228_20_20_1334_1196_1334_20_20_1204_1194_20_1210_1194_1210_1204_1205_1205_20_20_1210_1210_1210_1149_1181_1150_1149_877_1175_1206_884_883_883_1195_21_1206_1206_1336_1336_877_1143_1240_1150_1142_1240_1152_1152_1151_1151_1238_1238_1179_1188_1189_1188_1189_1322_1322_1143_1322_1181_1150_1149_1149_1176_1192_1193_1193_1191_1180_1174_1180_1180_1180_1174_1181_1184_1336_1336_1143_1232_1232_1210_1210_1193_1237_1232_1150_1142_1141_1150_1181_1181_1180_1137_1137_1322_1322_1188_1189_1189_1189_1322_1322_1336_1176_1240_1142_1144_1238_1238_1143_1189_1189_1137_1334_1211_1211_1211_1193_1322_1240_1240_1238_1142_1142_1141_1150_1151_1150_1238_1238_1145_1142_1156_1140_1278_1278_1140_1156_1155_1140_1140_1278_1140_1140_1140_1140_1155_1140_1184_1150_1181_1181_1176_1193_1176_1176_1143_1335_1334_1333_1333_1193_1195_1334_1194_1206_1184_1184_1336_1176_21_1206_1336_1180_1192_1211_1211_1334_1193_1174_876_884_883_1205_1205_881_1194_1231_1231_1230_1230_1228_1229_1229_1228_1228_20_881_881_1228_1210_1193_1334_883_882_1196_1228_20_1193_1193_1193_1334_1334_1143_1184_1184_1189_1137_1336_879_1234_1232_1234_1154_1201_1201_1207_1207_1153_1207_1153_1207_1293_1207_1153_1232_1232_1207_1208_1207_1153_1207_1153_1234_1232_1232_879
138,26,10,886,885_885_885_1298_1298_1298_1298_909_886
139,1,1,892,892
140,48,24,894,249_895
141,1,1,903,903
142,7,4,908,961_908_908_961_961_962_908
143,1,1,913,913
144,1,1,918,918
145,1,1,923,924_923
146,1,1,928,928
147,2,1,931,
148,1,1,936,936
149,1,1,939,940_939
150,1,1,942,943_942
151,115,24,946,951_951_951_951_951_951_951_947_951_951
152,1,1,952,
153,1,1,958,958
154,1,1,963,963
155,4,2,966,806_965_966
156,39,23,967,968_968_968_968_968_968_969_967_967_968
157,1,1,969,969
158,7,5,977,978_978_978_977
159,3,3,981,981
160,56,24,988,1027_995_996_996_995_995_1027_1043_1037_1027_1027_1037_1028_1027_996_989_989_989_989_995_995
161,132,24,1003,1016_1002_1003_1002_1284_1017_1017_1017_1017_1034_1006_1034_1034_1016_1017_1017_1034_1006_1007_1003_1017_1017_1017_1003_1003_1003_1017_1002
162,51,18,1006,1034_1007_1034_1034_1007_1034_1006_1034_1034_1034_1006_1034_1034_1034_1284_1006
163,2,2,1010,1011_1011_1010
164,3,3,1013,1014_1014_1013
165,1,1,1014,1033
166,13,8,1025,1026_1026_1025_1026
167,8,4,1029,1053_1052_1029
168,5,3,1031,1055_1001_1030_1001_1031
169,1,1,1045,1045
170,1,1,1055,
171,60,24,1057,1063_1063_1080_1080_1059_1059_1059_1057_1059_1059_1059_1059_1059_1059_1059_1080_1080_1080_1080_1080_1080_1057_1059_1059_1059_1063_1063_1080_1080
172,436,24,1062,818_1262_1107_1107_1107_1107_1107_1107_1107_1107_1107_1107_1107_1107_1107_1108_1107_1110_1095_1096_1090_1109_1261_1107_1095_1088_1090_1090_1262_1261_1261_1109_1109_1109_1088_1088_1088_1072_1088_1088_1088_1088_1094_1088_1088_1072_1072_1072_1072_1094_1088_1072_1086_1088_1090_1090_1088_1086_1088_1088_1088_1086_1086_1088_1261_1261_1108_1109_1095_1096_1095_1096_1096_1061_1066_1061_1066_1076_1060_1098_1119_1060_1060_1076_1061_1062_1103_1090_1090
173,37,15,1066,1082_1076_1060_1060_1082_1082_1066_1066_1082_1066_1082_1066_1066_1066
174,41,20,1070,769_769_769_769_769_769_769_769_769_1106_769_769_769_769_769_769_769_769_769_1083_1070
175,1,1,1076,1076
176,26,21,1084,1273_1273_1273_1273_1273_1273_1273_1273_1273_1273_1273_1273_1273_1273_1273_1273_1273_1085_1084
177,5,3,1098,1100_1098_1099
178,32,11,1101,1111_1111_1111_1111_1111_1111_1111_1111_1103_1100_1101_1100_1100_1101_1101_1102_1101
179,7,6,1112,1113_1112
180,9,7,1114,1118_1118_1114
181,1,1,1119,1338_1119
182,1,1,1120,1120
183,3,3,1125,1113_1113_1125
184,60,24,1132,1325_1325_1325_1325_1325_1325_1325_1325_1325_1131_1261_1262_1109_818_1325_1325_1131_1132_1325_1325_1325_1325_1325_1325_1325_1325_1325_1325_1325_1131_1131_1325_1325
185,2,1,1143,
186,1,1,1146,1147_1146
187,1,1,1150,
188,3,3,1151,1151
189,5,3,1155,1278_1140_1155
190,1,1,1159,1159
191,1,1,1160,1160
192,1,1,1161,1161
193,27,6,1165,1279_1159_1243_1243_1186_1165_1166_1165_1164_1164_1166_1186_1280_1279
194,6,2,1167,1187_1171_1169_1168_1167
195,1,1,1173,1173
196,1,1,1197,1198_1197
197,1,1,1201,1201
198,1,1,1205,
199,4,3,1206,21
200,1,1,1209,1209
201,69,22,1216,1222_1223_1223_1215_1217_1215_1222_1223_1215_1217_1223_1217_1215_1223_1218_1218_1222_1223_1223_1217_1216_1218_1215_1216_1223_1215_1222_1223_1217
202,1,1,1231,1231
203,333,24,1244,1247_1251_1271_1271_1271_1250_1250_1271_1271_1271_1251_1271_1271_1250_1247_1271_1271_1271_1271_1271_1271_1271_1271_1271_1271_1253_1253_1251_1251_1251_1271_1271_1271_1247_1247_1247_1247_1247_1247_1246_1246_1245_1247_1247_1247
204,1,1,1250,1313_1250
205,1,1,1257,1257
206,1,1,1264,1264
207,1,1,1269,1269
208,2,2,1281,
209,2,2,1289,1289
210,1,1,1302,1302
211,1,1,1307,1350_1307
212,1,1,1314,1314
213,117,24,1328,1329_1329_1329_1329_1329_1329_1332_920_1332_1332_920_1332_1328_1329_1328_1329_1330_1329_1330_1330_1330_1330_903_920_920_1331_921_1331_920_1331_1328
214,20,14,1337,1262_818_1337
215,3,2,1339,1340_1340_1339
216,11,6,1351,1350_1348_1348_1348_1349_1349_1350_1307_1351
217,1,1,1355,1355
218,1,1,1356,1356
219,10,6,1364,1366_1364_1364_1364_1364_1365_1363
220,3,3,1376,
221,1,1,1387,1387
222,1,1,1392,1392
223,3,3,13,13
224,1,1,25,25
225,3,2,28,333_333_28
226,1,1,68,68
227,1,1,70,70
228,1,1,83,
229,1,1,86,86
230,1,1,89,
231,2,2,131,131
232,2,1,140,141_140
233,2,2,148,149_148
234,3,3,159,157
235,1,1,161,161
236,1,1,211,211
237,2,2,215,807_807_215
238,1,1,219,219
239,1,1,228,228
240,3,3,234,
241,1,1,235,235
242,1,1,238,238
243,1,1,239,239
244,1,1,257,257
245,1,1,266,266
246,2,2,275,274_275
247,1,1,293,293
248,1,1,310,310
249,1,1,321,321
250,2,2,338,335_338
251,2,2,345,345
252,1,1,356,356
253,1,1,367,367
254,6,4,383,383_265
255,1,1,391,392_391
256,6,3,413,414_437_437_413
257,1,1,415,415
258,1,1,437,
259,1,1,442,442
260,1,1,461,
261,2,2,464,
262,1,1,474,474
263,1,1,475,475
264,1,1,483,739_483
265,1,1,488,
266,16,5,496,1256_727_704_641_641_640_640_728_1257_728_640_495_496
267,1,1,517,517
268,1,1,538,
269,2,2,541,699_541
270,1,1,547,
271,1,1,561,561
272,43,19,569,691_692_692_692_692_569_692_692_569_569_569_569_691_692_691
273,16,8,570,571_571_571_571_571_570
274,1,1,615,616_615
275,2,2,627,628_628_627
276,2,2,630,630
277,1,1,639,639
278,2,2,657,658_657
279,2,1,659,660_659
280,2,1,664,1300_1301_664
281,2,2,670,670
282,3,2,671,752_671
283,2,2,673,672_673
284,3,2,688,688
285,1,1,695,695
286,7,4,696,697_697_695
287,1,1,702,702
288,1,1,703,
289,1,1,707,
290,1,1,721,721
291,2,2,722,722
292,1,1,726,726
293,1,1,729,729
294,2,2,741,
295,1,1,744,
296,1,1,749,749
297,2,1,763,763
298,1,1,779,779
299,7,5,839,800_227_839_800_839
300,1,1,872,872
301,1,1,876,876
302,3,2,899,915_902_898_899
303,1,1,910,910
304,1,1,920,920
305,1,1,924,925_924
306,1,1,935,935
307,2,2,938,937_938
308,1,1,940,940
309,4,4,945,
310,1,1,957,957
311,1,1,960,960
312,2,1,961,1386
313,1,1,996,996
314,1,1,1017,1017
315,1,1,1024,1024
316,2,2,1035,1035
317,1,1,1040,1041_1040
318,1,1,1048,1048
319,2,1,1060,
320,1,1,1072,
321,2,2,1086,
322,2,1,1097,1126_1097
323,2,1,1121,1128_1122_1121
324,1,1,1124,1124
325,2,2,1127,1128_1127
326,2,1,1133,1133
327,1,1,1139,1139
328,2,2,1141,1141
329,1,1,1147,1147
330,3,3,1152,1152
331,1,1,1163,1163
332,1,1,1199,1202_1199
333,2,2,1210,
334,1,1,1213,1213
335,2,2,1220,1134_1220
336,1,1,1241,1241
337,3,3,1254,679_679_1254
338,1,1,1263,1263
339,1,1,1284,1284
340,3,3,1299,831_831_1299
341,1,1,1333,1333
342,2,2,1344,1105_1344
343,6,4,1348,1346_1347
344,1,1,1349,
345,1,1,1350,
346,1,1,1359,1359
347,4,2,1366,1367_1367_1366
348,1,1,1382,1382
349,4,2,1393,1391_1392_1393
350,1,1,37,
351,1,1,84,84
352,12,9,85,127_127_84_84_127_127_84_127_85
353,1,1,101,102_101
354,3,3,108,108
355,2,2,130,
356,1,1,172,172
357,2,2,220,221_221_220
358,2,1,276,276
359,1,1,277,277
360,1,1,283,284_283
361,1,1,288,289_288
362,2,1,295,1032_1049_295
363,2,1,302,302
364,2,2,316,
365,1,1,342,342
366,2,1,353,451_353
367,16,7,360,361_361_632_684_361_684_603_632_361_360
368,3,2,394,
369,1,1,397,397
370,1,1,398,398
371,2,2,400,400
372,1,1,429,429
373,2,2,434,
374,1,1,438,438
375,1,1,472,
376,2,2,508,509_509_508
377,4,3,515,589_514_589_515
378,4,2,532,616
379,1,1,535,535
380,1,1,596,596
381,6,6,603,
382,3,3,611,642_611
383,1,1,617,617
384,1,1,640,641
385,1,1,651,652
386,1,1,656,656
387,4,2,667,1300_668_667
388,1,1,669,669
389,1,1,684,
390,1,1,698,698
391,2,2,701,
392,4,2,704,705
393,4,3,706,707_706
394,1,1,732,732
395,1,1,735,735
396,1,1,743,743
397,2,2,746,
398,2,2,748,
399,1,1,755,755
400,16,6,774,933_775_933_933_775_933_932_932_775_774
401,1,1,778,778
402,1,1,780,780
403,1,1,785,786_785
404,1,1,796,
405,2,2,814,974_814
406,1,1,825,825
407,1,1,843,
408,1,1,892,892
409,6,3,903,919_903
410,2,2,911,1386_1386_911
411,2,2,923,923
412,2,2,928,929_927_928
413,5,3,939,940_940_939
414,2,1,942,943_942
415,1,1,944,944
416,1,1,953,953
417,1,1,1018,
418,1,1,1023,1023
419,1,1,1027,1027
420,1,1,1029,1029
421,2,1,1037,1038_1037
422,1,1,1042,1042
423,1,1,1043,1043
424,2,2,1056,
425,1,1,1064,1064
426,2,1,1076,1119
427,1,1,1079,1079
428,1,1,1082,1082
429,1,1,1131,1131
430,3,3,1146,1147_1147_1146
431,1,1,1150,1150
432,20,8,1169,1171_1169_1167_1169_1187_1167_1171_1187
433,2,2,1170,1242_1170
434,39,22,1197,1202_1198_1202_1202_1197_1197_1197_1197_1197_1197_1202_1197_1197_1197_1202
435,1,1,1212,1258_1212
436,1,1,1224,1224
437,1,1,1225,1225
438,1,1,1234,1234
439,1,1,1264,1264
440,1,1,1267,1267
441,1,1,1268,1269_1268
442,1,1,1287,1287
443,2,2,1302,1302
444,3,2,1334,
445,2,2,1354,1353_1354
446,3,3,11,11
447,1,1,21,
448,4,2,49,163_124_49
449,5,2,67,142_67
450,6,5,69,69
451,1,1,82,82
452,3,2,96,96
453,1,1,135,135
454,4,2,154,
455,1,1,161,161
456,3,3,162,162
457,1,1,169,169
458,1,1,170,170
459,2,2,173,227_173
460,2,2,189,189
461,2,2,219,219
462,1,1,225,225
463,1,1,249,249
464,1,1,266,266
465,4,3,281,282_422_422_281
466,1,1,294,294
467,1,1,301,301
468,2,1,306,307_306
469,1,1,311,311
470,4,4,341,341
471,23,12,347,347_347_647_347_347_647_347_647_647_584_347
472,2,1,355,356
473,1,1,359,359
474,1,1,370,
475,3,2,381,282_381
476,4,2,389,417_399_389
477,2,2,393,392_393
478,3,3,416,415_416
479,1,1,420,421_420
480,1,1,422,440
481,2,2,442,442
482,1,1,444,444
483,2,1,478,664_479_478
484,3,3,497,497
485,2,2,538,538
486,1,1,547,547
487,1,1,574,574
488,2,1,582,583_582
489,1,1,593,593
490,1,1,595,595
491,2,1,619,619
492,1,1,622,622
493,1,1,624,624
494,1,1,625,625
495,2,2,626,626
496,2,1,638,1289_638
497,1,1,646,646
498,1,1,647,
499,1,1,676,676
500,2,2,720,720
501,1,1,727,
502,1,1,734,
503,1,1,739,739
504,1,1,779,779
505,2,1,794,794
506,3,2,805,1239_805
507,2,2,808,808
508,1,1,827,827
509,1,1,835,835
510,1,1,841,841
511,1,1,874,874
512,1,1,876,876
513,1,1,883,
514,1,1,891,891
515,1,1,893,893
516,1,1,904,904
517,1,1,905,905
518,1,1,929,929
519,2,2,937,938_937
520,1,1,951,
521,1,1,959,959
522,7,4,966,971_971_971_806_966
523,1,1,994,994
524,2,2,996,996
525,1,1,999,999
526,1,1,1005,1005
527,2,2,1041,1044_1041
528,2,2,1078,1079_1078
529,1,1,1098,1098
530,1,1,1120,1120
531,1,1,1124,1124
532,1,1,1133,1133
533,1,1,1139,1139
534,1,1,1140,1140
535,1,1,1157,1157
536,8,4,1158,1186_1160_1160_1160_1243_1159_1158
537,2,2,1166,
538,1,1,1167,1168_1167
539,1,1,1205,1205
540,1,1,1232,1232
541,5,4,1263,845_845_1263
542,1,1,1283,1283
543,2,2,1291,1290_1291
544,3,3,1293,1293
545,1,1,1295,1296_1295
546,1,1,1355,1355
547,1,1,1370,1370
548,1,1,3,3
549,2,2,9,9
550,3,3,25,25
551,1,1,66,66
552,1,1,68,68
553,1,1,102,102
554,2,2,123,123
555,1,1,129,129
556,1,1,139,
557,1,1,150,150
558,2,2,163,
559,2,2,215,807_807_215
560,15,12,222,1384_223_223_223_223_223_223_223_223_223_223_222
561,18,11,228,227_800_800_839_839_800_839_227_228
