,F,T,S,E
10,2,2,61,61
11,67,22,83,93_100_93_93_93_83_93_100_83_93_84_84
12,21,11,122,122
13,14,14,135,135
14,5,3,148,148_149_148
15,13,13,150,150
16,1,1,154,
17,6,5,173,227_227_174_227_227_227_173
18,15,15,177,177
19,3,3,179,
20,534,24,181,189_189_197_189_189_191_186_181_247_195_195_247_195_195_195_195_195_192_192_194_247_247_195_195_195_195_195_247_246_189_189_191_189_189_191_186_186_186_247_189_189_189_189_189_191_189_186_185_185_247_185_191_189_185_185_198_185_247_247
21,2,2,182,
22,156,24,207,252_209_209_252_252_209_209_209_209_209_800_839_227_839_227_227_800_792_227_227_227_227_227_227_227_227_228_209_209_209_209_207
23,9,9,209,
24,66,13,211,225_225_225_932_933_933_932_932_775_933_774_933_932_932_774_225_224_226_225_225_224_225_223_211
25,1,1,215,807_215
26,495,24,217,951_949_950_950_951_951_948_812_813_813_950_950_950_951_763_812_783_824_219_785_784_784_219_886_886_887_887_885_886_892_1298_823_823_887_813_813_948_811_217_812_216_216_811_813_812_216_216_811_217_218_783_824_784_219_885_886_885_824_824_824_784_824_812_811_812_811_219_218_885_886_885_885_891_892_886_764_764_812_216_811_807_808_814_948_813
27,7,6,222,223_223_223_223_222
28,2,2,228,228
29,27,14,229,254_229
30,2,2,239,
31,74,18,248,248_251_248_251_1281
32,1,1,250,250
33,13,8,255,257_257_257_257_257_256_255
34,108,24,261,261_1375_1374_1375_1375_261_1374_261
35,11,11,264,264
36,23,23,267,267
37,27,11,281,439_440_280_280_422_440_439_281
38,5,4,283,284_283
39,1,1,286,287_286
40,4,4,288,289_289_289_289_288
41,11,6,296,1012_1012_1013_1013_296_1012_297
42,357,24,297,1035_1021_1018_1018_297_1018_1054_301_1051_301_300_1054_1051_1051_1015_301_1015_1015_1051_302_301_300_1035_1005_1005_1005_1036_1036_1035_1005_299_298_297_1004_1036_1019_296_1036_1036_296_1011_1011_1012_297_1036_1004_1035_1018_1019_1019_1019_1050_301_301_300_1054_301_299_299_1056_1056_1019_1019_1018_298_297_1019_1021_1050_1021_1019_1019_1021_1005_1018_298_301_301_300_301_298_1018_1019_1056_1005_1034_1005
43,2,1,305,397_306_305
44,2,2,321,
45,1101,24,342,746_746_746_349_347_647_648_746_746_746_746_349_652_652_651_651_746_743_560_451_576_447_557_447_351_449_350_351_576_479_576_480_479_1301_576_664_743_557_743_558_558_564_564_564_1316_1317_445_445_447_689_445_445_447_447_1316_1317_690_690_445_1317_447_445_445_747_445_1316_350_353_451_451_451_451_479_664_451_451_451_559_350_557_351_1301_1302_480_1302_1302_664_479_479_480_576_576_479_480_1301_1301_664_558_350_564_557_353_351_350_350_350_350_564_564_557_560_1302_1302_576_1302_1302_576_576_479_1301_1301_1301_350_564_743_350_737_652_652_652_652_652_652_584_737_738_444_347_582_582_582_583_582_347_647_349_349_652_652_652_652_651_647_349_349_651_651_349_593_593_346_593_593_346_342
46,3,3,346,593_593_346
47,139,24,354,562_562_355_563_563_562_562_614_614_355_614_562_357_492_492_355_492_355_563_356_563_355_563_492_492_355_356_357_357_357_357_355_355
48,1,1,358,358
49,10,3,360,602_601_632_684_361_655_361_360
50,2080,24,362,548_1289_551_1312_1312_1312_362_363_551_1289_1289_1289_361_361_365_752_717_717_754_753_753_752_670_365_365_552_671_754_754_719_719_1308_1308_674_674_740_740_555_542_1290_1290_1290_720_721_1290_733_487_533_483_483_556_540_485_538_750_644_644_608_608_687_608_646_645_646_733_1363_1362_1358_1363_1363_1362_702_1358_1362_536_750_750_484_538_685_538_537_537_537_367_484_608_531_526_531_687_643_644_734_1362_1363_1363_662_485_1358_733_757_698_484_698_698_487_528_535_534_702_703_703_533_535_637_527_531_531_370_532_532_532_370_527_513_513_372_730_729_730_730_372_372_531_637_637_662_533_661_661_662_370_370_370_637_637_370_372_371_527_487_703_703_757_702_703_757_487_527_528_528_528_661_662_528_616_532_528_535_757_535_371_527_637_637_527_535_535_535_615_616_616_532_528_527_531_616_532_616_616_370_531_370_526_526_371_373_372_729_730_730_729_372_729_730_512_372_513_729_729_373_372_730_729_1276_374_1276_729_373_372_525_525_372_637_528_528_487_534_1362_734_740_545_483_555_721_552_361_361_361_361_361_655_361_363_553_365_752_674_752_752_752_1290_1291_1290_544_739_485_484_483_483_555_555_721_638_638_638_1289_638_638_555_555_753_675_674_675_676_676_675_674_719_719_754_674_719_718_718_753_753_753_717_547_547_546_546_1290_721_721_542_638_547_542_542_547_546_546_720_720_721_1290_483_483_540_733_556_556_539_734_540_546_547_547_540_740_740_739_739_483_718_361_361_363_365_740_555_556_556_483_484_484_733_483_539_539_540_540_541_541_700_701_485_662_646_750_538_368_608_608_1362_701_540_541_699_540_541_702_1363_1362_1364_1366_1364_1364_1368_1367_1367_1366_1366_1364_1364_1365_1364_1363_702_702_699_541_734_700_733_485_733_733_702_701_701_734_734_698_643_643_646_750_537_661_532_757_485_685_687_608_369_547_556_540_539_539_484_739_739_555_741_741_740_638_545_1291_1291_719_719_719_718_752_671_472_472_673_672_673_672_753_754_753_718_676_675_675_1310_1310_1309_1309_1308_1308_675_1309_1309_1308_676_675_675_719_717_552_554_670_670_362_550_548_638_1289_363_362_362_1289_1289_550_361
51,4,3,367,367
52,1,1,372,
53,25,8,392,393_391_403_438_391_391_391_392_393_393
54,1,1,419,419
55,8,6,420,419_421_420
56,7,7,444,
57,4,4,455,455
58,459,24,460,465_465_505_1370_713_713_503_503_504_503_503_677_678_506_1370_713_504_465_504_1370_1370_1370_677_678_678_713_465_465_461_489_290_461_461_677_461_464_490_464_510_510_489_489_460_290_290_461_677_678_489_489_489_489_509_489_290_290_678_461_461_290_290_290_291_290_464_461_290_290_461_464_464_489_290_489_464_464_461_461_713_1370_713_466_678_713_504_503_504_503_504_466_466_505_713_503_677_677_461_461_462_461_461_677_464
59,15,7,467,469_469_468_468_467_469
60,18,9,471,1354_1353_1352_671_472_472_470_470_472_470_470_470_1352_470_471
61,1,1,473,473
62,464,24,476,1172_1172_475_1173_1172_475_1242_1173_1173_475_1172_1172_1163_1163_1163_1172_1138_1163_1163_1242_1163_1163_1167_1167_1167_1139_1139_1139_1139_1167_1168_1158_1187_1158_1169_1169_1187_1187_1158_1165_1243_1279_1185_1243_1243_1158_1158_1160_1160_1159_1259_1260_1259_1161_1159_1279_1279_1280_1280_1165_1279_1279_1186_1185_1159_1164_1279_1279_1186_1168_1169_1280_1159_1243_1159_1243_1164_1279_1187_1171_1138_1138_1187_1167_1167_1168_1168_1171_1171_1187_1187_1158_1166_1164_1168_1171_1169_1169_1168_1139_1138_1242_1170_475_1172_1173_475_475
63,1,1,484,
64,3,2,487,528
65,1,1,492,563_492
66,2,2,495,640_640_495
67,86,19,496,728_302_728_641_728_302_728_1257_302_640_640_641_704_705_642_642_642_642_642_642_642_642_611_642_641_642_704_641_642_704_756_726_726_727_727_704_641_640_640_303_302_496
68,1842,24,497,629_629_706_680_630_630_497_498_697_681_622_710_621_621_622_622_621_621_523_621_708_708_681_681_619_735_735_619_735_736_617_735_617_617_617_744_744_500_620_619_500_500_620_619_619_619_619_744_744_1315_590_497_590_694_697_697_696_697_697_683_694_697_697_696_696_577_697_696_697_694_697_1319_581_581_634_634_580_1318_711_623_623_623_588_587_623_623_635_635_635_636_636_635_634_636_635_565_623_572_572_1318_579_635_634_1318_1319_1318_697_697_694_497_500_619_619_621_622_621_706_707_630_630_523_523_680_680_1254_1255_1255_1254_1255_1255_1254_1255_1255_1255_1255_1254_1254_1255_1255_1254_1254_1255_1255_1254_1255_1255_1255_679_708_708_523_523
69,45,17,515,595_596_595_514_514_514_589_514_514_589_514_589_589_515_589_596_514
70,1,1,516,517_516
71,14,8,551,670_551
72,2,1,552,
73,1,1,556,
74,113,24,569,692_691_569_692_692_569_574_574_571_571_571_571_571_571_571_571
75,16,10,574,574
76,1,1,593,
77,2,2,603,603
78,1,1,615,616_615
79,2,1,627,629_628_627
80,1,1,633,633
81,2,1,638,
82,157,24,653,604_604_684_360_360_603_603_655_360_655_602_684_602_684_360_603_603_632_604_604_653_604_604_604_653_468_468_469_469_469_469_468_468_749_604_632_632_655_602_602_602_602_602_602_602_602_632_655_604_654_604_653_653_467_604_748_749_749_654_749_604_749_604_653
83,2,2,665,738_738_665
84,9,3,667,1301_1300_667_668_666
85,11,6,679,1255_1254_1255_1255
86,5,5,682,633_633_633_682
87,1,1,683,683
88,1,1,687,687
89,5,3,688,689_689_688
90,1,1,692,
91,1,1,698,698
92,1,1,703,
93,2,2,708,708
94,1,1,739,739
95,2,1,740,
96,1,1,742,742
97,1,1,755,755
98,251,24,759,917_918_918_945_1356_918_758_758_762_941_762_945_941_759_758_1356_1355_1356_761_941_758_918_1355_1355_918_941_759_759_917_763_762_762_941_941_945_918_759_758_758_761_970_970_970_1381_970_970
99,1,1,765,766_765
100,462,24,771,791_790_850_1389_796_850_848_843_848_850_850_849_790_790_790_790_849_849_849_848_849_935_789_789_789_935_936_789_789_789_790_790_848_848_790_1389_772_772_772_793_796_772_1388_772_796_796_794_794_793_796_796_796_773_845_845_843_795_916_852_985_852_916_985_794_1264_795_964_843_843_843_844_845_843_843_1263_1263_1263_1263_852_795_794_777_923_924_923_924_985_985_916_794_1264_852_916_795_1264_1264_964_843_843_843_1263_964_1263_845_1263_845_1263_795_776_852_852_916_916_795_1264_1264_795_795_794_794_772_1389_1389_796_796_773_1388_1388_794_1389_1389_790_849_790_790_851
101,1,1,778,778
102,72,24,781,780_782_782_782_781_873_782_782_873_873_782_782
103,2,2,786,893_786
104,93,24,787,832_831_1299_831_832_832_786_1299_786_893_786_832_1299_831_831_832_893_893_786_786_831_787_1299_1299_831_1299_831_832_832_787_832_787_1299_785_785
105,8,4,789,936_936_789_935_789
106,3,3,798,212_212_798
107,1,1,799,799
108,823,24,801,861_952_952_1311_1311_1311_976_857_952_857_976_858_858_976_857_952_952_802_981_1241_805_804_1267_1267_855_871_858_952_952_952_860_876_858_804_1267_981_981_907_801_1267_802_803_804_907_907_981_860_1392_1392_1269_1269_1268_1268_1267_802_981_906_906_981_981_802_1241_907_1267_801_801_855_926_855_853_1311_857_976_976_257_857_858_858_1146_1146_976_976_1146_1146_1146_1147_1146_976_1147_1266_871_860_854_905_952_855
109,77,22,809,826_982_957_983_983_982_956_956_963_963_958_983_983_826_810_809_825_809_810_982_982_983_957_956_958_957_983_982_956_982_826_826_826_982_810_826_826_826_810_826_809_982_826
110,87,24,815,1380_1380_818_819_819_817_1380_1380_817_815_817_815_818_955_954_954_817_816_816_817_815_815_816_817_818_1380_1380_816_1380_817_818_817_1380
111,1,1,825,825
112,1,1,830,830
113,8,4,833,834_835_834_834_833
114,161,24,836,980_980_980_980_984
115,29,18,841,792_792_792_913_913_792_792_792_913_792_913_792_792_792_913_792_841
116,1,1,847,847
117,347,24,862,930_868_862_868_868_862_869_862_862_930_868_913_868_868_868_866_930_862_868_930_862_862_868_1360_868_868
118,9,9,874,874
119,3,1,881,1225_1205
120,1,1,884,884
121,6,5,888,887_987_887_888
122,50,24,894,249_249
123,2,1,898,900_1129_898
124,1,1,902,902
125,158,24,903,1332_1330_920_1332_1332_1331_1329_1330_1331_1330_1331_1332_920_1331_1331_921_785_784_903_920_1331_920_904
126,60,16,908,833_834_833_834_835_908_908_908_908_962_961_1385_1385_961_961_1386_908
127,9,4,911,1386_911_912
128,1,1,928,928
129,5,3,937,937_938
130,1,1,940,940
131,2,2,942,943_943_942
132,1,1,952,952
133,4,2,957,958
134,1,1,965,966_965
135,1,1,973,973
136,11,9,977,978_978_978_978_978_978_977_978_977
137,1,1,983,
138,54,24,988,1027_1027_996_996_1027_1028_1027_996_995_1027
139,19,8,991,1025_1026_1025_1024_1024_991_1023_991_1024_1024_1024_991_992_991
140,26,12,993,994_994_994_996_994_994_994_996_996_994_993_996_996
141,3,2,997,1045_997
142,3,2,998,1028_998
143,7,5,999,1048_1048_1048_1048_1000_999
144,97,16,1003,1017_1017_1008_1008_1009_1017_1016_1002_1002_1003_1002_1003_1017_1017_1002_1034_1034_1034_1007_1034_1007_1007_1006_1017_1003
145,5,3,1010,1011_1010
146,8,3,1015,1286_1017_1285_1286_1015
147,1,1,1018,1018
148,3,2,1027,
149,7,3,1029,1052_1052_1053_1029
150,17,6,1031,1055_292_294_1030_1030_1001_1001_294_293_293_292_292_1055_1031
151,1,1,1032,1049_1032
152,5,3,1037,1043_1038_1037
153,2,1,1040,1041_1040
154,2,2,1054,1054
155,1,1,1057,1080_1057
156,33,12,1058,1059_1057_1080_1059_1059_1080_1080_1059_1059_1059_1058_1057_1080_1078_1079_1079_1080_1059
157,77,10,1062,1110_1110_1109_1095_1096_1095_1090_1110_1096_1081_1096_1095_1089_1092_1093_1094_1086_1094_1088_1094_1094_1089_1088_1087_1090_1090_1073_1062
158,5,5,1064,1063_1063_1063_1063_1064
159,22,7,1067,1075_1074_1074_1074_1068_1068_1074_1067
160,1,1,1072,1072
161,1,1,1077,1078_1077
162,1,1,1082,1082
163,2,1,1083,1106_1083
164,2,1,1085,1273_1086_1085
165,1,1,1098,1098
166,3,2,1101,1102_1100_1101
167,1,1,1109,1262_1109
168,1,1,1121,1128_1121
169,1,1,1132,1132
170,1,1,1133,1133
171,1,1,1139,1139
172,1,1,1146,1147_1146
173,5,3,1158,
174,38,13,1160,1259_1260_1283_1161_1259_1214_1214_1259_1259_1259_1259_1160_1259_1159_1243
175,3,2,1161,1162_1161
176,32,9,1163,1242_1168_1138_1138_1167_1138_1163_1242_1242_1163_1170_1163
177,1,1,1171,
178,1,1,1199,1199
179,1,1,1201,1207_1201
180,3,2,1214,
181,48,11,1215,1222_1215_1223_1218_1218_1222_1223_1223_1222_1223_1217_1217_884_1133_1133_1223_1218_1215_1215_1216_1215_1217_1217_1223_1215
182,5,5,1220,1224_1219_1219_1219_1220
183,1,1,1229,1229
184,2,2,1231,1230_1231
185,72,24,1245,1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1249_1250_1251_1251_1249_1253_1252_1252_1251_1248_1248_1245_1247_1247_1247_1245_1247
186,29,9,1248,1251_1270_1270_1270_1252_1270_1270_1270_1249_1251_1248_1252_1252_1251_1249
187,2,2,1250,1250
188,1,1,1253,1253
189,2,1,1264,
190,2,2,1274,1275_1275_1274
191,2,2,1279,1279
192,2,1,1284,1284
193,1,1,1290,
194,4,4,1311,1311
195,1,1,1314,1314
196,1,1,1327,1327
197,1,1,1339,1340_1339
198,13,5,1348,1346_1349_1307_1350_1350_1349_1348_1347
199,1,1,1350,
200,1,1,1351,1351
201,1,1,1354,
202,1,1,1362,
203,3,2,1365,1364_1365
204,1,1,1368,1368
205,1,1,1394,1394
206,6,6,19,19
207,2,2,27,
208,1,1,90,
209,1,1,175,175
210,1,1,191,
211,2,2,214,778_214
212,2,2,221,220_221
213,1,1,235,235
214,1,1,249,249
215,1,1,293,1001
216,1,1,303,303
217,1,1,339,339
218,1,1,340,340
219,2,2,343,343
220,1,1,397,397
221,1,1,400,
222,7,7,466,
223,5,3,474,656_473_656_474
224,1,1,488,488
225,4,2,491,1390_291_491
226,1,1,494,494
227,2,2,502,501_502
228,11,11,511,511
229,29,8,519,516_517_518_520_520_519_518_519
230,5,2,521,732_521
231,1,1,563,563
232,1,1,588,588
233,17,12,601,602_602_684_602_602_601
234,1,1,616,616
235,1,1,626,626
236,2,2,630,629
237,3,3,657,657
238,1,1,670,670
239,1,1,674,
240,1,1,677,
241,1,1,685,722_685
242,3,2,764,764
243,1,1,776,777_776
244,6,4,779,778_779
245,2,2,807,
246,1,1,820,821_820
247,3,3,842,842
248,3,3,850,
249,1,1,899,899
250,3,3,921,921
251,1,1,925,925
252,1,1,929,929
253,7,4,939,940_939
254,1,1,944,944
255,5,2,967,968_969_969_968_967
256,1,1,979,979
257,1,1,1033,1033
258,2,1,1060,1076_1060
259,1,1,1080,
260,1,1,1096,
261,13,5,1097,1126_1119_1061_1066_1060_1060_1076_1098_1097
262,2,2,1099,1120_1099
263,1,1,1117,1117
264,1,1,1131,1131
265,1,1,1134,1134
266,1,1,1157,1157
267,1,1,1200,1200
268,2,2,1212,1258_1258_1212
269,1,1,1213,1213
270,1,1,1228,
271,1,1,1252,
272,1,1,1256,1256
273,1,1,1283,
274,1,1,1293,
275,1,1,1296,1296
276,1,1,1307,
277,7,5,1309,1309_1308
278,1,1,1310,1310
279,4,3,1326,1327_1327_1326
280,1,1,1346,
281,1,1,1356,1356
282,1,1,1359,1359
283,2,2,1378,1378
284,5,5,53,52_52_52_52_53
285,5,4,82,82_81_82
286,2,2,145,145
287,2,2,172,172
288,2,2,194,194
289,2,2,215,215
290,4,4,281,
291,2,2,286,287_287_286
292,1,1,294,
293,1,1,301,
294,1,1,305,305
295,1,1,306,306
296,1,1,311,311
297,1,1,345,
298,5,4,358,358_1359_358
299,1,1,360,360
300,1,1,382,382
301,1,1,415,415
302,1,1,442,442
303,1,1,464,464
304,1,1,509,509
305,1,1,530,530
306,1,1,595,595
307,1,1,602,
308,1,1,606,742_606
309,3,3,610,731_610
310,2,2,638,
311,2,2,639,1014_639
312,1,1,640,
313,1,1,660,660
314,2,2,669,669
315,1,1,704,705
316,1,1,721,721
317,3,2,727,494_727
318,2,1,734,
319,1,1,743,743
320,1,1,793,793
321,1,1,799,799
322,2,2,830,829_830
323,4,3,846,872_872_847_872_846
324,1,1,847,
325,1,1,884,884
326,1,1,898,898
327,2,2,901,902_902_901
328,1,1,904,904
329,2,1,905,905
330,1,1,928,928
331,1,1,936,
332,1,1,998,998
333,1,1,1014,
334,1,1,1023,
335,3,2,1040,1041_1040
336,1,1,1049,1049
337,6,4,1070,1106_1070
338,1,1,1092,1092
339,1,1,1115,1116_1115
340,3,3,1124,1125_1125_1125_1124
341,2,1,1129,1130_1129
342,5,5,1133,884_884_1133
343,3,3,1139,1139
344,1,1,1188,1188
345,5,3,1201,
346,1,1,1224,1224
347,7,4,1229,1230_1228_1228_1231
348,1,1,1241,1241
349,1,1,1265,1265
350,1,1,1268,
351,4,4,1284,1284
352,1,1,1291,1291
353,1,1,1345,1345
354,1,1,1355,1355
355,1,1,1366,1366
356,1,1,1367,1368_1367
357,1,1,1385,1385
358,21,18,1394,62_62_62_63_63_63_63_63_63_63_63_63_63_63_63_63_63_1394
359,5,5,39,39
360,1,1,213,213
361,1,1,337,338_337
362,1,1,339,339
363,1,1,443,
364,2,2,473,473
365,1,1,475,
366,1,1,496,496
367,1,1,564,564
368,3,3,603,603
369,10,5,665,738_625_738_738_665
370,2,2,670,670
371,5,3,671,472_671
372,1,1,705,705
373,1,1,742,742
374,3,3,755,755
375,2,2,762,762
376,1,1,765,766_765
377,3,3,767,768_766_766_767
378,1,1,797,797
379,1,1,805,805
380,2,2,820,821_821_820
381,1,1,825,825
382,13,7,881,1225
383,1,1,900,900
384,1,1,910,910
385,1,1,927,927
386,1,1,931,954_931
387,1,1,953,953
388,1,1,957,957
389,1,1,960,960
390,1,1,965,966_965
391,2,2,979,979
392,6,4,1025,1026_1026_1025
393,3,3,1027,1028_1028_1027
394,1,1,1031,1031
395,1,1,1032,1032
396,1,1,1033,1033
397,2,1,1052,1053_1052
398,1,1,1065,1065
399,1,1,1066,1066
400,1,1,1072,1072
401,1,1,1086,1086
402,4,4,1093,1093
403,3,3,1101,1102_1106_1101
404,2,1,1121,1128_1122_1121
405,1,1,1132,1262_1132
406,3,3,1157,1156_1157
407,1,1,1173,1173
408,2,2,1213,1212_1213
409,1,1,1231,
410,1,1,1255,
411,1,1,1261,1261
412,1,1,1270,
413,2,2,1283,1283
414,2,2,1300,1300
415,2,2,1310,1310
416,1,1,1351,1351
417,1,1,1353,1353
418,8,4,1364,1363_1363_1364_1366_1365_1364
419,1,1,1368,1368
420,7,5,1386,912_912_1386_911_1386
421,7,7,69,69
422,1,1,179,180
423,3,3,221,220_220_221
424,1,1,228,228
425,1,1,261,261
426,2,2,297,297
427,1,1,303,303
428,1,1,335,338_335
429,1,1,397,397
430,1,1,409,410_409
431,1,1,415,
432,1,1,439,
433,1,1,464,464
434,1,1,485,
435,1,1,495,495
436,2,2,508,509_508
437,3,2,615,616_615
438,1,1,626,626
439,1,1,628,628
440,1,1,629,629
441,1,1,658,658
442,4,2,662,661
443,1,1,668,668
444,1,1,685,722_685
445,10,7,688,689_445_689_688
446,1,1,692,692
447,1,1,697,
448,2,2,698,
449,1,1,699,699
450,4,2,701,702_702_701
451,2,2,734,540_734
452,1,1,741,741
453,2,2,748,749_748
454,1,1,763,
455,2,2,764,
456,2,2,790,
457,3,2,793,793
458,2,2,798,212_798
459,1,1,807,807
460,3,2,899,902_898_899
461,3,3,928,929_927_927_928
462,1,1,942,942
463,10,7,958,963_963_958_957_958
464,3,2,967,968_968_967
465,1,1,987,987
466,1,1,1011,1011
467,3,2,1014,1033_1014
468,1,1,1045,1045
469,2,2,1047,1046_1047
470,2,2,1049,295_1049
471,4,4,1073,1072_1073
472,2,1,1077,1078_1077
473,2,2,1085,1273_1085
474,2,1,1099,1100_1099
475,1,1,1103,1103
476,1,1,1118,1118
477,1,1,1129,1130_1129
478,2,2,1171,1171
479,3,1,1203,1209_1203
480,1,1,1222,1222
481,1,1,1250,1250
482,1,1,1260,1260
483,1,1,1262,1262
484,1,1,1307,1350_1307
485,1,1,1314,1314
486,2,1,1334,1334
487,1,1,1338,1338
488,1,1,1340,1340
489,1,1,1346,1346
490,3,2,1366,1368_1367_1366
491,1,1,1377,1377
492,10,10,1378,1378
493,1,1,1382,1382
494,1,1,1392,1392
495,4,4,10,10
496,1,1,84,84
497,3,3,94,1379_40_94
498,1,1,126,126
499,10,6,148,148_148_148_149
500,1,1,210,211_210
501,1,1,235,235
502,1,1,239,
503,3,2,249,250_249
504,2,1,305,306_305
505,1,1,311,
506,4,2,367,367
507,6,6,374,1276_1276_1276_1276_1276_374
508,1,1,410,410
509,1,1,419,419
510,2,2,469,469
511,1,1,493,726_493
512,1,1,523,
513,1,1,530,530
514,1,1,532,
515,7,5,541,734_540_541
516,1,1,593,593
517,3,2,625,626_625
518,1,1,627,627
519,2,1,643,716
520,2,2,646,
521,1,1,653,653
522,21,11,656,474_474_472_473_473_657_656_473_472_473_473_474_656
523,1,1,657,657
524,2,2,667,668_667
525,11,7,700,541_699_541_700
526,1,1,720,720
527,2,1,727,727
528,1,1,739,
529,1,1,740,740
530,1,1,777,985_777
531,4,2,779,806_778_779
532,5,3,789,789_935
533,1,1,830,830
534,1,1,842,842
535,1,1,901,902_901
536,1,1,910,910
537,2,1,918,1356_918
538,2,1,937,938_937
539,1,1,960,960
540,1,1,965,966_965
541,1,1,971,971
542,1,1,973,973
543,1,1,974,974
544,1,1,990,991_990
545,2,2,998,1260_998
546,2,2,1010,1011_1010
547,1,1,1031,1031
