,F,T,S,E
0,3,1,6,
1,1,1,7,
2,5,1,12,143
3,1,1,13,72
4,1,1,20,1204
5,4,1,21,
6,36,1,29,426_134_388
7,1,1,33,99
8,1,1,34,
9,1,1,42,380
10,3,1,43,310
11,2,1,48,152
12,1,1,50,125
13,2,1,64,168
14,1,1,67,142
15,1,1,74,
16,2,1,77,
17,1,1,79,
18,1,1,83,100
19,1,1,88,
20,1,1,98,
21,2,1,104,105
22,1,1,118,
23,1,1,131,
24,1,1,133,
25,1,1,135,
26,1,1,144,
27,2,1,148,
28,1,1,151,
29,1,1,160,161
30,2,1,164,
31,2,1,166,167
32,3,1,177,203_179
33,2,1,183,
34,1,1,190,
35,1,1,193,
36,1,1,197,
37,3,1,199,
38,1,1,205,
39,3,1,206,
40,2,1,217,
41,1,1,218,764
42,1,1,222,223
43,1,1,261,262
44,2,1,267,271
45,1,1,269,
46,3,1,270,
47,1,1,275,
48,1,1,276,
49,1,1,281,282
50,1,1,297,1004
51,1,1,300,
52,1,1,308,
53,2,1,312,
54,2,1,316,
55,4,1,317,
56,1,1,320,
57,3,1,321,323
58,1,1,329,
59,1,1,330,401
60,1,1,332,
61,1,1,340,
62,2,1,353,451
63,2,1,354,
64,4,1,362,551_549
65,1,1,364,365
66,5,1,366,555
67,4,1,368,750
68,9,1,369,1358_484
69,1,1,370,531
70,2,1,373,512
71,1,1,381,
72,1,1,402,
73,1,1,403,438
74,3,1,404,406
75,1,1,407,
76,2,1,408,
77,1,1,411,
78,2,1,413,
79,1,1,416,
80,1,1,427,
81,1,1,432,
82,2,1,433,
83,2,1,444,445
84,1,1,446,1316
85,1,1,448,449
86,1,1,450,
87,1,1,465,506
88,1,1,473,753
89,2,1,474,656
90,1,1,475,476
91,1,1,477,
92,1,1,480,
93,4,1,498,
94,1,1,500,
95,1,1,505,
96,1,1,508,509
97,1,1,510,
98,1,1,511,
99,1,1,513,
100,1,1,519,520
101,1,1,522,523
102,1,1,526,
103,1,1,527,637
104,1,1,529,
105,1,1,530,
106,1,1,533,
107,1,1,534,
108,1,1,538,
109,1,1,542,
110,1,1,548,
111,1,1,552,752
112,1,1,557,
113,2,1,558,576
114,1,1,559,
115,1,1,564,
116,1,1,566,1320
117,3,1,567,
118,2,1,569,
119,1,1,573,586
120,1,1,575,
121,2,1,581,
122,1,1,583,594
123,1,1,585,712
124,1,1,591,
125,1,1,596,
126,2,1,611,704
127,1,1,615,616
128,1,1,623,
129,1,1,624,
130,1,1,632,655
131,1,1,644,645
132,1,1,646,
133,2,1,648,
134,1,1,654,
135,1,1,660,
136,1,1,663,
137,2,1,665,
138,1,1,671,
139,1,1,673,
140,2,1,674,
141,1,1,679,1255
142,1,1,681,
143,1,1,689,
144,1,1,692,
145,2,1,693,694
146,1,1,698,
147,1,1,700,
148,1,1,703,
149,1,1,706,
150,1,1,713,1370
151,1,1,718,
152,1,1,719,
153,1,1,725,
154,1,1,732,
155,1,1,736,
156,1,1,737,
157,1,1,742,
158,1,1,746,
159,1,1,749,
160,2,1,760,
161,1,1,771,772
162,1,1,773,796
163,2,1,776,1265
164,1,1,778,
165,1,1,782,
166,2,1,787,
167,2,1,790,849
168,1,1,794,795
169,1,1,800,
170,1,1,803,
171,1,1,804,
172,1,1,812,
173,2,1,816,818
174,1,1,821,
175,2,1,836,
176,1,1,838,
177,1,1,839,
178,1,1,844,964
179,3,1,845,
180,1,1,850,
181,1,1,851,
182,3,1,853,870
183,1,1,854,855
184,1,1,856,
185,3,1,857,875
186,6,1,862,
187,1,1,867,
188,1,1,868,
189,2,1,878,
190,1,1,879,
191,4,1,880,
192,1,1,886,
193,1,1,904,
194,1,1,908,962
195,1,1,909,1298
196,1,1,916,985
197,1,1,930,
198,1,1,937,938
199,1,1,941,
200,1,1,944,
201,1,1,945,
202,1,1,947,
203,1,1,950,
204,1,1,954,955
205,1,1,956,
206,1,1,963,
207,1,1,974,
208,1,1,980,
209,1,1,984,
210,2,1,992,1025
211,1,1,994,
212,1,1,1000,1048
213,1,1,1007,
214,1,1,1008,1009
215,1,1,1012,
216,4,1,1020,1050
217,1,1,1049,
218,1,1,1051,1054
219,1,1,1052,1053
220,1,1,1057,1080
221,1,1,1058,1059
222,2,1,1060,
223,1,1,1068,
224,3,1,1073,1110
225,1,1,1075,
226,1,1,1089,
227,1,1,1093,
228,1,1,1097,1126
229,1,1,1133,1223
230,2,1,1136,
231,1,1,1139,
232,5,1,1140,1238
233,2,1,1143,
234,1,1,1151,
235,2,1,1153,
236,1,1,1154,
237,1,1,1155,
238,1,1,1165,1280
239,1,1,1167,
240,1,1,1170,
241,1,1,1173,
242,1,1,1174,1180
243,1,1,1175,1176
244,5,1,1178,1182
245,4,1,1179,1323
246,1,1,1184,
247,1,1,1186,
248,1,1,1191,
249,2,1,1193,1211
250,1,1,1194,
251,6,1,1195,
252,1,1,1198,
253,2,1,1215,1219
254,1,1,1216,
255,1,1,1230,1231
256,1,1,1237,
257,3,1,1245,1248
258,1,1,1251,
259,1,1,1270,
260,1,1,1290,
261,1,1,1297,
262,1,1,1307,1350
263,1,1,1311,
264,1,1,1317,
265,1,1,1319,
266,1,1,1332,
267,1,1,1334,
268,1,1,1351,
269,1,1,1356,
270,1,1,1360,
271,1,1,1362,
272,1,1,1363,
273,1,1,1364,1365
274,1,1,1366,
275,2,1,1371,
276,2,1,1372,1375
277,1,1,1381,
278,1,1,1386,
