,F,T,S,E
0,1,1,215,807
1,4,1,217,
2,10,1,218,
3,3,1,249,
4,1,1,298,1018
5,1,1,300,1051
6,2,1,301,
7,2,1,348,
8,1,1,349,447
9,2,1,354,
10,1,1,445,689
11,2,1,463,
12,2,1,477,
13,4,1,499,
14,1,1,509,725
15,2,1,513,
16,1,1,526,531
17,2,1,544,720
18,1,1,552,
19,1,1,553,
20,3,1,577,694
21,1,1,581,634
22,2,1,585,
23,1,1,610,731
24,2,1,614,
25,3,1,618,735
26,1,1,621,724
27,3,1,650,
28,1,1,673,
29,1,1,678,
30,4,1,679,707
31,1,1,681,709
32,1,1,692,
33,1,1,698,
34,1,1,704,
35,1,1,708,
36,1,1,710,
37,1,1,715,
38,3,1,717,
39,1,1,722,
40,1,1,729,
41,1,1,732,
42,1,1,743,
43,1,1,744,
44,1,1,749,
45,1,1,751,
46,3,1,752,
47,3,1,759,
48,1,1,762,
49,1,1,764,
50,1,1,767,768
51,9,1,771,
52,1,1,775,
53,1,1,778,779
54,3,1,780,
55,2,1,784,920
56,1,1,786,892
57,2,1,787,
58,2,1,789,
59,1,1,794,
60,1,1,795,
61,1,1,798,
62,1,1,799,800
63,7,1,801,926_802
64,2,1,803,
65,2,1,806,966_971
66,9,1,808,948
67,2,1,809,
68,2,1,815,
69,3,1,817,
70,1,1,821,822
71,1,1,825,
72,1,1,833,834
73,1,1,835,
74,7,1,836,838
75,1,1,839,
76,2,1,840,
77,1,1,841,
78,3,1,844,845
79,1,1,846,872
80,3,1,847,
81,1,1,850,
82,2,1,852,916
83,7,1,853,871
84,1,1,855,
85,1,1,856,
86,1,1,857,
87,12,1,863,
88,1,1,873,
89,1,1,876,877
90,1,1,878,
91,1,1,879,
92,2,1,880,
93,4,1,883,
94,1,1,886,
95,1,1,889,
96,2,1,908,962
97,1,1,917,918
98,1,1,919,
99,2,1,923,925
100,1,1,928,
101,1,1,933,
102,1,1,936,
103,1,1,939,940
104,1,1,941,
105,1,1,942,944
106,1,1,945,
107,1,1,951,
108,2,1,956,
109,2,1,957,
110,1,1,961,
111,1,1,967,968
112,1,1,973,
113,1,1,975,976
114,1,1,978,979
115,2,1,988,
116,1,1,992,
117,4,1,993,
118,6,1,1001,
119,2,1,1004,1035
120,4,1,1006,1034
121,6,1,1008,1017
122,2,1,1010,
123,1,1,1012,
124,4,1,1013,
125,6,1,1020,
126,2,1,1025,
127,2,1,1027,1028
128,2,1,1031,1055
129,2,1,1052,
130,4,1,1057,1079
131,1,1,1059,
132,1,1,1061,1066
133,6,1,1067,1114
134,1,1,1070,1106
135,2,1,1073,1094
136,1,1,1083,
137,3,1,1087,
138,1,1,1089,1090
139,1,1,1093,
140,1,1,1095,1110
141,1,1,1096,
142,2,1,1097,1099
143,1,1,1105,
144,1,1,1109,
145,3,1,1113,
146,1,1,1118,
147,1,1,1121,
148,1,1,1130,
149,1,1,1136,1137
150,1,1,1141,
151,4,1,1142,
152,2,1,1149,
153,3,1,1151,
154,1,1,1154,
155,1,1,1155,
156,1,1,1158,1159
157,6,1,1163,
158,1,1,1167,
159,1,1,1168,1169
160,2,1,1170,
161,2,1,1174,1176
162,3,1,1177,
