,F,T,S,E
10,4250,42,28,412_1376_1376_333_333_1297_436_412_412_1376_424_330_401_411_402_391_438_438_403_403_384_265_265_383_265_383_265_384_262_271_271_265_383_383_394_329_459_1376_1376_411_1376_330_402_402_394_434_331_400_400_401_324_324_330_402_383_403_384_269_271_268_262_403_403_384_403_384_271_271_384_384_400_400_401_410_410_400_400_330_400_330_323_401_1376_333_333_28_1376_394_1376_1376_1376_329_434_396_434_434_406_407_407_452_452_89_459_459_456_329_134_431_431_430_430_431_433_430_431_432_433_430_431_436_1297_317_1297_433_430_430_431_433_430_430_433_430_430_341_329_428_428_425_401_401_1376_1376_412_1376_412_324_324_321_321_323_324_323_321_323_330_324_323_323_322_323_321_323_394_459_436_452_452_89_1377_1377_1297_320_1297_436_436_134_389_399_399_398_399_132_132_132_417_399_398_132_399_398_398_399_389_133_427_428_429_429_428_428_271_266_438_403_403_271_271_438_438_271_271_271_271_271_400_400_401_330_394_434_396_434_403_384_271_271_434_434_453_408_404_436_436_436_459_312_405_404_405_404_406_405_321_434_434_271_135_452_452_329_1377_1297_1377_344_344_430_430_430_431_433_430_433_344_344_344_344_344_433_345_344_344_344_344_436_436_404_436_400_401_400_330_268_271_434_404_406_407_324_271_265_271_271_330_330_1296_1296_1296_1297_320_436_320_341_316_459_459_455_455_412_412_411_323_323_323_323_331_394_330_402_324_424_427_428_428_428_427_1296_316_433_431_432_432_436_320_341_454_1297_1377_329_328_329_329_327_329_28_411_1376_412_332_312_1297_1297_454_454_407_408_89_89_405_407_406_405_408_89_454_316_316_89_89_452_89_406_406_406_408_436_436_312_436_312_29_1294_329_1297_1377_1297_1297_320_433_344_345_345_433_316_436_436_134_134_436_396_330_330_402_271_265_265_383_438_403_438_403_402_271_271_262_271_271_402_428_425_426_427_427_425_427_424_424_425_424_429_428_429_428_427_424_327_411_324_402_271_271_396_434_434_434_396_324_1376_312_436_134_134_456_456_436_333_28_1377_333_28_28_271_402_434_434_436_455_455_459_436_332_1297_1297_89_454_323_324_400_401_333_333_333_333_333_28_333_1376_333_1377_1377_333_333_412_333_333
11,344,36,36,152_47_124_124_49_163_152_47_165_165_152_47_47_152_151_152_47_47_152_152_114_148_165_47_47_49_152_49_152_152_113_113_152_47_152_38_38_152_47_49_152_152_124_49_49_152_48_47_152_114_37_151_38_38_4_4_38_38_4_38_38_38_4_38_4_4_4_4_4_38_114_47_152_90_163_163_113_114_113_165_165_164_165_165_113_47_152_124_49_49_37_151_165_165_165_37_165_113_113_37_152_47_49_37_165_38_38_37_38_38_113_113_36_152_124_124_124_49_113
12,5,4,40,41_41_41_94_41_40
13,196,42,43,310_308_310_310_310
14,5,5,46,45_45_45_45_46
15,2,1,50,125_51_50
16,49,16,54,157_157_157_55_157_55_55_159_159_158_54_54_55_158_54_159_157_157_157_54
17,2,2,60,60
18,71,28,61,18_18_18_18_18_18_18_259_258_52_52_52_52_52_52_52_52_52_52_53_52_52_52_53_61
19,16,16,62,62
20,1,1,68,
21,1,1,75,75
22,3,2,81,82_81
23,51,15,83,93_93_93_93_93_93_100_83_93_93_84_84_93
24,1,1,84,84
25,3,2,101,102_101
26,662,42,106,106_234_234_234_234_234_107_234_239_239_240_183_183_240_106_107_107_106_233_234_234_183_183_240_108_234_108_108_108_108_234_31_140_31_31_31_121_121_119_119_31_31_31_31_31_31_31_31_32_31_120_120_101_140_139_139_101_140_184_184_102_101_101_101_184_139_101_121_140_120_101_101_141_140_184_120_120_101_120_101_120_120_120_101_102_101_140_141_141_140_33_32_31_141_141_140_140_121_102_102_101_101_120_140_31_31_31_31_31_120_121_120_120_101_137_31_31_240_239_183_183_239_240_240_239_106_108_234_234_234_234_108
27,6,6,112,112
28,1,1,117,117
29,1,1,122,122
30,1,1,144,144
31,1,1,153,156_153
32,14,8,155,154_155_156_154_156
33,22,13,160,34_34_34_160_34_161_160
34,6,6,161,161
35,1,1,169,169
36,257,42,172,171_172_984_980_980_980_980_984_984_984_984_980_838_837_838_838_984_984_984_838_171_172_172_984_984_984_984_984_984
37,56,18,175,176_872_176_176_872_872_872_872_872_872_872_847_846_176_176_175_175_847_847_872_872_872_175
38,334,42,178,179_241_241_204_241_241_178_241_241_202_242_242_241_241_178_241_241_241_241_179_178_202_204_204_202_241_242_204_241_241_241_241_241_204_202_242
39,532,42,181,181_189_190_189_189_189_191_189_191_191_190_186_189_190_189_190_253_189_191_197_197_247_197_197_181_181_197_181_197_197_196_181_197_181_200_253_200_197_186_181_197_194_246_192_192_246_246_192_192_246_201_194_246_246_197_201_192_246_192_197_246_246_197_181_247_247_197_197_200_190_253_253_253_200_186_253_200_190_197_186_186_190_191_191_190_191_191_189_253_199_191_190_191_191_186_187_187_187_186_197
40,13,13,182,182
41,12,12,185,185
42,1,1,194,194
43,35,27,198,185_185_185_185_185_198
44,23,18,209,208_208_252_208_208_208_208_208_252_208_208_208_208_252_252_252_208_209
45,262,42,212,797_797_212_797_797_1114_1114_1074_1074_1074_1074_1114_1074_1118_1115_1115_1114_1114_1068_1067_1067_797_1067_1067_1067_1067_1067_1067_1118_1114_1118_1114_1067_1074_1074_1067_1067_1067_212_797_797_797_212_797_212_212_797_212_797_212_212_212_212_798_224_211_211_212_212_798_797_212_212_798_798_797_212_797_797_797_212_213
46,1,1,215,807_215
47,8,3,217,217_811_812_216
48,364,42,218,824_824_909_909_886_886_885_1298_885_910_1298_1298_1298_1298_910_891_891_823_216_811_763_812_813_812_217_217_811_811_946_949_946_951_951_951_813_949_947_949_950_951_951_947_813_813_812_812_813_813_811_811_811_811_812_813_217_218_216_218_218_783_824_824_218_885_218_824_824_784_813_812_812_763_813_813_763_811_216_216_811_811_813_813_813_813_886_886_885_885_218_824_824_783_824_784_216_216_216_948_948_824_824_783_886_885_885_1298_1298_1298_885_909_1298_909_910_1298_885_885_784_219
49,58,42,222,223_223_223_223_223_223_223_223_223_223_1384_223_223_223_223_223_223_223_223_211_223_223_223_223_223_223_223_223
50,1,1,232,232
51,1,1,250,250
52,7,2,251,1281_248_252_251
53,20,19,257,857_61_257
54,30,9,263,304_390_304_264_304_263_263_380_304
55,18,15,272,273_273_273_273_273_273_273_273_273_273_273_272
56,7,3,274,274
57,2,2,276,276
58,94,28,281,381_284_283_284_284_284_283_282_282_263_284_283_283_282_422_263_263_284_284_283_284_283_422_283_381_283_283_263_281_281_263_282_282_281_264_263_381_381_281_422_280_422_284_284_283
59,4,3,287,521_521_521_732_287
60,14,7,288,289_289_287_287_521_289_732_287_289_289_288
61,1,1,292,1055_292
62,2,1,293,294_293
63,747,42,295,1049_294_1010_1010_1010_296_296_296_296_1010_1010_1013_296_1013_1033_1014_1014_1013_1010_1010_1033_1033_1014_1014_296_1013_1014_1014_1035_1036_1035_1005_1035_1050_1021_1021_1019_1056_1054_1054_1015_300_1015_1054_1054_298_297_297_1018_1018_1035_1056_1021_1021_1018_1018_297_297_296_1035_1035_1005_1005_1035_296_1018_1018_1019_1021_1019_1056_1050_1021_1021_299_1021_300_1054_300_1054_1051_1054_301_1015_301_1018_1004_297_1004_1012_1012_296_296_297_298_298_1019_1019_1021_1035_1036_1035_1004_1004_1021_1021_1056_1050_299_1056_1019_1035_1035_296_297_1054_1051_300_1019_1021_1035_1035_1004_297_1036_1035_1035_1018_1018_1054_1054_1018_1018_299_1018_1018_300_1054_301_301_1051_1018_1018_1018_298_1050_1051_301_1035_1035_1035_1035_1035_296_1005_1035_1005_1021_1021_1020_1056_1056_1021_1050_1019_1021_1021_1019_1021_1021_1019_1019_1021_1056_1056_1056_1019_1021_1021_1056_298_298_1018_301_300_296_1036_1004_1005_1019_1056_301_301_1050_1056_1005_1036_1012_1011_1010_296_1010_1010_1010_296_296_1032_1049_1030_1032_1049_295
64,2,1,298,1018
65,87,39,302,303_728_728_728_640_728_728_728_302_728_640_728_728_302_302_728_728_728_728_1257_640_641_640_1257_728_1257_640_728_1257_728_303_303_303_303_303_303_302
66,9,5,305,305_397_305_306_305
67,1,1,340,340
68,5,3,342,343_343_343_342
69,3310,42,347,647_349_648_746_447_350_564_557_564_568_565_565_565_1320_565_572_711_711_1320_565_565_1320_565_568_568_573_585_711_573_586_573_587_573_574_573_712_565_1320_565_712_565_1319_1320_1320_568_568_565_568_711_712_568_565_565_565_1319_1320_1318_592_744_744_620_620_500_499_620_745_723_723_724_724_723_499_745_592_592_579_523_523_681_710_523_707_630_707_706_1255_1255_680_679_1254_1255_1255_1255_629_631_630_630_708_708_708_681_1255_1254_1254_1255_1255_1255_1254_1255_1255_1255_1254_1255_1255_497_590_590_694_696_695_697_697_592_592_577_634_635_634_1320_1319_1319_1318_1318_636_635_635_634_581_1318_1319_1318_590_497_497_523_522_1315_694_577_697_696_697_697_695_694_695_694_695_590_579_591_1319_1319_581_1318_1320_1319_579_580_579_579_1319_581_580_497_735_736_735_736_617_617_736_735_735_617_617_744_500_500_500_619_619_735_617_617_619_735_735_735_617_617_619_618_735_617_619_617_735_619_617_619_617_619_735_735_735_617_617_522_710_523_681_497_523_710_723_590_681_683_683_635_636_634_636_635_634_1319_1320_1320_1319_581_581_1319_1320_1319_590_694_694_577_694_693_577_683_522_680_631_680_631_707_707_1255_1255_1254_1255_1254_1255_1255_679_680_680_706_706_630_630_706_680_630_631_1255_1254_1255_1255_1254_1255_1255_1255_1255_680_680_707_710_497_744_500_500_620_744_500_500_619_580_694_636_634_636_636_635_635_696_697_697_695_694_695_694_577_1315_683_681_497_592_497_744_500_744_620_622_621_622_621_723_724_723_724_723_723_710_709_681_710_681_592_500_500_500_745_499_500_500_500_744_745_745_500_710_724_723_724_621_622_621_620_709_500_499_619_735_617_618_617_736_617_618_735_617_617_736_617_619_619_619_736_617_618_619_620_497_497_592_694_694_693_579_694_696_695_695_693_1320_1319_635_635_635_634_581_636_635_636_636_635_635_635_636_635_634_581_579_581_579_581_592_592_696_695_695_592_497_709_709_522_707_707_707_707_681_630_680_630_706_707_706_680_630_630_1255_680_1254_1255_1255_630_681_680_680_706_707_523_497_497_681_681_709_710_523_522_681_710_523_523_500_683_683_497_498_500_500_745_621_724_621_622_622_621_621_500_499_498_592_683_592_1318_1320_565_565_568_572_712_712_585_711_573_755_623_587_587_573_586_585_712_1319_1320_565_568_565_712_712_712_712_587_573_585_624_623_755_711_572_711_712_712_572_565_565_565_1320_1320_565_565_1320_1320_712_711_712_573_573_586_587_587_711_565_1320_566_565_585_755_755_574_451_743_450_353_450_352_350_350_350_557_557_558_743_560_560_450_559_743_560_451_451_743_743_743_559_743_560_451_450_451_451_352_575_351_351_351_451_451_353_353_449_350_557_448_350_350_447_447_350_747_447_350_449_351_557_558_448_450_743_560_351_350_350_449_564_557_351_350_449_449_564_746_348_737_737_737_737_665_738_738_348_349_647_647_584_648_648_584_444_444_347_347_584_647_648_347_647_347_647_347_346_593_593_582_593_593_582_582_583_582_444_582_648_746_746_349_649_652_652_652_651_651_349_746_648_648_746_652_652_349_349_746_349_347_347_647_647_746_651_746_746_349_349_648_349_649_652_651_652_651_648_444_347_347_647_647_648_347_347_649_584_648_347_647_647_347_347_648_650_746_349_652_652_651_651_647_582_583_347_647_582_583_347_347_584_648_648_576_558_743_743_350_557_557_450_558_558_449_564_564_558_449_353_451_451_353_353_664_576_560_559_449_450_589_596_588_588_589_515_589_563_357_357_357_357_563_563_563_357_356_492_492_562_663_562_663_663_355_614_492_356_492_357_589_589_589_355_589_596_596_354_356_614_562_562_562_562_492_563_563_355_356_356_355_614_596_356_356_355_562_562_354_355_354_354_355_614_355_663_355_663_492_356_562_562_355_355_357_357_596_595_595_576_1302_576_480_576_743_743_557_664_351_350_350_350_449_350_479_564_564_558_560_451_353_353_447_350_746_349
70,1,1,348,737
71,3672,42,360,1312_361_632_603_655_604_748_749_749_604_749_749_604_655_604_469_467_467_467_467_468_653_468_467_467_604_604_604_604_604_748_748_749_749_604_604_604_749_604_604_654_748_748_748_749_655_604_467_469_469_467_468_468_469_469_467_604_604_604_604_654_604_653_604_604_469_468_469_469_469_469_469_467_467_604_748_748_363_551_1312_1312_1289_362_1312_1289_363_548_363_1312_361_550_752_472_672_671_717_674_674_553_719_752_1308_719_719_719_719_1290_717_719_556_638_544_553_365_365_365_754_754_753_473_752_754_753_472_673_673_672_472_472_752_671_672_673_671_717_364_364_365_553_550_551_670_361_362_553_752_670_365_364_752_719_717_719_718_472_753_671_673_673_672_672_472_752_671_753_752_674_675_1308_676_675_674_365_638_1289_638_638_638_721_721_544_542_1291_1291_1290_1291_1290_554_555_556_721_365_555_1290_546_546_721_1290_1290_752_1308_719_719_753_752_717_719_719_717_753_752_752_674_674_365_552_670_670_632_655_655_719_718_718_717_717_1308_674_674_753_718_719_676_676_675_675_674_753_754_753_752_752_472_472_472_671_673_673_672_672_671_552_365_552_553_365_720_720_638_555_546_1291_1291_1290_546_546_555_733_733_540_1363_1363_531_687_643_643_687_687_539_734_645_1363_1358_1364_1365_1365_1364_1364_1363_1363_1362_1363_734_1358_1363_1362_487_637_637_525_616_616_637_528_527_371_661_661_662_661_662_608_608_751_537_608_1363_1363_1362_608_608_608_539_733_733_700_700_700_734_701_1362_1363_685_369_685_1357_1363_1363_1362_734_700_734_701_541_700_484_538_483_539_485_483_539_539_483_484_539_484_539_646_645_645_608_645_538_555_546_545_1291_1291_721_546_1290_721_554_739_483_483_483_484_539_540_540_734_734_733_535_535_616_370_616_370_616_533_616_616_531_531_370_661_528_661_615_615_616_532_533_533_661_661_662_533_531_616_616_532_525_525_637_527_637_527_527_526_531_370_531_528_528_702_703_703_528_535_703_661_662_661_533_615_615_616_616_531_525_525_369_645_369_722_685_722_685_538_530_531_637_637_616_616_616_531_531_525_525_662_661_661_662_662_733_757_535_608_722_685_685_538_750_1363_1363_1362_701_1358_484_539_484_733_757_1363_701_1362_701_702_701_703_703_529_533_729_730_730_730_372_372_372_372_372_729_730_730_372_730_372_513_372_374_512_373_730_373_372_374_730_729_729_730_372_372_730_730_372_372_513_372_513_372_729_729_372_372_372_372_729_729_730_513_372_372_530_687_687_687_643_643_644_638_721_718_546_547_1291_554_554_485_485_556_1363_1363_1363_541_734_700_702_702_701_700_700_734_540_541_734_540_483_484_483_483_483_484_484_485_484_539_556_556_741_741_740_740_483_1289_638_721_367_367_607_607_750_750_537_538_537_750_537_537_537_368_750_750_538_538_608_608_608_369_662_662_535_637_637_637_372_533_662_529_528_637_637_488_488_703_1362_541_541_700_700_701_702_700_702_701_608_530_530_644_644_646_646_687_643_645_687_643_644_644_608_608_733_1362_1363_702_1362_733_370_531_371_370_698_698_485_703_757_535_661_661_662_616_370_532_531_527_371_526_526_531_616_533_533_703_535_535_702_757_757_488_487_487_527_528_528_616_615_615_532_662_487_533_528_487_487_535_616_526_371_528_556_556_734_541_734_541_540_539_485_484_484_538_538_722_722_685_722_685_733_485_722_722_685_685_687_687_687_644_530_531_703_701_1363_701_701_734_734_484_539_541_540_540_740_740_555_721_638_555_483_555_638_638_720_1291_365_472_472_472_752_671_753_752_717_719_719_553_674_1310_1310_1308_1309_1310_1310_1308_1309_1308_1308_674_752_553_553_721_721_721_1290_1290_483_546_638_555_740_546_721_638_365_717_718_717_552_552_545_721_545_1289_1289_638_638_555_547_547_1291_554_1290_1290_546_546_545_545_1290_721_717_674_717_753_752_671_363_363_550_551_672_671_670_362_362_363_549_548_1312_1312_363_1289_363_363_1289_1312_1312_1312_1289_1289_1289_363_361_360_360_632_602_602_684_602_684_602_655_604_604_604_655_655_361_548_1312_1289_1289_361_632_632
72,7,6,367,367
73,2,2,374,1276_1276_374
74,4,4,378,378
75,2,2,391,392_392_391
76,3,3,398,
77,3,2,420,419_420
78,2,2,437,441_437
79,7,7,440,422_422_440
80,1,1,442,442
81,62,14,446,447_1317_1317_1317_447_594_594_1316_1317_447_446_446_1317
82,1,1,455,455
83,774,42,460,464_677_677_461_678_463_464_463_678_677_677_677_489_464_464_290_678_677_465_1370_503_504_503_503_503_504_503_505_678_677_678_503_503_503_503_504_466_465_1370_713_1370_1370_506_465_713_713_1370_713_466_466_465_1370_1370_713_678_466_1370_713_1370_1370_504_503_504_503_1370_713_465_465_506_503_504_465_503_503_503_1370_713_713_504_713_713_1370_678_466_466_504_713_678_466_466_504_466_466_678_677_461_461_462_461_461_677_677_461_461_489_677_462_464_290_290_290_489_490_464_463_489_290_290_289_290_489_464_464_677_461_461_290_489_489_489_489_489_510_464_464_461_677_677_290_464_489_290_491_510_489_290_463_464_677_678_678_461_464_464_461_464_464_489_290
84,3,3,473,753_473
85,6,4,474,656_656_474
86,1052,42,475,475_1139_1139_475_475_1172_1173_1173_1242_475_1140_1140_1155_1156_1156_1279_1279_1163_1164_1166_1165_1164_1164_1280_1159_1159_1158_1168_1187_1187_1169_1187_1171_1169_1243_1159_1243_1159_1158_1167_1171_1169_1158_1187_1186_1166_1166_1166_1279_1279_1163_1163_1163_1163_1170_1163_1139_1171_1168_1139_1187_1171_1171_1166_1158_1158_1243_1243_1159_1243_1159_1159_1168_1158_1259_1259_1283_1283_1259_1259_1259_1259_1259_1259_1283_1259_1260_1159_1159_1160_1161_1259_1214_1259_1259_1160_1259_1260_1259_1161_1161_1159_1164_1139_1139_1139_1168_1138_1164_1163_1158_1171_1171_1169_1171_1171_1171_1169_1280_1158_1158_1187_1169_1158_1259_1187_1171_1171_1158_1187_1171_1158_1171_1158_1158_1164_1164_1279_1166_1279_1279_1158_1168_1168_1139_1242_1163_1163_1163_1163_1163_1163_1168_1168_1168_1167_1168_1139_1172_1172_1172_1172_477_477_1172_1172_1172_1170_1242_1242_1172_1172_1242_1242_1138_1168_1168_1168_1243_1164_1173_1173_1172_1242_475_1173_1173_1242_1172_1172_1242_1168_1139_1172_1173_475_1242_1242_1242_1242_1172
87,5,2,479,479
88,1,1,483,
89,2,2,491,491
90,3,3,492,492
91,24,11,494,726_495_704_611_704_641_495_495_640_495_726_726_726_726_726_726_726_726_640_727_494
92,18,14,496,1256_1256_1256_1256_1256_1256_1256_1256_1256_1256_1256_1256_1256_1256_495_496
93,28,23,508,509_509_509_509_509_509_509_509_509_509_509_509_509_509_509_509_509_509_509_508
94,5,5,511,511
95,2,2,516,517_516
96,1,1,517,
97,81,34,519,520_518_520_520_518_520_518_520_287_287_287_289_287_289_287_287_289_732_287_287_287_289_287_289_287_287_287_287_287_287_287_289_287_287_287_289_287_287_288_732_287_287_289_289_521_521_520_518_520_518_519_520_518
98,1,1,525,
99,3,2,530,
100,4,1,540,541_700_734_540
101,1,1,560,
102,1,1,563,
103,142,42,570,571_569_571_569_569_571_692_691_692_692_569_569_569_569_571_569_569_571_569_692_569_569_691_692_691_569_569_571_569_571_571_569_571_569_571_691_569_692_692_569_571_569_571_692_692_691_691_692_569_691_691_569_692_570_571_571_569
104,1,1,588,588
105,1,1,595,595
106,3,3,611,
107,11,3,618,735_735_619
108,17,6,621,622_622_621
109,1,1,623,623
110,2,2,627,628_628_627
111,5,5,633,633
112,1,1,636,636
113,6,3,639,1033_1033_1014_1033_639
114,2,2,657,657
115,3,2,665,738_501_502
116,1,1,677,677
117,4,3,684,602_602
118,2,2,688,689_689_688
119,8,4,695,697_696_694_695
120,1,1,699,699
121,1,1,704,
122,2,2,719,
123,1,1,722,
124,1,1,731,731
125,1,1,741,741
126,1,1,752,
127,1,1,755,755
128,385,42,758,970_1356_918_970_970_1355_1355_759_970_918_761_944_943_942_942_761_970_970_1355_1355_1356_1356_918_918_941_945_945_941_941_941_941_918_1356_1355_1356_918_759_918_918_759_759_945_945_917_758_758_758_759_970_1381_1356_1356_1356_918_968_969_968_969_970_970_970_970_970_970_970_761_944_942_942_941_941_761_759_970_970_970_970_970_970_918_1356_945_945_942_945_970_970_917_758
129,3,2,764,763_764
130,3,2,767,768_768_767
131,630,42,771,796_772_773_772_850_848_848_849_849_851_851_849_790_790_790_773_773_964_964_1263_1264_795_1264_1264_844_964_1264_964_844_964_843_843_964_843_843_844_795_852_916_777_916_916_985_916_916_916_985_916_852_794_1264_1264_795_795_1264_1263_852_916_852_916_852_916_795_849_849_790_848_848_847_847_849_773_796_796_843_848_848_849_849_791_848_792_793_793_796_849_789_790_790_850_847_847_772_772_790_851_772_772_792_793_849_791_796_796_916_795_795_794_794_849_848_847_843_847_848_848_849_791_790_791_851_772_1389_773_772_794_851_851_791_790_790_791_851_1389_773_1389_793_796_851_796_796_851_851_772_796_796_773_1389_772_845_1264_794_916_1264_916_794_1264_964_964_964_1263_964_844_964_844_1264_1263_964_964_845_1263_916_794_795_795_1264_843_843_847_848_849_849_796_772_848_850_849_850_790_772_916_916_1264_1264_795_795_794_794
132,1,1,778,778
133,1,1,779,779
134,76,25,780,780_781_782_780_780_781_780_780_780_780_781_782_873_873_781_782_780_780_780
135,3,3,786,892_892_786
136,62,19,787,831_832_832_1299_831_831_832_831_832_831_892_891_891_1299_1299_891_1299_831_832_786_832_786_832_787_786_1299_831
137,16,13,788,1299_831_1299_788
138,2,2,793,793
139,9,3,795,916_852_852_916
140,14,6,800,227_174_799_174_227_839_800_800
141,675,42,801,952_952_854_952_853_1266_975_857_857_975_853_854_853_858_976_1311_858_858_870_858_854_858_854_875_860_854_854_976_861_860_860_853_861_952_854_952_860_875_853_870_858_857_976_975_975_1266_1266_871_858_858_1266_1311_1311_975_975_871_858_853_854_858_857_975_1311_1311_1266_875_870_861_860_860_858_871_871_875_858_858_860_854_853_853_870_858_871_871_871_875_1266_857_975_1266_1311_976_857_875_871_856_856_856_926_926_1267_1267_804_1392_805_805_1241_804_907_907_801_801_802_801_907_802_1267_803_805_802_803_804_1267_802_805_802_1267_926_804_804_803_804_801_801_802_952_952_854_854_860_860_802_802_861_861_801_854_853_854_855_856_856_926_926_801_801_907_907_1146_1147_975_1266_858_871_853_952_952_853_853_858_871_1311_1311_975_1311_871_871_874_874_871_874_854_860
142,5,3,809,810_809
143,2,1,812,813
144,53,13,815,953_1262_818_815_818_819_954_815_1380_817_818_815_815_816_953_817_815
145,1,1,835,835
146,124,34,840,792_792_792_792_792_800_792_792_227_792_792_839_800_792_792_792_792_913_913_792_792_792_792_792_841_792_913_913_913_913_792_800_800_227_839_227_839_800_800_800_227_839_227_800_800_839_839_839_840_800_839_800_840_800_839_792
147,3,2,847,847
148,605,42,863,862_868_868_868_869_1360_869_862_868_868_868_873_780_782_781_782_873_780_862_866_865_865_862_868_780_867_866_868_866_868_868_868_868_868_862_862_930_862_862_866_868_868_868_862_862_862_862_862_868_868_868
149,7,7,873,873
150,1,1,885,886_885
