,F,T,S,E
78,2,2,539,540_540_539
79,3,2,561,562_561
80,1,1,563,563
81,38,30,564,565_565_565_565_565_565_565_565_565_565_565_565_565_565_565_565_565_565_565_565_565_565
82,7,5,566,568_568_568_568_567_566
83,4,4,581,582_582_582_582_581
84,1,1,601,601
85,2,1,610,612_611_610
86,1,1,615,615
87,17,15,618,617_617_617_617_617_617_617_617_617_617_618_617_618
88,14,13,640,639_639_639_639_639_639_639_639_639_639_639_640
89,1,1,645,646_645
90,1,1,649,649
91,1,1,656,656
92,1,1,657,658_657
93,1,1,663,664_663
94,1,1,674,675_674
95,4,3,683,683_684_683
96,6,2,685,687_686_687_685
97,1,1,690,691_690
98,3,3,692,693_693_693_692
99,1,1,695,696_695
100,18,17,705,706_706_706_706_706_706_706_706_706_706_706_706_706_706_706_706_705
101,1,1,729,729
102,1,1,736,737_736
103,3,3,738,739_739_739_738
104,10,3,749,754_752_753_751_750_749
105,5,5,768,767_767_767_767_768
106,1,1,770,770
107,3,3,778,777_777_778
108,1,1,783,784_783
109,2,2,788,789_789_788
110,13,7,793,794_795_794_795_794_795_794_793
111,1,1,806,806
112,7,4,821,822_822_821
113,1,1,823,823
114,1,1,827,827
115,1,1,840,840
116,1,1,841,841
117,3,2,843,844_843
118,1,1,847,848_847
119,3,2,853,852_853
120,3,2,854,855_854
121,14,7,872,873_873_875_875_874_874_874_874_873_872
122,54,17,884,887_886_884_887_887_884_887_886_887_886_885_887_884_886_886_887_884
123,1,1,908,909_908
124,7,5,914,915_913_915_913_915_915_915_914
125,1,1,923,923
126,1,1,931,931
127,1,1,932,933_932
128,29,11,936,938_935_935_938_938_937_938_936_937
129,1,1,938,
130,117,30,945,945_948_948_945_945_947_945_948_948_947_948_948_947_947_945_945_948_948_948_945_948_947_945_947_945_948_948
131,10,6,950,951_949_951_951_949_951_950
132,1,1,967,968_967
133,1,1,972,973_972
134,8,7,975,974_974_974_974_974_975
135,5,5,981,982_982_982_982_982_981
136,1,1,987,987
137,1,1,993,994_993
138,1,1,996,997_996
139,2,2,1010,1011_1011_1010
140,2,2,1020,1021_1021_1020
141,1,1,1042,1042
142,1,1,1049,1050_1049
143,1,1,1071,1071
144,3,2,1075,1074_1075
145,1,1,1077,1078_1077
146,1,1,1083,1084_1083
147,3,3,1096,1095_1095_1096
148,4,3,1103,1104_1104_1103
149,10,8,1108,1109_1107_1109_1107_1109_1109_1109_1109_1109_1109_1108
150,2,2,1110,1111_1111_1110
151,93,30,1112,1113_1111_1111_1111_1111_1111_1111_1111_1111_1111_1110_1112_1111_1112_1111_1110_1111
152,2,2,1120,1119_1120
153,1,1,1122,1122
154,17,13,1123,1124_1124_1124_1124_1124_1124_1124_1124_1124_1124_1123
155,1,1,1129,1129
156,16,7,1134,1134_1134_1136_1135_1134
157,99,30,1141,1142_1142_1142_1142_1142_1140_1140_1140_1140_1143_1142_1140_1140_1143_1140_1140_1140_1140_1140_1140_1142_1140_1142_1140_1142_1140_1142_1143_1140_1140
158,1,1,1146,1146
159,6,2,1151,1153_1152_1151
160,6,5,1154,1154_1154_1154_1155_1154
161,1,1,1156,1157_1156
162,7,3,1158,1160_1160_1160_1159_1158
163,2,2,1161,1162_1162_1161
164,5,4,1163,1162_1163
165,7,5,1166,1164_1164_1166_1165_1166
166,156,30,1168,1172_1172_1170_1170_1170_1168_1172_1168_1168_1172_1172_1170_1172_1167_1167_1168_1172_1172_1172_1172_1172_1168_1172_1171_1168_1168_1168_1170_1172_1172
167,4,2,1174,1177_1176_1175_1174
168,2,1,1178,1180_1179_1178
169,28,9,1186,1185_1188_1187_1188_1185_1185_1186_1186_1185_1188
170,65,30,1190,1191_1189_1191_1189_1191_1189_1191_1189_1191_1189_1191_1189_1189_1191_1189_1191_1189_1191_1189_1191_1189_1191_1189_1191_1189_1191_1189_1189_1189_1191_1189_1189_1191_1189_1191_1191_1189_1189_1191_1189_1191_1189_1191_1189_1191_1189_1191_1189_1191_1189_1191_1189_1191
171,111,30,1194,1193_1193_1193_1193_1193_1197_1196_1196_1196_1193_1193_1194_1193_1193_1193_1193_1193_1193_1195_1197_1197_1193_1194_1197_1197_1193
172,13,6,1203,1204_1201_1201_1203_1201_1202_1203
173,2,2,1220,1221_1221_1220
174,11,7,1246,1245_1245_1246
175,13,10,1247,1245_1246_1247
176,3,2,1254,1255_1254
177,1,1,1260,1261_1260
178,5,3,1263,1264_1262_1263
179,2,2,1279,1278_1279
180,1,1,1281,1281
181,1,1,1287,1287
182,1,1,1294,1294
183,1,1,1295,1296_1295
184,2,2,1305,1304_1305
185,2,1,1307,1309_1308_1307
186,1,1,1314,1315_1314
187,2,2,1320,1321_1321_1320
188,47,30,1322,1323_1321_1321_1321_1321_1321_1321_1321_1321_1321_1321_1321_1321_1323_1321_1323_1323_1321_1321_1321_1321_1321_1321_1321_1321_1321_1321_1320_1323_1323_1323
189,10,9,1325,1326_1327_1326_1326_1326_1326_1326_1326_1326_1325
190,1,1,1331,1332_1331
191,47,30,1336,1335_1335_1335_1335_1335_1335_1335_1335_1335_1335_1336_1335
192,1,1,1337,1338_1337
193,82,30,1340,1254_1255_1255_1254_1254_1255_1255_1255_1340
194,2,1,1362,1363_1362
195,1,1,1366,1366
196,1,1,1370,1371_1370
197,1,1,1382,1383_1382
198,2,2,1402,1403_1403_1402
199,1,1,1412,1412
200,5,5,1417,1418_1418_1418_1418_1418_1417
201,1,1,1431,1432_1431
202,1,1,1433,1433
203,1,1,1446,1447_1446
204,13,10,1454,1453_1453_1453_1453_1453_1453_1455_1455_1454
205,1,1,1456,1456
206,1,1,1457,1457
207,1,1,1467,1467
208,1,1,1468,1468
209,1,1,1472,1472
210,1,1,1483,1483
211,1,1,1491,1491
212,2,2,1495,1496_1496_1495
213,20,12,1500,1500_1500_1500_1501_1500_1500
214,3,2,1502,1503_1502
215,55,30,1511,1512_1512_1512_1512_1511
216,2,2,1517,1516_1517
217,1,1,1526,1526
218,5,4,1527,1528_1528_1528_1527
219,1,1,1534,1535_1534
220,4,4,1537,1536_1536_1536_1537
221,6,3,1544,1546_1544_1545
222,7,3,1576,1578_1578_1577_1576
223,3,3,1593,1592_1592_1593
224,91,30,1598,1597_1597_1597_1599_1597_1598_1597_1599_1598_1599_1599_1597_1597_1597_1599_1597_1597_1599_1598_1599_1600_1597_1597_1597_1597_1600_1599_1598
225,1,1,1601,1602_1601
226,1,1,1611,1612_1611
227,13,9,1613,1612_1611_1612_1612_1612_1612_1613
228,3,2,1621,1622_1620_1621
229,3,3,1624,1623_1623_1624
230,23,14,1629,1629_1629_1629_1629_1629_1630
231,14,9,1637,1636_1635_1636_1636_1638_1636_1636_1637
232,9,5,1639,1640_1639_1640
233,2,1,1642,1643_1642
234,14,6,1652,1652_1651_1649_1650_1650_1652_1653
235,1,1,1654,1654
236,34,19,1667,1670_1669_1669_1668_1668_1668_1668_1668_1668_1667_1669_1668
237,85,30,1688,1689_1689_1688_1688_1689_1688_1688_1689_1689_1689_1688
238,68,30,1695,1693_1693_1693_1693_1693_1693_1693_1694_1693_1693_1693_1695_1693_1693_1695_1693_1695_1693_1695_1693_1693_1695_1693_1693_1695_1693_1695_1692_1692_1691_1691_1693_1693_1695_1695_1695_1695_1693
239,25,25,1696,1695_1696
240,1,1,1703,1704_1703
241,1,1,1707,1708_1707
242,97,30,1709,1710_1707_1710_1710_1708_1710_1708_1708_1708_1710_1710_1707_1707_1710_1708_1707_1707_1707_1710_1707_1710_1710_1710_1710_1708_1709_1707_1708_1710_1710_1707
243,13,5,1713,1715_1715_1714_1713_1715_1715
244,3,2,1718,1719_1719_1718
245,165,30,1730,1729_1729_1729_1732_1729_1729_1729_1729_1729_1729_1732_1729_1729_1729_1729_1729_1729_1732_1729_1729_1732_1729_1732_1729_1734_1734_1734_1735_1735_1734_1733_1729_1729_1734_1734_1733_1729_1729_1732_1732_1729
246,6,6,1733,1733
247,1,1,1734,1735_1734
248,2,2,1736,1735_1736
249,8,4,1737,1739_1739_1737_1738
250,43,30,1743,1742_1742_1741_1741_1742_1742_1742_1742_1742_1742_1742_1742_1742_1742_1742_1742_1742_1742_1742_1742_1742_1742_1742_1742_1742_1742_1741_1743
251,28,28,1746,1747_1747_1747_1747_1747_1747_1747_1747_1747_1747_1747_1747_1747_1747_1747_1747_1747_1747_1747_1747_1747_1747_1747_1747_1747_1747_1747_1747_1746
252,4,4,1748,1748
253,1,1,1753,1754_1753
254,18,17,1755,1754_1754_1754_1754_1754_1754_1754_1754_1754_1754_1754_1754_1754_1754_1754_1755
255,2,2,1757,1758_1758_1757
256,3,3,1759,1758_1759
257,2,2,1779,1778_1779
258,8,5,1780,1781_1780_1781_1780
259,1,1,1787,1787
260,1,1,1791,1791
261,2,1,1798,1799_1798
262,1,1,1818,1819_1818
263,1,1,1827,1828_1827
264,1,1,1831,1832_1831
265,27,19,1858,1858_1858_1858_1858_1859_1859_1859_1858_1859_1858_1859_1858
266,1,1,1866,1867_1866
267,4,3,1871,1871_1872_1871
268,3,3,1874,1873_1873_1874
269,25,17,1876,1877_1878_1877_1877_1877_1877_1877_1877_1877_1877_1875_1875_1877_1875_1875_1875_1877_1875_1876
270,7,5,1879,1880_1880_1880_1879
271,1,1,1881,1882_1881
272,1,1,1883,1884_1883
273,5,4,1886,1886_1886_1887_1886
274,21,13,1891,1891_1891_1892_1892_1891_1892
275,1,1,1898,1898
276,1,1,1905,1906_1905
277,2,2,1908,1909_1907_1908
278,2,2,1913,1912_1913
279,2,2,1915,1914_1915
280,5,4,1921,1920_1920_1921
281,1,1,1942,1943_1942
282,1,1,1946,1947_1946
283,1,1,1954,1955_1954
284,5,4,1956,1957_1957_1955_1956
285,7,6,1958,1959_1959_1959_1959_1959_1958
286,1,1,1980,1980
287,2,2,1987,1986_1987
288,1,1,1990,1991_1990
289,6,4,1996,1997_1996_1997
290,1,1,2007,2008_2007
291,15,13,2010,2011_2011_2011_2011_2011_2011_2011_2011_2011_2011_2011_2010
292,2,2,2015,2014_2015
293,2,2,2020,2021_2021_2020
294,1,1,2025,2025
295,42,22,2039,2040_2040_2039_2040
296,6,4,2041,2042_2042_2042_2041
297,2,1,2052,2053_2052
298,45,30,2058,2057_2057_2057_2057_2057_2057_2057_2057_2057_2059_2057_2057_2059_2057_2057_2057_2057_2057_2059_2059_2057_2057
299,26,16,2060,2061_2060_2060_2060_2060_2059_2059_2060_2059_2061_2060_2060
300,8,5,2065,2066_2065_2064_2065
301,1,1,2069,2069
302,31,18,2070,2071_2070_2070_2070_2071_2070
303,1,1,2074,2074
304,6,3,2079,2080_2078_2080_2078_2080_2079
305,60,30,2086,2085_2085_2085_2085_2084_2084_2084_2084_2084_2084
306,1,1,2088,2088
307,2,2,2101,2102_2102_2101
308,1,1,2106,2106
309,2,2,2108,2107_2108
310,1,1,2133,2133
311,3,2,2135,2134_2135
312,1,1,2138,2139_2138
313,3,3,2141,2140_2140_2141
314,1,1,2144,2145_2144
315,1,1,2146,2147_2146
316,3,3,2149,2148_2148_2149
317,1,1,2153,2153
318,7,7,2174,2173_2173_2173_2173_2173_2173_2174
319,3,2,2188,2187_2189_2188
320,1,1,2189,
321,1,1,2191,2191
322,3,2,2193,2194_2194_2193
323,1,1,2200,2201_2200
324,1,1,2210,2210
325,1,1,2211,2211
326,2,2,2213,2212_2213
327,1,1,2217,2218_2217
328,1,1,2220,2221_2220
329,3,2,2232,2233_2232
330,1,1,2243,2243
331,21,7,2247,2249_2249_2249_2249_2247_2248
332,1,1,2253,2254_2253
333,1,1,2259,2259
334,1,1,2260,2261_2260
335,1,1,2262,2263_2262
336,100,30,2273,2275_2275_2274_2274_2275_2275_2274_2274_2272_2272_2275_2275_2275_2275_2275_2275_2275_2275_2275_2275_2275_2275_2275_2275_2275_2275_2275_2275_2275_2275
337,58,30,2283,2284_2284_2284_2284_2284_2284_2284_2284_2284_2284_2284_2284_2284_2284_2284_2284_2284_2284_2284_2284_2284_2284_2284_2284_2284_2284_2284_2284_2282_2284_2284
338,1,1,2298,2299_2298
339,1,1,2300,2300
340,12,8,2315,2314_2314_2314_2316_2316_2316_2316_2315
341,6,5,2320,2321_2319_2321_2319_2319_2320
342,11,11,2329,2328_2328_2328_2328_2328_2328_2328_2328_2328_2328_2329
343,62,30,2330,2331_2331_2331_2331_2331_2332_2330
344,1,1,2334,2334
345,62,23,2342,2342_2345_2346_2345_2344_2344_2342_2342_2342_2343_2342_2343_2342_2346_2346_2345_2344_2345_2345_2345_2344_2342
346,4,2,2344,2346
347,1,1,2347,2347
348,2,1,2352,2353_2352
349,3,3,2378,2377_2377_2378
350,46,30,2384,2389_2389_2385_2389_2389_2389_2389_2389_2389_2389_2385_2389_2389_2389_2389_2389_2389_2389_2389_2389_2389_2389_2389_2389_2389_2389_2389_2389_2389_2389_2389_2385_2385_2389
351,16,14,2386,2387_2387_2387_2387_2387_2387_2387_2387_2385_2387_2387_2387_2387_2387_2386
352,2,2,2388,2388
353,1,1,2405,2406_2405
354,1,1,2408,2408
355,1,1,2413,2414_2413
356,2,2,2417,2416_2417
357,4,3,2419,2420_2420_2419
358,1,1,2421,2422_2421
359,10,9,2425,2426_2426_2426_2426_2426_2426_2427_2426_2426_2425
360,7,5,2446,2445_2445_2445_2446
361,1,1,2448,2449_2448
362,1,1,2450,2451_2450
363,1,1,2480,2481_2480
364,1,1,2484,2484
365,1,1,2485,2486_2485
366,1,1,2487,2488_2487
367,1,1,2496,2497_2496
368,1,1,2501,2502_2501
369,6,5,2504,2503_2503_2503_2504
370,1,1,2506,2506
371,2,2,2518,2517_2518
372,3,2,2520,2521_2521_2520
373,1,1,2523,2523
374,2,2,2525,2524_2525
375,4,3,2527,2528_2528_2527
376,6,6,2534,2533_2533_2533_2533_2533_2534
377,2,1,2537,2538_2537
378,1,1,2541,2541
379,1,1,2545,2545
380,21,13,2546,2545_2545_2545_2548_2548_2546_2545_2545_2547_2545_2546_2548_2548_2547_2546
381,1,1,2548,2548
382,1,1,2565,2565
383,11,6,2574,2575_2574_2575
384,3,3,2577,2576_2576_2577
385,1,1,2581,2582_2581
386,6,4,2586,2587_2585_2585_2586
387,109,30,2588,2590_2591_2591_2588_2591_2590_2591_2591_2588_2590_2591_2589_2590_2591_2591_2591_2589_2591_2591_2589
388,2,2,2596,2597_2595_2596
389,1,1,2603,2604_2603
390,1,1,2606,2606
391,44,28,2622,2623_2623_2623_2623_2623_2623_2623_2623_2623_2623_2622_2623_2623
392,1,1,2626,2627_2626
393,27,13,2630,2629_2629_2629_2625_2625_2627_2626_2625_2627_2625_2626_2627_2627_2628_2628_2629_2630
394,8,5,2633,2634_2632_2632_2632_2634_2633
395,199,30,2635,2638_2637_2636_2638_2638_2634_2634_2632_2632_2632_2637_2637_2632_2632_2634_2632_2634_2631_2632_2634_2632_2632_2634_2634_2634_2632_2639_2634_2639_2638_2638_2637_2637_2634_2637_2637_2639_2638_2638_2638_2638_2632_2634_2632_2632_2634_2632_2634_2638_2634
396,5,3,2640,2641_2640
397,1,1,2643,2643
398,49,27,2646,2646_2646_2646_2646_2646_2647_2646
399,28,19,2649,2650_2650_2650_2650_2650_2650_2650_2648_2648_2650_2650_2650_2650_2648_2650_2650_2650_2650_2649_2648
400,1,1,2651,2652_2651
401,208,30,2659,2660_2665_2665_2665_2665_2665_2665_2665_2665_2665_2665_2665_2661_2659_2659_2665_2665_2665_2663_2665_2665_2659_2660_2663_2662_2665_2665_2665_2665_2665_2659_2659_2659_2660_2660_2659_2662_2662_2659_2660_2660_2665_2665_2665_2665_2665
402,1,1,2673,2673
403,1,1,2678,2679_2678
404,2,2,2682,2681_2682
405,41,30,2683,2682_2682_2681_2681_2681_2681_2681_2682_2682_2681_2682_2682_2682_2682_2682_2682_2682_2682_2682_2682_2682_2682_2681_2682_2681_2681_2683
406,50,30,2711,2712_2712_2712_2712_2712_2712_2712_2712_2712_2712
407,1,1,2716,2717_2716
408,35,18,2720,2721_2721_2721_2721_2721_2721_2722_2721_2721_2721_2721_2721_2721_2720
409,4,3,2734,2733_2733_2734
410,4,3,2736,2735_2736
411,2,2,2737,2737
412,1,1,2748,2748
413,157,30,2751,2753_2754_2754_2754_2754_2754_2754_2751_2751_2754_2754_2750_2750
414,1,1,2768,2769_2768
415,1,1,2772,2773_2772
416,1,1,2776,2776
417,1,1,2778,2778
418,2,2,2782,2781_2782
419,3,2,2784,2783_2784
420,2,2,2785,2786_2786_2785
421,2,1,2789,2790_2789
422,6,4,2802,2802_2802_2803_2802
423,11,9,2820,2821_2819_2819_2819_2819_2819_2819_2820
424,1,1,2822,2822
425,2,2,2835,2836_2836_2835
426,3,2,2847,2848_2847
427,4,4,2881,2882_2882_2882_2882_2881
428,18,18,2893,2894_2894_2894_2894_2894_2894_2894_2894_2894_2894_2894_2894_2894_2894_2894_2894_2894_2894_2893
429,5,5,2895,2895
430,19,19,2897,2898_2898_2898_2898_2898_2898_2898_2898_2898_2898_2898_2898_2898_2898_2898_2898_2898_2898_2898_2897
431,3,3,2906,2907_2907_2907_2906
432,1,1,2908,2908
433,12,12,2925,2924_2924_2924_2924_2924_2924_2924_2924_2924_2924_2924_2925
434,102,30,2931,2930_2935_2935_2934_2935_2933_2934_2935_2935_2932_2930_2930_2930_2930_2933_2932_2932_2930_2932_2930_2932_2930_2932_2930_2932_2930_2932_2930_2932_2930_2930_2930_2930_2930_2932_2930_2932_2932_2932_2930
435,2,2,2938,2939_2939_2938
436,1,1,2,2
437,3,2,68,949_67_68
438,1,1,71,71
439,6,5,92,93_93_93_93_92
440,5,4,106,105_105_106
441,1,1,115,116_115
442,2,2,151,152_152_151
443,5,3,187,187_188_187
444,1,1,216,216
445,1,1,249,250_249
446,3,2,254,255_254
447,2,1,260,260
448,1,1,264,265_264
449,1,1,271,271
450,1,1,275,275
451,2,1,278,280_279_278
452,1,1,347,347
453,1,1,365,366_365
454,1,1,372,372
455,1,1,387,388_387
456,1,1,404,405_404
457,5,4,425,424_424_424_425
458,2,2,431,430_431
459,2,2,475,474_475
460,1,1,478,478
461,2,2,494,494
462,67,29,510,509_509_509_508_509_509_509_507_507_509_508_509_509_509_509_507_509_509_507_509_507_509_510_510_509_508_507_508_508_509_510
463,7,7,548,549_549_549_549_549_549_549_548
464,2,2,550,550
465,1,1,555,555
466,4,3,556,556_557_556
467,14,9,613,614_614_614_614_613_614
468,10,6,621,622_622_621_620_622
469,1,1,623,623
470,1,1,636,636
471,1,1,651,651
472,1,1,655,655
473,1,1,660,660
474,2,2,669,670_668_669
475,4,4,710,711_711_711_711_710
476,7,7,718,719_719_719_719_719_719_719_718
477,2,2,728,729_728
478,1,1,764,765_764
479,1,1,766,766
480,4,4,771,772_772_772_772_771
481,1,1,774,774
482,10,10,776,777_777_777_777_777_777_777_777_776
483,1,1,803,803
484,1,1,808,808
485,1,1,815,815
486,2,2,816,817_817_816
487,1,1,825,825
488,1,1,834,834
489,8,6,835,836_836_836_836_837_837_836_835
490,1,1,839,839
491,1,1,842,842
492,1,1,867,868_867
493,1,1,888,889_888
494,35,16,924,926_924_926_927_926_924_926_923_926_926_926_926_926_927_927_926_925_924_926_924
495,1,1,957,958_957
496,2,2,962,963_963_962
497,2,2,968,967_968
498,3,2,986,987_986
499,1,1,1004,1005_1004
500,1,1,1027,1028_1027
501,1,1,1035,1036_1035
502,1,1,1043,1044_1043
503,1,1,1055,1055
504,1,1,1081,1081
505,1,1,1082,1082
506,1,1,1090,1090
507,1,1,1147,1147
508,2,2,1149,1150_1150_1149
509,2,2,1180,1179_1180
510,1,1,1207,1208_1207
511,1,1,1211,1212_1211
512,65,25,1213,1212_1214_1214_1215_1212_1213_1213_1214_1214_1213_1213_1211_1212_1212_1214_1212_1213_1213_1213_1214_1215_1214
513,160,29,1228,1227_1227_1227_1223_1223_1223_1223_1223_1223_1223_1223_1223_1223_1223_1223_1223_1224_1223_1223_1223_1223_1223_1223_1223_1223_1223_1223_1224_1225_1225_1225_1225_1225_1227_1228_1228_1226_1228
514,2,1,1268,1270_1269_1268
515,1,1,1274,1274
516,1,1,1280,1280
517,1,1,1309,1309
518,1,1,1312,1312
519,2,2,1356,1357_1355_1356
520,1,1,1359,1360_1359
521,26,13,1371,1372_1370_1370_1372_1372_1370_1372_1371_1371_1372_1371_1370_1371
522,1,1,1379,1379
523,1,1,1386,1387_1386
524,1,1,1397,1398_1397
525,1,1,1399,1399
526,1,1,1409,1410_1409
527,1,1,1411,1411
528,1,1,1415,1416_1415
529,1,1,1423,1423
530,2,2,1434,1433_1434
531,1,1,1438,1438
532,1,1,1442,1443_1442
533,1,1,1451,1451
534,1,1,1452,1452
535,1,1,1462,1462
536,8,5,1469,1470_1469_1470_1469
537,2,1,1490,1490
538,1,1,1507,1508_1507
539,1,1,1513,1514_1513
540,6,5,1515,1513_1513_1514_1515
541,3,2,1525,1526_1525
542,1,1,1538,1539_1538
543,1,1,1568,1569_1568
544,2,1,1595,1596_1595
545,2,1,1603,1604_1603
546,1,1,1607,1608_1607
547,2,1,1625,1626_1625
548,1,1,1635,
549,1,1,1647,1648_1647
550,1,1,1649,1649
551,17,7,1659,1661_1660_1659_1658_1658_1661_1661_1660
552,1,1,1666,1666
553,1,1,1681,1681
554,2,2,1683,1682_1683
555,2,2,1684,1684
556,1,1,1692,1692
557,2,2,1704,1705_1705_1704
558,1,1,1715,1716
559,1,1,1720,1720
560,2,2,1724,1723_1724
561,5,2,1725,1726_1725
562,1,1,1775,1776_1775
563,10,7,1794,1793_1793_1794_1794
564,1,1,1800,1801_1800
565,2,1,1811,1812_1811
566,2,2,1853,1854_1854_1853
567,1,1,1875,1875
568,2,1,1889,1890_1889
569,1,1,1893,1894_1893
570,1,1,1900,1900
571,2,2,1909,1909
572,1,1,1925,1925
573,1,1,1926,1927_1926
574,1,1,1968,1969_1968
575,4,3,1982,1983_1983_1982
576,1,1,1994,1995_1994
577,1,1,2002,2002
578,1,1,2004,2004
579,1,1,2008,2009_2008
580,3,2,2022,2023_2022
581,3,3,2083,2084_2084_2084_2083
582,1,1,2098,2099_2098
583,2,2,2154,2155_2155_2154
584,1,1,2156,2156
585,3,3,2180,2179_2179_2180
586,1,1,2197,2198_2197
587,1,1,2203,2203
588,1,1,2206,2207_2206
589,1,1,2218,2219_2218
590,2,1,2225,2227_2226_2225
591,3,2,2235,2234_2236_2235
592,1,1,2236,
593,16,6,2261,2261_2260_2263_2263_2263_2262_2261
594,1,1,2288,2288
595,1,1,2297,2297
596,1,1,2321,2322
597,1,1,2358,2358
598,1,1,2374,2375_2374
599,1,1,2379,2380_2379
600,1,1,2398,2398
601,1,1,2402,2402
602,1,1,2434,2435_2434
603,3,2,2438,2439_2438
604,1,1,2442,2443_2442
605,1,1,2455,2456_2455
606,1,1,2478,2478
607,1,1,2483,2483
608,1,1,2488,2488
609,3,3,2499,2498_2498_2499
610,1,1,2505,2505
611,2,2,2530,2529_2530
612,1,1,2540,2540
613,3,2,2542,2541_2542
614,3,3,2547,2548_2548
615,1,1,2552,2552
616,2,1,2554,2555_2554
617,1,1,2564,2564
618,1,1,2578,2579_2578
619,16,11,2584,2583_2583_2583_2583_2584_2583
620,1,1,2601,2602_2601
621,1,1,2609,2609
622,1,1,2618,2619_2618
623,1,1,2627,2627
624,2,2,2628,2628
625,2,2,2668,2669_2669_2668
626,1,1,2677,2677
627,1,1,2679,2679
628,1,1,2698,2699_2698
629,1,1,2704,2705_2704
630,1,1,2718,2719_2718
631,2,2,2725,2726_2726_2725
632,1,1,2741,2742_2741
633,5,5,2755,2755
634,1,1,2767,2767
635,1,1,2775,2775
636,1,1,2788,2788
637,1,1,2854,2855_2854
638,1,1,2879,2879
639,1,1,1,1
640,12,12,33,34_34_34_34_34_34_34_34_34_34_34_34_33
641,6,4,63,64_64_63
642,1,1,73,74_73
643,1,1,88,88
644,1,1,139,139
645,1,1,140,141_140
646,1,1,154,
647,5,5,157,156_156_156_157
648,1,1,172,172
649,1,1,182,182
650,2,2,189,189
651,1,1,197,197
