,F,T,S,E
64,880,24,347,647_347_647_647_649_743_451_560_743_557_350_449_451_743_560_576_576_576_576_1302_479_480_479_1301_664_451_351_351_349_564_557_447_557_743_743_451_576_1300_1300_664_1301_1301_664_576_1302_1302_557_450_350_557_447_447_747_594_1316_594_594_594_594_594_347_444_444_594_594_594_1316_445_447_594_445_445_445_445_447_445_594_690_445_444_746_747_447_350_350_746_347_584_584_582_583_582_582_582_583_584_648_746_746_558_350_557_743_560_559_576_743_560_559_1302_576_576_480_480_664_479_664_449_1302_1302_664_479_451_351_350_351_451_451_351_351_594_594_594_444_445_444_445_447_349_651_650_349_746_746_648_652_652_652_652_652_651_746_737_738_737_737_737_348_738_737_746_650_746_648_649_651_746_652_652_651_651_737_737_447_347_647_347_444_347_648_649_444_445_1316_445_447_559_558_558_448_353_353_451_353_451_451_351_350_349_444_444_584
65,3,2,353,
66,105,24,354,562_562_663_562_562_355_562_562_355_562_355
67,1,1,360,361_360
68,292,24,362,548_1312_1289_548_548_1312_1289_1289_1289_1312_1289_1289_548_548_1289_363_1312_1312_655_655_361_362_362_362_362_550_551_670_670_362_655_361_361_551_655_632_603_670_670_551_654_603_360_361_748_748_749_748_749_654_604_604_654_655_361_684_655_655_360_604_604_654_604_603_360_602_602_602_602_602_602_360_632_655_655_551_472_671_472_671_363_363_1312_1289_363_638_1289_1312_363_1289_1312_638_1289_638_1289_1289_362
69,1737,24,364,365_752_718_752_1308_1308_676_675_676_1308_1308_674_365_553_365_553_552_719_718_721_555_546_643_687_751_608_608_687_1358_733_662_616_615_616_532_616_1358_700_702_701_701_541_740_542_542_721_554_555_720_542_753_753_752_674_1290_719_719_718_1308_675_1308_717_674_553_365_638_544_1290_545_555_1291_1291_741_740_547_547_547_540_541_740_734_700_541_540_483_740_741_547_546_718_1290_547_546_541_539_540_484_483_555_483_485_698_369_685_1363_1362_1362_701_733_698_484_485_484_556_556_484_539_483_555_740_547_547_555_554_721_547_546_720_721_554_721_753_717_752_674_719_719_717_719_719_717_1290_720_721_544_542_544_670_670_670_670_551_552_553_554_546_721_721_721_721_545_484_483_483_483_555_539_556_556_540_734_1362_1363_1363_1362_485_685_528_702_702_535_703_487_535_535_703_488_531_531_525_371_531_637_637_371_531_527_637_369_539_733_484_529_487_703_757_1363_1362_1362_1362_485_722_685_532_528_370_526_526_527_637_526_526_371_637_526_526_637_637_528_488_487_487_662_533_637_526_526_371_526_531_370_532_528_528_535_1362_1363_541_541_541_541_700_701_1363_1363_1363_540_733_540_541_541_700_701_702_703_733_531_608_370_370_637_526_729_730_513_729_1276_730_729_729_730_729_730_372_373_730_730_730_373_372_372_729_729_729_729_730_729_730_513_372_373_372_513_372_374_374_637_637_528_527_528_757_535_533_757_616_370_531_370_532_532_532_528_615_615_616_616_533_528_487_535_757_685_644_646_646_644_645_608_370_370_608_715_715_643_643_687_646_646_369_722_685_722_685_662_733_556_540_541_541_734_701_662_685_538_750_538_538_538_538_750_750_750_538_368_646_645_644_646_608_608_537_531_369_757_757_534_662_661_662_702_703_539_484_484_540_741_740_740_556_556_555_546_554_1291_1290_1290_752_754_753_753_752_553_551_717_365
70,2,2,374,1276
71,2,1,376,443_376
72,2,1,391,438_391
73,2,1,392,393_392
74,1,1,414,414
75,1,1,415,416_415
76,1,1,429,429
77,2,1,447,
78,395,24,461,677_678_462_677_290_290_677_489_489_290_290_677_503_503_504_504_505_1370_1370_678_678_465_678_465_465_503_504_503_503_504_713_1370_678_504_677_677_678_1370_678_1370_713_503_503_504_503_503_503_504_466_466_713_1370_466_466_678_678_461_460_490_464_464_464_489_510_489_489_489_489_489_489_489_510_489_290_290_290_290_464_461_678_677_461_464_464_290_460_491_290_290_464_677_461_464_463_490_464_461_489_464
79,1,1,466,466
80,70,24,467,469_469_468_469_468_467_468_468_467_653_653_469_653_468_469_468_469_469
81,13,11,471,470_470_470_470_470_470_472_1352_470_470_470_470_471
82,2,1,474,656_474
83,354,24,475,1172_475_1242_1163_1242_1163_1279_1185_1158_1185_1185_1279_1280_1279_1280_1166_1166_1187_1158_1158_1166_1279_1279_1280_1279_1187_1243_1259_1160_1159_1158_1187_1139_1163_1163_1164_1163_1172_477_477_475_1173_475_476_1172_1173_1172_1172_475_475_475_1172_1172_1173_1173_1172_475_1242_1242_1138_1163_1163_1163_1163_1163_1163_1170_1139_1167_1168_1167_1171_1169_1164_1166_1186_1279_1185_1243_1280_1280_1279_1279_1243_1280_1163_1279_1280_1163_1242_1242_1163_1138_1138_1172
84,1,1,478,478
85,2,1,484,
86,1,1,488,488
87,4,3,491,1390_1390_1390_491
88,1,1,492,492
89,3,1,496,1256_1257_728_496
90,1391,24,497,697_696_695_683_619_620_744_744_592_497_683_498_619_744_500_590_696_694_697_697_697_697_695_695_697_697_696_696_694_696_695_697_697_696_695_695_695_697_696_590_497_744_735_735_735_617_617_617_745_744_744_499_744_498_723_710_621_706_680_680_681_681_522_710_710_709_523_680_681_681_710_522_523_681_681_522_523_523_522_681_523_681_708_708_681_522_709_710_710_710_621_724_621_621_619_617_617_735_617_617_745_619_735_617_617_500_498_592_568_1318_565_712_624_624_755_587_623_623_587_1318_1318_565_572_572_572_579_580_581_565_711_624_623_572_634_581_636_635_635_581_565_623_565_712_623_587_587_623_623_634_635_634_581_581_1318_1319_565_712_585_565_565_572_712_568_579_581_581_565_1318_580_579_683_683_590_497_497_619_500_745_590_1315_683_683_590_745_592_590_697_744_709
91,3,3,508,509_509_509_508
92,5,4,510,489_489
93,8,8,511,511
94,9,3,515,589_596_589_514_514_515
95,1,1,517,517
96,1,1,520,520
97,2,2,521,289_521
98,1,1,525,525
99,15,14,530,531_531_531_531_531_531_531_530
100,5,5,538,685_538
101,6,6,542,542
102,1,1,547,547
103,1,1,556,
104,110,24,569,692_569_692_692_692_692_569_569_571_571_571_571_571_571_692_691_569_571_571_571
105,1,1,572,572
106,2,2,574,574
107,1,1,590,
108,1,1,592,
109,1,1,593,593
110,12,7,602,684_601_602_684
111,2,1,606,742_606
112,2,1,611,642_611
113,1,1,615,616_615
114,1,1,621,621
115,1,1,633,633
116,56,16,640,641_641_495_494_495_727_727_302_728_302_302_728_1257_728_727_640_641_641_704_641_640_303_302_641_705_704_705_641_640
117,1,1,643,716_643
118,2,2,647,
119,16,8,653,749_654_604_604_749_654_604_604_604_653
120,4,3,665,738_738_738_665
121,2,2,670,670
122,4,3,671,472_671
123,1,1,673,673
124,1,1,679,1255_679
125,2,2,680,680
126,1,1,687,687
127,24,16,688,689_689_689_688_688_688_689_688_688
128,2,1,707,707
129,1,1,708,708
130,1,1,709,
131,4,4,719,719
132,1,1,730,730
133,4,2,732,287_732
134,1,1,748,749_748
135,1,1,753,754_753
136,2,2,755,755
137,1,1,766,766
138,2,1,767,768_767
139,329,24,771,790_790_791_847_849_849_796_796_796_773_796_796_796_772_773_794_794_791_772_849_849_790_791_794_851_1389_843_1263_845_1263_1264_845_845_1263_1263_1263_845_916_795_852_852_795_852_1264_1264_852_916_916_916_852_1264_1264_794_795_794_851_849_849_847_790_850_850_849_790_791_849_790_796_796_773_796_796_773_1388_1389_773_772_851_851_851_796_796_794_794_1388_772_851_772_852_916_916_852_916_794_795_1264_794_794_1388_1389_790_790_848_849_791
140,2,2,772,1389_772
141,8,4,773,793_796
142,6,3,774,932_932_775_774
143,44,16,780,782_873_873_780_782_780_873_780_780_781_781_782_781_780_873
144,59,20,787,831_891_891_831_831_786_832_831_786_786_892_891_891_1299_1299_831_831_787_786_787_787_787_787_787_832_832_786
145,9,6,788,1299_788
146,1,1,794,
147,74,24,797,212_212_212_212_212_212_212_212_212_212_212_212_212_212_212_213_212_212_212
148,6,3,800,839_800
149,553,24,801,861_861_905_1311_976_976_976_1311_858_858_854_1311_976_976_857_857_858_858_860_853_952_905_871_858_858_856_855_802_1267_803_926_803_907_907_861_907_801_804_1241_1267_1267_1267_907_803_803_804_801_861_952_860_975_952_952_952_860_855_1311_952_854_853_858_858_871_855_905_1311_871_853_871_801_801_801_926_1241_1241_802_907_802_802_861_801_803_804_803_926_952_856_1311_976_875_858_976_976_1311_854_860_860_926_801_907_861
150,1,1,804,804
151,1,1,808,
152,1,1,811,
153,99,24,815,1380_817_1380_1380_1380_818_931_1262_818_817_817_817_816_817_817_817_818_817_817_818_970_1380_1380_817
154,2,2,818,818
155,6,3,821,822_820_820_821
156,4,2,833,834_835_835_834_833
157,3,3,841,792_792_841
158,1,1,852,852
159,2,1,855,
160,2,2,857,257_857
161,249,24,862,930_862_862_930_862_930_862_862_867_868_867_862_862_868_868_930_930_865_868_868
162,36,18,869,1360_869_1360_868_868_869
163,2,2,871,
164,1,1,883,883
165,3,2,884,1133_1133_884
166,2,2,891,
167,70,24,894,249_250_250_249_250_249_249_250_249
168,147,24,903,1329_1330_920_1328_1330_920_1332_1332_920_920_1331_1329_1330_1330_1331_1329_1329_1331_920_784_904_784_784_920_784_920_903
169,1,1,907,
170,5,3,908,961_962_961_908
171,2,1,911,1386_911
172,1,1,912,912
173,1,1,923,960_923
174,1,1,926,926
175,5,4,931,954_954_954_931
176,1,1,953,953
177,1,1,955,955
178,18,9,956,982_983_983_983_982_982_956
179,2,1,957,958_957
180,17,11,966,806_971_806_965_806_971_971_806_806_806_971_971_806_966
181,1,1,968,968
182,1,1,973,973
183,3,2,975,
184,5,3,978,977_979_977_978
185,1,1,979,
186,1,1,983,
187,2,2,985,985
188,55,24,988,1027_995_1027_995_1027_1027_1027_995_1027_1027_1027_1027_1027_996_989_1027_995
189,1,1,991,992_991
190,3,2,993,994_993
191,8,6,1000,1048_999_1048_999_1048_1048_999_1000
192,1,1,1002,1002
193,1,1,1014,1033_1014
194,1,1,1024,1024
195,23,13,1025,1026_1026_1025_1026
196,1,1,1032,1049_1032
197,1,1,1037,1043_1037
198,1,1,1048,
199,19,10,1052,1053_1029_1029_1052_1053_1053
200,2,1,1055,1055
201,48,12,1058,1059_1063_1063_1080_1080_1063_1080_1064_1063_1064_1063_1080_1105_1059_1059_1059_1058_1059_1059_1059_1080_1057_1059
202,1,1,1060,1076_1060
203,5,4,1061,1066_1066_1066_1061
204,8,5,1067,1068_1068_1068_1067
205,2,2,1070,1070
206,131,24,1073,1109_1089_1262_1108_1109_1108_1095_1072_1081_1090_1096_1096_1090_1090_1110_1095_1110_1095_1095_1095_1095_1110_1062_1095_1095_1096_1109_1109_1109_1090_1061_1066_1062_1081_1096_1090_1072_1073_1073_1095_1090_1096_1096_1088_1088_1088_1088_1088_1093_1086_1092_1088_1094
207,69,24,1075,1074_1114_1068_1067_1074_1074_1074_1074_1074_1074_1074_1074_1074_1074_1074_1074_1075
208,2,1,1077,1078_1077
209,1,1,1079,1079
210,8,8,1087,1086_1087
211,1,1,1089,
212,3,2,1098,1099_1098
213,3,2,1100,1101_1102_1101_1100
214,2,2,1121,1122_1121
215,1,1,1123,1123
216,2,1,1125,1125
217,1,1,1130,1130
218,3,2,1146,1147_1146
219,2,2,1155,
220,17,9,1159,1243_1161_1160_1259_1243_1243_1243_1159
221,1,1,1162,1162
222,3,1,1167,1168_1167
223,4,4,1173,1173
224,47,11,1187,1158_1169_1158_1169_1169_1158_1169_1158_1187_1167_1171_1187_1138_1138_1138_1138_1168_1168_1139_1138_1138_1171_1187
225,1,1,1212,1258_1212
226,57,16,1215,1223_1217_1223_1223_1215_1222_1222_1215_1223_1218_1218_1223_1223_1133_1223_1223_1215_1216_1222_1222_884_1223_883_884_884_1133_1218_1215_1218_1222_1223_1215_1215_1215
227,1,1,1220,1220
228,1,1,1224,1224
229,1,1,1242,1242
230,12,4,1247,1251_1251_1249_1249_1247_1248
231,1,1,1252,1253_1252
232,4,3,1254,679_1254
233,1,1,1262,1262
234,2,1,1264,
235,1,1,1267,1267
236,1,1,1269,1269
237,2,2,1270,1270
238,1,1,1274,1275_1274
239,1,1,1277,1277
240,2,2,1278,1278
241,5,5,1284,1284
242,68,18,1307,1348_1347_1346_1347_1350_1346_1346_1346_1348_1349_1346_1348_1349_1349_1347_1346_1346_1348_1307_1350_1307_1349_1307_1307_1307_1349_1349_1347_1348_1349_1350_1307
243,9,9,1326,1327_1327_1327_1327_1327_1327_1327_1327_1327_1326
244,3,2,1346,1346
245,2,2,1351,1351
246,1,1,1352,1352
247,17,8,1365,1364_1363_1364_1364_1364_1365_1366_1365
248,46,24,1371,1374_1374
249,46,24,1372,1375_1375_1372
250,1,1,25,
251,2,2,32,119_119_32
252,1,1,87,
253,1,1,128,128
254,2,2,131,
255,1,1,161,161
256,1,1,163,163
257,2,2,216,216
258,1,1,224,224
259,1,1,225,225
260,4,4,228,227_227_227_228
261,1,1,238,
262,1,1,247,247
263,1,1,261,262_261
264,1,1,272,272
265,5,3,281,381_283_282_281
266,4,2,295,1032_1049_1049_295
267,1,1,310,310
268,1,1,337,338_337
269,1,1,358,358
270,2,2,359,359
271,5,4,379,379
272,1,1,422,440_422
273,2,2,430,
274,1,1,452,452
275,1,1,493,726_493
276,3,2,522,523
277,1,1,561,561
278,4,3,583,582_582_583
279,1,1,588,595_588
280,2,2,623,
281,2,2,657,658_658_657
282,1,1,659,659
283,2,2,692,
284,2,2,698,698
285,2,1,721,721
286,1,1,725,725
287,1,1,731,731
288,3,2,778,779_779_778
289,1,1,825,825
290,1,1,840,840
291,2,2,847,
292,1,1,887,887
293,2,2,889,890_890_889
294,1,1,928,928
295,12,6,933,933_775_774_933
296,13,7,937,938_938_912_911_911_938_938_938_937
297,1,1,958,958
298,2,2,972,973_972
299,4,3,981,907_981
300,1,1,987,987
301,4,3,992,1024_1024_991_992
302,1,1,996,996
303,1,1,997,998_997
304,1,1,1010,1011_1010
305,4,2,1013,1033_1014_1013
306,1,1,1030,1030
307,1,1,1031,1031
308,1,1,1041,1041
309,3,2,1083,1106_769_1083
310,1,1,1085,1086_1085
311,1,1,1103,1103
312,1,1,1199,1199
313,1,1,1208,1208
314,1,1,1211,1211
315,1,1,1217,1217
316,1,1,1218,1218
317,3,3,1225,1205_1205_1225
318,1,1,1243,
319,2,2,1291,
320,1,1,1295,1296_1295
321,1,1,1301,1301
322,4,4,1354,1353_1353_1353_1354
323,2,2,1373,1373
324,1,1,1376,1376
325,1,1,1387,1387
326,4,3,13,13
327,1,1,41,41
328,17,9,43,309_310_310_309_308_310_43_309_310
329,1,1,69,69
330,1,1,98,98
331,1,1,125,125
332,6,5,130,441_441_441_129_130
333,1,1,132,399_132
334,1,1,150,150
335,3,3,162,162
336,21,11,164,165_165_165_164
337,1,1,170,170
338,1,1,198,198
339,1,1,235,235
340,1,1,276,276
341,1,1,356,356
342,1,1,381,381
343,1,1,389,389
344,1,1,391,392_391
345,1,1,403,438
346,1,1,416,416
347,1,1,436,436
348,4,2,444,
349,1,1,451,
350,27,13,474,473_473_656_656_473_473_473_671_472_472_753_754_753_472_473_656_474
351,2,2,483,483
352,1,1,488,488
353,8,5,496,1256_1256_1256_495_1256_496
354,1,1,516,516
355,5,5,517,516_516_516_517
356,2,2,547,547
357,1,1,562,562
358,1,1,593,593
359,1,1,595,595
360,7,2,603,655_632_603
361,4,3,611,642_642_611
362,5,3,615,616_616_615
363,7,4,621,622_621
364,1,1,633,633
365,1,1,638,638
366,1,1,643,643
367,1,1,652,
368,3,2,668,1300_668
369,1,1,705,705
370,1,1,748,748
371,2,2,754,753_754
372,2,2,767,768_768_767
373,1,1,776,777_776
374,52,19,911,834_908_834_961_961_961_908_833_833_834_834_834_961_908_1386_908_1386_908_908_962_1386_961_962_1385_961_908_1386
375,1,1,919,919
376,2,2,924,923_924
377,1,1,925,925
378,3,2,967,968_968_967
379,1,1,969,969
380,2,2,979,979
381,3,3,1002,1002
382,1,1,1036,1036
383,3,2,1060,1076_1060
384,2,2,1079,1079
385,2,2,1096,1096
386,1,1,1097,1126_1097
387,2,2,1114,1118
388,1,1,1122,1122
389,4,4,1124,1125_1125_1125_1125_1124
390,1,1,1212,1258_1212
391,1,1,1222,
392,2,1,1252,1253_1252
393,3,2,1264,1264
394,1,1,1269,1269
395,1,1,1287,1287
396,3,2,1309,1310_1309
397,1,1,1314,1314
398,3,3,1339,1340_1340_1340_1339
399,2,1,1347,
400,1,1,1359,1359
401,2,2,1383,1383
402,2,2,11,11
403,1,1,84,84
404,2,2,108,108
405,1,1,133,133
406,1,1,139,
407,1,1,142,
408,6,3,148,148_149
409,1,1,163,
410,6,6,169,169
411,4,4,173,227_227_173
412,2,2,211,224_211
413,5,4,225,224_224_225
414,3,2,229,254_229
415,1,1,261,262_261
416,1,1,274,274
417,3,2,283,284_284_283
418,1,1,307,307
419,1,1,311,311
420,1,1,355,355
421,1,1,358,358
422,2,1,360,360
423,11,8,414,413_414_414_414_437_413
424,1,1,440,440
425,1,1,443,
426,3,3,466,
427,2,1,478,478
428,1,1,492,492
429,1,1,509,725_509
430,3,3,535,535
431,1,1,561,561
432,1,1,564,564
433,2,2,572,
434,14,12,574,574
435,3,2,596,515_589_596
436,1,1,606,742_606
437,2,2,670,
438,4,1,680,707_706_680
439,1,1,738,738
440,1,1,755,755
441,4,3,825,810_810_809_825
442,4,3,839,800_839
443,2,2,874,858_874
444,1,1,899,899
445,1,1,926,926
446,1,1,942,943_942
447,15,9,957,963_963_963_958_958_958_963_956_957
448,2,2,960,923_960
449,1,1,976,976
450,3,1,1031,1055_1031
451,1,1,1033,1033
452,1,1,1039,1040_1039
453,1,1,1072,
454,1,1,1082,1082
455,5,4,1089,1090_1089
456,3,1,1099,1120_1099
457,2,1,1101,1102_1101
458,2,2,1130,1129_1130
459,1,1,1134,1134
460,3,3,1156,1157_1156
461,1,1,1188,1188
462,1,1,1201,1201
463,1,1,1224,1224
464,3,2,1249,1270_1249
465,1,1,1277,1277
466,1,1,1283,1283
467,1,1,1285,1285
468,1,1,1293,1293
469,2,1,1295,1296_1295
470,3,2,1307,
471,1,1,1337,1337
472,1,1,1351,1351
473,2,2,1352,1352
474,2,2,1370,
475,1,1,1376,1376
476,1,1,1390,1390
477,2,1,58,
478,2,2,69,69
479,1,1,81,82_81
480,2,2,93,93
481,1,1,98,119_98
482,1,1,117,117
483,1,1,128,128
484,2,2,131,131
485,2,1,132,398_399_132
486,2,1,140,141
487,2,2,170,8_170
488,1,1,214,778_214
489,24,14,275,276_275_273_275_275_275_272_273_273_275_275_274_275_276
490,3,2,278,1209_1209_278
491,2,1,282,381_282
492,2,1,287,521_732_287
493,1,1,288,288
494,1,1,295,295
495,1,1,305,306_305
496,2,2,316,316
497,1,1,346,593_346
498,1,1,359,359
499,2,2,392,393_393_392
500,1,1,397,397
501,4,2,416,415_416
502,1,1,436,
503,1,1,437,437
504,1,1,438,438
505,1,1,442,442
506,2,2,488,488
507,2,2,491,491
508,1,1,502,502
509,2,1,630,631_630
510,1,1,659,660_659
511,5,2,665,738_665
512,1,1,667,667
513,2,1,672,673_672
514,1,1,679,1255_679
515,3,2,685,722_685
516,1,1,687,687
517,1,1,699,699
518,1,1,710,
519,1,1,727,727
520,1,1,730,
521,1,1,739,739
522,1,1,756,756
523,1,1,768,768
524,1,1,777,1265_777
525,1,1,814,814
526,1,1,835,835
527,17,11,842,227_227_228_228_227_227_228_227_228_842
528,1,1,850,850
529,6,5,883,884
530,1,1,900,900
531,1,1,929,929
532,1,1,936,936
533,2,2,978,977_978
534,1,1,985,985
535,8,5,993,996_994_994_996_994_996_994_993
536,5,5,1010,1011_1011_1010
537,1,1,1013,1014
538,2,1,1040,1043_1040
539,1,1,1046,1047_1046
540,1,1,1049,1049
541,3,3,1062,1062
542,11,4,1076,1097_1099_1099_1098_1060_1060_1076
543,8,8,1083,769_769_769_769_769_769_769_1083
544,1,1,1085,1273_1085
545,1,1,1118,1118
546,3,1,1121,1128_1121
547,1,1,1146,1147_1146
548,3,2,1160,1259_1259_1160
549,1,1,1199,1202_1199
550,2,2,1212,1258_1258_1212
551,2,2,1213,1213
552,4,4,1220,1224_1134_1219_1220
553,1,1,1241,1241
554,2,2,1261,1109_1261
555,1,1,1274,1275_1274
556,1,1,1278,1278
557,2,2,1287,1287
558,1,1,1310,1310
559,1,1,1341,1341
560,1,1,1385,1385
561,1,1,9,9
562,2,2,14,13_14
563,2,2,25,25
564,1,1,68,
565,1,1,102,102
566,1,1,113,113
567,1,1,145,145
568,2,2,150,150
