,F,T,S,E
10,16,16,39,39
11,23,15,40,94_1379_1379_1379_1379_94_1379_94_40
12,22,9,41,377_380_380_380_42_380_380_380_380_41
13,57,14,43,310_310_308_308_43_309_308_308_310_310_310_310_311_311
14,125,24,54,55_158_158_157_157_157_158_158_158_54_158_55_158
15,1,1,69,69
16,147,24,83,443_376_25_84_84_443_443_376_443_127_25_84_25_85_376_127_376_127_25_25_443_93_93_93_127_100_100_83_93_82_83
17,109,24,87,415_415_87_415_416_379_379_379_87_131_87_379_379_131_131_130_130_86_86_277_131_415_415_88_416_416_415_416_87_379_379_379_88_87
18,4,4,112,112
19,30,8,128,86_86_441_129_442_442_437_441_441_128
20,1,1,130,130
21,1,1,132,399_132
22,17,14,133,133
23,21,21,135,135
24,8,5,148,148_148_149
25,4,4,150,150
26,53,24,173,227_227_227_174_227_174_227_227_228_227_227_227_227_227_227_227_174_228_228_228_228_228_173
27,15,15,177,177
28,3,3,179,179
29,503,24,181,247_247_247_189_186_181_247_247_189_189_189_189_189_190_191_186_186_181_181_247_186_253_246_186_186_190_181_247_246_194_247_186_191_247_186_189_195
30,3,3,184,
31,4,4,198,198
32,86,24,207,208_252_208_208_252_209_207
33,124,24,210,211_211_211_211_226_226_226_226_224_224_224_226_1384_223_223_223_1384_1384_223_223_223_223_223_1384_223_223_211_211_223_223_223_223_223_223_211_226_226_226_226_226_211_210
34,1507,24,217,824_783_783_812_950_949_950_950_951_951_950_949_950_950_811_807_807_215_807_215_216_216_885_886_1298_1298_763_763_764_764_824_784_903_785_785_784_824_824_1298_910_1298_892_892_891_892_824_904_220_979_979_979_786_785_786_788_891_831_831_786_786_1299_1299_831_831_832_787_832_979_978_978_979_1299_979_786_831_831_786_831_831_786_785_785_784_920_1331_920_1330_1330_920_1330_920_920_1331_920_1332_1329_920_904_903_920_920_784_784_886_910_785_892_885_885_909_1298_787_831_891_891_824_824_784_764_763_917_758_759_1356_759_759_942_941_1262_955_955_954_954_818_1261_1109_1109_1337_1262_931_818_1337_1337_1262_970_918_918_1355_918_918_1356_1356_1356_969_968_968_969_969_1356_1356_759_817_818_818_817_818_1262_954_817_1262_954_818_815_815_817_818_818_816_759_1356_918_814_807_808_814_948_216_811_764_763_763_763_763_763_763_887_887_216_216_215_216_216_215_807_807_808_808_814_814
35,1,1,220,221_220
36,22,9,229,254_187_187_187_187_187_254_229_187_187
37,2,2,239,239
38,93,24,248,248_248_248_248_248_248_248_248
39,88,24,249,250_249_249_249_249_249_249_250_250_250
40,1,1,256,257_256
41,20,20,259,259
42,126,24,263,282_284_284_284_284_284_284_284_282_284_284_284_283_439_439_440_422_439_440_439_439_439_439_19_19_280_19_19_19_422_380_422_281_263_283_263_381_284_283_284_381_283_281_381_381_281_381_283_283_263_281_263_422
43,23,13,265,383_266_383_383_383
44,1,1,266,
45,11,11,267,267
46,1,1,273,273
47,1,1,274,275_274
48,17,8,276,27_274_274_275_27_27_275_275_27_276
49,1,1,279,279
50,2,2,286,287_285_286
51,656,24,288,289_287_725_725_461_461_461_509_509_677_464_290_460_290_290_460_491_491_464_491_1370_466_465_1370_503_1370_503_503_1370_713_1370_713_677_678_678_503_503_678_465_504_504_1370_1370_503_678_678_461_290_290_491_491_509_509_489_678_677_677_464_489_509_489_489_464_461_677_462_289_289_289_287_289_287_287_289_289_287_289_287_287_289_288
52,21,8,292,293_1055_292_1055_1001_1031_1001_1001_292_292
53,1521,24,294,639_293_294_1001_293_293_1010_1011_1011_1010_1035_1056_1034_1036_1036_1034_1005_1035_296_296_296_1011_296_296_1011_1033_1033_639_1013_1033_1014_1013_1013_1033_1033_1033_1033_1033_1013_1033_1033_639_1013_1033_1033_296_296_1033_1011_1010_296_295_1005_1036_1034_1016_1285_1017_1034_1034_1017_1003_1285_1285_1017_1017_1017_1003_1017_1285_1034_1034_1002_1003_1034_1034_1005_1005_1018_1018_299_1019_1021_1019_1056_1019_1054_1054_1051_301_1054_301_301_1036_1036_297_1035_1035_1017_1284_1017_1285_1002_1002_1003_1003_1034_1036_1005_1056_1054_1019_1019_1018_1018_1018_1054_1054_1054_301_1054_301_1018_1056_1019_1019_298_301_1051_300_1019_1005_295_1018_1015_303_303_302_1257_728_704_705_704_640_640_704_640_705_704_640_705_495_372_729_729_730_729_729_372_1276_1276_513_372_730_729_730_729_1276_1276_372_372_730_1276_1276_1276_1276_1276_729_372_372_1276_1276_729_1276_1276_1276_729_730_1276_511_511_642_642_611_642_704_641_727_495_705_641_705_704_641_495_642_642_642_640_728_728_1256_1256_1256_1256_1256_1256_1256_1256_495_1256_1256_1256_1256_1256_1256_1256_1256_1256_639_495_495_1256_1256_495_1256_303_303_303_303_303_303_302_728_640_642_641_727_727_495_728_303_302_1019_1019_1056_1005_1005_293_293_294_639_1049_1032_1030_295_1011_1049_1049_639_1032_1030
54,1,1,306,307_306
55,1,1,333,
56,3270,24,342,690_690_444_689_689_688_688_689_688_688_689_444_594_594_594_690_444_445_351_351_576_743_743_576_743_576_1302_664_353_353_451_451_449_557_586_497_744_744_710_522_681_572_1318_572_712_587_623_623_755_755_755_755_755_590_590_635_635_581_634_635_634_581_697_697_697_578_744_735_735_735_735_735_735_735_735_617_735_500_497_523_523_710_621_622_622_710_621_621_622_621_710_619_622_622_619_619_622_744_619_622_710_631_630_630_1254_1254_1255_1255_1254_1255_707_1255_1255_1255_1254_1255_679_1254_1254_1255_1254_1255_681_523_523_523_706_680_680_630_630_630_522_708_681_707_707_707_680_706_706_680_1254_1255_1255_710_708_681_681_630_630_680_706_1254_1255_680_630_681_710_523_523_522_681_522_523_497_497_697_697_694_579_581_572_623_623_623_623_755_623_623_572_580_581_619_617_735_735_619_744_1315_1315_697_635_634_634_581_581_579_590_579_697_697_579_635_635_635_635_635_635_634_565_565_572_572_755_572_565_565_522_708_681_497_619_744_744_744_744_574_595_595_350_595_1301_1302_1302_1302_1302_576_576_1301_451_451_743_743_451_350_350_444_444_447_444_444_444_447_690_746_746_647_582_582_582_582_582_582_582_582_347_647_647_347_347_647_347_347_738_738_738_625_738_738_738_625_625_625_502_738_738_502_665_625_625_665_738_502_737_737_738_444_444_647_582_582_582_582_582_582_582_582_582_582_584_648_652_652_652_652_652_652_652_652_652_651_652_651_451_1300_1300_1301_479_480_451_451_451_576_664_479_479_480_1300_1301_564_595_595_588_595_595_449_564_564_447_447_449_451_743_743_576_664_451_451_353_451_1302_480_1301_557_557_447_445_690_444_445_447_747_350_593_593_593_346_346_342
57,209,24,354,562_562_562_563_562_562_492_357_356_492_357_492_596_514_514_515_514_589_589_514_514_589_514_514_514_514_514_514_589_514_514_589_589_596_355_356_356_355_562_355_356_355_355_356_562_596_596_355_563_562_355_355
58,17,8,356,357_357_492_357_357_357_357
59,1,1,358,1359_358
60,3136,24,360,670_655_670_472_672_472_673_673_672_472_472_671_671_548_638_670_670_670_551_670_470_1352_470_1352_1353_1352_470_471_656_753_474_657_656_753_473_718_753_753_472_752_1308_675_676_676_1309_1309_675_752_752_638_555_608_531_608_1363_1362_1362_608_687_687_1363_1362_1362_700_702_701_701_687_644_687_527_527_637_637_531_525_531_703_531_531_661_661_661_616_616_370_637_637_637_488_535_615_616_616_532_531_526_531_556_483_483_539_483_556_720_721_721_547_721_638_638_542_638_546_740_547_1291_719_719_719_718_1291_546_1291_1291_753_752_752_752_1308_1308_675_675_638_483_483_720_721_554_541_734_1363_1362_644_687_556_698_540_539_722_722_722_685_685_607_607_721_547_719_719_719_752_364_638_542_638_721_739_739_531_607_607_607_750_750_1363_757_741_741_546_741_740_739_698_698_556_540_541_702_700_700_541_541_721_554_1291_1291_1290_1290_547_739_739_556_541_734_541_700_700_734_540_698_485_485_739_484_607_750_750_750_750_538_483_698_739_483_485_483_734_547_547_546_741_734_662_616_637_526_526_526_615_616_616_661_661_702_703_703_488_488_535_661_661_661_662_615_615_370_526_526_616_616_687_702_541_700_541_541_541_701_702_1363_1363_1362_734_540_540_741_740_740_717_753_753_754_753_753_753_719_1290_719_1290_740_547_740_1290_1290_483_531_525_488_488_488_488_616_616_526_535_535_703_703_702_702_700_700_701_531_643_698_607_662_703_702_702_722_685_722_685_750_750_699_699_541_734_556_741_1291_546_638_554_719_719_719_675_1308_1308_675_1308_1308_676_675_719_552_674_676_675_674_472_472_472_360_1312_1289_1312_638_748_749_604_655_749_604_654_603_603_632_602_602_602_602_602_602_602_601_602_684_602_602_602_602_602_602_655_360_360_655_603_360_655_632_603_603_655_632_604_604_749_748_748_749_749_749_749_604_469_604_604_469_469_604_654_604_551_670_470_470_1352_470_472_470_470_470_1352_470_470_470_470_470_470_470_470_470_470_470_472_471_470_472_472_472_474_472_473_656_474_658_657_473_753_472_655_363_753_554_721_721_638
61,5,4,367,367
62,2,2,382,382
63,22,10,389,132_398_399_417_399_132_132_398_399_417_389
64,1,1,400,400
65,1,1,403,403
66,8,4,413,413_414_437
67,3,3,423,423
68,3,3,429,428_429
69,1,1,437,
70,3,3,442,
71,1,1,452,
72,10,5,474,474_474_657_657_656_657_474
73,907,24,475,1173_1279_1279_1279_1185_1168_1167_1168_1171_1283_1160_1243_1258_1258_1258_1212_1212_1162_1213_1161_1283_1159_1243_1243_1214_1161_1161_1161_1161_1161_1161_1161_1161_1161_1279_1185_1169_1169_1242_1138_1139_1168_1168_1168_1242_1139_1139_1168_1139_1242_1139_1139_1167_1242_1168_1168_1139_1168_1159_1243_1158_1169_1169_1243_1159_1259_1161_1161_1159_1158_1158_1167_1168_1169_1167_1167_1139_1138_1163_1168_1167_1139_1139_1242_1242_1173_1172_1173_1173_1173_1242_1173_1242_1242_1173_1173
74,1,1,480,
75,1,1,488,488
76,1,1,491,491
77,8,5,494,495_495_493_727_727_494
78,16,14,508,509_508
79,5,5,511,
80,14,8,516,516_516_516_517_516
81,3,1,520,732_521_520
82,4,4,525,525
83,1,1,538,
84,2,1,554,
85,1,1,563,
86,1,1,564,564
87,150,24,569,692_692_692_692_692_692_692_571_571_692
88,3,3,581,
89,2,2,596,596
90,1,1,619,
91,2,2,626,625_626
92,1,1,628,628
93,3,2,634,635_636_635
94,4,4,639,495
95,1,1,640,
96,4,3,643,716_716_643
97,15,9,651,652_652_652_652_652_652
98,1,1,660,660
99,1,1,669,669
100,2,2,676,676
101,1,1,677,
102,4,3,688,688_689_688
103,2,2,698,
104,1,1,699,699
105,1,1,729,
106,1,1,742,742
107,39,16,765,986_766_766_765_765_827_765_986
108,16,14,767,768_768_768_768_768_768_768_768_768_768_768_768_768_767
109,604,24,771,796_849_849_789_847_789_847_849_916_852_985_852_843_843_850_850_796_796_794_850_843_847_847_789_772_772_796_773_794_852_852_795_916_1264_916_852_852_916_843_843_843_1264_794_851_790_849_790_772_794_773_1389_1389_850_850_848_843_843_916_794_916_794_1389_790_790_790_1389_772_796_1389_1389_847_849_789
110,26,9,774,933_932_774_932_933_775_933_933_775_774
111,16,6,777,1265_960_960_923_923_924_923_777_777
112,5,4,778,806_779_806_806_214_778
113,78,24,781,873_780_780_873_780_873_873_782_780_780_781_780_780_782_873_873_782_873_780_873
114,15,9,788,1299
115,112,23,792,800_839_800_174_799_799_174_799_799_800_839_792_792_792_792_792_792_792_792_913_841_913_913_792_792_840_792_913
116,213,24,797,212_212_1118_1118_212_797_212_212_212_212_213_212_213_212_212_212_212_1114_1118_1118_1118_212_213_212
117,729,24,801,926_926_952_875_1311_1311_976_1146_1146_1146_1147_1147_1311_1311_976_1311_858_860_860_952_952_976_976_858_801_801_803_981_981_906_801_802_926_1241_1267_1267_926_804_804_1392_1241_1241_907_801_907_854_853_858_952_952_926_801_801_861_926_926_855_858_860_861_801_861_926_926_855_860_952_952_860_907_1267_1241_1241_1267_802_1392_1267_981_907_907_801_803_907_952_855_857_857_857_976_975_976_857_860
118,43,11,809,983_983_963_957_958_982_983_982_956_982_982_982_982_982_982_809_809_982_810_982_809
119,2,2,833,834_834_833
120,7,6,835,834_834_834_835
121,184,24,836,172_172_172
122,13,13,842,842
123,5,4,846,872_872_872_846
124,1,1,850,850
125,386,24,862,862_868_862_862_868_868_868_868_930
126,4,4,874,874
127,5,3,881,
128,48,14,908,911_1386_1386_961_834_1386_962_1386_962_1386_962_961_1386_908_962
129,2,1,911,911
130,1,1,920,
131,2,2,935,935
132,1,1,936,936
133,37,17,937,938_911_1386_912_911_911_938_912_911_911_937_938
134,3,3,940,939_939_940
135,1,1,952,
136,1,1,959,959
137,1,1,966,966
138,1,1,973,973
139,1,1,976,976
140,3,2,979,978
141,1,1,981,981
142,140,24,988,1028_1028_1028_1027_1027_1027_1027_996_1027_1027_1027_998_998_1028_1027_1027_989_994_994_996_994_994_996_996_996_996_996_994_996_996_996_989
143,1,1,997,1045_997
144,4,3,998,998
145,2,1,1000,1048_1000
146,8,4,1011,1011
147,106,24,1024,991_1026_992_992_1026_1024_1026_1025_991_991_992_991_991_991_991_991
148,81,23,1029,1052_1052_1052_1052_997_998_1028_1028_1028_1028_998_997_998_1028_1028_1029_1052_1029_1053_1052_1029_1029_1029_1029_1029
149,1,1,1041,1041
150,101,24,1057,1063_1080_1059_1063_1080_1063_1063_1080_1080_1080_1079_1063_1080_1059_1058_1059_1059_1058_1080_1059_1059_1058_1080_1080_1080_1080_1057_1080_1079_1079_1080_1080_1059_1059_1064_1063_1080_1059_1059_1080
151,2,1,1060,1076_1060
152,4,2,1061,1066_1066_1062_1061
153,303,24,1062,1096_1096_1090_1090_1096_1062_1109_1262_1096_1072_1092_1094_1089_1088_1088_1088_1088_1088_1094_1088_1073_1088_1072_1072_1072_1088_1088_1087_1088_1088_1094_1073_1095_1062_1062_1066_1066_1076_1076_1060_1060_1061_1082_1066_1061_1062_1096_1062_1062_1090_1109_1096_1096_1096_1096_1090_1095
154,7,7,1064,1064
155,2,2,1070,1070
156,1,1,1072,1072
157,14,13,1092,1086_1092
158,2,1,1098,1099_1098
159,3,2,1101,1102_1102_1101
160,7,7,1105,1105
161,1,1,1119,1338_1119
162,1,1,1126,1126
163,1,1,1131,1132_1131
164,2,2,1139,
165,1,1,1169,
166,4,3,1200,1200
167,2,2,1208,1208
168,13,13,1212,1258_1258_1258_1258_1258_1258_1258_1258_1258_1258_1258_1258_1258_1212
169,3,2,1220,1224_1219_1220
170,3,3,1234,
171,131,24,1244,1270_1270_1270_1270_1249_1251_1251_1248_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247
172,1,1,1274,1275_1274
173,4,4,1293,
174,1,1,1308,1308
175,22,14,1326,1326_1326_1326_1326_1326_1327_1326
176,5,4,1334,1333
177,1,1,1337,
178,1,1,1345,1345
179,15,8,1347,1348_1348_1346_1346_1348_1347_1348_1346
180,3,2,1350,1307_1350
181,1,1,1351,1351
182,6,5,1354,1353_1353_1353_1354
183,49,24,1366,1364_1365_1365_1365_1365_1365_1364_1364_1365_1365_1364_1364_1364_1365_1364_1365_1364_1365
184,1,1,1368,1368
185,119,24,1371,1374_261_261
186,3,3,1373,1373
187,1,1,1376,1376
188,2,2,1377,
189,3,3,1382,1116_1116_1382
190,1,1,1384,1384
191,14,13,1396,1395_1395_1395_1395_1395_1395_1394_1395_1395_1395_1395_1395_1396
192,2,2,14,14
193,1,1,81,82_81
194,1,1,108,108
195,1,1,122,122
196,1,1,162,162
197,2,1,163,
198,1,1,175,176_175
199,4,4,194,194
200,1,1,216,216
201,9,8,221,220_220_220_220_220_221
202,1,1,260,260
203,5,2,293,1030_1030
204,9,8,305,306_306_306_306_306_306_305
205,1,1,339,339
206,3,3,340,340
207,2,2,391,392_392_391
208,4,2,399,132
209,1,1,481,482_481
210,2,2,492,
211,14,4,518,287_732_287_732_521_521_520_518_519_518
212,9,9,609,609
213,1,1,627,627
214,1,1,661,661
215,1,1,670,
216,3,3,704,704
217,1,1,725,725
218,1,1,741,
219,3,3,755,755
220,1,1,776,776
221,2,1,820,896_900_820
222,3,2,821,822_822_821
223,1,1,847,
224,22,13,857,61_257_257_257
225,2,1,887,987_887
226,1,1,898,898
227,1,1,904,904
228,1,1,912,912
229,1,1,942,944_942
230,1,1,943,943
231,2,2,958,958
232,1,1,963,
233,1,1,965,965
234,1,1,967,968_967
235,12,11,972,973_973_973_973_973_973_973_973_973_972
236,2,2,1005,
237,10,9,1015,1015
238,1,1,1046,1047_1046
239,1,1,1109,1261_1109
240,4,3,1146,1147_1147_1146
241,1,1,1205,
242,2,2,1225,
243,1,1,1241,1241
244,1,1,1252,1252
245,1,1,1275,1275
246,1,1,1277,1277
247,1,1,1287,1287
248,1,1,1333,1333
249,1,1,1339,1340_1339
250,1,1,1349,1349
251,24,18,1367,1368_1368_1368_1368_1368_1368_1368_1368_1368_1368_1368_1368_1367
252,8,8,38,38
253,1,1,69,69
254,5,4,130,130
255,2,2,172,172
256,2,2,176,176
257,9,9,266,266
258,1,1,279,279
259,1,1,393,393
260,1,1,437,
261,5,5,459,
262,3,3,488,488
263,1,1,547,
264,2,2,556,556
265,1,1,561,561
266,8,6,563,492_492_563
267,2,2,564,
268,1,1,630,
269,2,2,638,638
270,1,1,658,659_658
271,1,1,660,660
272,3,2,668,669_669_668
273,1,1,673,673
274,1,1,690,
275,3,3,705,705
276,1,1,722,
277,2,2,730,
278,1,1,742,742
279,1,1,748,
280,1,1,785,785
281,1,1,819,819
282,8,6,888,887_828_887_888
283,1,1,902,902
284,1,1,910,910
285,1,1,915,915
286,1,1,952,952
287,3,3,974,974
288,1,1,976,976
289,2,2,977,977
290,1,1,987,987
291,1,1,989,989
292,1,1,1029,1029
293,1,1,1036,1036
294,3,2,1060,1076_1076_1060
295,14,8,1062,1066_1066_1062_1062
296,4,3,1078,1128_1121_1121_1078
297,1,1,1083,1083
298,3,3,1096,
299,6,4,1098,1120_1099_1100_1120_1099_1098
300,1,1,1108,1108
301,1,1,1124,1125_1124
302,1,1,1126,1126
303,1,1,1127,1128_1127
304,12,6,1134,1220_1134_1224_1224_1219_1220
305,1,1,1156,1156
306,1,1,1200,1200
307,5,5,1203,1209_1209_1203
308,1,1,1213,1213
309,1,1,1218,1219_1218
310,2,2,1224,
311,1,1,1250,1250
312,1,1,1308,
313,4,3,1309,1310_1309
314,1,1,1338,1338
315,1,1,1341,1341
316,2,2,1346,
317,9,7,1351,1307_1307_1307_1307_1350_1350_1307_1351
318,1,1,27,
319,1,1,145,145
320,1,1,215,
321,2,2,226,
322,2,2,239,239
323,1,1,256,256
324,1,1,262,
325,1,1,392,392
326,1,1,444,
327,1,1,502,502
328,3,2,572,572
329,1,1,661,661
330,1,1,667,667
331,1,1,670,
332,2,2,676,676
333,1,1,703,703
334,1,1,720,720
335,1,1,725,725
336,1,1,744,744
337,1,1,758,758
338,1,1,806,971_806
339,2,2,828,889
340,2,2,830,829_830
341,4,4,833,833
342,1,1,850,850
343,3,2,899,901_902_899
344,1,1,900,900
345,1,1,901,
346,3,2,911,912_912
347,2,2,913,913
348,2,1,931,954_931
349,11,7,939,983_983_956_939
350,2,1,942,943_942
351,2,2,950,950
352,1,1,955,955
353,1,1,981,
354,1,1,1000,1048_1000
355,1,1,1028,1028
356,1,1,1045,1045
357,1,1,1065,1065
358,1,1,1066,1082
359,1,1,1123,1123
360,1,1,1130,1130
361,1,1,1139,
362,1,1,1148,1148
363,1,1,1152,
364,1,1,1168,1168
365,1,1,1239,1239
366,1,1,1253,1253
367,1,1,1286,1286
368,1,1,1296,1296
369,1,1,1343,1344_1343
370,17,9,1349,1348_1346_1347_1348_1349
371,1,1,81,82_81
372,2,1,84,
373,1,1,122,122
374,1,1,175,175
375,1,1,195,195
376,2,2,260,260
377,1,1,273,273
378,9,9,279,279
379,1,1,338,338
380,1,1,414,414
381,1,1,415,415
382,2,1,420,421_420
383,1,1,437,437
384,3,2,451,
385,2,2,478,478
386,1,1,482,482
387,1,1,491,
388,1,1,495,495
389,1,1,601,601
390,1,1,606,742_606
391,1,1,622,622
392,1,1,673,673
393,2,1,689,689
394,1,1,698,698
395,1,1,708,708
396,3,3,719,
397,4,2,789,936_789
398,1,1,822,822
399,1,1,847,847
400,1,1,928,928
401,1,1,929,929
402,1,1,933,933
403,2,2,935,934_935
404,22,9,957,963_958_958_982_983_956_958_957_963_963
405,1,1,967,967
406,1,1,971,971
407,1,1,976,
408,1,1,987,987
409,1,1,998,998
410,1,1,1038,1042_1038
411,2,2,1070,1070
412,1,1,1083,1083
413,1,1,1085,1273_1085
414,3,3,1108,1108
415,3,2,1111,1112_1112_1111
416,1,1,1117,1117
417,2,1,1119,1338_1119
418,1,1,1128,1128
419,1,1,1132,1132
420,12,6,1147,1146
421,1,1,1156,1156
422,1,1,1218,1218
423,5,2,1248,1251_1251_1249_1248
424,2,2,1267,1267
425,1,1,1340,1340
426,1,1,1344,1344
427,2,1,1350,1350
428,1,1,1363,1363
429,2,2,1364,1364
430,1,1,1382,1382
431,1,1,11,11
432,1,1,82,82
433,1,1,108,
434,2,2,112,112
435,4,3,149,148
436,1,1,154,154
437,2,2,169,169
438,2,2,172,172
439,3,3,179,179
440,17,17,198,198
441,3,2,234,235
442,1,1,235,
443,1,1,274,274
444,5,3,340,338_338_335_340
445,4,4,367,367
446,1,1,393,393
447,11,8,416,415_415_416
448,2,2,494,494
449,3,2,501,502_501
450,1,1,547,547
451,1,1,556,556
452,1,1,561,561
453,1,1,564,564
454,2,2,626,625_626
455,4,3,636,635_636
456,1,1,638,
457,1,1,710,
458,1,1,744,744
459,1,1,748,
460,1,1,750,
461,8,6,776,777_777_777_1265_1265_777_776
462,1,1,778,779_778
463,1,1,846,872_846
464,1,1,874,874
465,2,2,889,828_889
466,1,1,901,901
467,2,1,920,
468,3,3,942,944_943_942
469,1,1,943,943
470,1,1,969,969
471,1,1,997,1045_997
472,2,1,1000,1048_1000
473,2,2,1018,
474,1,1,1027,1027
475,2,2,1036,1036
476,3,3,1037,1027_1037
477,2,2,1066,1066
478,1,1,1076,1076
479,3,3,1082,1082
480,6,4,1097,1098_1097_1126_1097
481,1,1,1100,1101_1100
482,1,1,1102,1102
483,2,2,1106,1101_1106
484,6,4,1113,1124_1124_1125_1125_1113
485,2,1,1122,1123_1122
486,1,1,1129,1130_1129
487,1,1,1152,
488,4,4,1293,1293
489,2,2,1308,1309_1308
490,2,2,1339,1340_1339
491,1,1,1346,
492,7,4,1352,1353_1354_1354_1353
493,1,1,1359,1359
494,1,1,1373,1373
495,1,1,1392,1392
496,2,2,80,80
497,1,1,86,86
498,13,7,122,122
499,7,7,150,150
500,1,1,174,
501,2,2,175,175
502,2,2,210,210
503,3,3,239,239
504,3,2,272,273_272
505,5,1,293,1030
506,1,1,342,342
507,3,2,391,393_392_391
508,1,1,413,414_413
509,1,1,415,
510,1,1,420,421_420
511,1,1,423,423
512,14,4,437,129_442_442_441_414_414_413_437
513,15,7,474,657_657_656_657_656
514,2,1,493,726_493
515,1,1,519,519
516,2,2,520,520
517,3,2,521,732_732_521
518,3,1,541,699_541
519,2,2,629,629
520,1,1,659,659
521,5,3,667,1300_669_667_668_666
522,1,1,673,673
523,2,2,675,675
524,1,1,676,676
525,4,2,688,688
526,2,2,690,
527,4,3,722,685_685_722
528,4,4,725,
529,1,1,742,742
530,1,1,793,793
531,1,1,806,971_806
532,2,1,808,808
533,2,2,825,825
534,2,2,830,959_959_830
535,1,1,898,898
536,1,1,910,910
537,1,1,911,911
538,1,1,913,913
539,1,1,924,924
540,1,1,940,940
541,1,1,963,963
542,2,1,965,966_965
543,3,2,967,968_969_968_967
544,1,1,998,
