,F,T,S,E
0,1,1,2,50_2
1,243,30,6,109_103_109_5_109_5_109_5_109_5_5_109_5_5_170_10_142_142_68_142_142_67_68_142_9_67_10_10_9_170_170_170_170_170_170_170_9_170_9_170_9_9_170_9_142_67_9_170_5_5_109_109_5_5_5_5_109_5_109_5_5_109_5_103_103_109_109_188_5_5_109_5_109_5_109_5_103_5_109_5_103_9_170_170_170_9_170_10_9_170_170_9_170_170_170_103_5_109_5_103_109_5_5
2,3,3,11,95_95_95_11
3,11,4,13,143_74_73_72_72_13
4,7,7,19,18_18_18_18_18_18_19
5,997,30,29,30_387_387_387_387_1376_1376_411_411_314_312_134_134_312_313_30_134_312_454_315_454_454_312_134_134_312_314_316_315_316_315_436_30_387_30_332_387_387_312_312_134_312_331_395_395_387_271_271_384_324_402_402_268_271_385_396_331_30_30_387_30_30_387_312_134_134_134_456_455_134_456_134_312_312_436_312_454_315_315_436_314_312_312_134_30_30_1294_331_332_332_387_387_387_424_425_424_425_427_426_427_427_427_427_426_425_319_318_317_318_1297_319_319_317_329_329_329_329_328_387_1294_329_329_329_329_329_329_424_384_271_271_331_331_396_396_395_428_426_427_426_425_424_425_268_271_271_403_403_403_384_384_269_268_271_384_384_394_331_395_424_425_427_426_428_425_385_394_331_331_424_328_327_331_331_395_271_271_271_385_384_403_384_271_268_384_402_385_383_324_428_427_425_428_428_427_427_426_425_326_324_385_403_384_385_402_327_329_327_329_319_317_319_1297_319_317_1297_319_319_319_319_318_317_319_320_320_320_320_320_402_384_401_330_330_271_271_394_331_331_332_411_387_331_394_394_387_387_30_30_30_134_30_29_30_387_387
6,4,3,38,36_37_38
7,7,7,42,380_380_380_380_380_380_380_42
8,194,30,43,309_43_308_308_310_310_43_310_309_308_308_308_310_311_310_310_43_310_308_308_40_40_263_380_380_380_380_380_380_380_380_380_380_380_380_380_380_380_4_39_39_39_41_380_380_40_40_94_40_41_380_380_311
9,1,1,44,390_44
10,5,4,47,49_152_47_47_48_47
11,1,1,51,51
12,475,30,57,168_168_168_105_105_58_168_168_104_167_167_167_105_105_105_105_168_167_167_167_59_65_167_167_167_59_65_65_167_167_167_65_59_167_167_65_65_65_167_167_167_168_168_167_167_65_168_65_167_119_119_118_119_31_31_31_31_119_119_32_137_139_138_137_120_138_139_139_121_137_138_139_120_121_120_101_121_138_183_184_138_138_31_138_137_139_140_137_31_31_139_140_101_101_121_121_137_31_139_139_140_121_140_137_31_119_119_31_119_31_119_31_31_31_32_119_118_168_104_104_104_105_105_168_58_168_105_168_168_105_105_104_168_167_167_167_167_167_167_167_59_167_168_66_65_167_96_96_97_97_119_119_118_118_65_167_168_65_168_168_57_104_105_105_57_56
13,4,4,60,60
14,1,1,61,258_61
15,4,4,63,62_62_62_63
16,8,7,67,68_142_142_68_142_142_142_142
17,4,3,87,87_88_87
18,1,1,96,97_96
19,1,1,98,98
20,1,1,103,103
21,6,2,106,234_233_107_106
22,11,6,108,106_106_107_108
23,7,3,114,151_113_114
24,1,1,118,118
25,2,2,128,127_128
26,1,1,131,131
27,2,2,134,456
28,1,1,149,149
29,13,4,154,156_155_153_156_154
30,1,1,160,160
31,2,2,161,161
32,3,3,169,169
33,1,1,173,227_173
34,45,12,178,241_203_178_178_205_204_204_204_178_178_204_178_202_203_241_241_202_241
35,9,9,183,183
36,2,1,185,200_199_185
37,1,1,191,191
38,2,1,192,193_192
39,2,2,198,198
40,4,2,206,237_206
41,1,1,216,217_216
42,5,4,219,218_218_219
43,2,2,222,223_223_222
44,4,4,225,224_224_224_225
45,2,2,229,194_229
46,1,1,240,240
47,2,2,257,257
48,1,1,263,263
49,3,1,265,383_266_265
50,2,1,275,276_275
51,13,9,277,87_87_277_87_88_277
52,1,1,282,381_282
53,2,1,290,460_290
54,188,30,299,1054_1051_300_1051_1019_1019_1021_298_1018_1018_300_299_300_300_300_301_301_1050_1050_1051_1051_298_1005_1004_1035_1005_297_1035_1035_297_1004_297_297_298_1050_297_298_1054_1051_300_301_300_1054_299_299_303_303_302_303_302_301_1015_1056_1021_1050_1019_1050_1021_1021_1021_1019_1021_1021_1020_1056_298_298_300_1054_301_1051_298_1050_1021_1019_1019_1021_1021_1019_1050_1020_1021_1021_1019_1019_1050_1050_1050_300_301_1051
55,11,10,302,303_728_303_303_303_303_303_303_303_303_303_302
56,1,1,305,306_305
57,4,4,308,308
58,3,2,314,436
59,1,1,315,454
60,1,1,323,323
61,2,2,330,330
