,F,T,S,E
0,2,2,6,109_109_6
1,1,1,11,95_11
2,5,3,28,333_30_30_29_30_28
3,2,1,37,151_37
4,1,1,43,309_43
5,3,3,48,152_152_47_48
6,3,1,51,91_92_51
7,2,2,55,157_157_55
8,1,1,65,66_65
9,1,1,68,68
10,3,2,79,78_1282_79
11,1,1,82,82
12,1,1,83,100_83
13,4,2,86,84_85_86
14,3,2,87,130_87
15,2,2,88,277_88
16,1,1,107,107
17,7,3,123,95_12_72_143_1288_123
18,1,1,125,125
19,4,1,148,164_149_148
20,1,1,155,156_155
21,1,1,163,163
22,6,4,196,247_196_181_247
23,2,2,201,197_201
24,1,1,202,203_202
25,44,11,210,212_212_210_214_214_807_215_215_214_213_213_212_210_213_212_211_210_221_222_222_223_1384_223
26,1,1,214,215_214
27,253,13,217,811_812_764_764_783_1299_1299_959_829_830_829_892_892_784_1299_1299_829_889_828_828_829_830_787_893_1299_831_832_788_787_786_893_910_910_1298_909_909_1298_910_910_823_823_885_910_891_892_788_787_959_828_829_830_891_891_892_893_786_786_783_919_903_904_920_921_1306_1306_904_1331_1331_1332_1329_1330_1330_1331_1306_921_1332_921_824_824_783_785_784_784_784_785_786_786_788_788_832_832_832_831_830_831_892_891_887_886_823_823_783_764_217_763_941_945_945_762_941_761_761_760_762_760_761_762_763_764_218_218_217
28,2,1,220,221_220
29,3,2,223,1385_1384_223
30,2,2,229,244_244_229
31,1,1,232,232
32,1,1,240,240
33,5,2,262,269_268_261_262
34,1,1,263,264_263
35,3,1,265,383_266_265
36,1,1,273,273
37,1,1,276,276
38,1,1,282,282
39,2,1,290,460_290
40,4,2,299,301_300_299
41,5,3,302,303_303_302
42,3,2,314,433_433_315_314
43,1,1,318,318
44,3,2,319,341_320_319
45,1,1,325,325
46,5,3,328,1297_327_329_329_328
47,1,1,329,
48,1,1,331,386_331
49,1,1,332,411_332
50,1,1,335,335
51,1,1,336,336
52,1,1,346,593_346
53,1,1,354,614_354
54,7,2,355,562_492_563_355
55,1,1,363,363
56,2,2,364,552_364
57,3,3,365,553_366_365
58,2,2,366,
59,275,37,368,751_751_686_369_483_555_486_485_486_368_538_483_368_538_366_367_367_537_537_757_608_608_751_751_368_369_369_528_533_532_615_616_616_532_370_370_371_535_535_757_702_701_714_702_703_703_535_534_534_527_528_529_487_487_528_533_616_532_370_531_751_751_370_371_533_487_534_534_534_487_534_529_529_487_528_527_527_488_487_487_528_686_662_733_485_486_486_757_486_686_1358_757_1358_686_1357_757_757_1357_662_686_686_1357_686_686_700_734_734_701_1358_1358_757_733_486_662_662_686_662_1357_733_733_539_733_733_1357_686_662_662_485_1358_733_757_535_662_686_686_698_485_685_662_485_1357_1357_486_1357_734_733_739_484_483_539_539_485_538_538_367_368
60,12,3,370,757_535_535_534_533_532_370
61,1,1,371,371
62,1,1,372,372
63,4,2,387,1294_1294_387
64,2,2,399,132_399
65,2,1,404,405_404
66,2,2,417,417
67,1,1,443,443
68,1,1,444,444
