,F,T,S,E
23,550,24,215,807_807_974_814_814_808_808_807_807_808_813_946_950_950_949_813_951_951_948_948_951_949_950_812_216_217_813_812_948_948_813_216_763_763_823_784_784_783_824_824_823_783_891_885_909_832_786_786_1299_1299_891_831_891_1299_1299_831_787_831_892_892_885_910_910_885_886_885_886_885_885_783_885_948_813_763_766_766_765_765_763_765_764_886_824_784_920_903_903_786_785_785_785_784_824_824_887_887_886_783_824_763_812_948_948_947_216_219_216_216_216_784_811_216_216_813_812_219_218_951_946_949_951_947_951_950_950_948_974_974_215_807_807_814_808_807_807_215
24,2,2,221,220_221
25,2,1,222,223_222
26,2,1,224,225_224
27,1,1,235,235
28,1,1,239,239
29,96,24,248,251_1281_1281_248_251_248
30,5,4,249,249_249_250_249
31,9,6,254,254_254_229
32,2,1,262,262
33,105,23,263,264_263_282_263_281_263_283_284_284_283_381_381_282_263_263_381_381_381_263_440_440_440_422_440_280_440_440_440_440_440_440_440_440_281_440_440_422_281_263_381_282_281_282_381_423_440_281_280_280_422_440_422_263
34,1,1,264,264
35,8,8,267,267
36,1,1,273,273
37,3,2,274,275_275_274
38,1,1,276,276
39,15,6,279,1197_1202_1208_1202_1202_1197_279
40,1,1,281,
41,496,24,288,289_287_289_521_521_732_732_287_289_289_287_289_287_289_287_289_521_461_461_678_1370_1370_713_713_504_504_466_466_465_466_503_503_504_466_713_1370_678_1370_1370_465_678_678_678_504_503_713_713_461_489_489_489_489_464_464_290_290_460_491_491_489_489_510_489_288_289_289_290_290_460_464_461_461_461_461_489_491_290_677_461_464_464_290_290_491_460_678_678_677_464_464_461_489_509_489_491_290_290_461_461_461_464_290_463_1390_461_713_678_466_466_677_461_678_289_289_289_289_289
42,2,2,293,294_293
43,693,24,296,1011_1012_1056_1056_297_1054_1054_1054_1054_302_301_301_300_1054_301_1054_1054_1051_1035_1004_297_1004_1019_1019_1004_1056_1021_1005_1056_1018_1018_296_297_298_298_1021_1019_1021_1056_1056_298_298_1021_1056_1019_1021_1019_1056_1019_1036_1036_1018_297_1035_1004_1012_1012_296_296_1035_1035_1004_1035_1004_1019_298_299_301_301_1051_1054_301_301_1021_1034_1017_1016_1034_1017_1035_1036_1034_1034_1007_1002_1002_1002_1003_1034_1034_1006_1007_1006_1007_1002_1002_1008_1017_1017_1017_1016_1009_1003_1036_1035_1034_1006_1006_1003_1036_298_1004_1019_1019_1019_1004_1005_1001_1001_1030_1030_1014_704_642_642_704_640_704_704_640_641_642_642_642_641_642_642_641_642_642_642_611_611_705_704_640_642_642_641_642_704_495_727_726_727_640_640_496_1257_728_728_728_1257_728_728_495_639_639_1032_1032_1049_1049_294_294_295_1049_1012_296
44,1,1,305,306_305
45,1,1,321,321
46,5,5,342,342
47,1037,24,348,349_349_737_349_746_746_594_594_350_559_351_350_557_451_352_1301_1302_576_1302_479_480_480_559_451_743_743_451_559_560_560_559_352_351_451_451_451_353_743_743_564_350_350_747_447_1317_444_445_445_445_747_447_689_445_445_1317_690_445_1317_447_444_444_445_689_747_557_576_352_451_451_451_743_479_669_669_668_668_1300_1300_576_1302_1302_479_479_480_1302_1302_1302_576_1301_1301_664_350_557_558_351_350_557_564_451_350_557_664_557_560_664_1301_1300_1301_1301_479_664_576_1302_1302_576_451_451_353_451_353_351_350_350_447_557_451_557_560_558_447_447_1316_689_444_444_688_688_689_690_444_1316_447_690_688_689_690_347_444_583_583_347_647_647_584_584_347_444_445_447_447_350_746_648_746_349_349_746_349_648_746_651_746_651_348_349_738_738_738_738_738_738_738_737_738_502_625_625_665_737_349_349_652_652_651_652_738_647_445_444_444_647_347_582_582_582_583_583_347_584_649_647_647_651_652_651_652_652_651_349
48,145,24,354,563_563_562_562_562_563_562_562_562_357_357_356_355_563_562_596_355_355_563_355_356_492_356_562_356_356_355_355_562
49,1934,24,362,1289_1312_1289_1312_548_1312_1289_551_670_670_671_1312_1289_1289_1289_1312_549_1312_362_361_362_363_670_670_551_552_752_553_752_752_1308_674_1308_719_555_554_555_483_740_555_483_539_556_556_739_739_483_483_546_542_638_638_721_1291_555_555_740_540_546_540_740_547_1291_1290_554_721_554_638_542_721_547_547_546_638_638_638_721_721_555_740_685_608_608_733_528_637_637_532_531_370_526_526_527_525_526_532_532_531_701_1362_483_483_484_608_751_537_750_750_537_608_608_703_757_733_1357_485_686_1363_1363_1362_701_699_541_699_541_700_700_484_698_698_540_556_539_484_539_556_556_540_734_1363_1364_1363_1362_701_1358_734_733_637_637_637_757_703_532_662_535_661_661_662_533_488_534_703_703_757_685_661_661_662_369_608_751_538_368_750_368_536_698_698_616_616_615_615_616_526_531_526_531_370_370_487_662_616_370_370_527_637_637_527_371_733_739_484_483_483_547_547_542_638_638_721_638_361_655_361_670_671_551_363_361_363_670_552_551_361_361_655_361_670_752_1308_1308_753_753_673_672_673_673_672_472_671_752_752_364_554_1308_675_675_718_719_718_675_1308_752_671_472_670_1290_364_365_554_721_547_1290_555_740_741_740_556_556_539_531_530_685_637_527_485_487_528_637_531_616_535_540_541_541_702_702_702_701_1362_734_1362_1358_700_734_371_527_528_488_703_535_535_616_662_608_687_687_643_644_646_646_687_687_643_715_716_716_643_644_608_644_608_687_644_644_646_645_687_687_643_531_685_722_722_722_685_484_539_483_484_538_750_750_537_685_538_757_539_540_539_733_539_485_685_370_370_488_487_535_531_370_372_525_526_526_487_703_703_700_734_734_485_484_485_685_538_685_485_539_733_1362_1363_1363_734_734_741_740_541_540_540_485_538_483_483_485_484_556_556_555_720_721_721_638_721_546_554_547_718_1290_546_1291_719_1309_1310_1310_1309_1309_1308_675_676_676_675_717_554_552_1289_1289_361
50,2,2,367,367
51,137,24,372,513_372_372_729_729_730_730_729_372_372_730_730_729_729_372_372_513_729_512_372_730_512_372_730_730_513_372_1276_374_1276_374_372_1276_374_730_513_512_372
52,5,4,374,1276_1276_1276
53,2,2,390,
54,1,1,391,
55,2,1,392,393_392
56,11,8,415,415_415_415_415_415
57,19,8,419,420_421_421_421_421_419_420_419
58,1,1,422,
59,1,1,424,
60,1,1,440,
61,1,1,442,442
62,1,1,464,
63,17,6,468,469_469_469_468_467
64,1,1,471,471
65,2,2,474,656_474
66,575,24,475,1163_1164_1166_1243_1158_1158_1166_1280_1242_1242_1242_1163_1163_1242_1163_1242_1163_1138_1164_1243_1159_1160_1160_1159_1160_1159_1243_1161_1159_1159_1169_1187_1171_1169_1187_1168_1168_1139_1138_1167_1167_1171_1138_1138_1158_1168_1169_1243_1158_1160_1159_1243_1243_1168_1168_1167_1167_1158_1159_1158_1283_1260_1283_1283_1259_1259_1283_1260_1260_1259_1160_1163_1279_1139_1139_1167_1138_1171_1169_1158_1279_1279_1166_1158_1158_1185_1164_1163_1138_1242_1242_475_475_1172_1172_1173_1172_1172_1172_475_1172_1172_1172_477_475_1173_1173_1172_477_475_1172
67,2,1,479,
68,1831,24,497,523_523_709_523_591_497_620_735_617_735_617_617_735_735_617_617_619_617_617_620_744_744_500_500_744_744_500_744_619_523_523_497_744_744_500_619_708_708_681_622_621_710_621_621_681_680_630_631_630_1255_1254_1255_706_631_630_630_1255_1254_1255_1255_1255_1255_1255_1254_1254_1255_1255_1255_630_680_630_622_622_622_621_621_621_523_706_523_630_1254_1254_1255_679_630_630_630_680_1255_680_1255_1254_1255_1255_1255_1255_679_1255_680_706_708_707_724_710_723_622_523_708_708_708_681_744_619_619_735_619_735_617_619_619_1315_683_592_694_696_696_697_695_695_697_697_695_697_578_683_697_697_697_695_697_683_636_636_635_636_565_568_712_581_580_579_635_634_635_635_635_636_636_636_581_1319_1319_579_565_1320_565_572_572_572_573_755_573_573_587_587_624_587_755_623_711_573_587_573_623_573_755_1319_565_1320_1319_1320_565_565_634_697_697_695_592_694_695_579_590_497_500_497_523_523_522_497_497_708_708
69,8,5,502,738_625_738_738_502_738_738_665_502
70,3,2,508,508
71,1,1,511,511
72,2,2,513,
73,31,13,514,589_589_588_589_514_514_589_589_514_514_514_589_514_589_589_515_514
74,1,1,517,517
75,3,2,519,520_520_519
76,1,1,547,
77,1,1,557,
78,1,1,565,
79,5,3,569,569_691
80,92,24,570,571_569_692_692_692_569_692_692_569_571_571_571_571_571_571_571_571_571_571_571_571
81,2,1,574,574
82,1,1,584,
83,1,1,588,588
84,1,1,593,593
85,1,1,596,596
86,1,1,601,684_601
87,1,1,603,632_603
88,1,1,606,742_606
89,1,1,615,615
90,1,1,628,628
91,1,1,643,715_643
92,1,1,651,652
93,1,1,653,653
94,22,8,654,749_604_604_653_604_749_604_654_749_604_655
95,1,1,660,660
96,1,1,670,
97,1,1,676,676
98,7,7,682,633_633_633_633_633_633_682
99,10,6,688,689_688
100,1,1,702,702
101,3,2,703,703
102,8,6,713,713_713_1370
103,2,2,716,716
104,3,3,719,
105,2,2,729,729
106,3,3,730,
107,2,1,732,
108,2,2,737,
109,1,1,741,
110,1,1,744,
111,1,1,747,747
112,2,2,748,748
113,3,2,753,754_753
114,284,24,760,917_917_1355_1356_918_1355_918_759_1356_918_758_1356_1356_1356_758_759_917_759_917_917_917_918_918_1355_1355_1356_941_945_758_758_759_917_758_759_762_970_970_970_970_970_970_942_945_762_762_942_762_762_762_762_762_759_968_968_969_918_917_945_762_941_762_762
115,1,1,766,766
116,452,24,771,849_790_850_850_790_789_790_847_796_794_848_850_789_790_790_849_849_847_789_848_849_790_847_848_848_790_790_1389_796_773_851_851_773_772_852_1264_845_1263_964_964_845_964_843_843_843_844_848_843_843_1263_845_1263_1263_845_843_845_843_795_1264_794_1264_777_985_985_852_852_916_916_794_794_916_852_916_916_1389_773_796_796_1389_796_772_772_1389_796_773_772_795_794_1264_1264_852_916_794_795_916_852_852_852_794_773_796_772_796_790_849_848_850_848_847_847_789
117,1,1,772,
118,9,6,774,933_774_774_933_775
119,2,2,775,932
120,4,2,778,779_214_778
121,77,22,780,782_782_781_780_781_782_782_781_873_873_780_780_780
122,10,2,794,1263_1264
123,79,24,797,798_212_212_212_212_212_798_1113_1067_1075_1114_1074_1075_1074_1074_1067_1075_1074_1067_797
124,828,24,802,907_1241_1311_1311_975_1311_952_952_853_952_926_802_801_861_856_906_906_905_858_976_976_857_858_906_906_905_905_905_952_860_952_860_856_906_905_905_952_906_804_1267_1392_1267_1267_804_907_907_952_1267_1267_1241_1241_1267_1268_1267_926_926_926_906_907_1267_907_907_1267_976_976_858_257_257_857_257_857_858_976_860_854_871_871_906_803_803_803_926_952_858_871_871_1311_976_1311_257_858_257_257_257_257_857_1311_860_905_853_1311_871_905_1267
125,60,14,809,826_982_982_810_826_826_982_982_982_982_827_827_826_826_983_983_958_958_957_957_982_957_982_983_956_956_982_982_810_826_809_826
126,46,13,815,817_816_818_817_816_955_954_818_954_931_931_818_816_815_931_818_817_815_816_818_817
127,9,3,820,822_821_819_820
128,1,1,824,
129,1,1,825,825
130,3,2,829,959_830_829
131,2,2,833,834_834_833
132,1,1,842,842
133,2,1,848,
134,1,1,850,
135,3,1,860,952
136,263,24,862,862_930_862_930_862_868_868_930_781_868_867_930_867_868_868_862_862_913_868
137,1,1,887,887
138,1,1,893,893
139,65,24,894,249_250_250_249_249_250_250_249
140,1,1,900,900
141,152,24,903,920_904_1330_1332_920_1332_1328_1328_1328_1330_1330_1332_920_921_920_1331_1332_1331_921_921_920_920_921_1330_920_1332_921
142,1,1,906,
143,43,12,908,962_961_1385_1386_1385_961_908_833_834_1386_1386_961_834_1385_961_962_834_908_834
144,1,1,910,910
145,1,1,911,912_911
146,1,1,929,929
147,2,2,935,935
148,2,2,936,936
149,23,9,937,938_938_912_912_911_911_938_937_938
150,22,7,939,983_940_940_939
151,25,5,946,950_950
152,2,1,957,963_957
153,1,1,961,
154,2,1,968,
155,1,1,977,978_977
156,2,2,979,978_979
157,1,1,981,981
158,6,6,985,777_985
159,1,1,986,986
160,55,24,988,995_1027_1027_1027_993_996_996_1037_1027_1027_988_995
161,45,12,992,1026_1026_1025_992_1024_992_992_991
162,31,13,993,996_994_994_994_994_996_994_996_994_994_994_993_994_996
163,2,2,997,1045_1045_997
164,1,1,1000,1048_1000
165,1,1,1010,1010
166,2,2,1023,1023
167,5,3,1027,1028_998_1028
168,2,2,1029,1029
169,14,7,1031,1055_1055_1001_292_292_1001_1031_292_292_292_1055
170,6,3,1032,1049_639
171,1,1,1041,1044_1041
172,1,1,1046,1047_1046
173,3,2,1052,1053_1052
174,112,24,1057,1063_1078_1080_1079_1079_1080_1105_1344_1344_1344_1105_1063_1080_1059_1058_1057_1070_1070_1064_1064_1063_1063_1080_1080_1057_1080_1344_1105_1105_1079_1063_1063_1080_1080_1059_1059_1080_1080_1079_1063_1064_1064_1063_1080_1080_1080_1080_1080
175,2,2,1060,1076_1076_1060
176,2,1,1061,1066_1061
177,7,5,1064,1064
178,2,2,1070,1070
179,1,1,1072,1073_1072
180,11,6,1074,1074_1074_1118_1114_1114_1075
181,3,1,1078,1099_1121
182,62,13,1081,1110_1110_1090_1090_1110_1089_1090_1090_1089_1090_1090_1110_1090_1090_1110_1096_1095_1096_1096_1073_1072_1096_1090_1081
183,1,1,1083,1106_1083
184,31,12,1087,1094_1094_1094_1094_1088_1088_1087_1094
185,45,23,1092,1094_1094_1094_1094_1094_1088_1092_1093_1093_1088_1094_1088_1093_1085_1086_1086_1092
186,2,2,1097,1126_1126_1097
187,21,8,1098,1100_1099_1076_1097_1121_1100_1122_1121_1099_1076_1099_1098
188,6,5,1103,1111_1103
189,1,1,1104,1115_1104
190,1,1,1116,1382_1116
191,1,1,1123,1123
192,1,1,1152,
193,3,2,1154,1207
194,1,1,1156,1156
195,2,2,1173,1173
196,6,3,1200,1201_1200
197,1,1,1202,1208_1202
198,1,1,1212,1258_1212
199,2,2,1217,
200,26,11,1220,1224_1219_1218_1219_1134_1134_1220_1219_1134_1134_1220_1224_1219_1220
201,1,1,1222,
202,1,1,1228,
203,1,1,1229,
204,1,1,1232,
205,81,24,1245,1247_1251_1248_1270_1249_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1244_1244_1247_1247_1247
206,1,1,1251,
207,1,1,1253,1253
208,2,2,1254,
209,1,1,1267,1392_1267
210,1,1,1275,1276_1275
211,2,2,1278,1278
212,2,2,1284,1284
213,1,1,1309,1309
214,4,3,1327,1326_1327
215,1,1,1337,1337
216,1,1,1344,
217,2,2,1346,1347_1347_1346
218,13,6,1349,1348_1348_1307_1307_1350_1350_1348_1349
219,2,1,1350,
220,2,2,1351,1351
221,4,3,1353,1354_1354_1354_1353
222,6,2,1364,1365_1364
223,100,24,1371,1372_261
224,7,6,1380,1380
225,2,2,38,90_38
226,7,7,60,60
227,1,1,63,63
228,1,1,84,84
229,3,2,163,
230,1,1,194,194
231,1,1,247,
232,4,2,283,382_283
233,1,1,339,339
234,1,1,351,
235,4,1,360,602_684_632_360
236,2,2,397,305_397
237,1,1,455,455
238,1,1,492,563_492
239,2,2,494,494
240,3,2,496,1256_496
241,3,2,516,517_516
242,1,1,518,518
243,1,1,525,525
244,2,2,535,535
245,2,2,540,540
246,1,1,623,
247,1,1,625,626_625
248,1,1,627,627
249,2,2,637,
250,1,1,668,
251,4,2,672,673_672
252,4,2,685,
253,3,3,725,509_509_725
254,9,6,754,753_754
255,2,2,755,755
256,3,2,767,766_768_767
257,1,1,777,1265_777
258,1,1,805,1239_805
259,2,1,818,1262
260,9,6,888,987_987_887_888
261,2,2,902,901_902
262,1,1,905,
263,2,1,918,1356
264,1,1,923,924_923
265,3,3,931,954_954
266,1,1,954,955
267,6,4,958,958_957_958
268,1,1,966,966
269,2,2,991,
270,2,2,1014,1033_639_1014
271,1,1,1018,1018
272,1,1,1030,1030
273,1,1,1036,
274,4,4,1037,1043_1037
275,1,1,1043,1043
276,1,1,1044,1047_1044
277,1,1,1048,1048
278,1,1,1077,1077
279,2,2,1109,1261_1109
280,3,2,1133,884
281,12,8,1146,1146_1146_1146_1146_1146_1146_1147_1146
282,2,2,1203,1209_1203
283,1,1,1211,
284,1,1,1213,1213
285,2,1,1215,1218
286,1,1,1234,
287,1,1,1256,
288,1,1,1263,1263
289,1,1,1274,1274
290,1,1,1339,1340_1339
291,1,1,1352,1352
292,7,6,1359,358_358_358_358_1359
293,1,1,1384,1385_1384
294,1,1,8,170_8
295,1,1,68,
296,1,1,116,
297,1,1,145,145
298,1,1,191,
299,1,1,214,214
300,19,10,222,223_223_1384_1385_223_223_223_222
301,4,3,224,211_225_224
302,1,1,225,225
303,1,1,235,235
304,1,1,273,273
305,1,1,286,286
306,1,1,291,291
307,1,1,302,303_302
308,11,5,392,393_391_393_393_392
309,1,1,442,
310,1,1,466,466
311,19,12,471,470_470_470_1352_470_1354_1353_1353_1352_470_470_470_470_470_470_471
312,1,1,511,511
313,24,18,574,574
314,2,1,588,595
315,1,1,606,742_606
316,1,1,616,616
317,1,1,621,622
318,1,1,643,
319,1,1,656,656
320,1,1,670,
321,1,1,763,763
322,3,3,780,780
323,2,2,806,971_806
324,1,1,819,819
325,1,1,824,824
326,3,3,825,825
327,4,2,845,
328,1,1,860,
329,2,2,874,874
330,2,2,893,893
331,3,3,911,1386_1386
332,1,1,912,912
333,1,1,924,924
334,7,5,927,929_927_927_927_928_927
335,1,1,932,932
336,1,1,940,940
337,1,1,952,
338,1,1,953,953
339,1,1,967,967
340,1,1,977,978_977
341,1,1,986,986
342,1,1,998,998
343,1,1,1005,
344,3,2,1011,1010_1011
345,1,1,1015,1015
346,1,1,1022,1022
347,14,7,1053,1029_1052_1029_1052_1053
348,12,5,1061,1062_1066_1066_1060_1066_1061
349,2,2,1065,1065
350,1,1,1082,1082
351,1,1,1101,1101
352,1,1,1115,1115
353,1,1,1118,1118
354,2,2,1119,1338_1338_1119
355,1,1,1121,
356,2,1,1124,1125_1124
357,2,2,1126,1126
358,1,1,1134,
359,3,2,1161,1214_1214_1161
360,1,1,1199,1199
361,1,1,1249,1270_1249
362,2,1,1250,1251_1250
363,16,5,1252,1253_1250_1270_1249_1270_1248_1251_1252
364,1,1,1264,1264
365,1,1,1286,1286
366,36,14,1347,1349_1348_1346_1346_1348_1346_1349_1348_1349_1347_1346
367,1,1,1366,1366
368,1,1,1367,1368_1367
369,1,1,1389,
370,1,1,1394,1394
371,9,5,40,1379_1379_1379_40_1379_1379_40_94_40
372,1,1,75,
373,1,1,90,90
374,1,1,141,141
375,1,1,169,
376,1,1,216,
377,1,1,221,221
378,1,1,264,
379,1,1,279,279
380,1,1,285,307_285
381,2,2,293,294_293
382,2,2,343,343
383,1,1,357,357
384,1,1,473,473
385,3,2,474,656_474
386,1,1,492,492
387,5,3,541,734_541
388,1,1,561,561
389,1,1,595,595
390,2,2,596,596
391,4,2,602,684_602
392,72,13,603,360_360_603_655_655_603_632_603_361_604_654_749_654_749_604_469_469_468_469_469_467_469_469_468_467_467_604_653_604_655_360_360_603
393,1,1,639,
394,1,1,659,660_659
395,2,2,690,690
396,1,1,692,692
397,1,1,705,705
398,1,1,708,
399,1,1,729,729
400,2,1,734,
401,1,1,748,748
402,4,2,765,
403,2,1,775,775
404,2,1,778,779_778
405,1,1,789,936_789
406,2,2,793,793
407,5,5,799,174_174_174_174_799
408,6,2,818,1109_1262
409,2,2,822,821_822
410,1,1,830,959_830
411,1,1,835,835
412,1,1,884,
413,1,1,910,
414,1,1,960,960
415,1,1,966,966
416,1,1,973,973
417,1,1,978,978
418,2,2,979,979
419,3,3,981,981
420,2,2,1002,1002
421,1,1,1017,1017
422,3,3,1083,1106_1106_1106_1083
423,4,3,1102,1100_1100_1101_1102
424,2,1,1116,1382_1116
425,1,1,1120,1120
426,1,1,1148,1148
427,1,1,1157,1157
428,2,1,1208,
429,2,1,1212,1258_1213_1212
430,1,1,1274,1275_1274
431,1,1,1277,1277
432,1,1,1278,
433,4,4,1279,1279
434,1,1,1296,1296
435,1,1,1340,1340
436,13,8,1351,1350_1307_1307_1351
437,7,6,1364,1365_1364_1364_1364_1365_1364
438,1,1,1388,1388
439,3,2,1,0_1
440,3,2,8,170_170_8
441,14,10,148,148_148_148_148_148_148_149
442,1,1,247,
443,2,2,273,272_273
444,1,1,278,1209_278
445,3,3,283,284_283
446,3,3,286,286
447,1,1,294,294
448,1,1,302,303_302
449,1,1,307,307
450,1,1,346,346
451,1,1,356,
452,1,1,367,367
453,1,1,409,410_409
454,1,1,415,
455,1,1,472,472
456,2,2,496,496
457,3,3,517,516_516_517
458,1,1,535,535
459,5,5,563,492_563
460,1,1,588,588
461,1,1,606,742_606
462,1,1,643,643
463,1,1,657,658_657
464,1,1,661,661
465,1,1,721,
466,1,1,727,727
467,5,3,730,
468,1,1,750,
469,1,1,763,
470,1,1,776,776
471,2,2,846,872_872_846
472,1,1,902,902
473,1,1,904,904
474,1,1,924,924
475,1,1,925,925
476,12,5,932,932_774_775
477,3,3,935,789_789_935
478,1,1,936,936
479,1,1,939,940_939
480,1,1,953,953
481,1,1,955,955
482,1,1,969,969
483,1,1,972,972
484,1,1,991,991
485,1,1,1005,1005
486,2,2,1010,1011_1010
487,5,3,1013,1014_1014_1013
488,2,2,1015,1015
489,1,1,1040,1040
490,1,1,1047,1047
491,1,1,1048,1048
492,2,2,1064,1064
493,1,1,1070,1070
494,4,4,1097,1126_1126_1126_1097
495,1,1,1122,
496,1,1,1162,1162
497,1,1,1173,1173
498,3,2,1201,1201
499,3,2,1213,1212_1213
500,2,2,1225,
501,1,1,1237,
502,1,1,1253,1253
503,1,1,1254,
504,2,2,1284,1017_1284
505,3,2,1290,1291_1291
506,1,1,1309,1310_1309
507,7,6,1327,1326_1326_1326_1326_1327
508,2,2,1333,1333
