,F,T,S,E
0,1,1,3,90_3
1,2,2,6,109_109_6
2,6,5,7,103_7_7_103_7
3,1,1,20,1204_20
4,1,1,30,1294_30
5,3,2,37,151_48_151_37
6,3,1,43,309_310_43
7,1,1,50,51_50
8,3,2,54,55_158_55_54
9,8,4,58,168_104_168_65_168_58
10,2,1,64,166_64
11,1,1,68,68
12,1,1,69,70_69
13,2,2,78,70_78
14,1,1,82,82
15,1,1,86,86
16,7,4,107,240_106_183_240_107
17,1,1,114,114
18,1,1,117,118_117
19,1,1,124,124
20,1,1,125,125
21,2,2,137,140_139_137
22,1,1,139,
23,1,1,143,143
24,8,6,153,159_153_153_153_157_153
25,2,1,155,156_155
26,1,1,161,161
27,1,1,162,162
28,1,1,163,163
29,2,2,169,169
30,9,4,181,247_247_197_181_197_247_196_181
31,2,1,183,1292_183
32,1,1,197,200
33,4,2,199,253_186_253_199
34,4,4,201,246_201
35,2,1,210,224_211_210
36,2,1,213,214_213
37,10,2,217,763_763_811_948_813_812_217
38,6,2,218,767_766_765_764_218
39,1,1,248,249_248
40,1,1,251,251
41,1,1,254,254
42,1,1,273,273
43,4,3,287,288_524_286_287
44,26,10,291,460_289_290_460_460_491_491_290_1055_1031_1031_1055_1031_1055_293_292_292_291
45,14,4,292,1055_999_999_1000_292_293_294_293_292
46,4,2,296,295_297_297_296
47,2,1,301,302_301
48,1,1,312,313_312
49,2,1,315,435_454_315
50,4,2,316,320_341_316
51,2,2,317,318_318_317
52,2,2,319,1297_319
53,1,1,323,324_323
54,10,5,328,329_335_329_329_340_329_328
55,2,1,331,386_331
56,1,1,345,345
57,2,1,346,593_346
58,1,1,355,563_355
59,1,1,359,359
60,111,14,363,549_367_366_366_717_553_553_364_544_544_543_717_717_550_550_719_719_1290_718_717_718_718_553_717_753_752_752_671_671_552_551_670_670_362_360_361_654_684_684_360_632_632_604_654_749_655_654_655_361_362_550_551_552_1290_1290_545_554_720_720_721_721_720_720_721_546_545_544_545_545_554_553_553_365_367_366_366_365_717_364_550_363
61,1,1,367,
62,1,1,368,368
63,140,13,369,537_608_608_686_367_367_537_750_537_368_483_483_751_608_645_645_608_751_686_751_369_662_662_486_485_485_538_739_1357_739_537_368_368_538_662_528_534_527_528_371_370_531_370_532_615_616_616_532_533_533_662_686_486_486_484_485_485_739_555_483_555_556_556_733_539_1357_733_539_539_484_538_751_370
64,2,1,370,532
65,1,1,371,371
66,5,3,382,282_284_283_382
67,2,2,388,453_453_388
68,1,1,393,393
69,1,1,394,394
70,2,1,396,407_408_396
71,1,1,404,405_404
72,2,2,411,412_332_411
73,2,1,418,419_418
74,1,1,420,421_420
75,3,1,422,439_440_422
76,1,1,430,431_430
77,3,2,433,432_433
78,6,4,447,448_747_1317_446_446_447
79,12,3,449,1302_1302_576_576_664_564_557_558_449
80,3,2,457,458_459_458_457
81,2,1,460,489_490
82,2,2,462,463_677_462
83,1,1,465,506_465
84,2,1,476,477_476
85,5,2,483,
86,7,2,498,497_744_500_499_744_498
87,1,1,508,508
88,4,3,514,514_515_514
89,1,1,516,516
90,1,1,518,519_518
91,3,2,522,709_523_522
92,2,1,528,534_533_528
93,1,1,531,531
94,1,1,540,740_540
95,1,1,541,541
96,11,4,543,1289_1289_1289_1312_549_1289_543_543_638_543
97,11,4,544,720_720_720_720_721_554_545_544
98,23,8,546,539_539_540_540_555_740_546_546_547
99,1,1,551,551
100,1,1,552,552
101,2,1,554,554
102,1,1,560,743_560
103,1,1,564,
104,1,1,566,567_566
105,1,1,572,573_572
106,13,4,577,498_578_591_579_590_577
107,6,2,581,1318_579_580_581
108,1,1,583,583
109,4,3,589,596_589
110,1,1,590,590
111,1,1,619,619
112,1,1,623,623
113,4,1,630,706_681_680_630
114,1,1,634,634
115,3,1,635,636_635
116,2,2,647,584_647
117,1,1,651,651
118,1,1,652,652
119,2,1,654,655_654
120,3,2,674,675_674
121,1,1,701,701
122,2,1,702,703_702
123,1,1,707,707
124,1,1,711,711
125,4,3,723,724_724_723
126,1,1,725,725
127,2,1,727,727
128,1,1,733,733
129,1,1,746,746
130,1,1,761,761
131,1,1,762,762
