,F,T,S,E
42,1056,24,348,349_502_665_738_738_738_349_347_647_347_347_444_647_737_349_347_347_349_594_1317_446_1317_445_747_447_447_445_447_1317_444_445_444_445_445_447_594_1316_447_690_690_347_444_444_594_445_447_445_690_444_445_479_479_351_350_557_557_559_559_1301_576_479_557_350_351_1302_576_451_450_350_560_451_451_451_743_743_743_350_350_557_451_1301_1302_576_576_1301_1301_480_1302_478_1302_664_1302_1302_743_743_561_561_576_480_480_479_479_664_1301_1302_1302_480_576_557_351_351_449_349_564_451_557_449_1301_1301_557_557_557_351_560_576_1302_1301_557_557_449_351_350_557_447_738_502_665_738_502_625_738_738_738_502_738_625_738_625_665_738_738_746_347_349_650_347_647_444_347_583_647_347_347_349_737_737_737_349_349_349_652_651_652_652_583_652_652_651_746_349_349_738_347_746_651_651_651_447_737
43,136,24,354,562_562_562_562_562_562_356_357_357_357_563_563_492_492_356_356_355_562_355_562_562_355_355_492_563_563
44,8,4,355,356_596_356_355
45,8,4,360,655_655_361_361_360_655_632
46,1998,24,362,550_472_719_753_753_752_472_473_472_472_551_717_674_365_365_365_552_752_752_675_675_674_1308_1308_675_674_753_753_754_754_754_753_754_753_752_472_672_472_472_362_363_655_361_655_361_655_670_1312_548_548_1312_1289_1289_362_363_362_671_670_670_365_752_675_674_674_553_638_638_542_739_739_484_483_687_687_539_733_483_555_555_739_555_685_750_536_750_537_368_538_538_484_483_539_734_701_734_541_541_700_699_541_547_1290_1291_1291_546_1290_547_741_540_734_734_1362_1363_1362_1358_646_646_539_733_733_698_698_698_485_485_722_722_722_685_662_533_533_661_661_662_539_734_556_556_1363_1358_702_714_702_540_541_541_700_701_701_1363_1362_1358_1362_701_540_541_541_734_1358_702_701_541_700_741_546_546_740_740_540_734_734_370_531_637_637_526_531_525_526_637_637_757_531_531_533_532_370_531_616_370_532_528_528_528_702_703_535_370_662_757_703_757_534_529_487_488_487_528_637_371_526_370_371_371_528_527_637_528_608_537_536_368_537_750_751_539_608_608_370_370_637_637_532_533_637_527_528_488_488_703_757_703_703_733_528_535_1363_1362_1363_1363_1358_1362_702_703_702_701_700_734_700_540_487_533_662_616_532_615_615_616_615_532_532_370_531_527_371_525_525_526_643_646_646_645_687_687_646_608_722_722_685_722_685_661_701_701_1363_701_734_733_539_483_484_483_538_722_722_722_685_485_733_703_757_535_703_534_662_661_661_533_528_533_662_488_488_487_370_370_531_750_733_1357_685_722_369_608_608_608_687_644_608_662_703_757_734_539_485_685_608_646_643_644_608_698_484_483_740_721_721_638_638_554_484_556_539_539_540_484_484_483_554_542_638_554_555_555_1290_1290_547_540_741_741_700_541_541_540_740_547_546_721_721_721_1290_554_365_717_365_365_1290_721_1291_1291_719_1308_674_740_547_547_539_741_740_546_547_547_555_1289_1289_1312_1312_1312_1312_1312_361_361_362_361_604_653_604_604_469_469_468_468_467_467_604_604_604_604_604_604_655_604_604_604_655_748_749_749_604_604_604_604_468_468_467_469_469_468_469_468_467_653_653_654_749_749_655_655_551_363_363_548_549_1312_1289_548_1289_1312_638_1289_545_555_555_555_483_638_542_638_546_556_545_546_740_740_545_365_670_363_548_673_672_672_473_472_474_473_472_671_671_676_676_675_1309_1309_1308_1308_674_719_719_719_718_718_719_718_719_717_554_364_553_1308_674_473_472_472_753_1308_674_1308_1308_675_675_753_754_753_752_672_671_472_551_361
47,14,9,364,
48,136,24,373,512_729_513_372_372_729_729_729_512_372_372_372_1276_375_1276_1276_729_730_513_730_372_372_373_1276_374_1276_1276_1276_374_729_729_730_730_373_730_372_372_730_730_372_1276_374_372_729_730_729_729_372
49,2,2,390,390
50,4,2,392,393_392
51,2,2,398,
52,5,2,404,
53,3,3,412,412
54,4,2,419,420_418_419
55,1,1,421,421
56,1,1,422,
57,5,4,438,391_438
58,1,1,440,
59,2,1,445,689
60,8,3,468,
61,1,1,473,473
62,122,24,475,1172_1173_1173_1163_1172_475_475_475_1163_475_1172_1172_1172_1172_1163_1163_1167_1139_1139_1138_1167_1163_1170_1163_1172_1172_1172_477_475_475_1172_1172_477_1172_1172
63,1,1,488,
64,1,1,492,492
65,1,1,494,495_494
66,50,9,496,640_640_704_641_641_1257_1257_303_302_302_728_728_640_705_641_704_704_642_642_611_642_642_642_642_642_641_641_640_1256_496_1256_496_495_1256_1256
67,1903,24,497,697_697_697_683_695_695_697_697_590_522_522_523_523_565_565_565_572_572_572_572_635_634_579_619_619_621_679_630_1255_1255_630_707_707_707_708_629_630_630_1254_1255_1255_679_1254_1255_1255_1255_706_630_629_630_630_706_681_630_629_629_630_497_621_744_735_735_617_735_735_617_736_735_619_617_619_617_619_617_617_735_735_617_617_618_744_744_500_500_744_523_523_523_500_621_710_707_706_1254_1255_1255_1254_1255_1255_1254_1255_1255_1255_680_681_522_497_497_744_500_500_744_745_744_708_707_622_621_710_710_744_744_497_565_581_711_572_572_636_636_635_635_636_636_635_635_623_574_586_572_572_755_587_623_755_755_755_755_588_588_573_565_1318_636_636_581_1320_634_634_1318_1319_497_497_710_697_697_697_697_695_697_697_697_697
68,5,4,508,509_509_508
69,1,1,511,511
70,31,10,515,589_589_514_589_588_589_514_589_514_514_514_515_589_514
71,20,12,516,517_516_517_517_517_516_517_516
72,1,1,520,520
73,3,2,525,525
74,2,1,527,637
75,1,1,530,530
76,1,1,535,535
77,3,3,540,
78,1,1,556,556
79,75,18,570,571_692_692_569_691_569_571_571_691_569_571_571_692_692_569_691_571_571_570_691
80,13,6,583,582_582_583
81,23,7,601,684_601_603_603_360_360_632_684_602_482
82,6,4,603,
83,11,8,609,530_530_609
84,2,2,616,616
85,1,1,625,625
86,3,3,626,625_626
87,15,4,630,707_707_629_630_630
88,1,1,639,1014_639
89,1,1,656,656
90,2,2,657,657
91,2,2,675,676_675
92,1,1,683,683
93,1,1,692,
94,1,1,698,698
95,5,4,700,541_541
96,1,1,705,705
97,5,4,710,
98,1,1,725,725
99,3,3,727,726_727
100,1,1,743,743
101,1,1,759,759
102,248,24,760,917_917_918_1356_1356_1355_1355_1356_1355_759_970_1381_942_759_970_970_970_941_759_759_917_941_970_759_759_761_941_762_761_945_941_918_918_1356_918_1356_1355_1355_917_945_762_762_759_918_917_945
103,9,7,764,763_763_765_763_763_764
104,2,1,765,766_765
105,5,3,767,768_768_767
106,333,24,771,849_849_794_848_848_850_847_847_848_848_849_849_790_790_790_849_791_773_796_796_796_772_772_849_849_849_796_773_796_773_794_849_847_848_791_848_790_1388_1388_796_796_773_773_772_772_851_794_852_916_916_845_845_1264_916_795_964_1263_1263_844_1263_845_845_843_845_843_845_847_848_1263_964_843_843_843_844_1264_916_795_794_772_790_851_796_1389_796_796_796_796_773_794_790_847_936_789
107,3,1,773,
108,3,2,774,933_774
109,2,1,775,932_775
110,5,4,778,779_779_779_778
111,71,24,780,782_873_782_782_781_782_781_781_780_780_781_873_781_782_780_873_780
112,2,2,786,786
113,102,24,787,787_910_910_891_823_885_909_891_891_1299_1299_891_1299_787_786_832_832_831_1299_831_787_787_787_832_832_1299_1299_787_832_787
114,45,17,792,840_792_792_792_841
115,13,5,795,852_852_795_777_985_985_916
116,1,1,797,798_797
117,1,1,799,799
118,742,24,801,952_952_860_976_976_975_975_1311_1266_1311_857_858_858_952_952_1241_1241_803_804_1241_976_858_952_1311_1311_1311_874_871_871_1311_1311_976_257_257_857_257_976_257_257_858_860_856_853_858_952_952_952_860_905_905_905_803_803_804_861_801_906_1267_1267_804_803_1267_981_981_801_801_981_801_1392_926_861_907_802_907_801_858_875_871_858_257_858_257_257_858_257_858_976_1311_1311_871_802_981_906_981_907_906_803_906_802_1392_1267_1267_905_905
119,58,19,809,826_956_983_956_982_982_982_982_826_826_826_982_810_826_826_826_826_810_810_810_809_810_826_810_825_826_826_986_827_986_827_826_982
120,1,1,811,
121,1,1,814,
122,40,11,815,1380_816_1380_818_817_817_815_819_817_819_818_818_931_815_815_817_818_816_817
123,1,1,818,818
124,3,3,824,
125,1,1,834,834
126,5,4,846,872_176_176_872_846
127,1,1,858,
128,277,24,862,868_862_930_930_868_913_868_868_868_868_930_868_862_867
129,47,24,869,869_869
130,18,18,876,876
131,3,3,884,
132,1,1,886,887_886
133,2,2,888,887_888
134,50,24,894,249_249
135,4,3,898,1129_1129_898
136,2,2,899,902_915_899
137,1,1,921,921
138,1,1,922,923_922
139,1,1,931,954_931
140,11,7,935,934_789_936_789_935
141,35,17,939,940_940_940_957_982_956_956_983_956_983_983_939
142,2,2,942,943_942
143,4,2,957,958_958_957
144,4,2,961,962_961
145,6,3,967,968_969_967
146,4,3,977,978_979_978_977
147,1,1,979,
148,1,1,981,981
149,1,1,985,985
150,29,10,988,1028_988_995_1028_1027_1028
151,2,1,992,1024_992
152,18,9,993,994_994_996_994_994_994_993
153,1,1,1000,1048_1000
154,2,2,1005,1005
155,185,24,1006,1017_1284_1034_1034_1034_1006_1034_1017_1017_1034_1034_1006_1006_1007_1034_1007_1003_1003_1006_1006_1035_1035_1034_1034_1006_1016_1009_1016_1017_1002_1003_1017_1017_1017_1016_1009_1017_1016_1009_1017_1017_1017_1009_1003_1002_1003_1003_1007_1003
156,1,1,1018,1018
157,3,2,1025,1026_1025
158,12,7,1031,292_292_292_292_1055_1031
159,2,2,1034,
160,1,1,1039,1040_1039
161,5,2,1041,1046_1047_1044_1041
162,2,1,1052,1053_1052
163,46,13,1057,1080_1080_1080_1080_1080_1063_1063_1080_1080_1057_1080_1080_1063_1063_1064_1064_1063_1058_1059_1059
164,3,3,1061,1062_1062_1062_1061
165,1,1,1063,
166,3,3,1066,1066
167,5,3,1067,1067_1068_1067
168,42,7,1073,1090_1095_1072_1090_1090_1090_1090_1089_1262_1261_1109_1094_1088_1094_1093_1095_1073
169,9,7,1075,1114_1074_1074_1074_1074_1074_1075
170,3,2,1077,1121_1078_1077
171,2,1,1081,1110_1081
172,1,1,1082,1083_1082
173,24,10,1087,1094_1094_1094_1093_1092_1086_1086_1087
174,1,1,1096,1096
175,6,3,1097,1099_1120_1099_1098_1097
176,1,1,1101,1106_1101
177,1,1,1123,1123
178,2,1,1124,1125_1124
179,2,2,1126,1126
180,3,3,1130,1130
181,1,1,1133,1223_1133
182,47,24,1134,1220_1219_1220_1219_1220_1134_1134_1220_1220_1220_1220_1134_1134_1220_1134_1220_1220_1134_1219_1220_1134_1224_1224_1220_1134_1134
183,314,24,1138,1166_1169_1168_1169_1169_1187_1187_1166_1186_1279_1164_1186_1185_1185_1279_1158_1171_1158_1171_1259_1259_1259_1243_1169_1243_1161_1160_1160_1159_1159_1169_1171_1187_1158_1187_1169_1171_1171_1243_1243_1169_1280_1279_1279_1280_1164_1164_1166_1280_1160_1160_1159_1243_1243_1159_1158_1159_1159_1243_1243_1158_1171_1138_1139_1139_1138_1167_1138_1168_1168_1164_1279_1279_1168_1139
184,30,17,1146,1147_1147_1147_1146_1146_1146_1146_1146_1147_1146
185,2,2,1157,1157
186,19,6,1159,1159_1159_1283_1160_1259
187,1,1,1162,1162
188,6,3,1200,1201_1200
189,3,2,1203,1203
190,2,2,1211,
191,50,16,1216,1222_1223_1217_1223_1222_1223_1223_1223_1223_1223_1223_1223_1215_1215_1223_1222_1222_1217_1223_1216_1218_1218_1218_1218_1215
192,5,5,1228,1229_1229_1229_1228
193,1,1,1241,1241
194,5,5,1246,1247_1247_1247_1247_1247_1246
195,18,6,1248,1251_1249_1270_1249_1251_1270_1270_1270_1249_1251_1247_1251_1248
196,1,1,1254,
197,3,2,1257,728
198,6,6,1260,1259_1260
199,3,3,1264,1264
200,3,2,1267,1392
201,1,1,1269,1269
202,1,1,1274,1275_1274
203,1,1,1300,1300
204,19,4,1307,1347_1346_1347_1348_1348_1349_1350_1351_1350_1307
205,1,1,1309,1309
206,1,1,1310,1310
207,8,5,1326,1327_1327_1326
208,4,2,1333,1334_1333
209,1,1,1346,
210,7,5,1352,1354_1353_1353_1354_1353_1352
211,1,1,1355,1355
212,4,3,1359,358_358_1359
213,1,1,1363,
214,1,1,1364,1365_1364
215,1,1,1366,1366
216,1,1,1386,1386
217,16,11,1394,63_63_63_63_62_62_62_62_63_62_63_1394
218,1,1,75,75
219,3,3,185,185
220,2,2,221,220_221
221,13,7,229,229_254
222,1,1,231,243_231
223,1,1,234,
224,4,4,264,263_263_263_264
225,1,1,294,294
226,1,1,306,307_306
227,2,2,320,
228,1,1,342,342
229,2,2,346,593_346
230,1,1,371,
231,1,1,374,1276_374
232,1,1,410,410
233,1,1,417,417
234,15,8,420,419_419_418_419_421_421_420
235,2,2,442,
236,7,7,466,
237,41,23,471,472_470_470_470_470_470_470_470_470_470_472_1352_470_470_470_470_470_1352_1353_1353_1352_470_470_470_1354_1353_470
238,1,1,480,
239,3,1,483,739_555_483
240,2,2,493,493
241,1,1,502,
242,1,1,518,519_518
243,1,1,541,
244,1,1,562,562
245,1,1,593,
246,2,2,610,731_731_610
247,1,1,641,
248,1,1,643,
249,1,1,652,652
250,1,1,659,659
251,4,4,668,667_1300_667_668
252,1,1,669,669
253,1,1,670,670
254,3,2,681,708_681
255,1,1,682,682
256,5,3,688,688_689
257,1,1,748,748
258,2,2,794,794
259,1,1,806,806
260,1,1,822,822
261,1,1,825,825
262,4,3,833,834_835_834_833
263,1,1,908,908
264,3,2,911,912_911
265,1,1,914,914
266,2,2,924,923_924
267,1,1,937,938_937
268,1,1,940,
269,1,1,950,950
270,1,1,959,959
271,1,1,1011,
272,2,2,1037,1037
273,1,1,1048,1048
274,2,2,1054,1054
275,1,1,1070,1106_1070
276,2,2,1076,1060_1076
277,1,1,1085,1085
278,1,1,1103,1103
279,1,1,1105,1344_1105
280,1,1,1118,1118
281,1,1,1121,1121
282,12,9,1161,1162_1160_1214_1160_1162_1162_1160_1161
283,5,3,1163,1242_1163_1170_1163
284,4,4,1185,1185
285,2,1,1205,1225
286,5,3,1230,1231_1231_1230
287,1,1,1242,
288,1,1,1252,1252
289,1,1,1301,
290,1,1,1302,
291,1,1,1308,1308
292,10,8,1365,1364_1364_1364_1364_1364_1364_1365
293,2,1,1367,1368_1367
294,4,4,61,61
295,5,5,69,69
296,3,3,239,239
297,1,1,272,273_272
298,2,2,286,286
299,1,1,302,
300,2,2,311,311
301,6,5,367,367
302,2,2,382,382
303,12,5,391,393_392_391
304,1,1,409,409
305,2,2,434,
306,3,2,445,690
307,5,5,464,464
308,1,1,473,473
309,4,3,474,474_656_474
310,3,1,485,698_485
311,1,1,492,492
312,11,11,511,511
313,1,1,556,556
314,1,1,617,
315,1,1,622,622
316,2,1,627,628_627
317,1,1,639,1014_639
318,1,1,651,651
319,1,1,655,
320,9,5,661,661
321,4,3,676,675_675_676
322,1,1,683,683
323,2,1,704,705
324,3,3,730,
325,1,1,741,741
326,1,1,743,743
327,1,1,747,747
328,1,1,755,755
329,1,1,759,759
330,1,1,763,
331,1,1,775,932_775
332,1,1,777,1265_777
333,13,5,885,887_987_887_987_987_887
334,1,1,892,892
335,2,1,896,897_896
336,1,1,900,900
337,2,2,902,901_902
338,1,1,904,904
339,1,1,933,933
340,15,4,991,1026_1026_1025_1024_992_1024_992_991
341,1,1,997,1045_997
342,28,15,1053,1029_1052_1029_1052_1029_1029_1052_1053
343,1,1,1079,1079
344,1,1,1081,1110_1081
345,1,1,1101,1101
346,1,1,1106,1106
347,1,1,1108,1108
348,1,1,1115,1115
349,1,1,1213,1213
350,1,1,1224,1224
351,1,1,1229,
352,1,1,1309,1309
353,1,1,1310,1310
354,1,1,1313,1314_1313
355,2,2,1340,1339_1340
356,1,1,1356,1356
357,2,2,1376,1376
358,1,1,1384,1384
359,1,1,25,
360,1,1,198,198
361,2,2,228,228
362,1,1,250,250
363,1,1,256,256
364,1,1,280,280
365,2,2,305,306_306_305
366,3,3,342,342
367,3,3,374,1276_1276_1276_374
368,1,1,444,444
369,2,2,494,494
370,3,3,519,520_518_518_519
371,1,1,593,593
372,1,1,652,652
373,1,1,669,669
374,1,1,682,682
375,2,2,719,
376,1,1,720,720
377,2,2,725,509_725
378,1,1,729,
379,1,1,732,732
380,1,1,766,766
381,2,1,774,774
382,1,1,786,786
383,1,1,793,793
384,3,2,797,212_798_797
385,1,1,805,805
386,1,1,828,829_828
387,1,1,830,830
388,1,1,905,905
389,1,1,932,932
390,2,1,937,938_937
391,11,6,961,908_961_908_961_962_1385
392,1,1,971,971
393,3,2,972,973_973_972
394,1,1,978,978
395,1,1,981,
396,1,1,1062,1062
397,1,1,1072,1072
398,4,3,1078,1079_1078
399,1,1,1096,1110_1096
400,4,2,1097,1126_1099_1098_1097
401,2,2,1100,1100
402,1,1,1117,1117
403,1,1,1119,1119
404,1,1,1148,1148
405,1,1,1157,1157
406,1,1,1188,
407,4,4,1201,
408,1,1,1214,1214
409,1,1,1241,1241
410,1,1,1253,1253
411,1,1,1268,1268
412,4,4,1274,1275_1275_1275_1275_1274
413,1,1,1277,1277
414,1,1,1284,1284
415,1,1,1308,
416,3,2,1334,1334
417,7,4,1351,1349_1350_1307_1351
418,3,3,1378,1378
419,4,4,1380,1380
420,3,3,17,17
421,5,2,94,1379_1379_94
422,1,1,145,145
423,2,2,221,220_221
424,1,1,261,
425,3,2,273,272_273
426,1,1,283,284
427,9,6,356,492_355_357_356
428,1,1,357,357
429,1,1,397,397
430,1,1,412,412
431,2,1,421,421
432,1,1,438,
433,2,2,473,
434,2,2,483,484
435,2,2,595,595
436,3,2,596,596
437,2,2,606,742_742_606
438,1,1,610,731_610
439,2,1,657,658_657
440,1,1,659,659
441,1,1,670,670
442,1,1,672,673_672
443,1,1,678,
444,2,1,704,705
445,1,1,748,749_748
446,1,1,755,755
447,2,2,767,768_767
448,1,1,808,808
449,1,1,824,
450,1,1,825,825
451,1,1,888,888
452,1,1,892,892
453,1,1,893,893
454,2,1,903,903
455,1,1,904,904
456,1,1,911,911
457,1,1,953,953
458,1,1,954,954
459,1,1,957,957
460,1,1,963,963
461,1,1,968,969_968
462,2,2,977,978_977
463,7,5,979,978_977_978_979
464,1,1,998,999_998
465,7,5,1000,1048_1000_1048
466,1,1,1013,1013
467,6,4,1014,1033_1033_639_1033_1014
468,3,2,1030,294_1030
469,1,1,1048,
470,4,2,1061,1066_1081_1062_1061
471,16,8,1068,1124_1125_1125_1113_1113_1074_1067_1067_1068
472,2,2,1076,1060_1076
473,2,2,1083,1106_1083
474,1,1,1101,1102_1101
475,1,1,1124,
476,2,1,1156,1156
477,2,2,1162,
478,1,1,1173,1173
479,2,2,1200,1200
480,10,5,1202,1208_1199_1199_1208_1208_1199_1202
481,1,1,1212,1258_1212
482,1,1,1217,1217
483,1,1,1231,1231
484,1,1,1234,
485,1,1,1261,1261
486,1,1,1291,1291
487,1,1,1292,1292
488,3,2,1309,1310_1309
489,2,2,1313,1314_1314_1313
490,1,1,1344,1344
491,5,2,1347,1348_1346_1348_1347
492,5,5,1359,358_358_358_358_1359
493,1,1,1366,1366
494,1,1,1367,1368_1367
495,2,2,1384,1384
496,1,1,82,82
497,3,3,185,185
498,1,1,198,198
499,12,5,215,974_814_808_807_215
500,1,1,280,
501,5,5,286,287_287_286
502,1,1,311,
503,4,3,335,338_338_335
504,1,1,337,337
505,2,2,346,593_593_346
506,2,1,350,
507,1,1,359,359
508,1,1,372,
509,2,2,400,400
510,2,2,474,474
511,2,2,479,479
512,1,1,485,485
513,1,1,509,509
514,1,1,535,535
515,1,1,556,556
516,1,1,601,601
517,2,2,682,633_682
518,1,1,715,715
519,1,1,741,741
520,1,1,744,744
521,3,1,774,932_775_774
522,2,1,777,1265_777
523,7,5,779,214_214_806_806_778_779
524,1,1,780,780
525,2,2,793,793
526,1,1,795,1264_795
527,1,1,806,971_806
528,5,2,833,835_834_833
529,1,1,846,872_846
