,F,T,S,E
21,3,1,123,143_1288_123
22,2,1,132,398_399_132
23,2,2,135,135
24,1,1,144,144
25,1,1,149,149
26,1,1,154,155_154
27,1,1,172,836_172
28,175,30,177,204_178_202_178_179_204_202_241_241_204_202_204_204_241_241_179_179_202_203_179_203_179_202_179_179_179_203_179_179_179_204_202_204_204_242_202_204_178
29,9,4,185,200_200_199_185
30,2,2,196,181_196
31,3,3,197,197
32,2,2,202,
33,1,1,204,242
34,33,13,217,218_813_812_812_218_823_823_823_218_813_823_218_811_813_813_812_811_783_823_823_218_218_217_812
35,6,6,224,225_225_225_225_225_225_224
36,5,5,228,227_227_227_227_228
37,3,2,229,254_229
38,2,1,253,253
39,3,2,257,858_857_61_257
40,38,28,259,258_258_258_258_258_258_258_18_259_258
41,1,1,264,305_264
42,1,1,266,266
43,7,7,267,267
44,1,1,272,273_272
45,24,16,274,275_275_275_276_276_275_275_275_274_274
46,1,1,278,1197_278
47,8,5,288,289_287_289_287_289_287_287_288
48,1,1,295,295
49,62,12,297,1051_1054_301_301_1054_1054_301_301_300_1054_1051_1054_1051_301_301_1050_1019_1019_1021_1020_1021_299_298_298_1004_296_297
50,1,1,301,
51,1,1,306,307_306
52,1,1,312,312
53,1,1,319,
54,12,6,321,411_411_394_323_322_321
55,1,1,330,330
56,1,1,348,737_348
57,87,30,352,352_352_450_450_352_352_352_450_450_352_448_448_664_557_560_560_743_743_559_560_558_558_448_449_448_449_450_450_352_575_450_451_450_450
58,1,1,353,353
59,26,7,354,562_562_614_356_355_562_562_614_355_355_355_614_355_354
60,1,1,356,357
61,1,1,358,1359_358
62,39,19,362,363_550_361_550_361_361_550_361_550_361_361_361_361_361_361_550_550_361_361_361_361_361_361_363_551_363_363_551_363_550_550_361_362
63,101,23,364,365_365_363_553_365_363_363_552_553_365_1312_1312_1312_549_549_549_548_363_1312_1289_1289_1289_1312_1289_1289_550_363_365_365_365_365_553_553_543_366_543_544_543_544_544_366_543_544_365_363_364
64,89,18,366,544_543_544_718_1291_554_1291_1290_719_718_1290_740_547_555_366_544_554_554_555_555_555_545_547_547_546_546_483_555_555_555_555_555_554_555_554_555_543_542_543
65,39,20,368,537_538_537_537_368_537_537_751_537_537_537_537_750_537_537_536
66,9,4,369,608_608_369_608_369_751_369
67,297,30,370,534_661_529_529_369_369_722_722_685_685_533_534_534_703_757_733_369_369_1357_1357_1357_685_369_368_751_608_608_751_369_1357_1362_701_701_1358_734_1362_701_1362_701_1358_1362_1358_485_685_369_486_686_1362_1363_1362_701_1362_1362_733_757_534_686_485_486_1358_701_701_1358_733_757_757_703_757_486_1358_686_751_369_701_1363_1363_1362_1362_734_1362_757_1362_701_702_1357_757_487_529_487_661_533_661_528_528_616_532_532_534_535_487_529_757_535_535_529_534_532_531_532_615_616_616_532_532_370_371_616_616_371_532_532_532_532_532_532_532_533_662_616_371
68,27,11,373,729_513_512_372_372_372_512_730_730_373_513_513_512_372_373
69,1,1,383,383
70,1,1,402,402
71,5,3,404,406_405_405_404
72,1,1,411,1376_411
73,30,8,446,1316_447_594_1316_747_350_350_351_351_350_448_557_449_447_445_447_594_594_1316_594_1316_446
74,8,5,450,451_451_451
75,138,27,460,463_490_290_462_463_678_678_465_465_678_506_465_678_713_713_713_713_505_678_677_463_290_290_290_462_464_489_290_290_463_463_290_290_677_462_461_462_290_290_290_490_290_463_490_463_489_489_464_463_489_490_491_460_490_462_463_489_489_290_290_463_464_489_510_489_290
76,3,3,461,461
77,1,1,465,
78,1,1,466,466
79,13,5,467,469_469_467_469_469_469_468
80,22,18,471,470_1352_470_1352_470_470_470_470_470_470_470_470_1352_470_470_470_470_472_470_470_470_471
81,2,1,473,752_753_473
82,26,8,475,1172_1172_476_1172_476_477_1172_475_476
83,1,1,483,484_483
84,1,1,485,485
85,1,1,487,528
86,626,30,498,709_591_497_592_592_591_579_581_580_1318_635_592_592_591_591_577_693_591_578_693_693_497_709_498_497_522_681_709_523_523_522_522_709_745_500_745_694_693_694_694_694_590_592_592_591_694_695_694_693_694_694_693_591_590_578_591_592_591_592_592_500_500_500_744_745_745_745_500_744_745_620_745_745_500_497_744_497_590_591_694_1320_1319_1319_581_581_1318_1320_1319_580_579_1318_581_579_620_500_500_620_745_620_745_745_745_619_620_499_591_577_635_635_635_635_635_635_634_634_634_635_634_581_579_580_590_590_693_577_693_693_1319_1319_585_1320_566_1320_1320_565_565_1320_712_712_585_711_711_711_712_585_568_568_1320_1320_1320_565_565_565_568_1320_568_1320_565_1320_1320_1320_565_568_1320_568_565_1320_1319_579_1315_497_500_500_500_745_500_499
87,3,2,503,504_503
88,3,3,508,509_509_509_508
89,1,1,510,510
90,3,3,511,512_511
91,49,18,522,523_709_710_680_631_630_630_679_629_630_1255_1255_1255_1255_1255_1254_1255_1254_1255_1255_1255_679_707_707_680_706_706_680_681_522
92,9,5,526,531_527_371_531_371_526
93,4,2,527,637
94,3,3,551,551
95,3,3,560,559_560
96,42,30,570,571_569_571_569_571_571_571_571_571_571_691_569_691_569_571_571_571_571_571_571_569_571_571_571_571_571_569_571_571_569_571_571_571_571_571_571_571
97,152,30,573,586_573_624_573_573_586_573_586_586_573_573_573_586_755_712_712_586_755_712_711_572_712_585_572_711_585_572_624_573_624_624_573
98,14,12,574,573_574
99,1,1,576,1302_576
100,1,1,593,593
101,1,1,606,742_606
102,1,1,609,609
103,8,7,611,641_641_642_641_641_641_641_642_611
104,2,2,624,624
105,1,1,632,655_632
106,2,2,640,728_728_640
107,1,1,643,644_643
108,7,5,645,645_645_645_646_644
109,23,5,648,650_349_349_649_650_746_651_648
110,1,1,663,663
111,57,18,664,479_558_743_743_560_558_559_449_558_576_576_576_559_449_576_560_560_350_449_449_350_350_447_350_350_448_350_557_350_351_557_448_557_557_558_560_558_559_558_558_664
112,1,1,672,673_672
113,4,1,674,1290_719_718_717_674
114,12,7,679,680_1255_1255_1255_680_1254_1254_1255
115,1,1,685,685
116,2,2,691,691
117,2,2,694,694
118,1,1,707,707
119,1,1,712,712
120,1,1,720,721_720
121,3,2,724,723_724
122,1,1,727,727
123,2,2,733,733
124,20,8,735,617_618_617_735_735_736_617_618_735
125,165,30,759,917_941_761_941_762_941_761_917_917_918_918_917_917_918_917_759_941_943_942_942_945_941_941_941_762_761_917_759_1355_918_918_918_918_1356_1355_1355_918_917_917_758_759_758_759_918_917_761_917_945_945_941_942_941_761_761_970_970_1381_970_970_970_970_970_970_917_758_758_758_917_917
126,1,1,768,768
127,135,27,771,851_796_773_772_772_849_791_791_791_791_791_851_791_851_849_849_849_791_772_1389_773_773_773_772_916_845_1264_1264_852_916_916_795_795_794_794_851_794_851_848_847_847_849_849_791_790_790_849_849_849_791_773_773_851_851_772_772_849_791_851_771_851_849_789_790
128,1,1,772,
129,1,1,774,775_774
130,5,3,778,779_214_779_779_778
131,17,10,781,782_781_781_782
132,1,1,787,832_787
133,25,6,795,916_777_985_852_1264_916_795_794_795
134,23,8,797,1067_1068_1067_798_798_797
135,12,6,801,803_803_804_802_801
136,2,2,807,808_808_807
137,5,4,811,811
138,2,2,823,783
139,1,1,824,824
140,1,1,831,1299_831
141,4,2,834,835_833_834
142,125,30,837,980_980_984_984_836_984_984_838_980_980_980_980_984_980_980_838_984_984_836_836_984
143,1,1,839,839
144,17,7,840,800_792_800_792_799_799_800_839_839_800_792_840
145,68,30,841,792_792_792_792_792_792_792_792_792_792_792_792_800_800_800_839_839_800_792_800_800_800_800_800_227_800_839_800_800_800_839_799_800_839_840_792_792_792_792_792_792_792_841
146,53,30,842,873_782_782_782_782_782_782_782_782_781_781_781_782_873_842
147,4,2,843,964_964_844_843
148,5,3,845,1263_1263_1263_845
149,3,3,846,872_872_872_846
150,1,1,852,
151,125,30,853,1266_875_1266_870_858_1266_870_870_870_875_870_858_858_858_853_870_858_870_858_858_875_875_871_875_875_1266_875_858_874_874_858_858_1266_1266_870_870_1311_871_871_858_854_1266_871_858_854_854_853
152,2,1,854,855
153,1,1,856,856
154,290,30,863,865_865_930_862_862_930_862_865_865_862_862_865_862_930_862_930_862_862_930_862_865_865_930_862_862_930_862_865_866_865_866_865_862_862_865_866_866_866_1360_867_869_869_1360_1360_862_862_865_930_862_930_930_862_862
155,1,1,874,874
156,15,5,876,1236_1237_1237_1236_878_877_876
157,1327,30,880,1210_881_880_880_1335_882_882_1136_1190_1144_1144_1150_1240_1143_1240_1143_1143_1144_1238_1240_1144_1144_1144_1142_1142_1238_1144_1144_1145_1144_1143_1144_1142_1144_1238_1142_1240_1144_1144_1145_1238_1140_1141_1141_1182_1210_1232_1236_1232_878_1237_1237_876_1237_1237_1237_1210_1209_1210_1209_882_1196_882_882_1195_1336_1210_1211_1194_1194_1211_1211_1210_1192_1333_1334_1333_1333_1333_1333_1334_1322_1323_1179_1336_1176_1176_1336_1175_1176_1141_1149_1182_1182_1149_1334_882_1196_882_1194_1322_1143_1179_1190_1189_1196_1137_1189_1189_1206_882_1195_1177_1336_1336_1177_1182_1184_1149_1184_1140_1140_1141_1182_1342_882_882_1189_1323_1322_1194_1194_1140_1142_1142_1342_1336_1336_1177_1143_1144_1238_1180_1191_1180_1176_1176_1180_1176_1175_1180_1180_1180_1176_1176_1175_1175_1191_1191_1180_1181_1180_1180_1180_1180_1180_1180_1180_1180_1180_1149_1149_1181_1175_1191_1194_1210_1193_1191_1176_1191_1176_1180_1181_1181_1149_1149_1150_1150_1238_1238_1150_1151_1152_1152_1238_1142_1143_1322_1323_1184_1140_1141_1361_1182_1184_882_882_1196_1137_882_1195_1336_1336_1178_1361_1182_1181_1149_1149_1182_1323_1190_1322_1190_1322_1322_1333_1195_1334_1194_1211_1210_880_1227_880_1210_1194_1193_1191_1191_1150_1150_1148_1149_1181_1176_1336_1336_1194_1210_880_880_1194_1229_1228_1228_878_1236_878_877_876_1233_1237_1192_1237_1234_1237_1236_1209_879_1210_1211_1194_1195_1182_1182_1150_1149_1149_1149_1238_1151_1238_1151_1238_1143_1143_882_1195_1194_1193_1210_881_1205_1225_1225_1193_878
158,5,5,883,883
159,5,3,895,894_895
160,1,1,897,897
161,15,5,908,911_1386_961_962_961_961_961_962_834_908
162,6,4,909,1298_1298_1298_909
163,1,1,910,910
164,1,1,913,913
165,11,7,918,1356_1355_1355_918_1355
166,1,1,930,930
167,2,2,945,945
168,1,1,949,949
169,1,1,950,950
170,2,2,956,982_982_956
171,2,2,957,957
172,3,3,967,968_968_968_967
173,1,1,972,973_972
174,1,1,980,
175,1,1,983,983
176,2,2,984,
177,5,3,988,995_988
178,1,1,996,996
179,1,1,1002,1003_1002
180,3,1,1004,1005
181,1,1,1006,1007_1006
182,12,8,1008,1009_1016_1008_1008_1009_1008
183,5,3,1011,296_1012_1011
184,2,1,1013,1014_1013
185,4,2,1016,1017_1017_1016
186,1,1,1018,1018
187,1,1,1019,1019
188,8,8,1026,1025_1025_1025_1025_1025_1025_1025_1026
189,1,1,1027,1027
190,1,1,1040,1041_1040
191,1,1,1049,1049
192,2,2,1053,1052_1053
193,10,9,1057,1080_1080_1080_1080_1079_1080_1080_1080_1080_1057
194,9,5,1058,1058_1058_1059
195,1,1,1064,1064
196,3,1,1072,1096_1095_1073_1072
197,11,7,1074,1074_1074_1074_1075
198,8,4,1087,1094_1088_1088_1087
199,2,2,1093,1093
200,5,4,1114,1118_1114
201,10,6,1138,1168_1167_1168_1168_1168_1167_1138
202,2,2,1150,
203,2,2,1154,1153_1154
204,11,9,1155,1140_1140_1140_1140_1155
205,1,1,1158,1187_1158
206,25,17,1160,1259_1259_1259_1259_1259_1259_1259_1259_1259_1259_1259_1260_1160
207,1,1,1162,1162
208,1,1,1163,1164_1163
209,19,11,1170,1163_1138_1138_1163_1138_1163_1138_1167_1138_1170
210,1,1,1172,
211,1,1,1182,
212,13,5,1192,1192
213,13,11,1206,21_21_1206
214,2,1,1215,1218_1215
215,1,1,1216,1223_1216
216,1,1,1220,1224_1220
217,9,6,1232,1234_1232_1232_1234_1232_1233_1232
218,2,2,1237,
219,3,3,1240,1240
220,95,30,1245,1247_1247_1246_1247_1247_1247_1247_1247_1247_1251_1249_1249_1251_1251_1249_1270_1270_1249_1251_1250_1251_1248_1249_1251_1251_1251_1270_1270_1270_1249_1249_1251_1249_1248_1247_1246_1246_1246_1246_1246_1246_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1245
221,1,1,1252,1252
222,3,3,1254,1254
223,6,4,1257,728_1257
224,5,5,1267,1267
225,2,2,1278,1278
226,1,1,1279,1279
227,11,5,1280,1166_1165_1186_1164_1166_1166_1165_1280
228,31,14,1284,1006_1006_1034_1034_1006_1006_1006_1034_1006_1034_1034_1006_1007_1284
229,5,2,1330,1332_1331_1329_1330
230,1,1,1339,1340_1339
231,3,2,1347,1348_1347
232,4,3,1351,1307_1307_1351
233,4,3,1354,1353_1354
234,2,1,1364,1365_1364
235,2,2,1366,1366
236,1,1,1367,1368_1367
237,7,4,1371,1371_1374
238,1,1,20,1204_20
239,1,1,26,379_26
240,4,4,37,37
241,1,1,55,55
242,2,1,67,142
243,6,4,73,73_73_74_73
244,2,1,86,87
245,4,3,88,
246,1,1,102,102
247,2,2,122,122
248,1,1,130,130
249,4,3,148,149_148
250,3,3,150,150
251,1,1,153,156_153
252,1,1,160,161_160
253,3,2,191,189_190_191
254,196,29,193,201_192_201_201_193_201_201_201_246_181_196_181_197_196_197_186_186_199_199_200_196_196_196_196_197_186_199_189_189_189_189_189_189_190_189_191_189_190_186_186_196_189_189_189_189_191_191_189_189_189_189_189_190_253_200_200_200_200_200_199_199_186_253_199_200_192_246_246_201_192_192_192_246_201_192_192_193_201_201_197_201_193_192
255,3,2,206,238_237
256,10,7,207,252_208_208_208_208_252_252_208_207
257,1,1,215,215
258,3,3,222,223_223_223_222
259,1,1,235,235
260,1,1,241,241
261,1,1,246,246
262,2,2,249,250_250_249
263,4,3,265,383_383_265
264,1,1,281,282_281
265,1,1,283,284_283
266,2,2,294,295_294
267,3,1,302,303_302
268,1,1,351,351
269,1,1,363,
270,2,2,367,367
271,3,3,374,1276_1276_374
272,1,1,377,377
273,8,4,406,407_407_405_407_406
274,1,1,413,414_413
275,1,1,416,416
276,9,4,430,432_433_432_430_430
277,2,2,444,445_445_444
278,1,1,456,456
279,3,3,464,464
280,1,1,472,472
281,2,1,480,480
282,1,1,481,482_481
283,2,2,484,539_485_484
284,1,1,502,502
285,9,5,528,527_637_528_528
286,5,4,530,608_530
287,1,1,547,547
288,1,1,553,
289,1,1,558,559
290,1,1,565,
291,1,1,572,711_572
292,1,1,584,584
293,5,3,585,712
294,2,2,592,
295,2,1,602,684_602
296,2,2,615,616_615
297,1,1,620,745_620
298,5,5,654,604_604_604_655_654
299,2,2,667,666_667
300,1,1,668,668
301,1,1,671,752_671
302,5,3,695,697_697_696_695
303,1,1,700,700
304,4,3,704,705_705_704
305,10,7,706,707_706_707_707
306,1,1,719,719
307,1,1,721,721
308,2,2,730,730
309,1,1,749,749
310,1,1,763,763
311,1,1,796,796
312,6,5,809,826_810_810_826_810_809
313,3,2,817,818_818_817
314,1,1,827,986_827
315,1,1,832,832
316,1,1,866,866
317,1,1,885,886_885
318,1,1,903,904_903
319,1,1,923,960_923
320,1,1,936,936
321,1,1,952,952
322,5,4,975,976_857_1266_976_975
323,36,24,993,994_994_994_994_994_994_994_994_994_994_996_994_996_994_996_995_996_994_996_994_994_993_994
324,2,1,1001,1030_1001
325,1,1,1003,1003
326,1,1,1005,1005
327,1,1,1024,1024
328,1,1,1034,1035_1034
329,1,1,1041,1041
330,1,1,1060,1061_1060
331,1,1,1063,1063
332,1,1,1066,1066
333,2,2,1081,1110_1110_1081
334,1,1,1089,1090_1089
335,2,2,1098,1099_1098
336,1,1,1099,
337,1,1,1124,1125_1124
338,1,1,1132,1132
339,2,2,1161,1162_1161
340,2,2,1164,
341,1,1,1169,1187_1169
342,2,2,1171,1187_1171
343,4,4,1173,1172_1173
344,1,1,1230,1231_1230
345,2,2,1243,1159_1243
346,1,1,1275,1275
347,1,1,1311,1311
348,3,2,1313,1314_1314_1313
349,1,1,1317,1317
350,2,2,1370,1370
351,7,6,1372,1375_1375_1375_1372_1375_1372
352,1,1,13,72_13
353,1,1,28,28
354,1,1,41,41
355,1,1,54,54
356,1,1,92,92
357,2,2,108,108
358,5,3,132,417_389_389_399_132
359,1,1,142,142
360,1,1,155,155
361,1,1,157,159_157
362,1,1,164,165_164
363,2,2,181,196_181
364,1,1,201,
365,4,3,205,205
366,3,3,229,187_187_229
367,1,1,242,242
368,5,3,253,186_253
369,3,3,277,277
370,1,1,305,306_305
371,2,2,310,310
372,1,1,335,338_335
373,1,1,345,433_345
374,10,8,348,737_737_349_349_349_349_349_348
375,5,4,353,451_353
376,2,2,396,396
377,2,1,403,438_403
378,1,1,411,
379,1,1,418,419_418
380,1,1,452,452
381,2,2,459,459
382,1,1,483,483
383,2,1,495,496_495
384,2,2,510,509_510
385,1,1,519,520_519
386,2,2,535,535
387,8,2,552,754_753_752_552
388,4,3,554,554
389,1,1,564,564
390,1,1,583,583
391,6,6,600,482_482_482_482_482_600
392,3,2,629,631_630_629
393,1,1,636,636
394,1,1,638,638
395,1,1,642,642
396,2,2,644,687_644
397,6,6,653,604_604_604_653
398,4,3,657,474_656_657
399,1,1,658,659_658
400,3,3,663,663
401,1,1,690,690
402,3,2,702,703_702
403,1,1,708,708
404,1,1,711,711
405,3,3,718,719_719
406,5,3,727,494_640_726_727
407,7,5,729,730_513_513_729
408,1,1,734,
409,1,1,774,775_774
410,2,2,787,832_787
411,1,1,802,802
412,1,1,806,806
413,1,1,808,808
414,3,2,815,816_815
415,1,1,835,835
416,3,2,847,848_847
417,3,3,850,850
418,2,1,854,855
419,1,1,933,933
420,1,1,946,949_946
421,2,2,948,813_948
422,1,1,951,951
423,1,1,992,992
424,6,4,1011,296_1012_1011
425,1,1,1018,1018
426,1,1,1036,1036
427,1,1,1056,1056
428,2,1,1061,1062_1061
429,1,1,1064,1064
430,1,1,1073,1095_1073
431,1,1,1077,1078_1077
432,1,1,1079,1079
433,3,2,1083,1101_1106_769_1083
434,1,1,1103,1103
435,1,1,1105,1105
436,1,1,1115,1115
437,1,1,1120,1120
438,1,1,1121,1122_1121
439,1,1,1139,1139
440,1,1,1247,
441,1,1,1279,1279
442,2,2,1281,251_1281
443,1,1,1301,1301
444,5,4,1331,1332_1332_1331
445,1,1,1337,1337
446,1,1,1344,1344
447,1,1,1347,1347
448,2,2,1350,1350
449,2,2,1356,
450,1,1,1364,1365_1364
451,3,3,1367,1368_1368_1368_1367
452,5,5,17,17
453,1,1,38,90_38
454,3,3,49,
455,1,1,60,60
456,1,1,67,
457,2,2,131,131
458,11,11,135,135
459,7,6,153,156_156_156_156_156
460,1,1,154,154
461,1,1,165,165
462,1,1,189,189
463,1,1,198,198
464,1,1,216,216
465,1,1,250,250
466,1,1,272,273_272
467,2,2,278,1197_1197_278
468,3,2,295,1049_1049_295
469,2,2,308,308
470,1,1,322,323_322
471,1,1,324,
472,1,1,332,
473,2,2,376,443_376
474,3,2,381,281_282_381
475,1,1,440,440
476,3,3,442,442
477,4,2,445,347_444
478,2,2,489,
479,4,3,503,504_504_503
480,3,3,512,
481,3,3,515,516_589_589_515
482,1,1,523,523
483,2,2,538,538
484,2,1,540,541_540
485,5,3,547,547
486,2,2,557,557
487,17,13,572,712_711
488,2,1,576,1302
489,2,1,584,584
490,2,2,586,755
491,1,1,593,593
492,1,1,643,643
493,1,1,668,669_668
494,3,2,671,753_752_671
495,1,1,672,673_672
496,5,2,674,717_1308_674
497,2,2,675,675
498,2,2,684,602_684
499,1,1,689,689
500,1,1,724,724
501,1,1,732,732
502,1,1,784,903_784
503,1,1,789,936
504,3,3,844,964_964_843_844
505,1,1,856,856
506,1,1,866,866
507,1,1,886,886
508,8,5,911,912_912_912_911
509,29,20,937,938_938_938_938_938_938_938_938_1387_1387_937_938_911_938
510,1,1,942,943_942
511,1,1,949,949
512,1,1,950,950
513,4,3,956,983_982_983_956
514,1,1,969,969
515,2,1,1002,1003_1002
516,2,1,1013,1014_1013
517,1,1,1035,1035
518,1,1,1038,1042_1038
519,1,1,1053,1053
520,1,1,1070,1070
521,1,1,1078,1078
522,1,1,1089,1090_1089
523,4,2,1092,1094_1094_1093_1092
524,1,1,1095,1095
525,1,1,1113,1125_1113
526,3,2,1119,1338_1119
527,2,2,1156,1156
528,1,1,1159,1159
529,1,1,1184,1184
530,52,21,1186,1158_1165_1166_1166_1187_1158_1158_1166_1166_1166_1165_1166_1243_1185_1166_1185_1166_1185_1185_1166_1279_1280_1165_1165_1185_1186
531,1,1,1198,1198
532,1,1,1202,1202
533,4,4,1216,1222_1222_1222_1222_1216
534,3,3,1230,1231_1231_1229_1230
535,1,1,1251,1251
536,1,1,1264,1264
537,6,6,1278,1278
538,2,2,1290,1291_1291
539,1,1,1311,1311
540,1,1,1316,
541,7,6,1327,1326_1326_1326_1326_1327
542,1,1,1333,1334_1333
543,6,5,1366,1364_1365_1365_1365_1366
544,4,2,11,11
545,194,26,13,72_72_112_112_73_74_73_71_71_71_77_111_111_111_71_71_110_110_110_111_71_77_71_71_71
546,3,2,85,127_85
547,1,1,94,94
548,1,1,100,100
549,24,12,123,1288_1288_123_1288
550,1,1,132,132
551,1,1,139,139
552,1,1,148,148
553,1,1,164,164
554,1,1,176,872_176
555,1,1,191,191
556,1,1,200,200
557,1,1,202,202
558,7,6,215,807_807_807_807_807_215
559,1,1,237,238
560,1,1,240,240
561,1,1,251,251
562,1,1,292,1055_292
563,69,14,297,1035_1035_296_297_1018_299_298_1020_1035_1005_1050_1021_1050_1019_1021_1050_1035_1036_1035_1004_1003_1007_1034_1034_1035_1004_297_297_298_298_299_299_1050_1021_1021_1020_298_296_297_1018_1050_1050_1019_1021_297_1004
564,1,1,301,
565,1,1,321,321
566,4,2,360,603_603_632_360
567,2,2,404,405_404
568,3,3,408,
569,3,2,411,1376
570,1,1,414,414
571,4,4,456,
572,2,2,485,485
573,1,1,493,493
574,2,2,496,1256_1256_496
575,1,1,502,502
576,2,2,511,511
577,1,1,517,517
578,3,3,522,523_523_522
579,1,1,539,556_539
580,1,1,569,691_569
581,2,2,637,637
582,1,1,640,728_640
583,1,1,642,642
584,1,1,655,
585,2,2,688,689_688
586,1,1,695,695
587,1,1,716,716
588,2,2,721,720_721
589,1,1,733,733
590,2,2,734,734
591,1,1,738,738
592,1,1,740,740
593,1,1,744,744
594,1,1,749,749
595,1,1,774,775_774
596,1,1,808,808
597,1,1,814,814
598,1,1,831,1299_831
599,4,3,832,787_787_832
600,1,1,835,835
601,18,10,845,1263_1263_1263_1263_844_1263_1263_964_843_843_844_844_1263_845
602,17,17,846,872_872_872_872_872_872_872_872_872_872_872_872_872_872_872_872_846
603,1,1,852,852
604,2,1,854,860_855_854
605,1,1,861,861
606,2,2,871,871
607,2,2,876,876
