,F,T,S,E
10,121,24,54,158_158_158_158_158_157_159_158_158_158_158_158_158
11,2,2,61,61
12,1,1,110,
13,3,2,122,122
14,34,24,135,136_136_136_136_136_136_136_136_136_136_136
15,2,2,145,
16,11,8,148,148_148_148_148_148_149
17,6,6,150,150
18,180,24,172,980_984_980_980_980_980_984_172_172_171
19,2,1,173,227_174_173
20,1,1,175,175
21,24,24,177,
22,496,24,179,195_195_195_195_197_189_189_189_189_189_186_181_181_196_186_189_189_189_189_191_186_186_247_253_181_181_247_195_195_247_247_181_195_186_186_181_194_194_189_191_191_189_189_194_194_195_246_247_185_186_189_189_186_189_191_191_195_195_195_247_195_181_180_179
23,12,12,185,185
24,11,11,198,198
25,162,24,208,209_209_227_227_227_227_227_227_227_227_227_227_227_174_799_799_800_840_800_839_227_227_227_227_227_227_227_227_227_209_209_252_209_209_209_209
26,1,1,211,224_211
27,3,2,212,798_212
28,3,1,215,808_807_215
29,244,24,216,917_917_759_759_941_941_941_1356_1356_761_970_917_917_918_941_941_970_970_970_918_945_918_759_759_967_968_968_969_969_970_970_970_1380_969_970_970_759_758_758_941_945_1356_918_761_762_1356_918_945_763_762_762_762_762_918_759_762_762_762_216
30,385,24,217,948_948_813_813_812_216_811_812_823_824_783_824_783_783_885_763_763_765_764_763_764_885_824_824_783_784_219_219_824_824_783_219_785_784_784_824_824_812_811_763_811_216_763_216_763_216_824_784_823_219_886_886_885_885_824_823_764_763_764_216_216_811_216_216_949_950_950_951_947_949_951_949_946_950_950_951_951_951_950_950_949_951_948_813_948_813_813_948
31,2,2,221,220_221
32,3,2,222,223_222
33,38,11,225,932_933_933_933_775_933_932_932_775_775_774_774_932_225_225_225_225_224
34,94,24,248,1281_248_248_248
35,5,3,249,249_250
36,778,24,257,61_976_976_871_871_858_860_952_952_952_1311_1311_976_976_61_1311_1311_875_860_952_952_855_976_976_1311_860_871_952_860_858_858_257_257_858_857_976_1266_871_871_856_906_905_905_853_856_906_906_905_905_855_855_926_1241_926_861_801_926_907_804_1267_1267_804_803_861_1267_804_907_1241_802_981_981_907_952_875_1147_857_876_871_861_907_802_1267_803_856_860_858_257_871_858_874_874_857_61_257_257_857_61_61_257_976_871_860_854_858_1146_1147_1146_1146_1311_1311_874_61
37,24,24,259,18_18_18_18
38,24,24,267,
39,5,4,273,272_272_272_273
40,39,22,288,287_289_287_287_289_289_732_287_289_521_732_521_287_289_287_289_287_289_287_289_287_289_287_289_287_289_289_289_289_290_289_289_287_289_289_288
41,506,24,289,461_677_678_678_489_489_290_290_461_461_678_505_713_503_503_465_677_713_1370_713_713_503_504_503_677_678_504_713_1370_1370_503_504_713_1370_1370_503_503_503_504_503_503_504_466_713_713_503_503_678_465_678_677_464_464_464_461_461_677_678_677_461_461_677_677_510_461_461_464_290_491_491_290_290_464_464_461_290_290_290_489_489_464_464_461_291_291_491_491_290_290_290_290_510_489_489_489_464
42,30,9,293,1031_1030_1001_1001_292_1001_1001_1030_1001_294_294_1030_1001_294_1031_1055_1031_1055_292_292_293
43,2,1,296,1012_1013_296
44,399,24,297,1018_1056_1035_1035_1005_1005_1012_1033_1014_1014_1013_1013_1011_1011_1012_1012_1010_1010_1011_1011_296_1012_296_298_297_1035_1035_1004_1019_1021_1056_1021_298_1017_1017_1286_1017_1286_1286_1285_1286_1286_1286_1286_1286_1286_1285_1286_1286_1286_1286_1286_1015_1054_1054_300_1054_299_301_1286_1015_301_300_1054_301_301_298_1021_1035_1035_1005_1004_297_297_1005_1035_1036_1035_1004_1019_1056_297_1018_1018_298_1054_301_301_1054_1054_303_302_301_1056_1035_1021_1019_1019_1021_296_296_1035_1005_1019_1021_1019_1021_1056_1021_1035_1004_297_298_298_1019_299_1054_1054_300_1004_298_298_1056_1036_1036_1035_1019_1019_1021_1019_1021_1056_297
45,1,1,321,
46,9,7,340,335_335_340
47,5,5,342,342
48,5,5,343,343
49,2,2,346,593_347_346
50,3168,24,348,746_647_347_347_647_347_746_746_652_652_557_447_580_581_635_634_635_634_620_617_617_735_590_579_636_635_636_634_581_1318_572_711_573_623_565_565_565_1320_497_744_619_735_744_744_522_497_500_744_681_708_708_723_744_500_710_706_630_1255_679_1254_1254_1255_1255_1254_1254_1255_1255_1255_1255_1255_1254_1254_706_708_522_697_697_590_636_635_636_636_635_697_693_565_572_572_712_595_588_588_623_624_623_624_1321_696_695_694_695_697_697_697_696_695_694_695_695_695_694_744_744_619_735_617_617_744_500_745_620_619_500_500_619_619_622_621_622_622_622_680_630_629_629_630_706_630_500_681_681_631_1255_706_1255_679_1255_1255_1255_680_706_707_523_709_710_622_622_622_523_523_735_619_617_735_735_617_744_1319_624_587_572_634_1319_580_592_592_497_744_619_592_572_572_711_595_588_595_351_564_350_350_449_450_576_451_1301_576_480_480_479_479_479_576_559_743_743_743_743_449_350_692_692_1301_576_1302_479_480_560_560_350_737_651_447_737_737_738_349_647_347_445_444_444_347_347_584_647_737_737_349_737_350_746_737_444_746_571_571_571_571_571_1317_594_1316_445_445_1317_445_1317_564_557_350_445_447_652_651_652_652_652_350_652_651_351_351_665_738_626_625_625_738_665_738_737_347_648_652_652_652_651_652_651_349_502_665_738_738_738_738_665_738_350_447_557_351_664_576_478_480_576_1301_1302_1302_576_576_479_479_743_449_575_449_451_451_451_353_451_451_575_451_595_664_664_449_350_569_569_569_571_571_571_571_445_447_564_560_743_743_559_1301_664_664_350_450_575_450_351_451_451_451_560_576_557_576_558_574_445_447_1317_445_444_444_445_445_350_349_652_651_347_651_349
51,105,24,354,562_562_614_562_614_614_562_562_355_356_355_355_355
52,16,6,356,492_563_563_492_357_355_563_492_355_356
53,8,3,360,684_655_603_360_632_361_360
54,2034,24,362,550_1312_1312_1312_548_1289_363_655_604_604_604_655_361_604_604_655_653_749_602_602_684_602_601_602_632_684_360_655_632_655_655_604_604_604_749_749_749_604_604_604_653_653_604_749_749_604_655_653_604_749_604_655_655_604_655_361_361_671_670_670_362_363_363_362_470_470_1352_470_470_470_470_471_474_472_472_472_474_472_671_365_364_365_551_674_674_717_365_365_363_365_632_360_632_655_361_361_361_361_363_551_670_670_752_1308_1309_1309_719_740_555_544_555_555_638_638_544_555_547_547_741_741_700_700_484_556_733_608_685_538_537_536_537_368_368_369_537_368_608_608_1363_608_644_644_645_608_645_608_1363_1362_1358_540_484_733_686_722_722_722_722_685_734_1363_1362_700_702_540_541_541_699_714_702_700_702_1362_701_637_370_371_637_527_525_525_531_525_526_528_757_661_532_535_535_527_637_616_616_370_370_532_616_757_637_637_370_608_645_608_608_608_750_537_750_686_537_638_542_1289_638_548_555_1363_1363_1363_701_701_722_538_538_722_722_722_538_722_685_734_700_540_734_556_698_485_485_484_484_539_539_539_733_733_487_702_703_703_484_483_483_698_485_757_733_757_539_698_484_739_484_698_485_535_531_371_370_531_531_371_370_729_729_730_730_512_374_373_513_730_729_373_729_729_730_373_372_513_1276_1276_1276_1276_1276_374_372_372_526_526_526_531_531_370_526_370_535_616_532_533_487_528_532_616_616_535_535_703_757_1363_701_1363_1362_1358_540_541_741_740_740_555_555_638_554_721_721_365_367_367_662_662_488_528_528_487_535_533_616_532_531_370_526_371_527_528_534_533_662_531_370_703_535_488_698_485_608_644_646_608_702_703_733_556_733_539_483_483_484_485_485_662_608_368_722_685_662_662_485_734_540_700_733_1358_700_702_701_702_1362_701_661_370_531_370_698_485_733_739_483_739_719_719_752_752_1309_1308_1309_1308_676_676_675_671_753_753_754_754_753_1308_675_675_717_717_1309_674_675_717_638_638_638_542_721_555_740_1290_546_365_365_554_544_1291_555_544_546_554_719_719_718_1291_555_1290_721_753_719_719_1290_721_483_555_364_365_361_361_362_1312_548_548_1312_1289_548_1312_1312_1289_363_546_1291_740_554_554_556_740_734_540_540_741_740_547_546_544_542_638_556_556_740_546_546_546_1291_1291_1290_1291_1291_753_718_719_717_675_675_674_1308_674_717_717_553_552_364_670_670_717_671_752_552_364_717_752_752_753_753_472_656_474_474_472_474_753_472_656_474_472_473_472_671_671_363_670_362_363_548_1289_1289_1289_548_363_361
55,3,2,374,1276_1276_374
56,8,5,392,393_438_392_393
57,1,1,397,397
58,22,8,420,418_421_419_419_420
59,1,1,422,422
60,1,1,434,
61,27,11,440,280_422_439_19_19_19_422_422_280_19_280_422_440
62,2,1,447,
63,2,2,464,
64,9,5,467,468_469_469_469_469_468_467
65,12,5,474,472_472_473_474_656
66,512,24,475,1172_1173_1173_475_475_1242_1173_1173_1172_1172_1163_475_1242_1163_475_1172_1172_1172_1172_1173_1173_1172_1163_477_1163_1138_1279_1169_1169_1139_1138_1168_1167_1169_1185_1185_1186_1166_1164_1164_1186_1279_1187_1158_1187_1169_1169_1164_1166_1279_1279_1166_1158_1259_1259_1259_1160_1259_1259_1161_1259_1159_1159_1159_1243_1166_1187_1169_1171_1169_1159_1168_1167_1167_1171_1163_1163_1163_1139_1138_1138_1170_1242_1163_1170_1242_1163_1170_1138_1139_1167_1139_1167_1168_1168_1167_1158_1168_1168_1171_1187_1158_1169_1279_1279_1158_1186_1171_1171_1187_1169_1280_1168_1168_1171_1187_1159_1158_1243_1243_1159_1243_1160_1160_1159_1243_1161_1160_1259_1243_1159_1138_1163_1168_1167_1139_1139_1163_1138_1163_1167_1167_1138_1170_1168_1242_1242_476_1172_475_475_1172_475_1172
67,3,2,508,509_508
68,3,3,511,511
69,100,24,514,595_589_595_492_563_563_492_492_357_356_355_355_589_595_589_589_596_596_596_589_596_514_589_589_589_589_596_514_589_514_514_355_595_595_515_589_589_588_514
70,36,9,517,516_520_520_520_516_517_518_520_520_518_520_519_520_518
71,1,1,531,
72,12,5,538,722_722_538_685
73,3,3,546,
74,2,2,547,547
75,2,1,552,
76,1,1,556,556
77,1,1,562,562
78,6,4,602,684_684_602
79,1,1,603,
80,2,1,606,742_606
81,13,8,611,641_642_641_642_642_641_642_642_641_642_642_611
82,2,2,616,
83,2,1,619,
84,1,1,626,626
85,1,1,639,639
86,1,1,643,716_643
87,29,11,644,646_646_643_687_644_644
88,1,1,652,652
89,3,2,662,662
90,1,1,665,738
91,3,3,667,666_666_667
92,1,1,668,668
93,1,1,669,669
94,1,1,671,671
95,1,1,677,
96,9,9,682,633_633_633_633_633_633_633_633_682
97,1,1,692,692
98,11,5,701,714_702_702_700_540_541_541_700
99,1,1,719,
100,2,2,725,725
101,2,1,727,727
102,1,1,729,
103,3,3,732,521_521_732
104,1,1,737,
105,1,1,739,739
106,1,1,741,741
107,1,1,747,747
108,2,2,749,749
109,1,1,754,754
110,1,1,755,755
111,10,5,764,764
112,282,24,771,850_849_848_849_789_789_789_789_789_790_789_789_789_789_789_789_789_935_790_790_790_790_848_847_847_848_847_847_848_849_790_790_850_850_849_790_847_848_848_790_790_847_850_850_851_772_794_794_796_796_796_1264_916_852_916_794_795_795_794_851_851_851_794_794_796_796_773_772_851_796_793_773_772_772_796_1388_772_1389_796_796_773_796_916_795_794_772_1389_1388_773
113,1,1,774,
114,1,1,776,777_776
115,4,2,778,779_806_214_778
116,1,1,782,782
117,1,1,785,786_785
118,112,24,787,831_892_1298_891_910_892_892_891_891_1299_832_786_787_787_831_831_831_787_832_832_786_786_786_891_831_1299_831_786_893_786_787_831
119,1,1,793,793
120,1,1,794,
121,3,3,799,174_174_799
122,1,1,806,971
123,29,13,809,826_810_826_982_810_826_826_826_810_826_810_826_810_826_826_825_810_810_809_826
124,42,14,815,817_817_815_815_815_818_954_818_817_931_817_815_816_815_815
125,1,1,818,818
126,2,1,820,822_821_820
127,9,2,831,892_1299
128,1,1,833,834_833
129,48,20,840,841_792_792_792_792_792_792
130,117,24,843,1263_964_964_843_844_1263_1263_1264_1264_964_964_843_1263_1264_845_844_843_844_845_1263_843_844_843
131,7,6,846,872_872_872_872_872_872_846
132,2,1,847,847
133,11,6,852,916_916_852_916_777_776_776
134,336,24,862,862_781_780_873_780_781_782_873_873_780_780_782_780_780_780_782_780_782_782_782_873_780_868_865_868_868_866_866_930_930_868_868_862_930_868_867
135,51,24,869,
136,5,5,873,
137,3,3,874,
138,1,1,885,886_885
139,57,24,894,249_249_249_249_250_249_249
140,1,1,900,900
141,1,1,906,906
142,1,1,910,910
143,73,19,911,833_908_834_834_961_1385_1386_834_908_908_1385_962_1386_835_833_834_835_834_833_835_834_908_908_962_833_834_962_908_961_962_961_962_961_1386_911
144,1,1,913,913
145,2,1,918,1356
146,2,1,920,1332_920
147,3,3,933,
148,16,8,937,938_1387_911_938_938_937
149,10,3,939,983_956_939_940
150,4,3,942,943_943_942
151,1,1,951,
152,1,1,953,953
153,1,1,960,960
154,1,1,963,963
155,3,2,969,970_968_969
156,1,1,977,978_977
157,1,1,979,979
158,1,1,985,985
159,2,2,987,887_987
160,82,19,988,1027_995_998_1028_1028_1037_1027_1027_988_988_1027_995_989_1028_1027_1028_1028_1259_1259_1259_1259_1259_1259_1259_1259_1259_1259_1259_1260_1028_1028_998_1028
161,2,1,992,1024_992
162,10,6,993,996_994_994_993_994
163,145,24,1003,1016_1017_1003_1007_1006_1034_1034_1006_1007_1034_1002_1003_1003_1017_1008_1002_1007_1017_1017_1009_1003_1017_1002_1034_1006_1006_1007_1003_1017
164,9,4,1007,1034_1034_1034
165,5,3,1010,1010
166,4,2,1015,1285
167,21,8,1025,1024_1025_1026
168,5,3,1029,1052_1053_1029
169,2,1,1031,1055
170,5,3,1032,1032_1049
171,1,1,1037,1037
172,49,15,1057,1105_1080_1080_1058_1059_1058_1080_1080_1080_1080_1080_1080_1080_1063_1064_1063_1070_1106_1070_1080_1058_1059_1058_1057
173,19,5,1061,1066_1065_1066_1081_1110_1110_1081_1062_1082_1082_1066_1061
174,8,5,1067,1067_1067_1068_1067
175,17,7,1073,1110_1110_1096_1090_1090_1110_1096_1090_1090_1095_1090_1073
176,7,3,1075,1114_1118_1114_1074_1075
177,5,1,1076,1126_1097_1099_1098_1076
178,5,3,1077,1077_1078_1077
179,2,2,1079,1079
180,1,1,1085,1273_1085
181,16,6,1087,1094_1094_1094_1090_1089_1089_1094_1089_1094_1088_1087
182,1,1,1093,1093
183,2,2,1102,1103_1103_1102
184,2,1,1109,1261_1109
185,1,1,1110,
186,2,1,1114,1118
187,110,24,1133,1217_1215_884_884_884_1133_1215_1222_1222_1223_1222_1223_1217_1222_1222_1133_1133_1223_1222_1219_1224_1220_1220_1219_1218_1218_1223_1223_1217_1217_1223_1223_1217_1222_1223_1215_1215_1223_884_884_884_884_884_883_883
188,1,1,1134,1220_1134
189,5,3,1151,
190,8,3,1163,1242_1242
191,1,1,1172,
192,6,6,1185,1185
193,2,2,1188,1188
194,1,1,1199,1199
195,15,13,1200,1201_1201_1201_1201_1200
196,1,1,1214,1214
197,7,4,1224,1220_1134_1219_1220_1224
198,2,2,1228,1228
199,3,2,1230,1230
200,3,3,1232,
201,91,24,1244,1247_1244_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1247_1251_1270_1249_1270_1249_1251_1248_1251_1247
202,1,1,1253,1253
203,16,9,1257,640_1257_640_728_1257_302_728
204,1,1,1267,1267
205,1,1,1278,
206,1,1,1283,1283
207,2,2,1284,1284
208,1,1,1293,
209,3,2,1307,1350_1307
210,2,1,1308,1310_1309_1308
211,1,1,1311,1311
212,1,1,1317,
213,3,2,1326,1327_1326
214,130,24,1328,1330_1331_1332_1331_1332_1331_1331_920_1332_920_1332_1332_1330_920_920_1328_1330_1332_1331_1331_1332_1329_1330_920_784_903_903_1332_1330
215,2,2,1331,
216,4,2,1333,1333
217,1,1,1337,1337
218,1,1,1339,1340_1339
219,1,1,1348,1348
220,1,1,1349,1349
221,1,1,1353,1354_1353
222,1,1,1365,1365
223,2,2,1366,1366
224,102,24,1371,1374_1375_261_261_261_261_1375_1375_1375_1374
225,14,14,1378,1378
226,5,2,27,
227,1,1,37,37
228,1,1,69,69
229,1,1,84,84
230,12,6,229,254_229
231,1,1,262,
232,7,5,278,1209_278
233,2,1,306,307
234,1,1,335,338
235,10,7,358,358_358_358_1359_358
236,2,2,417,417
237,1,1,455,455
238,1,1,458,458
239,2,2,471,470_471
240,1,1,493,726_493
241,9,4,494,640_640_495_494
242,4,3,496,1256_1256_1256_496
243,1,1,541,
244,13,8,583,582_582_582_582_582_583
245,2,2,593,593
246,1,1,609,609
247,5,5,623,623
248,1,1,651,
249,2,1,657,658_657
250,5,4,672,673_673_673_672
251,13,6,688,689_689_688_689
252,2,2,704,705_704
253,1,1,705,
254,2,2,708,708
255,1,1,715,715
256,1,1,716,716
257,1,1,721,
258,1,1,748,748
259,1,1,756,756
260,1,1,805,805
261,1,1,814,973_814
262,5,5,825,825
263,3,3,850,
264,1,1,923,923
265,2,1,957,957
266,1,1,991,991
267,1,1,996,
268,1,1,1012,
269,8,5,1040,1041_1044_1044_1041_1039_1041_1040
270,1,1,1043,1043
271,1,1,1054,1054
272,5,4,1060,1060_1076_1060
273,1,1,1064,1064
274,1,1,1083,1106_1083
275,2,2,1126,1128_1126
276,1,1,1157,1157
277,1,1,1162,1162
278,1,1,1202,1202
279,1,1,1208,1208
280,2,2,1222,1222
281,1,1,1241,1241
282,2,2,1250,1250
283,1,1,1252,1252
284,3,3,1274,1275_1275_1275_1274
285,3,2,1300,1300
286,1,1,1338,1338
287,3,2,1347,1348_1347
288,12,7,1351,1350_1350_1351_1350_1307_1351
289,1,1,38,90_38
290,1,1,154,
291,22,15,173,174_174_174_174_174_174_174_173
292,2,2,211,211
293,1,1,216,216
294,1,1,223,223
295,1,1,247,247
296,1,1,279,279
297,1,1,280,
298,2,1,291,491_291
299,5,3,292,292_292
300,1,1,307,307
301,1,1,357,357
302,2,2,403,
303,5,3,479,480_480_479
304,2,2,502,501_502
305,2,2,539,539
306,1,1,556,556
307,1,1,564,564
308,3,3,603,632_603
309,1,1,615,615
310,1,1,641,
311,2,1,643,643
312,2,1,659,660_659
313,2,1,668,669_668
314,5,3,675,676_676
315,2,2,692,692
316,1,1,703,
317,1,1,720,720
318,1,1,727,727
319,1,1,750,750
320,4,4,754,753_753_753_754
321,2,2,755,755
322,10,6,767,768_768_766_765_765_766_766_768_767
323,4,2,784,785
324,2,1,808,808
325,1,1,824,
326,1,1,847,847
327,11,7,885,886_886_886_886_886_887
328,1,1,889,889
329,1,1,953,953
330,10,5,956,956_983
331,1,1,960,960
332,1,1,974,974
333,8,6,992,991_1024_991_992
334,6,3,1000,1048_1000
335,1,1,1038,1038
336,1,1,1047,1047
337,5,3,1053,1052_1053
338,2,2,1070,1106_1070
339,2,2,1085,1273_1273_1085
340,1,1,1097,1097
341,1,1,1098,1098
342,1,1,1100,1100
343,2,2,1101,1102_1101
344,1,1,1119,1119
345,1,1,1120,1120
346,1,1,1124,1125_1124
347,1,1,1131,1132_1131
348,3,1,1161,1214_1161
349,1,1,1207,
350,1,1,1221,1221
351,1,1,1229,1229
352,1,1,1230,
353,1,1,1234,1234
354,4,3,1264,1264
355,1,1,1268,1268
356,2,2,1293,1293
357,2,2,1296,1296
358,1,1,1313,1314_1313
359,2,1,1364,1365_1364
360,5,5,69,
361,2,2,122,122
362,6,5,176,872_872_176
363,1,1,210,210
364,3,2,215,807_215
365,2,2,222,223_222
366,1,1,235,235
367,1,1,249,249
368,2,2,261,
369,11,11,286,286
370,1,1,360,360
371,1,1,393,
372,1,1,444,444
373,1,1,488,488
374,4,3,508,509_509_508
375,6,6,530,530
376,1,1,535,
377,2,1,540,
378,1,1,627,628_627
379,4,2,660,658_659_660
380,2,2,661,662_661
381,7,3,671,752_472_671
382,1,1,698,698
383,1,1,705,705
384,1,1,747,747
385,1,1,788,788
386,2,2,793,793
387,2,2,814,814
388,1,1,827,827
389,1,1,830,959_830
390,2,2,868,
391,10,4,881,1205_1225_1225_1205_881
392,1,1,901,902_901
393,2,1,923,924_923
394,1,1,927,928_927
395,3,2,931,955_954_931
396,1,1,952,
397,1,1,963,963
398,1,1,968,968
399,1,1,969,
400,1,1,971,971
401,1,1,982,982
402,1,1,991,
403,3,2,996,996
404,1,1,1017,
405,2,2,1021,
406,1,1,1056,
407,2,1,1093,1093
408,3,2,1099,1098_1099
409,1,1,1129,1130_1129
410,2,2,1135,1134_1135
411,1,1,1162,1162
412,3,2,1199,1199
413,1,1,1208,1208
414,1,1,1228,
415,1,1,1253,1253
416,5,5,1267,1267
417,1,1,1292,1292
418,2,2,1301,1300_1301
419,1,1,1311,
420,1,1,1344,1345_1344
421,30,11,1348,1349_1349_1348_1348_1347_1347_1348_1348_1347_1346_1348
422,1,1,1352,1352
423,1,1,1356,1356
424,1,1,1366,1366
425,4,4,25,25
426,1,1,38,38
427,3,3,80,80
428,2,2,81,82_82_81
429,2,2,84,84
430,1,1,221,221
431,2,2,283,284_283
432,12,5,295,295_1032_295_1049_295
433,1,1,302,303_302
434,2,2,346,593_346
435,1,1,409,409
436,1,1,418,418
437,1,1,458,458
438,1,1,471,471
439,1,1,503,
440,1,1,547,547
441,1,1,556,556
442,1,1,561,561
443,1,1,582,
444,2,2,622,622
445,1,1,641,704
446,1,1,655,
447,1,1,667,667
448,6,6,708,
449,2,2,715,643_715
450,1,1,722,
451,1,1,726,756_726
452,1,1,739,739
453,4,3,741,741
454,2,2,759,
455,1,1,778,779_778
456,2,1,795,795
457,1,1,808,808
458,1,1,888,888
459,1,1,900,900
460,2,2,902,901_902
461,1,1,924,924
462,1,1,928,929_928
463,17,8,940,939_957_983_956_982_940_940_940_939_940
464,1,1,960,960
465,1,1,972,973_972
466,2,2,977,978_978_977
467,1,1,979,979
468,1,1,1010,1010
469,1,1,1013,1014_1013
470,2,2,1029,1029
471,1,1,1033,1033
472,2,1,1037,1043_1037
473,1,1,1044,1047_1044
474,1,1,1054,
475,7,5,1063,1063_1063
476,3,3,1083,1106_1106_1106_1083
477,1,1,1097,1126_1097
478,1,1,1103,1103
479,1,1,1104,1115_1104
480,2,2,1119,1338_1119
481,1,1,1120,1120
482,1,1,1122,1123_1122
483,1,1,1125,1125
484,1,1,1139,1139
485,1,1,1173,1173
486,1,1,1188,1188
487,1,1,1217,1217
488,1,1,1218,1218
489,1,1,1222,1222
490,1,1,1224,1224
491,1,1,1225,
492,2,1,1249,1270_1249
493,2,2,1262,1109_1262
494,1,1,1275,1275
495,1,1,1277,1277
496,1,1,1326,1327_1326
497,2,2,1333,1333
498,1,1,1354,1354
499,6,4,1365,1364_1364_1365
500,1,1,1382,1382
501,1,1,1386,
502,1,1,1387,
