,F,N
0,619,1
1,432,1
2,224,1
3,170,1
4,148,1
5,142,1
6,128,1
7,122,1
8,84,1
9,82,1
10,80,1
11,76,1
12,71,1
13,59,1
14,56,1
15,53,2
16,44,1
17,43,1
18,42,1
19,41,2
20,40,1
21,35,2
22,34,2
23,33,1
24,32,3
25,31,1
26,30,2
27,29,2
28,28,2
29,27,2
30,26,1
31,24,2
32,23,4
33,22,5
34,21,4
35,19,5
36,17,6
37,16,7
38,15,4
39,14,15
40,13,6
41,12,10
42,11,11
43,10,18
44,9,31
45,8,35
46,7,31
47,6,44
48,5,65
49,4,119
50,3,232
51,2,530
52,1,2109
