,S,N
235,1067,1
236,1066,7
237,1065,1
238,1064,6
239,1063,1
240,1062,2
241,1061,7
242,1060,2
243,1058,5
244,1057,7
245,1056,2
246,1055,3
247,1054,6
248,1053,6
249,1052,6
250,1051,3
251,1050,3
252,1049,5
253,1048,7
254,1047,1
255,1046,1
256,1045,1
257,1044,1
258,1043,1
259,1041,4
260,1040,1
261,1039,1
262,1038,1
263,1037,3
264,1036,1
265,1035,4
266,1034,3
267,1033,2
268,1032,1
269,1031,3
270,1029,2
271,1028,3
272,1027,4
273,1026,2
274,1025,1
275,1023,1
276,1021,2
277,1020,4
278,1019,5
279,1018,5
280,1017,5
281,1016,1
282,1015,3
283,1014,3
284,1013,2
285,1012,5
286,1011,3
287,1010,6
288,1009,2
289,1008,1
290,1007,4
291,1006,2
292,1005,4
293,1004,3
294,1003,2
295,1002,2
296,1001,4
297,1000,4
298,997,2
299,996,2
300,995,5
301,994,1
302,993,4
303,992,3
304,991,2
305,990,1
306,988,10
307,987,1
308,986,2
309,985,5
310,984,4
311,983,3
312,981,2
313,980,4
314,979,2
315,978,5
316,977,1
317,975,2
318,974,2
319,973,2
320,972,1
321,969,3
322,968,3
323,967,3
324,966,1
325,965,2
326,964,1
327,963,4
328,962,2
329,961,5
330,960,1
331,958,3
332,957,5
333,956,6
334,955,2
335,954,1
336,953,2
337,952,3
338,951,6
339,950,2
340,949,3
341,948,4
342,947,7
343,946,4
344,943,1
345,942,3
346,941,5
347,939,5
348,938,2
349,937,3
350,936,5
351,935,3
352,934,1
353,933,4
354,932,2
355,931,3
356,930,4
357,929,1
358,928,4
359,927,3
360,926,1
361,924,1
362,923,4
363,920,6
364,919,2
365,918,7
366,916,1
367,915,2
368,911,4
369,909,6
370,908,6
371,907,2
372,906,2
373,905,2
374,904,4
375,903,5
376,902,1
377,901,3
378,900,1
379,899,3
380,898,2
381,897,1
382,896,1
383,895,1
384,894,6
385,893,3
386,892,1
387,891,2
388,887,3
389,886,3
390,885,1
391,884,1
392,883,1
393,882,1
394,881,4
395,880,2
396,879,5
397,878,3
398,877,3
399,876,3
400,875,3
401,873,3
402,871,3
403,870,2
404,869,2
405,868,1
406,867,4
407,866,7
408,863,1
409,861,3
410,860,5
411,859,2
412,858,2
413,857,4
414,856,4
415,855,5
416,854,5
417,853,4
418,852,3
419,851,1
420,850,1
421,849,4
422,848,5
423,847,4
424,846,3
425,845,4
426,844,6
427,843,1
428,841,3
429,839,6
430,838,9
431,837,4
432,836,2
433,835,5
434,834,2
435,833,3
436,832,4
437,831,5
438,830,1
439,829,1
440,828,1
441,824,5
442,823,2
443,822,1
444,821,2
445,820,1
446,818,6
447,817,5
448,816,5
449,815,5
450,814,2
451,812,2
452,811,2
453,810,5
454,809,5
455,808,4
456,807,4
457,806,1
458,805,1
459,804,4
460,803,1
461,802,8
462,801,3
463,800,1
464,798,4
465,797,1
466,796,1
467,795,5
468,794,5
469,793,1
470,792,1
471,791,2
472,790,5
473,789,2
474,787,7
475,785,2
476,784,3
477,783,4
478,782,2
479,781,2
480,780,1
481,779,3
482,778,6
483,777,2
484,776,2
485,775,4
486,774,4
487,773,2
488,772,8
489,771,3
490,769,1
491,768,1
492,767,3
493,763,3
494,761,2
495,759,3
496,758,1
497,757,3
498,755,5
499,754,2
500,753,4
501,752,3
502,751,4
503,749,1
504,748,2
505,747,1
506,746,3
507,745,4
508,744,4
509,743,6
510,742,3
511,741,1
512,740,3
513,738,3
514,737,3
515,736,5
516,735,3
517,734,3
518,733,2
519,732,4
520,731,1
521,730,5
522,729,5
523,728,4
524,727,5
525,726,1
526,725,2
527,724,3
528,723,2
529,722,1
530,721,3
531,719,4
532,718,3
533,717,5
534,716,5
535,715,1
536,713,7
537,712,5
538,711,6
539,710,7
540,709,3
541,708,3
542,707,3
543,706,6
544,705,2
545,704,2
546,703,2
547,702,2
548,701,6
549,700,2
550,698,4
551,697,2
552,696,2
553,695,5
554,694,3
555,693,2
556,692,4
557,691,5
558,690,1
559,689,4
560,688,7
561,687,4
562,685,4
563,684,3
564,683,1
565,682,2
566,681,6
567,680,3
568,679,6
569,678,1
570,677,5
571,676,3
572,675,5
573,674,6
574,673,2
575,672,4
576,671,6
577,670,2
578,669,2
579,668,6
580,667,4
581,666,1
582,665,7
583,664,7
584,663,2
585,662,1
586,661,4
587,660,5
588,659,3
589,657,3
590,656,5
591,655,3
592,654,6
593,653,6
594,651,1
595,649,4
596,648,5
597,647,4
598,646,6
599,645,3
600,644,4
601,643,4
602,641,6
603,640,3
604,639,2
605,638,3
606,637,2
607,636,4
608,635,2
609,634,5
610,632,6
611,630,3
612,628,2
613,627,3
614,626,3
615,625,4
616,624,7
617,623,7
618,621,7
619,620,3
620,619,3
621,618,8
622,617,4
623,616,1
624,615,3
625,614,2
626,611,5
627,610,1
628,606,5
629,603,7
630,602,4
631,601,1
632,596,5
633,595,7
634,594,1
635,593,1
636,592,1
637,591,5
638,590,1
639,589,4
640,588,1
641,587,4
642,586,6
643,585,7
644,584,1
645,583,4
646,581,2
647,580,2
648,579,2
649,578,1
650,577,1
651,576,1
652,575,1
653,574,4
654,573,4
655,572,1
656,570,3
657,569,1
658,568,4
659,567,1
660,566,2
661,565,2
662,564,2
663,563,3
664,562,6
665,561,1
666,560,10
667,559,3
668,558,4
669,557,4
670,556,6
671,555,3
672,554,6
673,553,3
674,552,5
675,551,4
676,550,1
677,549,3
678,548,3
679,547,3
680,546,3
681,545,2
682,544,1
683,542,2
684,541,4
685,540,6
686,539,5
687,538,3
688,535,4
689,534,5
690,533,6
691,532,3
692,531,3
693,530,1
694,529,1
695,528,2
696,527,5
697,526,2
698,525,5
699,523,1
700,522,6
701,518,2
702,516,1
703,515,2
704,514,2
705,513,3
706,512,1
707,511,5
708,510,6
709,509,1
710,508,9
711,506,1
712,505,3
713,504,4
714,503,4
715,502,4
716,500,5
717,499,2
718,498,2
719,497,3
720,496,5
721,495,1
722,494,2
723,493,1
724,492,1
725,491,2
726,490,2
727,489,3
728,488,6
729,487,4
730,485,5
731,484,3
732,483,3
733,480,7
734,479,4
735,477,1
736,476,4
737,475,1
738,474,6
739,473,7
740,472,1
741,471,5
742,470,1
743,469,3
744,468,5
745,467,5
746,466,1
747,463,4
748,462,5
749,461,1
750,460,3
751,456,4
752,454,2
753,453,1
754,451,2
755,449,5
756,448,5
757,447,2
758,446,4
759,445,7
760,444,4
761,443,1
762,442,3
763,441,4
764,438,1
765,437,3
766,435,3
767,434,1
768,433,6
769,432,4
770,431,6
771,430,6
772,429,2
773,428,1
774,427,2
775,426,2
776,422,3
777,421,2
778,420,3
779,418,2
780,417,1
781,416,4
782,415,3
783,414,4
784,413,8
785,411,8
786,410,3
787,409,2
788,408,2
789,407,1
790,406,2
791,405,4
792,404,5
793,403,5
794,402,4
795,401,4
796,400,4
797,399,4
798,398,2
799,397,1
800,396,4
801,394,3
802,393,2
803,390,1
804,388,6
805,384,4
806,383,2
807,381,1
808,376,2
809,374,4
810,373,3
811,372,3
812,371,4
813,370,4
814,369,4
815,368,2
816,367,3
817,366,1
818,365,2
819,364,9
820,363,2
821,362,6
822,360,3
823,358,4
824,357,1
825,356,3
826,355,2
827,354,5
828,353,4
829,352,3
830,351,3
831,350,2
832,349,5
833,348,7
834,347,5
835,345,3
836,341,3
837,340,5
838,338,3
839,336,1
840,335,2
841,333,1
842,332,3
843,331,3
844,330,4
845,329,1
846,328,3
847,327,6
848,324,1
849,323,3
850,322,2
851,321,2
852,319,4
853,317,2
854,316,1
855,315,1
856,314,4
857,313,2
858,312,3
859,311,1
860,310,5
861,309,1
862,308,6
863,305,2
864,302,5
865,301,4
866,300,2
867,299,6
868,298,7
869,297,5
870,295,3
871,293,1
872,292,1
873,290,2
874,288,1
875,286,1
876,282,1
877,281,4
878,278,3
879,277,6
880,276,2
881,275,5
882,274,3
883,273,3
884,272,3
885,270,2
886,269,1
887,267,6
888,265,4
889,263,1
890,262,2
891,261,2
892,257,3
893,256,4
894,254,1
895,252,1
896,251,2
897,250,1
898,246,1
899,241,4
900,240,3
901,239,1
902,238,1
903,237,4
904,236,7
905,235,1
906,234,1
907,233,3
908,232,1
909,230,1
910,229,1
911,228,3
912,226,1
913,225,3
914,222,8
915,219,1
916,218,4
917,217,3
918,216,1
919,215,2
920,214,2
921,208,3
922,206,3
923,205,6
924,204,5
925,203,3
926,202,2
927,201,1
928,200,1
929,199,5
930,198,2
931,196,1
932,193,8
933,191,1
934,189,2
935,186,1
936,185,3
937,184,1
938,183,1
939,181,5
940,178,5
941,173,2
942,170,1
943,169,9
944,165,3
945,164,6
946,162,1
947,161,3
948,160,4
949,159,1
950,158,1
951,157,2
952,155,3
953,154,5
954,153,1
955,151,6
956,150,5
957,149,4
958,148,5
959,144,4
960,143,5
961,142,1
962,141,2
963,140,5
964,139,1
965,138,3
966,137,2
967,135,2
968,134,2
969,133,1
970,132,7
971,131,3
972,130,4
973,129,1
974,128,2
975,127,1
976,123,5
977,121,6
978,119,2
979,118,4
980,117,1
981,116,2
982,114,1
983,111,6
984,108,4
985,107,5
986,106,5
987,105,1
988,104,5
989,103,7
990,100,2
991,98,1
992,97,1
993,96,3
994,95,5
995,92,2
996,89,2
997,88,5
998,87,2
999,86,5
1000,85,1
1001,84,2
1002,83,7
1003,82,1
1004,81,1
1005,79,2
1006,78,2
1007,77,4
1008,76,3
1009,74,5
1010,73,2
1011,72,4
1012,68,4
1013,67,6
1014,66,1
1015,65,2
1016,63,2
1017,61,1
1018,60,3
1019,59,1
1020,58,9
1021,57,6
1022,56,2
1023,55,1
1024,54,5
1025,51,6
1026,50,3
1027,48,8
1028,47,2
1029,43,2
1030,42,2
1031,41,2
1032,38,1
1033,35,2
1034,34,3
1035,31,1
1036,29,3
1037,28,3
1038,27,2
1039,25,3
1040,21,3
1041,20,1
1042,19,2
1043,17,1
1044,13,5
1045,12,6
1046,11,1
1047,9,4
1048,8,2
1049,7,3
1050,6,2
1051,4,1
1052,3,1
1053,2,3
