,E,N
606,847_872_872_176_176_872_872_872_872_872_872_872_872_872_872_847_872_872_872_872_872_872_872_872_872_872_872_872_872_872_872_872_872_872_872_872_872_872_872_872_872_872_846_846_872_176_176_175_176_176_176_176_176_176_872,1
607,847_849_790,1
608,847_846,2
609,847_790,3
610,847,10
611,846,1
612,845_844,1
613,845_1264_916_795,1
614,845_1264,1
615,845_1263,1
616,845,2
617,844_964,1
618,844_845_844_844_1263,1
619,844_845,1
620,844_844_964,1
621,844_844_844_843,1
622,844_843,2
623,844,2
624,843_844,1
625,843,4
626,842,3
627,841_792,1
628,841,4
629,840,1
630,84,1
631,83_83_100,1
632,83_82_81,1
633,839_839_227_839_842,1
634,839_800,2
635,839,8
636,838,8
637,837_984_837,1
638,837_836_980,1
639,837,1
640,836_984_836_984_836_984_836_837_838_837_980_980_838_984_984_837_984_836_984_980_837_836_836_836_984_984_837_984_980_980_980_980_984_984_984_980_980_980_980_984_984_984_984_836_980_980_980_984_980_984,1
641,836_836_984_837_984,1
642,835_835_834,1
643,835_834_834_833,1
644,835_834,2
645,835,20
646,834_908,1
647,834_835,2
648,834_834_834_834_834_833_834_835,1
649,834_834_834_834_833,1
650,834_834_834_833,2
651,834_834_833,1
652,834_833_834_962_908_834_961_962_961,1
653,834_833,7
654,834,8
655,833_834,1
656,833,4
657,832_831_832_787,1
658,832_831_1299_831_831_787_832_787,1
659,832_787,12
660,832_1299_891_891_891_831_832_832_787,1
661,832_1299_1299_831_787_832,1
662,832,19
663,831_832_787,1
664,831_831_831_1299,1
665,831_831_1299_831_1299_1299_1299_788,1
666,831_787_832,1
667,831_787,1
668,831_1299_788,1
669,831_1299,1
670,831,3
671,83,4
672,82_81,4
673,827_826,1
674,827,6
675,826_827_765,1
676,826_810_826_810_826_810_826_810_826_826_810_826_826_826_826_826_826_810_809,1
677,826,1
678,825_810_809,1
679,825_809,1
680,825,11
681,824_824_783,2
682,824_784_824_824_783,1
683,824_784_783,1
684,824_783_823,1
685,824_783,4
686,824,12
687,823_824_784_783,1
688,823_823_823_218,1
689,823_823_783_783_783_823_811_813_824_824_783_783_823_823_218_218_811_217_217_813_812_216_219,1
690,823_823_219_824_824_903_784_784_824_764_764_219_219_823_823_823_823_823_217_783_823_824_783_783_813_812_812_823_823_823_823_823_218_218_823_823_218_219_219_823_811_813_812_813_812_811_763_813_812_813_812_812_218_218_811_812_217_811_813_812_218_811_216_811_811_812_812_764_763_763_811_811_813_217_947_813_947_947_813_812_812_783_823_219_219_823_823_783_783_823_219_218,1
691,823_823_218_764_218_784_783_824_824_823,1
692,823_823_218,1
693,823_785_784_783,1
694,823_783_824,1
695,823_783,5
696,823_218,2
697,823,11
698,822_821,3
699,822,2
700,821_821_820,1
701,821_820,3
702,821,5
703,820_819,4
704,82,4
705,819_818,2
706,818_954,1
707,818_931_817,1
708,818_818_817,1
709,818_817_817_816_815,1
710,818_817_816_815_815_818_818_817,1
711,818_817_815_815_817_817_816,1
712,818_817,3
713,818,15
714,817_953_817_817_817_815_815_816_815_815,1
715,817_817_816_815,1
716,817_817_815_931_818_817_816,1
717,817_817_815_817_816,1
718,817_816,2
719,817_815_817_817_817_815_816,1
720,817_815_817_816,1
721,817_815_816,2
722,817,5
723,816_817_817_816_815,1
724,816_817_816_815,1
725,816_816_815,1
726,816_815,7
727,816,2
728,815_818_954_818_817_931_817_816,1
729,815_816_817,1
730,815_816_815,1
731,815_816,1
732,815_815_815_815_816,1
733,815,5
734,814_974,1
735,814_973,1
736,814_814_814_973,1
737,814_814_808,2
738,814_814_807_808,1
739,814_808_807,1
740,814_808,6
741,814_807_808,1
742,814_215_807_808,1
743,814,12
744,813_948,2
745,813_813_812_813_950_813_946_813_813_947_951_951_946_813_947,1
746,813_813_811_217_812_811,1
747,813_812,1
748,813_217_813_217_217_217_812_217_813_813,1
749,813,3
750,812_812_217_811,1
751,812_811_217,1
752,812_217,3
753,812,10
754,811_812_812_217,1
755,811_812_811_812_812_811_217,1
756,811_812_811_763_811_217,1
757,811_812_217,1
758,811_811_763,1
759,811_811_217,1
760,811_763_811_812_217,1
761,811_763,2
762,811_218_764_763,1
763,811_217,2
764,811_216,1
765,811,10
766,810_982_810_809,1
767,810_810_809,7
768,810_809,14
769,810,12
770,81,2
771,80_79,1
772,809_810,2
773,809_809_809_810,1
774,809,2
775,808_814,1
776,808_808_807,1
777,808_807_215,1
778,808_807,4
779,808_215_807,1
780,808,14
781,807_808,4
782,807_807_814_808,1
783,807_807_807_807_215,1
784,807_807_215,2
785,807_215,3
786,807,2
787,806_779_778,1
788,806_778,2
789,806,4
790,805,3
791,804_803,3
792,804_1267_1267_1267_1267_1267_802_804_804_926_926_926_803_803_802_803_804_926_804_803,1
793,804,10
794,803_926,1
795,803_804,1
796,803_803_803_804_804_803_1267,1
797,803_802_1267_804_803_1267_804_1267_804,1
798,803_802,5
799,803_1267,2
800,803,3
801,802_861_860_861_801,1
802,802_861_801,1
803,802_802_803_804,1
804,802_801_802_803_803_804,1
805,802,19
806,801_861,2
807,801_802_803,1
808,801,3
809,800_839,3
810,800_800_839,1
811,800_800_800_800_839_839_800_800_840,1
812,800_800_800_800_792_840,1
813,800_800_800_799_799_800_800_840,1
814,800_799_800_800,1
815,800_799,2
816,800_174_174_799,1
817,800,1
818,80,1
819,7_7_7_7_7_103,1
820,7_7_7_103,1
821,7_7_103,2
822,7_103,2
823,799_174,1
824,799,8
825,798_797,2
826,798_212,1
827,798,3
828,797_797_798,1
829,797_797_797_797_798_212,1
830,797_212_212_797_797_797_797_797_797_797_797_797_797_797_798,1
831,797,1
832,796_851_773_772,1
833,796_796_773_796,1
834,796_796_773,2
835,796_793,3
836,796_773_796,1
837,796_773,5
838,796,10
839,795_794,3
840,795_1264,1
841,795,5
842,794_851_773,1
843,794_795,3
844,794_794_851_773_772,1
845,794_791_791_771_851_771,1
846,794,13
847,793,9
848,792_841,2
849,792_792_841,1
850,792_792_792_792_840_840_840_800_840_840_840_840_800_800_800_800_800_800_800_840_800_800_800_792_800_800_792_800_792_800_792_800_800_792_800_800_792_800_792_839_839_227_227_800_227_227_800_800_839_800_792_792_792_792_800_792_792_792_800_800_800_839_839_839_800_840_800_792_841,1
851,792_792_792_792_792_841,1
852,792_792_792_792_792_792_840_792_841,1
853,792_792_792_792_792_792_792_792_792_792_792_792_792_792_792_792_792_792_792_841,1
854,791_850_849_848,1
855,791_850_849,1
856,791_849_791_790,1
857,791_791_790_935_789,1
858,791_790,3
859,791_771,1
860,791,2
861,790_847,1
862,790_789,2
863,790,10
864,79,11
865,78_79_79_79_79_78_78_78_78_78_78_79_78_79_143_143_143_12_13_72_72_72_72_14_14_72_14_72_72_71_72_72_110_76_110_76_70_111_111_111_70_70_110_71_71_110_110_76_76_110_111_76_77_111_111_76_76_145_110_76_111_76_71_71_71_76_110_76_71_71_110_110_70_77_111_76_71_76_76_111_71_14_72_72_14_72_72_72_72_72_71_72_71_72_71_71_13_14_71_71_72_72_72_95_143_95_143_95_95_143_143_143_143_143_79_78_78_78_79_79_78_78_143_143_12_143_143_95_95_143_95_95_78_78_12_79_79_78_78_1282_78_79_69_69_69_69_69_69_70_69_69_70_78_69_69_143,1
866,78_79_78_12_1282_12,1
867,78_78_78_79_79_78_1282_79,1
868,78_1282_80_79,1
869,78_1282_78_78_79_78_78_79_79_79_78_143_12_143,1
870,789_935,2
871,789_790_789_789_936_789_789_789_790_789_935,1
872,789_790_789_789_789_789_789_789_935_935_789_936,1
873,789_789_789_789_789_789_789_935,1
874,789,3
875,788,1
876,787_832_831,1
877,787_832,4
878,787_831_1299,1
879,787_787_832,2
880,787_787_787_786_787_787_787_831_787_832,1
881,787_786_787_832,1
882,787,3
883,786_785,1
884,786,2
885,785_784,4
886,785,3
887,784_903,3
888,784_785,1
889,784_784_783,1
890,784_783,1
891,784,8
892,783_824,3
893,783_823_218,1
894,783_823,1
895,783_784_783_824,1
896,783,5
897,782_873_782_780_781,1
898,782_873,1
899,782_782_873_873_781,1
900,782_781,2
901,782,3
902,781_782_780_780_782_781_781_782_782_782_782_782_873,1
903,781_782_780,1
904,781_782,1
905,781_781_782_781_782_873,1
906,781,4
907,780_867_868_867_780_867_868_868_868_868_867_782_780_780_780_782_780_782_873_780_780_780_780_782_782_781_782_782_782_780_781_782_780_780_873_873_780_782_780_867_780,1
908,780,5
909,77_76,1
910,779_806_779_779_806_779_806_778,1
911,779_806_778,1
912,779_806_214_778,1
913,779_779_779_778,2
914,779_779_778_214,1
915,779_779_778,1
916,779_779_214_779_214_779_806_214_779_779_779_779_779_778,1
917,779_779,1
918,779_778,10
919,779_214_779_214_779_806_778,1
920,779_214_778,1
921,779_214_214_779_779_806_214_779_214_778,1
922,779,7
923,778_779,1
924,778_214,2
925,778,6
926,777_985,1
927,777_777_776,2
928,777_776,14
929,777_1265,1
930,777,2
931,776,2
932,775_933_774,1
933,775_932,1
934,775_774,5
935,775_225,1
936,775,9
937,774_775_932,1
938,774_775_225,1
939,774_775,1
940,774,6
941,773_851_772_771,1
942,773_796,1
943,773_793_796,1
944,773_772,4
945,773,4
946,772_852_852_916_916_845_845_1264_1264_795_794_794_851_790_851_772_851_772_851_772_851_851_772_849_791_849_771_791_773_851_772_773_791_791_851,1
947,772_851_772_771,1
948,772_849_849_791_851_851_851_851_771,1
949,772_791_851_851_791_851_771,1
950,772_791_772_771_796_773_773_851,1
951,772_771,1
952,772,5
953,771,1
954,770,1
955,77,2
956,76_15,5
957,768_768_767,1
958,768_767,14
959,768_766_767,1
960,768,1
961,767,2
962,766_765,2
963,766,6
964,765_765_765_765_766,1
965,765,1
966,764_823,1
967,764_764_763,1
968,764_763,3
969,764,9
970,763_812_813_812_217_811,1
971,763_764,1
972,763_763_764,1
973,763_762,2
974,763,8
975,761_941_761,1
976,761_941,1
977,761_761_941,1
978,761_761_761_761_941,1
979,761,3
980,76,3
981,759_758,2
982,759,10
983,758_759,2
984,758,3
985,757_757_703,1
986,757_703_535_535_534,1
987,757_703,7
988,757,11
989,756_726,1
990,756,3
991,755_573_573_573_586,1
992,755,14
993,754_753,4
994,754_752_753_753_753_753_753_753_754_753,1
995,754,21
996,753_754,2
997,753_753_472_473,2
998,753_752_671,1
999,753_718,1
1000,753_717_674_553_675_1308_674_717_719_719_365_365_364_552_552_553_553_717_719_753_717_365_365_752_551_717_365_553_717_719_719_718_546_546_1290,1
1001,753_671,1
1002,753_473,10
1003,753_472_753_753_473,1
1004,753_472_473,1
1005,753_472_472_472_472_472_473,1
1006,753,6
1007,752_753_752_672_753_752_550_551_551_671,1
1008,752_752_717,1
1009,752_752_672_752_672_752_752_671,1
1010,752_752_472_752_752_671,1
1011,752_717,1
1012,752_671,1
1013,752_554_365_365_553_552,1
1014,752_472_752_673_672_672_752_752_671,1
1015,752_472_671,1
1016,752_1308_675_717_1308_674,1
1017,752,11
1018,751_608,3
1019,751_369,2
1020,751_1357_1358_1358_733_539_733_1357_486_486_686_369,1
1021,751,4
1022,750,8
1023,74_73,1
1024,749_748,5
1025,749_654,4
1026,749,13
1027,748_749,2
1028,748,2
1029,747_446_447,1
1030,747,4
1031,746_746_650_349,1
1032,746_746_649_746_349_651_349_349_649_349_349_649_349_649_349_649_746_746_349_448_557_557_557_448_350_350_349_650_651,1
1033,746_746_447_350_746_650_349_746_651_349_349_652_651_746_649_746_746_746_650_649,1
1034,746_650,2
1035,746_350_349_349_746_746_649_746_746_349,1
1036,746_349_649_648_650,1
1037,746,13
1038,745_745_620,1
1039,745_620,2
1040,745_619_620,1
1041,745_619_619_620,1
1042,745_500,1
1043,745,3
1044,744_500_499,1
1045,744_498_500_499_500,1
1046,744,22
1047,743_743_560,1
1048,743_743_559_576_559_560,1
1049,743_560,4
1050,743_559_560,1
1051,743_559_559_560,1
1052,743_350_449_448_557_557_664_557_558_558_559_560,1
1053,743,17
1054,742_742_606,1
1055,742_606,11
1056,742,12
1057,741_740_741_483_555,1
1058,741_740_555,1
1059,741_740,6
1060,741,10
1061,740_741,4
1062,740_555,1
1063,740_547_546,1
1064,740_546_741_740_540,1
1065,740_546,1
1066,740_540,3
1067,740,13
1068,74,5
1069,73_74_73,1
1070,73_74,5
1071,73_73_74,1
1072,73_73_73_73_74,1
1073,739_483,4
1074,739,6
1075,738_738_738,1
1076,738_738_665,4
1077,738_738_348_738_738_665,1
1078,738_737_737_350_746_650_746_649_349_350_349_738_348,1
1079,738_737_348,2
1080,738_665_738_502_501,1
1081,738_665_625,2
1082,738_665_502,1
1083,738_665,9
1084,738_625_738_738_625_665,1
1085,738_348,1
1086,738,13
1087,737_737_737_348,2
1088,737_737_348,3
1089,737_348,7
1090,737,11
1091,736_736_617_619_617_618,1
1092,736_735_618_736_735_735_617,1
1093,736_735,1
1094,736_620_619_735_735_736_618,1
1095,736_619_736_618,1
1096,736_617_619_618,1
1097,736,4
1098,735_736_736_617_618,1
1099,735_735_617_735_735_735_619_619_617_618_735_617_618_735_736_617_618_736_617,1
1100,735_735_617_617_617_617_618_619_735_736_617_618_735_618_735_617_617_618_618_618_735_618_736_735_735_617_617_617,1
1101,735_617_618_618_736_620_619,1
1102,735_617_617_618_736_618,1
1103,735,12
1104,734_733,4
1105,734_700,4
1106,734_541_700,1
1107,734_540,3
1108,734,16
1109,733_734_1358_1362_486_1357_533_532_616_616_532_533_533_662_662_685_1358_1357_486_686_685,1
1110,733_700_540_540_734_700,1
1111,733_556_484_539,1
1112,733_539,3
1113,733_484_539_540_541,1
1114,733_484_539,1
1115,733_1362_541_699_734_540_540_541_700_700_734,1
1116,733,11
1117,732_521,3
1118,732_287,2
1119,732,17
1120,731_610,2
1121,731,8
1122,730_730_513_511,1
1123,730_730_513,1
1124,730_730_372_527_527_637_527_527_370_371_371_372_512_373_374_374_729_513_729,1
1125,730_513,1
1126,730,21
1127,73,4
1128,72_95_11,1
1129,72_72_72_71_13,1
1130,72_72_72_13,1
1131,72_72_13,2
1132,72_144,2
1133,72_13,6
1134,729_730_512_372_512_372_373_373_513,1
1135,729_730_373_513,1
1136,729_729_513,1
1137,729_513_513_512_372_1276_374_1276_374_512_512_373,1
1138,729_513,1
1139,729,21
1140,728_728_728_1257,1
1141,728_728_640_640_1257_728_641_640_641_704_641_640_728_728_728_728_728_1257_728_728,1
1142,728_728_1257,1
1143,728_728,1
1144,728_640,3
1145,728_303_302,1
1146,728_302,2
1147,728_1257,6
1148,728,4
1149,727_727_494,1
1150,727_495_727_494,1
1151,727_495_494,1
1152,727_494,7
1153,727,24
1154,726_494_493,1
1155,726_493,8
1156,726,1
1157,725_509,1
1158,725,6
1159,724_724_723,1
1160,724_723,6
1161,724_622_621,2
1162,724_621,2
1163,724,13
1164,723_724_621,1
1165,723_724_620_621,1
1166,723_723_724_724,1
1167,723_723_724,2
1168,723_710,1
1169,723,5
1170,722_722_685,1
1171,722_685_538,2
1172,722_685,8
1173,722,9
1174,721_720,3
1175,721_554,1
1176,721_544,2
1177,721,16
1178,720,4
1179,72,3
1180,71_72_13,1
1181,71_111_77,1
1182,719_719_718,1
1183,719_718_752_553_717_675_674,1
1184,719_718,5
1185,719,9
1186,718_719,1
1187,718_718_718_719,1
1188,718_718_717_718_719,1
1189,718_718,1
1190,718_717_553,1
1191,718_717,1
1192,718_547_546_1291_1291_554_1290,1
1193,718,5
1194,717_719_718,1
1195,717_719_674_717_719_718,1
1196,717_719_547_546_546_1291_1290_1290_717_718,1
1197,717_718_1291_1290,1
1198,717_718,1
1199,717_717_365_717_553_552,1
1200,717_717_1308_1308_674,1
1201,717_675_717_752_752_717_1308_675_675_674,1
1202,717_674,2
1203,717_552_552_365_553_365,1
1204,717_1308_717_1308_675_719_719_718_718_717_717_675_674,1
1205,717_1308_1308_674,1
1206,717,6
1207,716_716_716_716_643,1
1208,716_716_643,3
1209,716_643,9
1210,716,8
1211,715_716_643,1
1212,715_643_716,1
1213,715,8
1214,714_702,1
1215,713_713_713_505,1
1216,713_713_678_465_465_713_505_678_678_465_465_506_713,1
1217,713_713_505_505_465_465_465_465_465_506,1
1218,713_713_504,1
1219,713_505,5
1220,713_1370_1370_713_678_465_678_465_465_677_462_677_677_678_678_506_506_713_504_505_713,1
1221,713,5
1222,712_712_585,3
1223,712_711_585,1
1224,712_585,2
1225,712,12
1226,711_712,1
1227,711_711_572,1
1228,711_711,1
1229,711_585,2
1230,711,11
1231,710_724_724_724_710_710_710_710_710_710_710_710_707_723,1
1232,710_710_709,1
1233,710_709,3
1234,710_707,2
1235,710_706_706_706_706_707_522_523,1
1236,710,9
1237,71,1
1238,70_78_79_78_78_78_1282_143_143_95_95_12_72_1288_1288_123_123_143,1
1239,70_70_70_70_69,1
1240,70_69,1
1241,709_709_523_523,1
1242,709_709_522,1
1243,709_708_680_681,1
1244,709_681,8
1245,709_523_522,2
1246,709_522,1
1247,709,6
1248,708_709_681,1
1249,708_708_709_708_708_709_706_706_1255_1255_1255_1255_1255_1255_679_1254_1254_1255_679_680_706_680_681,1
1250,708_708_709_1255_1254_1254_1255_1255_1255_1255_1255_1254_1255_1254_1255_1255_1255_1255_1255_1255_1255_1255_679_1254_1255_1254_1254_680_706_679_707_706_706_630_706_706_706_710_710_710_710_710_522_709_724_724_723_724_723_710_707_723_710_707_680_706_706_681,1
1251,708,22
1252,707_707_707_706_706_707_710,1
1253,707_707_706,3
1254,707_707_680_706,1
1255,707_706_706_680,1
1256,707_706_681_680,1
1257,707_706,6
1258,707_630_680_707_706_681,1
1259,707,12
1260,706_710_710_710_706_707_707_706_680,1
1261,706_707_522_523,1
1262,706_707,2
1263,706_706_707_707_710,1
1264,706_706_706_681,1
1265,706_706_680_723_710_710_709_709_681_681_680_706_707_706_680_629_630,1
1266,706_680,3
1267,706_1255_1254_1255_1254_1255_1255_1255_1255_1255_706_706_680_681_680_679_1255_680,1
1268,706,2
1269,705_704_704_641_611,1
1270,705_704,10
1271,705_641_705_704,1
1272,705,10
1273,704_704_641,1
1274,704_641_611,2
1275,704_641,11
1276,704,9
1277,703_757,1
1278,703_703_757,1
1279,703_703_535,1
1280,703_702,6
1281,703_535,2
1282,703,9
1283,702_703,2
1284,702_701,4
1285,702_1358_734_540_700_700_734_1362_1363_734_1358_541_541_702_702_701,1
1286,702,4
1287,701_700,2
1288,701,12
1289,700_734,1
1290,700_541_540_539,1
1291,700_541_540,1
1292,700_541,1
1293,700,13
1294,70,9
1295,7,2
1296,6_109_109_109_5_5_170_142_142_68_68_67_142_142_142_142_67_142_142_68_9_9_170_9_9_8_170_9_170_9_170_8_103_109_5_5_109_5_109_5_109_5_109_5_109_5_5_109_5_109_5_109_5_5_109_5_109_5_109_5_109_5_109_109_109_5_109_5_109_5_109_5_109_5_109_5_109_5_109_109_109_5_109_5_109_5_109_5_109_5_5_7_109_109_7_109_7_109_109_109_109_109_109_109_7_103_103_7_109_109_103_103_109_5_109_5_109_5_109_5_109_5_188_5_109_5_103_103_109_5_5_109_109_109_188_5_109_5_109_5_5_5_109_188_188_5_109_109_109_5_109_5_109_5_109_5_109_5_109_5_109_5_109_5_5_109_188_188_5_109_109_109_188_188_188_5_109_109_109_109_5_109_5_109_5_109_5_109_5_5_109_188_188_5_109_109_109_5_109_5_109_5_5_109_5_109_5_5_103_103_103_103_103_103_103_103_103_103_103_103_103_7_103_103_170_9_170_9_170_9_170_170_170_8_170_9_170_9_9_9_142_142_142_67_142_67_142_142_142_142_142_142_142_142_142_142_142_142_142_67_9_8_109_109_5_109_7_109_7_7_7_109_7_103_7_103_5_109_5_103_103_103_103_103_7_109_109,1
1297,699_700_541,1
1298,699_541,1
1299,699,13
1300,698_698_485,1
1301,698_485,6
1302,698_484_485,1
1303,698,12
1304,697_697_696_695,2
1305,697_697_696,2
1306,697_697_695_697_697_696,1
1307,697_696_695,1
1308,697_696_694_696_695,1
1309,697_696,13
1310,697_695_697_697_696_695,1
1311,697,5
1312,696_697_697_697_697_697_696_695,1
1313,696_697_696_695,1
1314,696_697,1
1315,696_695_694,1
1316,696_695,6
1317,696,5
1318,695_697_696,1
1319,695_696,1
1320,695_694,4
1321,695,6
1322,694_695_694_695_695_694_693_694_695_697_696_697_697_694,1
1323,694_694_693,1
1324,694_694_577_694_693,1
1325,694_693,2
1326,694_577_694_577_693_694,1
1327,694,5
1328,693_695_695_694_694_693_693_577,1
1329,693_694_694_694_695_697_696,1
1330,693_578_577,1
1331,693_577,2
1332,693,7
1333,692_691,6
1334,692_569_691,2
1335,692,18
1336,691_692,1
1337,691_569,3
1338,691,8
1339,690_747_447_446_445,1
1340,690_690_445,1
1341,690_445,4
1342,690,10
1343,69,1
1344,689_689_689_688,1
1345,689_689_688,3
1346,689_688,16
1347,689_445_688_688_689,1
1348,689,19
1349,688_690_445_445_689,1
1350,688_689,3
1351,688_445_688_689,1
1352,688_445,1
1353,688,8
1354,687_644,3
1355,687,9
1356,686_533_686_662,1
1357,686,2
1358,685_538,5
1359,685,13
1360,684_684_602,3
1361,684_655_655_603,1
1362,684_655,1
1363,684_632,2
1364,684_602_684_655_632,1
1365,684_602_602_602_684_601,1
1366,684_602,12
1367,684_601,2
1368,684,19
1369,683_683,1
1370,683_590,3
1371,683,4
1372,682,5
1373,681_708,1
1374,681_706_680,1
1375,681_681_681_708,1
1376,681_680,5
1377,681,11
1378,680_706_707,1
1379,680_681,1
1380,680_630,1
1381,680_1255_1254_1255_1255_1255,1
1382,680,7
1383,68,21
1384,67_9,5
1385,67_67_9,2
1386,67_67_116,1
1387,67_142,1
1388,679_681_630_706_706_630_630_706_680,1
1389,679_1255_1255_1255_679_1254,1
1390,679,2
1391,678_678_677_461_460_490_464_463_463_677_677_462,1
1392,678_678_677,1
1393,678_678,1
1394,678_677,1
1395,678_506,1
1396,678_462_677,1
1397,678,12
1398,677_678_677_462_462_460_464_510_489_290_489_464,1
1399,677_678_677,1
1400,677_678,1
1401,677_464_462_462_460_463_489_460_489_489_489_463_489_489_460_510_510_510_463_463_460_290_460_489_464_464_463_463_489_460_489_460_489_460_489_462_461_462_490_290_290_460_460_510_489_489_510_489_489_460_463_290_290_460_464_463_290_290_290_460_462_464_463_489_463_489_490_464_463_489_510_290_460_460_462_677_677_678_462_677_461_462_463_460,1
1402,677_463_462,1
1403,677_462_461,1
1404,677_462,3
1405,677,4
1406,676_675,13
1407,676_674_674_676_675,1
1408,676,13
1409,675_717_674,1
1410,675_676,1
1411,675_675_676,1
1412,675_674,5
1413,675_1308_717_674,1
1414,675,5
1415,674_717_752_1290_719_718,1
1416,674_717_676_675_719_718_718_717_717_1308_1309_1308_674_676,1
1417,674,1
1418,673_752_717_364_365_364_553_553_365_365_365_365_365_365_365_365_365_365_365_717_752_717_1308_1309_1308_674_1308_675_717_674_552_553_552_753_1308_676_676_675_675_674_674_719_719_1291_1290_1290_674_717_717_718_719_718_717_717_752_671_673_672,1
1419,673_673_673_673_472_472_552_717_717_752_717_671_671_672,1
1420,673_672_671,1
1421,673_672,15
1422,673,12
1423,672_673,3
1424,672_672_472_671,1
1425,672,3
1426,671_551,1
1427,671_550,1
1428,671_472,1
1429,671,16
1430,670_671,1
1431,670_550_472_752_472_671_548_550_548_548_549_363_363_549_548_548_1312_363_363_550_551,1
1432,670,25
1433,67,2
1434,669_668,7
1435,669,15
1436,668_669,1
1437,668_667,1
1438,668,4
1439,667_666,1
1440,667,11
1441,666_667,3
1442,665_738_737_737_737_348,1
1443,665_738,1
1444,665_665_502,1
1445,665_626_625,1
1446,665_625,2
1447,665_502_501,1
1448,665_502,1
1449,665,5
1450,664_576,2
1451,664_559_558,1
1452,664_558,1
1453,664_479_478,1
1454,664_479,3
1455,664_1301,1
1456,664,11
1457,663,5
1458,662_662_533,1
1459,662_662_527_527_528_533,1
1460,662_661,9
1461,662_532_532_533,1
1462,662,10
1463,661_662,1
1464,661,4
1465,660_660_658_659,1
1466,660_659,5
1467,660_658_659,1
1468,660,14
1469,66,7
1470,65_65_65_65_66,1
1471,65_65_65_64_65_66,1
1472,659_660,5
1473,659_659_660,1
1474,659_659_659_660,1
1475,659_658,2
1476,659,6
1477,658_657,1
1478,658,2
1479,657_656,1
1480,657,14
1481,656_657,1
1482,656_656_657_656_656_656_656_656_656_656_474,1
1483,656_656_656_656_656_656_656_657,1
1484,656_656_656_656_474,1
1485,656_656_656_656_472_472_472_474_656_656_656_656_656_473_656_656_473_474_473_473,1
1486,656_656_656_474,2
1487,656_474,7
1488,656,3
1489,655_684_360_360_632,1
1490,655_655_684_632_360,1
1491,655_654,3
1492,655_632_684_602,1
1493,655_632_603,1
1494,655_632_360,1
1495,655_632,5
1496,655_361,1
1497,655_360_632,2
1498,655,14
1499,654_604,1
1500,654,3
1501,653,18
1502,652_652_651,1
1503,652_651,14
1504,652,2
1505,651,2
1506,65,2
1507,64_64_64_64_59,1
