,E,N
429,741,1
430,740,3
431,74,1
432,73_74,3
433,73_113_73_143_143,1
434,739_555_483,1
435,739_483,1
436,738_738_738_665,1
437,738_738_665,2
438,738_665,2
439,738,2
440,737_738_737_348,1
441,737_738,1
442,737_737_348,1
443,737_348,2
444,737,2
445,736_619_618,1
446,736_618,1
447,736,4
448,735_736_619_618,1
449,735,3
450,734_540,1
451,734,1
452,733_733_541_700_700_734,1
453,733_539,1
454,733,2
455,732,4
456,731_610,1
457,731,1
458,730_729,1
459,730,4
460,73,2
461,72_72_13,1
462,72_13,2
463,729_729_730_730_513,1
464,729_729_513,1
465,729,3
466,728_728_728_1257,1
467,728_728_1257,1
468,728,1
469,727_494,1
470,727,3
471,726_726_727,1
472,725,2
473,724_724_723,1
474,724_723_724,1
475,724_723,1
476,724_621,2
477,723_710,1
478,722_685,1
479,722,2
480,721_555_545_554_721,1
481,721_554,2
482,721,1
483,72,3
484,71_111,2
485,719_718,1
486,719_717_1290_718,1
487,719,2
488,718_719,2
489,718,1
490,717_752_671,1
491,717_676_675_674,1
492,716_643,1
493,716,4
494,715,1
495,713_713,1
496,713_678_678_465_465_506_506_713_713_505,1
497,713,2
498,712_585,2
499,712,4
500,711_712,1
501,711_573_573_586_586_711_712_568_566_566_568_566_568_1320_711_1320_1320_1320_567_565_568_568_565_712_712_711_585,1
502,711_572,1
503,711,6
504,710_723_621_724,1
505,710,4
506,709_709_681,1
507,709_681,1
508,709_523_522,1
509,709,2
510,708_709_706_706_680_680_681,1
511,708_681,1
512,708,3
513,707_710,1
514,707_707_706,1
515,707_706,3
516,707,2
517,706_680,1
518,706,1
519,705_641_704,1
520,705,1
521,704_705,1
522,704_704_641,1
523,704_641,5
524,703_702,1
525,703,2
526,702_701,1
527,701_700,1
528,701,3
529,700,1
530,7,1
531,699_541,1
532,698_485,1
533,698,2
534,697_697_696,1
535,697_696,1
536,697,1
537,696_696_696_697_697_694_695_696_694,1
538,696_696_695,1
539,696_695,2
540,695_696_697,1
541,694_694_693,1
542,694_693_693_694_696_695_695_694_693_590_590_590_577_683_590_591_578_580_580_579_579_591_591_581_580_590,1
543,694,1
544,693_694_695,1
545,692_691,2
546,692,4
547,691,2
548,690_445,1
549,690,1
550,689_688,3
551,689_446_445,1
552,689_445_688_689,1
553,689,2
554,688_689,1
555,688,3
556,687,4
557,685_538,1
558,685,1
559,684_632,1
560,684_602,4
561,684,1
562,683_590,1
563,683,1
564,682,1
565,681,1
566,680_706_680_680_706_707,1
567,680_631_630,1
568,680_630,1
569,680,2
570,68,4
571,67_9,2
572,679_1254,2
573,677_678_678_677,1
574,677_462,1
575,677,3
576,676_676_675,2
577,676_675,1
578,676,4
579,675_674,1
580,675_1308_1308_717_1308_675_671_752_752_717_674,1
581,674,3
582,673_672,1
583,673,1
584,672_672_673,1
585,672,3
586,671,2
587,670_670_672_671_551,1
588,670_670_670_671_552_551,1
589,670,2
590,67,1
591,669_668,1
592,669,2
593,668,3
594,667,3
595,666_668_667,1
596,666,1
597,665_738,1
598,665_665_738_348,1
599,665,1
600,664_559_576,1
601,664_479,1
602,664_1301_1300_1300,1
603,664,4
604,663,2
605,662_661,3
606,662_533,1
607,662,1
608,661_532_533_661_662,1
609,660_659,1
610,660,4
611,66,1
612,659_660,1
613,659,2
614,657,3
615,656_656_474,1
616,656_656,1
617,656_474,4
618,656,5
619,655_654,1
620,655_632_360,1
621,655_632,1
622,655_604_604_604_604_604_604_604_684_632_632_655_655_604_604_604_655,1
623,655_360_602_602,1
624,655,1
625,654,1
626,653,3
627,652_651,1
628,651_746_349_746_746_746_746_349_746_746_746_349_349_746_649_746_349_349_746_650_349,1
629,650_746_746_650_349,1
630,65,1
631,649_648,2
632,649_584_648,1
633,649,3
634,648_584,1
635,648,1
636,647_584_347,2
637,647,3
638,646_645,1
639,646,5
640,645_645_643_644,1
641,645_644,2
642,645,1
643,644_716_645_644_644_643,1
644,644_643,1
645,644,1
646,643,1
647,641_704,1
648,641_611,1
649,640_728_1257_640_704_641,1
650,640,3
651,637_637_527,1
652,637_637,1
653,637_527,4
654,637,1
655,636_635,1
656,636,3
657,635_635_634_581,1
658,635,3
659,634_581,1
660,634,4
661,633_682,1
662,632_603,3
663,632_360,1
664,632,2
665,630,1
666,62_62_63,1
667,62_62_62,1
668,629_628,1
669,628_627,3
670,628,1
671,626_625,3
672,626,2
673,625_626,1
674,625,1
675,624_624_755_755_755_585_586_586_573_573_623_573_587,1
676,624_587,2
677,624,6
678,623,6
679,622_621,2
680,621,1
681,620_745_498_499,1
682,620_621,1
683,620_619,1
684,61_61_61_61_61_61_61_61_61_61_61_61_61_61_61_61_61_61_61_61_257,1
685,619_745_620,1
686,619_735_618_736_735,1
687,619_618,1
688,619,2
689,618_617,1
690,618,2
691,617_618,1
692,617,3
693,616_616_615,1
694,616_615,2
695,616_533_532_531_531_531_526_526_371_371_532_532_371_531_616_532_371_532,1
696,616_533_532,1
697,616_532,1
698,614_355_562_562_355_354_614,1
699,614_354,2
700,614,1
701,611,3
702,608_608_608,1
703,606_742,1
704,604_604_604_604_604_653,1
705,604_467_604_604_653,1
706,603,4
707,602_684_601,1
708,602_684,2
709,60,2
710,596,5
711,595,4
712,594_594_594_594_594_594_594_447_1317_446_1317_446_1316,1
713,592,1
714,591_579_591_590_577_591_694_694_693_693_590_683_683_590_590_580_580_634_580_635_634_635_634_1319_1318_579_578_577_1315_591_523_523_522_523_709_523_522_706_630_679_680_681_681_709_709_499_498_497_497_620_620_744_745_620_499_745_500_500_744_499_498_592_591_1315_591_591_577_590_693_693_577_581_579_693_693_693,1
715,591,2
716,58_57_104_168_169,1
717,58_57,1
718,589_515,1
719,589,2
720,588_595,2
721,588,1
722,587_586_573,1
723,587_573,1
724,587,1
725,586_573,1
726,586,5
727,585,1
728,584_647,1
729,584_583,1
730,584_347,1
731,583,2
732,582_582_582_582_582_583,1
733,581,1
734,580_579,2
735,580,1
736,577_693_694,1
737,576_664_557_560_560_559_557,1
738,575_575_575_352,1
739,575_352,1
740,574,2
741,573_586,1
742,573_574,1
743,573_573_586_573_624_573_624_573_587_623,1
744,573_573,1
745,573,1
746,571_692_692_691_569_571_571_571_571_571_571_569_571_571_571_571_594_569_571_594_569_571_1316_691,1
747,571_570,2
748,56_57,1
749,569_691,1
750,569,1
751,568_566_565_566_567,1
752,568,3
753,566,1
754,565,1
755,564_479_558_664_664_558_557,1
756,564,1
757,563_492,1
758,563,3
759,562_562_614_663_354,1
760,562_354_354_354_562_354_562_663_663,1
761,562,4
762,561,1
763,560,8
764,55_55_55_55_54,1
765,55_55_54,1
766,55_54,3
767,559_664_557_449_558,1
768,559_560,1
769,559_558,1
770,559,1
771,558_557_448,1
772,558_449,1
773,558,1
774,557_350_557_350_350_350_557_449_350_448,1
775,557,1
776,556_539,1
777,556,6
778,555_555_547_547_546,1
779,555_546_545,1
780,555,1
781,554_553_365_364,1
782,554,2
783,553_552,2
784,553_365,1
785,553,2
786,552_717_553_365_364,1
787,552_364,1
788,552,1
789,551,1
790,550_550_550_363_363_550_670_551_550,1
791,550_550_550_362,1
792,550_363_550_363_1289_548_549_549_550_363_550_362,1
793,550_362,2
794,549_549_548,1
795,549,2
796,548_549,1
797,547_546,1
798,547,2
799,546_547,1
800,544_721,1
801,544_544_740_555_555_545_545_544_543_365_555_555_555_555_555_555_554_555_555_544_547_546_546_555_545_544_544_544_542_545,1
802,542,1
803,541,3
804,540_539,1
805,540,3
806,539_484,1
807,539,1
808,538,2
809,537_537_537_537_537_368_537_750_750_368,1
810,535_534,1
811,535,4
812,534_529_757_703_535_703_757_533,1
813,534,1
814,533_528,1
815,533,2
816,532_616_661_533_661_662_662_487_487_534_637_527_637_525_525_525_526_526_371_371_527_528_528_487_534_487_529_528_488_529_534_533_532_616_532_532_532_616_616_532_370,1
817,532_370,1
818,532,1
819,531_531_608_608,1
820,531,2
821,529_534,1
822,529_487,1
823,529,1
824,528_527_528_529_637_527_527_528_529_529_534_533_533,1
825,528_487,2
826,528,1
827,526_531,1
828,526_526_371,1
829,526_525,2
830,526_372_637_533_528_528_527_637_371,1
831,526,2
832,525,3
833,523_523,1
834,523_522,3
835,523,1
836,522,1
837,51_50_2,1
838,51_50,2
839,519_518,1
840,517_516,1
841,515_589,1
842,515_515_589,1
843,515_514,2
844,515,1
845,513_729,1
846,513_373_513_730,1
847,513,1
848,512_511,1
849,512_372_373_373_513_513_512_511,1
850,510_489,2
851,510,2
852,51,3
853,50_51,1
854,50_50_51,2
855,50_2,1
856,509_509_508,2
857,509_509,1
858,509_508,6
859,509,1
860,506_713_506_505_504_504_503,1
861,505_713,1
862,505,1
863,504_503,2
864,504,1
865,503_713_465_506_677_678_678_506_505_505_503_504,1
866,503_505_503_503_504,1
867,503_504,1
868,502,4
869,500_498_500_500,1
870,500,1
871,50,1
872,499_500,2
873,499_497_498,1
874,498_497,1
875,497,1
876,495,1
877,494_726_727,1
878,494_726_493,1
879,494,1
880,492_356,1
881,491,1
882,490_489_463_464_463_464_464_461_677_461_461_677_677_461_461_461_677_461_461_461_461_462_489_489_290_290_460_290_460_463_489_489_290_290_463_463,1
883,490_489,1
884,490_460_489_490_464_463,1
885,490,1
886,48_47,2
887,48_151,1
888,489_510,1
889,489_489_510,2
890,488,4
891,487_488,1
892,485_698,2
893,485_484_483,1
894,485,4
895,484,2
896,480,5
897,47_48,2
898,479_576_479_479,1
899,479_479_576_480,1
900,479,3
901,477_476,1
902,476_475,1
903,475_475_475_1170_1242_1170_1242_476_475_1172_1172_1172_477_1172,1
904,475_475_1172_1172_477_1172_1172_476,1
905,473,3
906,472_1352_470,1
907,471_470,1
908,471,3
909,469_467_468,1
910,469,4
911,468_467,2
912,468,1
913,467_653,1
914,467_468,1
915,467_467_468_467_469_469,1
916,467,1
917,466,1
918,465_506_678,1
919,465,1
920,463_489_463_489_290_460_460_490,1
921,463_462,1
922,463,2
923,462_461,1
924,462,3
925,460_460_290,1
926,460_290,1
927,460,3
928,459,1
929,456,3
930,455_456_134,1
931,454,1
932,453_89_453_435_89_388,1
933,453_454_454_408_408_388_388_453_453_435,1
934,453_454_453_435,1
935,453_453_388,1
936,453_388,2
937,453,2
938,452_89,1
939,451_559_450_450_451_353,1
940,451_559,1
941,451_353,1
942,451,2
943,449_448,2
944,449,3
945,448_350,1
946,448,1
947,447_446,1
948,447,1
949,446,1
950,445_689,1
951,445_444,1
952,445_347_444,1
953,445,4
954,444,2
955,443,1
956,442_442_442_442_442_437_437_442_442_437_129_129_442_441,1
957,442_441,1
958,442,2
959,441_441_442,1
960,441_437,1
961,441,1
962,43_310_310_310,1
963,43_309,1
964,438_403,2
965,438,1
966,437_441,1
967,437_414_414_413,1
968,437_414_413,1
969,437,1
970,434,1
971,433_432_431,1
972,433_432,2
973,433_345,3
974,433,4
975,432_431,3
976,432,2
977,431_431_432,1
978,431_430,3
979,431,2
980,430,2
981,43,1
982,429,2
983,428,1
984,427_426,1
985,426_428,1
986,422_281,1
987,422,1
988,421_420,2
989,421,2
990,419_420,1
991,419_418,2
992,417,1
993,416_88_87,1
994,416_416_415,1
995,416_415,2
996,416,3
997,415_416,1
998,414_414_413,1
999,414_413,3
1000,414,4
1001,413_414,1
1002,413,1
1003,411,1
1004,410_409,2
1005,410,3
1006,408,1
1007,407_407_435_388_89_453_453_435_406_407_408,1
1008,407_407_405_406,1
1009,405_408_407_407_408_408_406_405_406_407_407_406_405_404,1
1010,405_404,1
1011,405,1
1012,404_404_405,1
1013,404,2
1014,403_384,1
1015,403,3
1016,402,4
1017,401_400,4
1018,401,2
1019,400_401,1
1020,399_399_132,2
1021,399_398,1
1022,399_132,4
1023,399,5
1024,397,1
1025,396,4
1026,394_394_331,1
1027,394_323,1
1028,394,3
1029,393,2
1030,390,1
1031,38_37,1
1032,387_387_332,1
1033,387_332_387_1294_387_387_1294_30_30_30_30_29,1
1034,384_384_426_425_425_385_268_271_269_270_402_270_271_268_268_269_262_271_268_269_270_385_395_331_331_396_395_332_331_395_331_395_396_395_386_428_426_427_427_426_425_427_426_427_425_385_326_427_427_425_426_426_425_326_424_395_395_425_394_331_331_332_332_387_387_30_30_30_30_387_1294_332_394_396_395_395_387_331_424_426_427_428_428_427_427_268_268_269_438_403_384_402_271_271_268_402_268_269_384_262_271_268_271_268_385_385_270_403_403_384_384_271_327_387_325_332_332_387_395_394_331_424_424_425_330_402_385,1
1035,384,2
1036,383_383_265,1
1037,383_265,3
1038,383,2
1039,380_42,1
1040,380_380_380_380_380_42,1
1041,380_263,1
1042,37_38,1
1043,377_41,1
1044,376,2
1045,374,3
1046,373_512_511,1
1047,373_373_512_373_373_372_372_372_372_373_513_512_513_372_372_730_513_511,1
1048,373_372,1
1049,373,1
1050,372_372_373_730_513_512,1
1051,372,2
1052,370,1
1053,369,3
1054,368,1
1055,367,2
1056,365_553,1
1057,365_365_364_364_553_553_553_552_554,1
1058,365_365_364,1
1059,365_365_363_365_553_553,1
1060,365_364,4
1061,365,1
1062,363_550_362,1
1063,363_550,1
1064,363,1
1065,360_655_632,1
1066,360,1
1067,358_357,1
1068,358_1359,1
1069,358,1
1070,357_356,2
1071,355,2
1072,354_614,1
1073,353_352_352_352_352_352_352_575,1
1074,353,1
1075,352_575,1
1076,351_350,1
1077,351,2
1078,350_557_557_448_448_447,1
1079,350_349,1
1080,349,1
1081,348_737,1
1082,348,1
1083,347,1
1084,346_593,1
1085,341,1
1086,340,2
1087,338_335,2
1088,338,3
1089,336,1
1090,335_338_334_335_340,1
1091,333_28,2
1092,333,1
1093,332,1
1094,331,1
1095,330_401,1
1096,330,3
1097,329_329_329_329_329_327_327_328_328,1
1098,329_328,1
1099,328_329_329_340,1
1100,328_329_328_327,1
1101,328_328,1
1102,328_327,1
1103,328,1
1104,327,1
1105,324_330,1
1106,324,1
1107,323_323_322,1
1108,323_322,1
1109,323,2
1110,322_322_321,1
1111,322_321,1
1112,320_319,1
1113,320_318,1
1114,320,1
1115,32,1
1116,319,2
1117,317_319_318_317,1
1118,316,1
1119,315_316_341,1
1120,315_315_315_315,1
1121,315_314,1
1122,315,1
1123,314,2
1124,312_315_314_134_313,1
1125,312_313_312,1
1126,311,1
1127,310,5
1128,309_43_309_308,1
1129,309_43_308_308_310_310_309_43_309_310_310_308,1
1130,308,4
1131,306_305,2
1132,303_303_303_302,1
1133,303_303_302,1
1134,303_302,1
1135,303,1
1136,302_728,1
1137,302,1
1138,301,3
1139,300_299,2
1140,300_1054_301_301_300_1051,1
1141,300_1054_300_1051,1
1142,3,1
1143,299_1050,1
1144,299_1018_1018_298,1
1145,299,4
1146,298,4
1147,297,1
1148,296_1012,1
1149,296,1
1150,295_1049,1
1151,295_1032_295_1049,1
1152,295,1
1153,294_293,1
1154,292_1055_1031,1
1155,292_1055,1
1156,288,1
1157,287_286,1
1158,282_422_281,1
1159,282_381,1
1160,282_281,2
1161,282,1
1162,277_88_87_86,1
1163,277_27,1
1164,277,5
1165,276_276_275,1
1166,276_275_274,1
1167,276_275,1
1168,276,2
1169,275,3
1170,274,1
1171,273_274_274_275,1
1172,273_273_272,2
1173,273_272,1
1174,273,2
1175,272_273,1
1176,270,1
1177,27,1
1178,268_262,1
1179,267,6
1180,262_261,2
1181,262,1
1182,258,1
1183,257,2
1184,256,4
1185,254,1
1186,253_186,1
1187,252_208,3
1188,252,1
1189,251,2
1190,250,1
1191,246,1
1192,241_241_203_178_178_242_204_204_241_178_203_241_241_178,1
1193,241_202,1
1194,241,3
1195,240_183,1
1196,240_107,1
1197,240,2
1198,239,1
1199,238_237,1
1200,238_236_206_206_206_238_238,1
1201,238,2
1202,237_206,1
1203,237,2
1204,236,4
1205,235_234_106_233,1
1206,235,1
1207,234_234,1
1208,234,1
1209,233_106,2
1210,233,1
1211,231_230,1
1212,227_227_227_228,2
1213,227_173,1
1214,226_225,1
1215,226,1
1216,225,1
1217,223_223_223_223_223_223_223_223_223,1
1218,223_223_223_222,1
1219,223_222,5
1220,223_1384_223_222,1
1221,21_21_1206,1
1222,21_1206,1
1223,218,1
1224,217_812,1
1225,217_811_763,1
1226,217_811,1
1227,215,1
1228,214,1
1229,212_797_212_212_798,1
1230,21,1
1231,20_20_20_21,1
1232,206_56,1
1233,206_237_206_206_236,1
1234,206,2
1235,205,5
1236,204_203_178,1
1237,204,5
1238,203_202_202_203_178,1
1239,203_178,1
1240,203,1
1241,202_241,1
1242,202_203_178,1
1243,201,1
1244,200_200_200_200_200_200_199,1
1245,200_200_200_200_197_200_199_185,1
1246,200_200_200_199,1
1247,200_200_200,1
1248,200_199,1
1249,200,1
1250,199,1
1251,197_196_181,1
1252,197_196,1
1253,197,1
1254,196_196_181,1
1255,196_181,2
1256,193,4
1257,192_201_201_246_246_201_193_192,1
1258,192_193,3
1259,191_190_189,1
1260,191,1
1261,18_19,1
1262,18_17_18,1
1263,18_17,1
1264,185_185_185_185_198,1
1265,185,2
1266,183_183_240,1
1267,178_204_203,1
1268,178,1
1269,176_176_872_872_872_872_872_872,1
1270,173,1
1271,170_8,1
1272,170_170_8,1
1273,170,1
1274,169,4
1275,168_58,7
1276,168_169,3
1277,168_168_58,1
1278,168_105_104_57,1
1279,168,1
1280,167_167_167_167_167_167_167_59_65_64_167_167_167_167_167_167_167_167_167_167_167_59_59_167_167_167_65_65_167_65_59_59_167_167_58_65_167_167_167_167_65_65,1
1281,165_165_165_164,1
1282,165_165_164,2
1283,165_164,1
1284,165,2
1285,164_165,1
1286,164,1
1287,162,1
1288,161_160_34,1
1289,161_160,2
1290,161,3
1291,160_34,1
1292,160_160_160_34,1
1293,160,1
1294,159_157,2
1295,159,1
1296,158_55,1
1297,158,1
1298,156_156_35_153,1
1299,156_155_154,1
1300,156_155,1
1301,155_154,3
1302,155,2
1303,154,1
1304,153_35,2
1305,152_48,2
1306,152_47_48,1
1307,152_152_48,1
1308,152,1
1309,151_47_49_48,1
1310,151,5
1311,150,5
1312,149_148,5
1313,149,3
1314,148_149,1
1315,144,3
1316,143_95,1
1317,143_72,1
1318,143_12,1
1319,143,2
1320,142_67,3
1321,142_142_142_142_67,1
1322,142,1
1323,141_140,1
1324,141,2
1325,140,3
1326,139_139_137_138_120_121_121,1
1327,139_138_138_139_139_138_139_139_138_139_138_138_139_139_138_120_101_121,1
1328,139_138_138_139_138_139_137_121,1
1329,1393_1392,1
1330,1390_491,1
1331,1390,2
1332,1387,2
1333,1386_961,1
1334,1386_911,1
1335,1386,1
1336,1385_1386_908_962_961,1
1337,1385_1384,2
1338,1385,2
1339,1384,1
1340,1382,2
1341,1381,2
1342,138,3
1343,1377_1377_1297,1
1344,1377_1297,2
1345,1377,3
1346,1376_411,5
1347,1376_1376_323_394_394_411,1
1348,1376,6
1349,1375_1375_1372,1
1350,1375_1372,4
1351,1375,2
1352,1374_1374_1374_1374_1374_1374_1374_1374_1374,1
1353,1374_1374_1374_1374_1374_1374_1371,1
1354,1374_1371,2
1355,1372,2
1356,1370_713_465_465_465_678_465_678_465_465_506_506_713_505,1
1357,1370_713,1
1358,1370,7
1359,1366,3
1360,1365_1364,4
1361,1365,3
1362,1364_1365,1
1363,1364,2
1364,1363_701_1358_1363_1362_1358,1
1365,1363_1362,1
1366,1363,1
1367,1362,2
1368,1360_869_1360_869,1
1369,1360_869,1
1370,1359_358_358_1359_358,1
1371,1359_358,1
1372,1359_1359,1
1373,1359,6
1374,1358_733_700_734_540,1
1375,1358,1
1376,1356_1356_918,1
1377,1356,5
