,E,N
78,97_97_96_97_119_97_96_96_97_117_167_166_167_167_64_167_59_166_59_166_166_166_65_57_57_57_168_57_57_57_57_105_56_237_237_237_237_236_236_236_237_236_236_238_236_236_236_206_206_206_206_236_56_238_237_238_238_236_237_206_206_238_238_238_237_238_237_237_206_236_56_56_57_57_57_57_105_105_168_168_58_168_58_57_57_105_105_105_57_57_167_167_167_59_97_97_119_97_97_97_97_97_167_167_167_105_105_56_56_167_167_167_168_57_105_57_57_105_57_57_105_105_105_57_168_57_168_57_105_105_57_105_57_57_105_105_57_104_167_167_167_32_32_184_184_120_140_184_184_184_184_184_184_184_184_184_137_183_240_183_233_233_233_107_233_233_107_233_233_233_108_233_233_234_233_106_106_233_233_233_107_106_233_233_233_233_240_233_233_234_234_234_107_106_234_138_138_31_120_102_102_102_102_102_101_102_102_101_138_138_137_31_31_120_120_120_120_139_139_140_32_32_138_32_32_32_32_32_32_32_32_119_138_140_137_139_139_121_101_138_137_138_139_140_140_101_120_120_101_120_101_138_139_139_138_138_140_137_101_102_102_101_137_120_102_101_121_139_184_184_32_99_33_99_99_99_99_99_99_99_33_99_99_99_33_99_99_33_99_99_99_99_99_33_99_99_33_99_99_99_99_99_99_99_99_99_99_99_99_33_32_184_137_137_31_32_32_99_99_33_33_99_99_33_31_31_167_167_167_168_168_236_236_236_236_236_206_237_206_236_237_206_236_237_236_206_206_236_206_56_56_57_167_167_167_167_167_167_167_167_167_167_167_167_167_65_168_57_65_167_56_105_105_105_104_236_206_236_236_237_236_206_56_206_206_56_57_167_167_167_105_237_236_206_237_56_56_56_56_56_56_57_105_105_105_105_104_56_97_118_167_167_167_65_59_66_167_167_167_66_65_59_59_167_167_167_167_59_66_167_168_168_58_65_167_167_167_167_167_167_96_96_96_96_97_96_168_123_1288_1288_96_65_96_96_96_97_97_97_66_66_167_167_65_65_167_167_167_57_168_168_167_167_167_97_96_96_97_119_119_97_119_97_119_119_97_97_66_66_97_119_31_31_31_31_31_31_31_31_31_31_31_31_101_121_101_137_120_101_101_101_120_101_121_139_140_102_102_102_102_102_102_102_102_101_120_139_139_31_140_137_138_137_120_120_139_140_138_137_120_137_31_137_138_138_138_138_138_138_184_138_137_31_32_119_33_99_33_33_33_33_33_99_33_33_33_33_119_119_119_98_31_138_138_137_140_137_120_120_137_184_240_240_240_240_240_183_183_240_182_233_106_234_234_107_106_106_234_106_234_106_106_107_233_234_240_240_182_240_183_182_182_240_182_106_233_106_233_233_106_107_183_183_239_239_183_240_183_121_101_121_121_120_102_101_102_120_140_140_120_102_101_101_137_120_120_139_120_101_120_101_139_184_167_167_65_57_105_57_168_57_104_104_66_66_168_105_105_56_105_167_167_167_167_57_57_105_57_57_57_57_167_167_167_66_167_167_66_97_97_97_119_119_119_118_167_167_167_167_167_167_59_167_167_167_65_59_167_167_167_64_167_65_65_167_167_167_65_167_167_167_167_166_167_167_167_59_167_59_167_167_167_59_167_167_65_168_58_105_105_105_57_105_57_105_57_58_58_58_57_57_57_57_104_105_57_104_58_168_59_65_65_96_118_97_117,1
79,97_97_118,1
80,97_96,1
81,97_118,1
82,979_979_978,1
83,979_978,7
84,979,20
85,978_979,3
86,978_978_977,2
87,978_977,18
88,978,12
89,977,1
90,976_976,1
91,976_975_858_857,1
92,976_975,5
93,976_1266_875_1266_976_976_976_975,1
94,976,7
95,975_858_858_858_874_858_857,1
96,975_857,2
97,975_257_857,1
98,975_1311,1
99,975,7
100,974_814,3
101,974,12
102,973_973_972,1
103,973_972,4
104,973_814,2
105,973,2
106,972_973,1
107,971_971_971_778_971_971_971_971_214_214_778_778_806,1
108,971_971_806_966_965,1
109,971_971_806_966,1
110,971_806,4
111,971,7
112,970_970_970,1
113,970_969,3
114,970,1
115,97,5
116,96_97,2
117,96_96_97,1
118,96_118_97_1288_123,1
119,969_970_969_968,1
120,969_969_968,1
121,969_968_967,1
122,969_968,3
123,969_967_967_969_968,1
124,969,11
125,968_969,1
126,968_967,12
127,968,14
128,967_969_967_967_968,1
129,967,2
130,966_966_965,1
131,966_965,11
132,966,3
133,965_965_965_965_966,1
134,965,2
135,964_964_964_964_964_964_964_964_964_844,1
136,964_964_964_964_964_844_843,1
137,964_964_964_964_844,2
138,964_964_844_843,1
139,964_964,3
140,964_845_844,1
141,964_844,6
142,964,5
143,963_958_957_956,1
144,963_958_957,1
145,963_957_983_956,1
146,963_957,8
147,963,9
148,962_962_962_908,1
149,962_962_961,1
150,962_962_908,1
151,962_962_834_962_833_834_908,1
152,962_962_834_961_961_962_908,1
153,962_961_961_961_962_834_908,1
154,962_961,4
155,962_908,5
156,962_834_908,1
157,962_1386_1386_961,1
158,962_1385_961,1
159,962,9
160,961_962_908,1
161,961_962,4
162,961_908_908_908_1385_961_961_962,1
163,961_834_962_908,1
164,961,11
165,960_960_923,1
166,960_923,5
167,960,9
168,96,19
169,95_95_95_95_95_95_95_78_79_79_1282_12_72_95_79_79_78_143_143_95_95_143_143_143_95_143_1288_123_123_72_144_144_72_143_73_95_95_12_1288_123_95_72_95_12_95_95_72_95_123_123_123_123_95_74_73_73_114_47_48_47_48_48_152_48_47_47_114_113_114_114_114_151_151_114_114_114_114_114_114_114_114_114_113_73_73_73_113_73_73_74_73_74_79_71_71_79_79_79_78_78_79_78_79_79_12_12_12_72_143_95_11,1
170,95_95_95_95_95_11,2
171,95_95_11,3
172,95_73_72_72_143_12_79_79_79_79_143_123_95_95_72_95_79_79_79_79_78_78_79_79_79_78_78_79_78_73_144_72_72_95_95_143_95_95_72_72_143_12_12_79_79_78_79_78_12_79_12_79_78_70_78_143_12_72_72_95_72_143_12_79_1282_78_79_78_79_143_72_95_95_72_95_95_72_74_73_73_72_143_12_12_79_79_79_1288_1288_123_1288_1288_1288_1288_123_72_143_95_95_72_95_73_95_143_143_143_78_79_79_79_79_1282_95_72_143_95_95_143_143_123_72_72_12_72_72_143_79_79_79_143_71_13_72,1
173,95_72_143_95_1288_123,1
174,95_143_95_143_143_78_143_143_79_79_95_95_72_72_143_143_78_143_12_12_79_79_72_73_72_143_143_78_1282_12_12_79_116_95_95_123_72_12_143_79_143_79_71_80_79_78_79_143_12_79_79_79_143_143_143_143_12,1
175,95_11,8
176,959_831_830,1
177,959_830_829,1
178,959_830,2
179,959,5
180,958_982_956_957,1
181,958_958_963_963_956_957,1
182,958_957,2
183,958,11
184,957_983_982_956,1
185,957_983_956,1
186,957_963,1
187,957_958,2
188,957_957_956_983,1
189,957_956_983,1
190,957_956,2
191,957,9
192,956_983_956_939_940,1
193,956_983,2
194,956_963_963_956_957,1
195,956_957_956_939,1
196,956_939,5
197,956,6
198,955_954,11
199,955,4
200,954_954_818,1
201,954_931,2
202,954,6
203,953_931,2
204,953_818_817_817_816,1
205,953_815_815_817_815_817_816,1
206,953,13
207,952_861_860,1
208,952_860,6
209,952,18
210,951_951_947,2
211,951_951_813_946_949_949_948_1305_808_972_972_973_972_973_813_814_974_974_814_950_950_951_950_951_951_947_946_949_946_217_217_812_217_217_812_813_812,1
212,951_946,1
213,951,9
214,950_950_951_947,1
215,950_950_813_947,1
216,950_947,2
217,950,7
218,95,2
219,94_93,1
220,94_40,2
221,949_949_949_946_949_949,1
222,949_949_946,1
223,949_946_946_950_950_947_947_947_947_947_946_947_947_949_949_946_949_947_951_947_947_949_949_949_951_813_948_813_951_951_217_812_217_812_948_948_812_947_812_948_783_783_885_783_811_811_217_812_811_813_813_812_812_811_948_813_813_813_813_783_823_218_823_812_217_811_217_812_216_811_950_949_946_951_951_949_949_946_950_950_947_813_813_813_950_951_947_949_949_946_946_947_813_813_948_813_811_218_824_783_783_824_824_784_783_823_783_218_823_823_812_217_217_217_218_220_823_218_823_885_823_218_823_823_763_763_763_763_764_763_763_763_763_763_763_763_763_763_764_823_783_823_217_218_783_823_823_823_823_824_824_783_783_948_948_813_812_812_811_812_811_812_216_216_812_813_813_217_811_811_217_218_823_219_218_783_823_783_811_811_783_216_217_811_217_950_947_947_949_951_951_949_949_951_949_949_950_951_951_947_947_951_950_951_947_949,1
224,949,4
225,948_948_948_813_947,1
226,948_948_813_813_812,1
227,948_948_813,1
228,948_813_948_813,1
229,948_813,2
230,948_217_812_812_813,1
231,948,8
232,947_951,1
233,947_950,1
234,947_947_951,2
235,947_946,1
236,947_812_812_812_813_813_948_813,1
237,947,7
238,946_949,1
239,946_946_949_946_949,1
240,946_946_946_949_948_948_948_948_813_813_947_947_946_949_946,1
241,946_946_946_946_949,1
242,945_761_941,1
243,945,12
244,944_943_942,1
245,944_942,2
246,944,4
247,943_944_942,1
248,943_943_943_942,1
249,943_943_942,4
250,943_942,5
251,943,10
252,942_941_761,1
253,942_941,1
254,942,8
255,941_943_942,1
256,941_941_945_945_941_941_941_761,1
257,941_761,5
258,941,5
259,940_956_939,1
260,940_940_956_940_939,1
261,940_940_940_939,1
262,940_940_939,1
263,940_939,5
264,940,8
265,94,2
266,93_100_100_127_127_100_83,1
267,939,8
268,938_938_938_938_937,1
269,938_938_938_938_911_938_938_912_911_911_938_938_937,1
270,938_938_938_937,1
271,938_938_937_1387_1387_938_1387,1
272,938_937,13
273,938,6
274,937_938,1
275,937_937_938,1
276,937,5
277,936_790_789,1
278,936_789,3
279,936,6
280,935_789,1
281,935,7
282,933_933_933_932_225_775_775_933_774,1
283,933_933_933_774,3
284,933_933_774,4
285,933_775_933_933_774,1
286,933_775_933_774,2
287,933_775_775_774,1
288,933_775_774,4
289,933_774,10
290,933,8
291,932_932_774_932_932_932_775_225,1
292,932_775_225,2
293,932_775,6
294,932,14
295,931,13
296,930_862_864_862_865_865_864_862_862_864_863,1
297,930_862_862_864_864_863,1
298,930,8
299,93,1
300,92_92_92_92_92_92_92_92_92_92_91_92_93,1
301,92_92_92_91,1
302,92_92_91_4_4_4_4_4_3,1
303,92_92_91,2
304,92_92,1
305,92_91,11
306,92_51_162,1
307,92_51,1
308,929_928,1
309,929,11
310,928_929,1
311,928_928_927,2
312,928_927,7
313,928,8
314,927_928,1
315,927,1
316,926_804_926_802_803,1
317,926_804_803_801_802,1
318,926_804_803,1
319,926_803_803_803_801_803_802_802_804_803,1
320,926_803_1267,1
321,926_803,1
322,926_1267_802_803,1
323,926_1267_1267_804_803_804,1
324,926,4
325,925,3
326,924_985,3
327,924_960_923,2
328,924_924_960_923,1
329,924_923_922,1
330,924_923,11
331,924,6
332,923_922,2
333,923,1
334,922_922_922_925_925_924_923_960_924_923_960_925,1
335,922,1
336,921_920,3
337,920_903,3
338,920_784_903,1
339,920_1332,1
340,920,10
341,92,7
342,91_92_93,1
343,91_92_91,1
344,91_92,3
345,91_91_91_3,1
346,91_50,1
347,919_920_784_784_903,1
348,919_784_903,2
349,919,7
350,918_918_918_1356_918_918_918_1355,1
351,918_918_918_1356_1355,1
352,918_918_918_1355,1
353,918_918_1356_918_1355,1
354,918_1355,5
355,918,8
356,917_918_917_759_759_1381_1381_918_918_1356_1356_918_1355_918_918_918_918_918_1355_918_918_918_970_918_917_917_917_917_945_945_941_1356_942_968_969_969_917_759_917_761_917_759_941_761_941_918_918_918_1356_918_918_917_917_917_759_1355_918_1355_918_942_970_970_759_759_759_917_945_941_945_945_918_1381_970_761_1355_918_945_761_761_758_918_918_758_1355_1356_918_945_945_941_762_941_942_942_942_942_941_761_970_970_970_970_1381_918_759_761_970_970_942_761_917_918_945_945_945_761_761_941_941_945_761_761_918_758_759_970_758_759_761,1
357,917_917_761_917_917_970_970_917_918_917_918_970_918_970_917_917_918_917_759_759_917_941_945_944_943_942_944_942_941_761_761_918_917_759_759_917_1355_918_918_918_917_917_917_917_917_759_759_760_759_941_761_945_945_941_941_761_970_970_970_1381_759_918_970_759_918_761_761_941_941_761_941_945_761_759_759_970_759_918_758_759_941_945_945_761_941_970_1381_917,1
358,917_761_760,1
359,917_760,2
360,917,2
361,916_985_777,1
362,916_916_985_985_924,1
363,916_916_985,1
364,916_916_916_916_795_794,1
365,916_916_794_794_852_852_916_916_795_1264,1
366,916_852,6
367,916_795,2
368,916_794_916_795_1264,1
369,916_794_916_795,1
370,916_1264_985_852_794_794_795_852_916_1264,1
371,916,2
372,915_914,4
373,915_899_898,1
374,915_899,2
375,915,6
376,914_915_899,1
377,914,2
378,913_913_792_841,1
379,913,5
380,912_911,3
381,912_1386_911,1
382,912,10
383,911_1386,1
384,910,1
385,91,5
386,90_38,1
387,90_3,2
388,909_909_1298,1
389,909_1298_891,1
390,909_1298_1298_891,1
391,909,2
392,908_962,1
393,908_961_961_962,1
394,908_961_908_908_908_962,1
395,908_908_961_962_961,1
396,908_834,1
397,908,7
398,907_981,1
399,907_907_981,1
400,907,10
401,906_907_801_802,1
402,906_905,5
403,906,5
404,905_856_856_854_856_906_905_905_855_856_854,1
405,905_856_856_854_854_856_854_854,1
406,905,8
407,904_920_920_903,1
408,904_904_903,1
409,904_903_784,2
410,904_903,3
411,904_784_904_903,1
412,904_784_903,1
413,904_1305,1
414,904,8
415,903_919,1
416,903_785_784,1
417,903_784,3
418,903,12
419,902_902_902_899,1
420,902_902_901,2
421,902_901,4
422,902_899,5
423,902,13
424,901_902,2
425,901_901_901_902,1
426,901_901_901_901_902_901_902_901_901_915_899_902_901_914_914_915_915_1130_1129_898,1
427,901,3
428,900_900_900_820,1
429,900_820,3
430,900,8
431,90,3
432,9,6
433,89_87_88,1
434,89_453,1
435,89_388,1
436,899_898_1129,1
437,899_898,2
438,899,3
439,898_900,1
440,898_899,1
441,898_1129,1
442,898,5
443,897_897_896,2
444,897_896,4
445,897,4
446,896_900_820,1
447,895_895_895_895_895_895_895_895_249_894_894_894_895,1
448,895_895_895_895_895_895_895_894,1
449,895_895_895_895_895_895_894_895_895,1
450,895_895_895_895_895_894_895_249_895,1
451,895_895_895_895_894,1
452,895_895_895_894,1
453,895_895_894_895,1
454,895_895_894,2
455,895_894_895_894,1
456,895_894_249,1
457,895_894,3
458,895,5
459,894_895_894,2
460,894_894_894_895_894,1
461,894,1
462,893_786,2
463,893,7
464,892_891,5
465,892_786,2
466,892,6
467,891_831,1
468,891_823_765_764_763_218_823_885_910_886_886_218_218_823_823_885_892_892_891_892_1298_910_910_909_893_893_919_1332_921_921_1329_1329_1330_1330_1331_1331_1332_903_921_1330_1331_1332_921_920_920_903_903_783_783_784_784_785_785_831_832_1299_1299_829_830_829_829_1299_786_218_783_824_824_783_783_1331_1332_1330_1328_1330_1328_1329_1329_1330_1331_1332_921_1332_920_903_832_788_787_832_787_1299_1299_892_891_831_830_831_832_785_786_832_787_832_832_910_910_959_829_830_829,1
469,891,3
470,89,14
471,88_88_88_87,1
472,88_87_86,1
473,88_87,4
474,88_86_87,1
475,88_277,1
476,889_828,1
477,889,5
478,888_828,4
479,888,2
480,887_987,1
481,887,2
482,886_885,8
483,886,9
484,885_886,6
485,885_885_886,3
486,885_885_885_886_885,1
487,885_885_885_885_885_886,1
488,885,4
489,884_884_883,1
490,884_883,10
491,884_1133,1
492,883,8
493,882_882_883,1
494,882_881,1
495,882,1
496,881,11
497,88,6
498,87_88_88_87_87_87_88_87_86,1
499,87_88_88_131_87_88_87_86,1
500,87_88_87_86,1
501,87_88_87,1
502,87_87_88_87_88_87_86,1
503,87_87_88,1
504,87_87_87_88,1
505,87_87_87_87_88_277_27,1
506,87_86,1
507,87_277_87_87_87_87_87_277_87_87_87_87_379_277_87_87_88_277_379_277_87_87,1
508,87_277_277_87_87_88_86,1
509,87_127_85_85_86,1
510,879_880_880_1227_1210,1
511,879_879_878_879_1210,1
512,879_878,1
513,879_1227_880,1
514,879,4
515,878_879,1
516,878_878_879,1
517,877_876,4
518,877_1176_1175_1191,1
519,877,8
520,876_876_877_876,1
521,876,9
522,875_870,1
523,875_1266,1
524,875,4
525,874_874,1
526,874_857_857_858,1
527,874,20
528,873_873_873_781_780,1
529,873_873_842_873_781_780,1
530,873_781,1
531,873,17
532,872_872_872_872_872_872_872_872_846,1
533,872_872_872_847_872_846,1
534,872_872_872_846,3
535,872_846,7
536,872_176_176_872_846,1
537,871,14
538,870_875,1
539,870_871,1
540,870_870_875,1
541,870_870_870_870_870_870_870_870_870_853_853_870_870_870_858_870_858_870_870_870_870_858_875_870_853_853_870_870_870_874_858_858_875_870_1266_1311_1311_1311_855_854_906_905_905_854_856_855_856_1266_875_1266_870_853_874_858_874_874_858_875_870_858_870_870_858_870_870_875_870_1266_875_875_870_859_853_853_870_1266_1266_875_860_860_853_853_855_854_870_870_870_1266_875_871_871_853_858,1
542,870_859,4
543,870,2
544,87,2
545,86_86_86_88_87_277_86_86_86_86_86_128,1
546,86_376_127_84_85,1
547,869_869_869_869_869_869_869_869_869_869_869_869_869_869_869_1360_869_869,1
548,869_869_869_1360,1
549,869_869_1360,1
550,869_1360_869,1
551,869_1360,1
552,869,2
553,868_867,3
554,868,2
555,867_913_868,1
556,867,3
557,866,4
558,865_930_862_930_862_863_865_864,1
559,865_866,1
560,865,2
561,862_865_865_930_862_862_862_862_866_865_865_862_865_862_865_862_862_862_862_862_862_868_868_867_867_862_862_862_868_868_780_782_781_780_780_780_782_781_780_862_862_930_930_862_930_862_930_862_862_862_782_781_782_781_781_782_868_782_862_862_862_865_862_862_862_865_862_862_862_780_780_780_780_782_780_782_873_782_781_781_782_780_782_780_782_780_781_780_781_867_867_862_862_782_782_930_862_862_930_930_781_780_780_781_782_868_868_868_862_862_862_862_862_865_865_865_780_780_781_782_780_782_780_780_780_780_780_780_868_867_858_874_975_975_1266_1266_875_875_858_858_875_1266_1266_1266_870_858_858_853_853_1311_1311_870_877_877_876_877_877_876_858_1266_858_858_870_875_875_870_875_975_975_975_870_870_858_858_860_860_853_853_860_853_855_854_860_855_855_856_855_854_870_1266_875_875_1311_1311_870_858_858_853_858_853_853_855_854_854_856_854_854_854_855_855_870_855_855_905_855_854_854_855_855_855_856_854_854_858_853_860_854_854_853_1266_870_871_975_975_1266_875_1266_1266_870_870_858_870_870_860_952_860_854_855_1266_975_1266_1311_975_1311_975_975_858_875_1266_870_870_870_871_870_871_854_856_856_855_854_856_855_854_854_854_870_858_870_875_875_854_860_860_854_854_870_871_854_854_870_858_859_875_875_870_858_854_870_870_870_859_854_853_870_856_855_855_870_853_870_854_855_854_853_858_858_874_930_862_862_862_930_862_862_930_862_865_862_930_862_930_862_865_865_930_862_862_862_865_865_864_930_930_862_862_862_862_862_780_780_780_780_781_782_873_873_780_873_873_780_780_781_782_781_780_862_930_862_862_865_862_862_930_862_866_781_782_781_780_782_873_868_868_862_862_862_930_930_862_866_868_868_868_866_862_930_865_930_865_1360_869_869_854_853_1360_853_853_869_1360_853_868_868_868_865_865_868_782_782_781_868_868_862_930_862_868_865_862_930_862_864_865_865_862_780_867_868_865_862_862_930_862_862_862_862_862_866_930_930_862_862_862_862_862_930_930_862_866_862_865_867_867_780_782_781_873_782_782_780_781_782_780_782_781_780_873_780_867_868_868_867_866_930_864_865_862_865_867_868_868_868_868_868_867_867_867_867_867_865_930_862_862_930_862_930_867_867_867_867_867_868_867_865_867_867_867_867_867_866_865_865_862_862_862_865_862_930_930_866_865_864_865_930_862,1
562,862_862_862_863_864_866_865,1
563,862,1
564,861_952_952_860,1
565,861_861_926,1
566,861_860,2
567,861_802_801,1
568,861_801_802,1
569,861_801,5
570,861,20
571,860_952,2
572,860_854,4
573,860,11
574,86,11
575,85_84,2
576,85_83_25_85_84_24,1
577,85_25,8
578,859_854_869_869_870_870_871_870_952_952_860_860_854_1360_869_1360_853_859_859_860_853,1
579,859,3
580,858_875_1266,1
581,858_874,1
582,858_858_874,1
583,858_858_858_257_858_858_858_857,1
584,858_857,4
585,858_257_857_257,1
586,858,3
587,857_257,2
588,857,8
589,856_905_856_855,1
590,856_856_856,1
591,856_856_855,1
592,856_855,3
593,856_854_856_855,1
594,856_853_853_861_801_861_860_952_860_855_853_853_854_856,1
595,856,9
596,855_856,3
597,855_855_855_905_854_855_856,1
598,855_854,1
599,855,3
600,854_952_860_861_801,1
601,854_861_860,1
602,854_855_952_860_952_860_854_854_854_853,1
603,854_855_856,1
604,854_853,4
605,854,5
606,853_869_1360,1
607,853,5
608,852_916_1264_794_794_1264_916_795_1264,1
609,852_852_916,1
610,852,18
611,851_851_849_790_849_848_849_789_790_790_791_851_851_772_851_772_772,1
612,851_794,1
613,851_791_851_771,1
614,851_791_791_772_851_772_772_851_790_791_791_772_851_772_791_851_772_851_771,1
615,851_791_771_771_851_852,1
616,851_773,1
617,851_772_794_851_849_849_851_772_771_790_791_773_772_772_851,1
618,851_772_771,1
619,851_771_791,1
620,851_771,2
621,851,3
622,850_848_850_849,1
623,850_791_849,1
624,850,6
625,85,7
626,84_24,1
627,849_849_791_849_851_851_851_851_851_794_794_851_773_851_791_851_773_773_916_916_916_916_852_916_794_794_1264_1264_916_916_794_916_916_1264_916_916_916_916_1264_916_916_794_916_916_1264_916_791_849_790_849_796_796_849_790_847_790_849_848_848_849_851_849_849_791_851_771_849_791_772_794_1389_796_851_773_772_772_796_796_796_773_794_772_849_849_849_790_791_796_773_772_772_796_796_773_796_791_790_772_772_849_849_791_771_794_794_851_773_794_794_916_916_916_852_916_794_794_795_924_985_916_924_985_916_1264_916_1264_916_916_916_795_794_794_851_771_790,1
628,849_849_791,1
629,849_848,10
630,849_791_849_848,1
631,849_791_849_791,1
632,849_791,3
633,849_790_791_849_848,1
634,849_790,1
635,849,7
636,848_847,1
637,848_843,3
638,848,7
639,847_848,1
640,847_847_846,1
641,847_846,4
642,847_791_790,1
643,847_790_789,1
644,847_790,3
645,847,3
646,845_845_1263_916_777_985_916_916_777_916_777_924_916_916_916_916_985_916_1264_794_794_916_916_916_916_794_794_795_794_1264_794_795_1264_1263_845_843_844_964_843_844,1
647,844_843,2
648,844,1
649,843_848,1
650,843_845_843_1263_1263_845_843_844_845_844_843_845_843_843_843_843_845_1263_843_964_843_843_849_843_847_843_843,1
651,843,6
652,842_228,1
653,842,5
654,841_796_841_792_793_792,1
655,841,6
656,840_792,1
657,840,9
658,84,1
659,83_83_84,1
660,83_83_83_83_83_100_83,1
661,83_82,2
662,839_800_800_800_800_800_800_840,1
663,839_800,4
664,839_227_228,1
665,839_227,1
666,839,11
667,838,3
668,837_837_836,1
669,837,1
670,836_980_836,1
671,836_980,1
672,836_836_980,1
673,835_834,3
674,835,15
675,834_962_961_961_834_834_908,1
676,834_962_908,1
677,834_908,1
678,834_835_834_962_908,1
679,834_835,4
680,834_834_834_835,1
681,834_834_834_834_908_834_834_834_835_835_834_833,1
682,834_834_834_834_835,1
683,834_834_834_834_834_834_833,1
684,834_834_834_834_833,1
685,834_834_834_833,2
686,834_834_1385_961_834_962_834_908_962_834,1
687,834_833,15
688,834,2
689,833,4
690,832_832_787,1
691,832_832_786_832_1299_831_831_787,1
692,832_831_787,1
693,832_788,1
694,832_787_832,1
695,832_787,8
696,832_1299_1299_1299_831_1299_831_831_1299_1299_1299_1299_1299_1299_1299_1299_1299_1299_1299_1299_1299_788_1299_1299_788_832_832_832_832_832_787_787_832,1
697,832,17
698,831_830,1
699,831_787_787_787_787,1
700,831_787_786_832_787_787,1
701,831_787,1
702,831_1299,4
703,831,8
704,830,2
705,83,5
706,82_81,9
707,82_127_127_100_100_83_100,1
708,829_828,1
709,829,1
710,828,1
711,827_827_827_765,1
712,827_765_986_826_764_766_765_764_765_986_827_986,1
713,827_765_765_765_765_827_765_766,1
714,827_765,1
715,826_809,1
716,826_1384_223,1
717,826,1
718,825_827_827_825_825_983_983_983_983_982_957_956_825_810_809_826_825_825_810_982_957_956_982_810_982_1384_962_1385_961_961_912_911_1386_912_961_912_911_1386_912_1386_962_1385_1384_826_1384_810,1
719,825,15
720,824_903_784_784,1
721,824_824_783,1
722,824_783_783_823_219_218,1
723,824_783,5
724,824,17
725,823_824_783,1
726,823_823_218,1
727,823_783,2
728,823_218_218_218_218_218_218_218_783_783_823_823_218_823_218_219,1
729,823_218,2
730,823,6
731,822_821,3
732,822,1
733,821_820,3
734,821,3
735,820_900,3
736,820_819,1
737,820,3
738,82,6
739,81_82_83,1
740,819,4
741,818_954_931_931_817,1
742,818_818_818_817,1
743,818_818_817_815_817_816,1
744,818_817_816_817_818_815_815,1
745,818_817_815_816,1
746,818_817,5
747,818,17
748,817_953_818_817_817_815_817_817_816_815,1
749,817_818,1
750,817_816_815,1
751,817_816,1
752,817_815_953_953_817_817_815_815_815_815_815_817_817_816,1
753,817_815_817_817_1262_818_818_817_815_815_817_817_816_815_815_816,1
754,817_815_816,1
755,817,5
756,816_953_816_815,1
757,816_817_817_816_815,1
758,816_815_1096_1073_1090_1110_1095_1086_1087_1087_1088_1088_1073_1094_1091_1091_1091_1092_1094_1093_1092_1091_1091_1092_1093_1088_1094_1081_816,1
759,816_815,4
760,816,3
761,815_818_931_817_817_815_816,1
762,815_817_819_818_818_817_817_816,1
763,815_817_817_815_817_816,1
764,815_817_816,1
765,815_817_815_815_816_953,1
766,815_815_818_817_817_816,1
767,815_815_817_816_815,1
768,815_815_816,1
769,815_815_815_816,1
770,815,4
771,814_974,1
772,814_814_974_814_808,1
773,814_814_814_808,1
774,814_814_808,2
775,814_814_807_808,1
776,814_808_807,3
777,814_808,10
778,814,15
779,813_813_948,1
780,813_813_813_948_813,1
781,813_813_813_948,1
782,813_812,2
783,813,5
784,812_812_217_811_763,1
785,812_811_812_811_812_217,1
786,812_811_217,1
787,812_217,3
788,812,7
789,811_812_217,2
790,811_811_217,2
791,811_763_762,1
792,811_763,4
793,811_217_217_217,1
794,811_217,8
795,811,14
796,810_810_982_982_810_809,1
797,810_810_826_810_826_826_810,1
798,810_810_810_809,2
799,810_810_809_825,1
800,810_810_809,2
801,810_809,12
