,S,N
0,1388,1
1,1387,1
2,1386,2
3,1385,3
4,1384,2
5,1382,1
6,1380,1
7,1378,1
8,1377,4
9,1376,5
10,1375,2
11,1372,6
12,1371,1
13,1370,2
14,1367,4
15,1366,1
16,1365,1
17,1364,2
18,1363,4
19,1362,4
20,1359,4
21,1358,1
22,1356,3
23,1355,4
24,1354,7
25,1353,6
26,1352,4
27,1351,9
28,1350,5
29,1349,3
30,1348,2
31,1347,8
32,1346,2
33,1344,1
34,1343,1
35,1340,1
36,1339,6
37,1338,4
38,1337,1
39,1336,4
40,1334,5
41,1333,3
42,1332,4
43,1331,6
44,1330,4
45,1329,2
46,1328,7
47,1327,5
48,1326,2
49,1325,1
50,1323,1
51,1322,6
52,1320,5
53,1319,2
54,1318,4
55,1317,4
56,1315,5
57,1313,2
58,1312,4
59,1311,5
60,1310,5
61,1309,6
62,1308,2
63,1307,3
64,1306,1
65,1301,2
66,1300,1
67,1299,1
68,1298,2
69,1297,4
70,1293,4
71,1291,4
72,1290,4
73,1289,2
74,1288,4
75,1285,5
76,1283,1
77,1281,4
78,1280,2
79,1279,4
80,1278,2
81,1277,1
82,1275,1
83,1274,5
84,1273,1
85,1272,1
86,1270,2
87,1267,5
88,1266,2
89,1265,2
90,1264,2
91,1262,3
92,1261,3
93,1257,1
94,1255,4
95,1254,1
96,1253,6
97,1251,4
98,1250,4
99,1249,2
100,1248,6
101,1247,1
102,1245,1
103,1244,3
104,1243,4
105,1242,6
106,1241,2
107,1240,4
108,1238,2
109,1237,3
110,1236,2
111,1234,5
112,1233,3
113,1232,1
114,1231,4
115,1230,4
116,1229,5
117,1228,2
118,1225,4
119,1224,5
120,1223,3
121,1222,4
122,1220,1
123,1219,3
124,1218,1
125,1217,5
126,1216,6
127,1215,3
128,1214,2
129,1212,3
130,1210,1
131,1209,1
132,1208,1
133,1207,1
134,1206,5
135,1205,4
136,1204,3
137,1203,1
138,1202,1
139,1201,1
140,1200,1
141,1199,3
142,1198,3
143,1194,1
144,1191,2
145,1187,1
146,1186,1
147,1185,5
148,1184,2
149,1182,2
150,1181,2
151,1176,1
152,1175,2
153,1174,1
154,1173,6
155,1172,3
156,1171,2
157,1169,6
158,1168,3
159,1167,1
160,1164,6
161,1162,1
162,1160,6
163,1158,4
164,1157,1
165,1156,2
166,1155,3
167,1154,6
168,1153,4
169,1152,5
170,1151,1
171,1150,5
172,1149,4
173,1148,2
174,1147,3
175,1140,1
176,1139,3
177,1133,3
178,1132,5
179,1131,2
180,1130,1
181,1129,3
182,1128,2
183,1127,3
184,1126,4
185,1125,2
186,1124,4
187,1123,1
188,1122,2
189,1121,4
190,1120,4
191,1119,2
192,1118,1
193,1116,1
194,1115,2
195,1114,4
196,1110,3
197,1109,3
198,1103,1
199,1102,4
200,1101,3
201,1100,4
202,1099,7
203,1098,6
204,1097,3
205,1096,4
206,1095,3
207,1094,1
208,1093,8
209,1092,1
210,1090,5
211,1089,3
212,1088,2
213,1087,3
214,1086,4
215,1085,3
216,1084,1
217,1083,8
218,1082,1
219,1081,3
220,1080,1
221,1079,1
222,1078,2
223,1077,3
224,1076,2
225,1075,3
226,1074,1
227,1073,7
228,1072,1
229,1070,3
230,1068,1
231,1067,1
232,1066,7
233,1065,2
234,1064,6
235,1062,4
236,1061,5
237,1060,1
238,1059,2
239,1058,4
240,1057,5
241,1056,4
242,1055,5
243,1054,4
244,1053,2
245,1052,3
246,1051,1
247,1050,1
248,1049,6
249,1048,4
250,1047,1
251,1046,1
252,1045,1
253,1044,2
254,1042,2
255,1041,1
256,1040,1
257,1038,1
258,1037,2
259,1035,2
260,1034,3
261,1032,3
262,1031,5
263,1029,8
264,1028,4
265,1027,8
266,1026,1
267,1024,2
268,1023,2
269,1021,2
270,1020,2
271,1019,6
272,1018,2
273,1017,2
274,1016,2
275,1015,5
276,1014,1
277,1013,9
278,1012,1
279,1011,2
280,1010,3
281,1008,1
282,1007,1
283,1005,5
284,1004,2
285,1003,2
286,1002,3
287,1001,4
288,1000,5
289,996,5
290,995,1
291,993,2
292,992,6
293,991,4
294,988,3
295,987,5
296,985,4
297,984,3
298,983,3
299,981,2
300,980,7
301,979,5
302,978,3
303,977,6
304,976,1
305,975,7
306,974,2
307,972,2
308,971,3
309,969,3
310,968,5
311,967,3
312,966,1
313,965,1
314,964,2
315,963,1
316,962,5
317,961,5
318,959,1
319,958,4
320,957,4
321,956,6
322,955,2
323,954,4
324,953,3
325,952,3
326,951,4
327,950,6
328,949,3
329,948,4
330,947,3
331,946,4
332,945,3
333,944,2
334,942,5
335,940,2
336,939,8
337,938,1
338,937,5
339,936,2
340,935,4
341,934,3
342,933,1
343,932,4
344,931,3
345,929,2
346,928,3
347,927,4
348,926,3
349,925,2
350,924,4
351,923,2
352,921,1
353,920,5
354,919,3
355,918,2
356,916,3
357,915,1
358,911,6
359,909,1
360,908,4
361,907,1
362,906,1
363,905,3
364,904,3
365,903,3
366,902,2
367,901,4
368,900,1
369,899,2
370,898,4
371,897,1
372,896,2
373,895,4
374,894,4
375,891,2
376,887,2
377,886,1
378,885,3
379,883,8
380,881,3
381,879,1
382,877,3
383,876,4
384,875,5
385,874,4
386,871,3
387,869,1
388,868,4
389,867,3
390,866,2
391,863,1
392,861,3
393,860,5
394,859,1
395,858,2
396,857,6
397,856,7
398,855,2
399,854,3
400,853,5
401,852,5
402,851,2
403,850,5
404,849,2
405,848,6
406,847,5
407,846,1
408,843,4
409,842,3
410,841,3
411,839,3
412,836,1
413,835,5
414,834,2
415,833,3
416,832,6
417,831,7
418,827,4
419,826,1
420,825,3
421,824,3
422,823,3
423,822,2
424,821,1
425,820,3
426,818,4
427,817,2
428,816,3
429,815,5
430,814,4
431,813,6
432,812,2
433,811,3
434,810,5
435,809,8
436,808,5
437,807,1
438,806,3
439,805,1
440,804,2
441,803,1
442,802,4
443,801,2
444,799,4
445,797,1
446,796,2
447,795,4
448,794,6
449,793,4
450,792,1
451,790,1
452,789,5
453,787,4
454,784,1
455,783,5
456,782,1
457,781,1
458,780,1
459,778,6
460,777,3
461,776,3
462,775,3
463,774,9
464,773,4
465,772,5
466,771,1
467,767,5
468,766,3
469,764,4
470,763,3
471,759,1
472,757,6
473,755,2
474,754,4
475,753,2
476,752,2
477,750,1
478,749,5
479,748,1
480,746,4
481,745,1
482,744,6
483,743,5
484,742,6
485,740,5
486,738,1
487,737,6
488,736,1
489,735,3
490,734,2
491,733,2
492,732,4
493,731,2
494,730,4
495,729,4
496,728,2
497,727,9
498,725,1
499,724,2
500,723,6
501,722,2
502,721,5
503,720,2
504,719,5
505,718,6
506,717,4
507,716,3
508,715,1
509,713,4
510,712,2
511,711,3
512,710,5
513,709,5
514,708,4
515,707,6
516,706,4
517,705,3
518,704,4
519,703,3
520,702,4
521,701,6
522,700,3
523,698,3
524,697,1
525,696,7
526,695,6
527,693,2
528,692,2
529,691,4
530,690,3
531,689,5
532,688,5
533,685,4
534,684,5
535,683,1
536,681,5
537,680,5
538,679,3
539,678,4
540,677,4
541,676,8
542,675,4
543,674,5
544,673,3
545,672,6
546,671,7
547,670,6
548,669,4
549,668,3
550,667,4
551,665,4
552,664,2
553,662,5
554,661,4
555,660,5
556,659,2
557,657,4
558,655,2
559,654,1
560,653,4
561,652,1
562,651,5
563,649,3
564,648,2
565,647,2
566,646,2
567,645,2
568,644,6
569,643,6
570,641,2
571,640,1
572,639,1
573,638,4
574,637,3
575,636,5
576,635,3
577,634,4
578,632,3
579,631,1
580,630,6
581,628,2
582,627,4
583,626,5
584,625,4
585,624,5
586,623,1
587,622,1
588,621,3
589,620,2
590,619,2
591,618,4
592,617,4
593,616,1
594,615,1
595,611,8
596,609,2
597,607,3
598,606,4
599,605,1
600,603,6
601,602,3
602,601,1
603,600,1
604,597,2
605,593,3
606,592,7
607,591,1
608,590,5
609,589,2
610,588,7
611,586,1
612,585,4
613,583,1
614,581,3
615,580,2
616,579,1
617,578,1
618,577,3
619,576,4
620,573,1
621,572,1
622,566,1
623,565,1
624,564,2
625,563,3
626,562,1
627,560,3
628,559,3
629,558,5
630,557,1
631,556,4
632,555,1
633,554,2
634,553,2
635,552,6
636,551,1
637,547,6
638,546,6
639,545,2
640,544,1
641,541,3
642,540,3
643,539,4
644,538,6
645,535,5
646,532,6
647,531,4
648,530,4
649,525,1
650,523,3
651,522,5
652,519,1
653,517,2
654,516,1
655,515,1
656,514,3
657,513,2
658,511,7
659,510,1
660,508,3
661,507,1
662,506,1
663,504,1
664,502,3
665,501,1
666,500,3
667,499,4
668,498,1
669,497,3
670,496,7
671,495,3
672,494,6
673,493,3
674,492,2
675,491,5
676,488,5
677,487,1
678,485,5
679,484,3
680,483,4
681,482,3
682,481,3
683,480,6
684,479,1
685,478,1
686,477,1
687,476,1
688,474,4
689,473,6
690,472,2
691,471,5
692,469,6
693,468,2
694,467,4
695,466,6
696,465,5
697,464,2
698,462,2
699,461,2
700,460,1
701,459,3
702,458,1
703,456,3
704,455,1
705,454,3
706,453,2
707,451,3
708,450,2
709,449,5
710,448,4
711,447,5
712,446,6
713,445,3
714,444,3
715,443,1
716,442,6
717,441,5
718,440,1
719,438,3
720,437,2
721,435,5
722,434,2
723,433,3
724,432,5
725,431,3
726,430,7
727,429,3
728,428,4
729,427,1
730,426,3
731,424,1
732,421,2
733,420,2
734,418,1
735,417,1
736,416,6
737,415,2
738,414,3
739,413,6
740,412,1
741,411,6
742,410,3
743,409,5
744,408,5
745,407,3
746,406,3
747,405,3
748,404,5
749,403,4
750,402,1
751,401,7
752,400,7
753,399,4
754,398,3
755,396,4
756,394,5
757,393,1
758,391,1
759,390,1
760,389,1
761,388,9
762,384,2
763,383,2
764,381,2
765,379,1
766,377,1
767,376,1
768,374,8
769,372,1
770,371,1
771,370,2
772,369,1
773,368,1
774,367,7
775,366,1
776,364,4
777,363,1
778,362,1
779,361,1
780,360,4
781,359,1
782,358,5
783,357,1
784,355,1
785,352,1
786,351,2
787,350,2
788,348,3
789,346,1
790,345,1
791,342,1
792,341,5
793,340,1
794,339,1
795,338,2
796,335,1
797,332,1
798,331,2
799,330,2
800,327,2
801,326,1
802,324,4
803,323,1
804,322,8
805,321,5
806,320,1
807,317,2
808,316,3
809,315,2
810,314,2
811,313,1
812,312,4
813,311,2
814,310,5
815,308,6
816,307,1
817,306,2
818,305,7
819,304,1
820,303,1
821,302,5
822,301,2
823,299,1
824,298,3
825,297,3
826,296,1
827,295,4
828,294,1
829,293,3
830,292,2
831,288,2
832,286,3
833,283,5
834,282,6
835,281,7
836,278,4
837,277,5
838,276,4
839,275,7
840,274,1
841,273,4
842,272,4
843,267,8
844,266,1
845,265,2
846,264,2
847,262,2
848,261,1
849,259,2
850,257,3
851,256,2
852,254,4
853,253,1
854,251,2
855,250,3
856,249,3
857,247,1
858,246,2
859,242,2
860,241,3
861,240,3
862,238,1
863,237,1
864,236,3
865,234,1
866,233,5
867,231,1
868,228,4
869,226,2
870,225,5
871,224,1
872,222,5
873,221,6
874,219,2
875,218,3
876,215,7
877,214,2
878,212,1
879,211,1
880,209,1
881,208,3
882,207,1
883,206,6
884,205,5
885,204,1
886,203,1
887,202,1
888,201,4
889,199,2
890,198,3
891,197,3
892,196,2
893,194,1
894,193,2
895,192,4
896,191,6
897,190,2
898,186,4
899,185,2
900,184,1
901,183,7
902,181,4
903,179,1
904,178,3
905,177,1
906,176,1
907,175,1
908,174,1
909,173,4
910,172,1
911,171,1
912,169,7
913,165,3
914,164,9
915,162,1
916,161,5
917,160,7
918,159,2
919,158,1
920,157,2
921,155,5
922,154,4
923,153,6
924,151,3
925,150,6
926,149,5
927,148,4
928,146,2
929,144,6
930,143,1
931,142,1
932,140,5
933,139,3
934,137,1
935,135,3
936,134,1
937,133,3
938,132,4
939,131,5
940,130,6
941,129,1
942,128,4
943,125,1
944,123,6
945,122,2
946,121,3
947,118,2
948,117,4
949,116,1
950,114,2
951,113,4
952,112,2
953,111,3
954,110,2
955,108,9
956,107,3
957,106,4
958,105,3
959,104,1
960,102,3
961,100,2
962,99,3
963,98,4
964,96,3
965,95,2
966,94,1
967,93,1
968,92,2
969,91,2
970,89,1
971,88,7
972,87,4
973,86,6
974,85,5
975,83,7
976,82,2
977,81,1
978,79,5
979,78,1
980,77,6
981,76,1
982,74,2
983,73,1
984,70,1
985,68,5
986,67,2
987,66,4
988,63,3
989,62,1
990,61,2
991,60,3
992,59,1
993,58,1
994,57,1
995,56,6
996,55,3
997,54,3
998,53,2
999,51,5
1000,50,3
1001,49,4
1002,48,4
1003,47,3
1004,44,3
1005,43,2
1006,42,5
1007,41,1
1008,40,2
1009,37,4
1010,36,3
1011,35,2
1012,34,3
1013,29,1
1014,28,3
1015,27,3
1016,25,1
1017,21,2
1018,20,2
1019,19,4
1020,17,5
1021,13,2
1022,12,5
1023,11,7
1024,10,1
1025,9,3
1026,8,3
1027,5,1
1028,3,1
1029,2,7
1030,1,1
1031,0,1
