,S,N
189,1196,2
190,1195,1
191,1194,15
192,1193,5
193,1192,16
194,1191,10
195,1190,6
196,1189,11
197,1188,12
198,1187,8
199,1186,17
200,1185,10
201,1184,19
202,1183,4
203,1182,7
204,1181,18
205,1180,4
206,1179,3
207,1178,2
208,1177,5
209,1176,11
210,1175,13
211,1174,10
212,1173,26
213,1172,9
214,1171,15
215,1170,13
216,1169,30
217,1168,13
218,1167,13
219,1166,7
220,1165,5
221,1164,24
222,1163,5
223,1162,9
224,1161,8
225,1160,19
226,1159,20
227,1158,30
228,1157,8
229,1156,22
230,1155,21
231,1154,7
232,1153,11
233,1152,11
234,1151,26
235,1150,30
236,1149,17
237,1148,6
238,1147,4
239,1146,5
240,1145,5
241,1144,4
242,1143,9
243,1142,10
244,1141,13
245,1140,10
246,1139,16
247,1138,12
248,1137,2
249,1136,5
250,1134,6
251,1133,18
252,1132,15
253,1131,12
254,1130,16
255,1129,22
256,1128,15
257,1127,15
258,1126,16
259,1125,8
260,1124,18
261,1123,8
262,1122,5
263,1121,24
264,1120,11
265,1119,14
266,1118,7
267,1117,11
268,1116,4
269,1115,9
270,1114,21
271,1113,2
272,1112,1
273,1110,4
274,1109,20
275,1108,5
276,1106,6
277,1105,8
278,1104,4
279,1103,9
280,1102,13
281,1101,19
282,1100,8
283,1099,20
284,1098,24
285,1097,12
286,1096,15
287,1095,8
288,1094,9
289,1093,20
290,1092,8
291,1091,3
292,1090,7
293,1089,22
294,1088,8
295,1087,22
296,1086,15
297,1085,7
298,1084,2
299,1083,16
300,1082,18
301,1081,9
302,1080,5
303,1079,21
304,1078,16
305,1077,13
306,1076,17
307,1075,13
308,1074,11
309,1073,18
310,1072,18
311,1070,8
312,1069,1
313,1068,8
314,1067,4
315,1066,23
316,1065,10
317,1064,38
318,1063,19
319,1062,14
320,1061,31
321,1060,17
322,1059,9
323,1058,19
324,1057,13
325,1056,6
326,1055,22
327,1054,10
328,1053,26
329,1052,24
330,1051,12
331,1050,13
332,1049,16
333,1048,17
334,1047,8
335,1046,4
336,1045,4
337,1044,10
338,1043,6
339,1042,4
340,1041,11
341,1040,16
342,1039,5
343,1038,9
344,1037,24
345,1036,15
346,1035,11
347,1034,20
348,1033,14
349,1032,15
350,1031,18
351,1030,11
352,1029,14
353,1028,6
354,1027,17
355,1026,13
356,1025,4
357,1024,17
358,1023,4
359,1022,1
360,1021,9
361,1020,9
362,1019,24
363,1018,17
364,1017,17
365,1016,16
366,1015,20
367,1014,24
368,1013,20
369,1012,15
370,1011,15
371,1010,27
372,1009,7
373,1008,7
374,1007,6
375,1006,6
376,1005,24
377,1004,12
378,1003,17
379,1002,12
380,1001,9
381,1000,29
382,999,3
383,998,6
384,997,8
385,996,17
386,995,11
387,994,4
388,993,20
389,992,27
390,991,6
391,990,2
392,989,9
393,988,23
394,987,10
395,986,3
396,985,24
397,984,11
398,983,23
399,982,5
400,981,15
401,980,11
402,979,22
403,978,20
404,977,21
405,976,7
406,975,28
407,974,13
408,973,4
409,972,6
410,971,7
411,970,1
412,969,16
413,968,20
414,967,16
415,966,7
416,965,15
417,964,8
418,963,10
419,962,19
420,961,27
421,960,9
422,959,6
423,958,13
424,957,25
425,956,28
426,955,5
427,954,16
428,953,15
429,952,19
430,951,18
431,950,12
432,949,9
433,948,13
434,947,16
435,946,5
436,945,17
437,944,5
438,943,9
439,942,24
440,941,8
441,940,10
442,939,24
443,938,8
444,937,22
445,936,7
446,935,8
447,933,9
448,932,16
449,931,16
450,930,11
451,929,12
452,928,10
453,927,11
454,926,5
455,925,3
456,924,9
457,923,24
458,922,6
459,921,2
460,920,21
461,919,8
462,918,18
463,917,2
464,916,5
465,915,7
466,914,6
467,913,5
468,912,10
469,911,21
470,910,2
471,909,29
472,908,26
473,907,10
474,906,5
475,905,13
476,904,8
477,903,29
478,902,16
479,901,9
480,900,12
481,899,13
482,898,11
483,897,4
484,896,6
485,895,5
486,894,17
487,893,8
488,892,5
489,891,12
490,889,5
491,888,3
492,887,7
493,886,19
494,885,15
495,884,2
496,883,20
497,882,2
498,881,25
499,880,3
500,879,7
501,878,3
502,877,11
503,876,16
504,875,13
505,874,24
506,873,19
507,871,16
508,870,3
509,869,6
510,868,5
511,867,5
512,866,5
513,865,4
514,864,1
515,863,3
516,862,1
517,861,23
518,860,23
519,859,8
520,858,8
521,857,18
522,856,14
523,855,12
524,854,15
525,853,13
526,852,28
527,851,6
528,850,8
529,849,8
530,848,24
531,847,4
532,846,19
533,845,11
534,844,15
535,843,13
536,842,7
537,841,13
538,840,15
539,839,18
540,838,3
541,837,4
542,836,8
543,835,21
544,834,6
545,833,24
546,832,23
547,831,15
548,830,6
549,829,3
550,828,7
551,827,3
552,826,1
553,825,21
554,824,19
555,823,10
556,822,2
557,821,5
558,820,12
559,819,5
560,818,22
561,817,20
562,816,16
563,815,18
564,814,21
565,813,10
566,812,14
567,811,20
568,810,25
569,809,24
570,808,27
571,807,18
572,806,13
573,805,5
574,804,20
575,803,16
576,802,31
577,801,15
578,800,7
579,799,9
580,798,14
581,797,6
582,796,22
583,795,15
584,794,21
585,793,4
586,792,6
587,791,16
588,790,31
589,789,15
590,788,3
591,787,22
592,786,9
593,785,6
594,784,13
595,783,21
596,782,5
597,781,6
598,780,8
599,779,5
600,778,35
601,777,8
602,776,9
603,775,25
604,774,37
605,773,15
606,772,20
607,771,18
608,770,3
609,769,4
610,768,4
611,767,32
612,766,13
613,765,3
614,764,15
615,763,13
616,762,8
617,761,16
618,760,7
619,759,8
620,758,20
621,757,16
622,756,1
623,755,17
624,754,20
625,753,12
626,752,18
627,751,5
628,750,9
629,749,20
630,748,7
631,747,2
632,746,12
633,745,11
634,744,16
635,743,16
636,742,12
637,741,23
638,740,24
639,739,2
640,738,11
641,737,15
642,736,16
643,735,22
644,734,20
645,733,12
646,732,14
647,731,5
648,730,22
649,729,32
650,728,11
651,727,21
652,726,5
653,725,14
654,724,22
655,723,20
656,722,12
657,721,21
658,720,6
659,719,26
660,718,29
661,717,18
662,716,6
663,715,8
664,714,2
665,713,13
666,712,10
667,711,17
668,710,21
669,709,17
670,708,20
671,707,16
672,706,21
673,705,10
674,704,20
675,703,23
676,702,14
677,701,22
678,700,29
679,699,12
680,698,17
681,697,6
682,696,19
683,695,10
684,694,9
685,693,7
686,692,20
687,691,18
688,690,14
689,689,35
690,688,24
691,687,10
692,686,2
693,685,25
694,684,25
695,683,8
696,682,1
697,681,28
698,680,26
699,679,29
700,678,16
701,677,25
702,676,19
703,675,28
704,674,32
705,673,6
706,672,19
707,671,26
708,670,25
709,669,14
710,668,29
711,667,17
712,665,28
713,664,24
714,663,8
715,662,20
716,661,18
717,660,19
718,659,15
719,658,10
720,657,15
721,656,10
722,655,24
723,654,17
724,653,18
725,652,4
726,651,20
727,650,7
728,649,13
729,648,25
730,647,12
731,646,19
732,645,11
733,644,26
734,643,17
735,642,3
736,641,25
737,640,19
738,639,16
739,638,14
740,637,13
741,636,20
742,635,13
743,634,16
744,633,2
745,632,21
746,631,3
747,630,20
748,629,3
749,628,13
750,627,13
751,626,19
752,625,20
753,624,20
754,623,13
755,622,4
756,621,23
757,620,14
758,619,19
759,618,23
760,617,13
761,616,12
762,615,11
763,614,5
764,613,3
765,612,1
766,611,20
767,610,3
768,609,2
769,608,6
770,606,21
771,604,5
772,603,23
773,602,17
774,601,2
775,598,2
776,597,1
777,596,13
778,595,13
779,594,6
780,593,17
781,592,5
782,591,7
783,590,31
784,589,18
785,588,16
786,587,21
787,586,7
788,585,22
789,584,30
790,583,23
791,582,3
792,581,29
793,580,7
794,579,8
795,578,5
796,577,7
797,576,13
798,575,2
799,574,14
800,573,8
801,572,6
802,570,5
803,569,4
804,568,4
805,567,3
806,566,5
807,565,8
808,564,10
809,563,22
810,562,25
811,561,2
812,560,10
813,559,14
814,558,25
815,557,15
816,556,26
817,555,10
818,554,22
819,553,12
820,552,32
821,551,28
822,550,8
823,549,11
824,548,8
825,547,25
826,546,27
827,545,10
828,544,4
829,543,3
830,542,8
831,541,27
832,540,28
833,539,15
834,538,25
835,537,2
836,536,8
837,535,18
838,534,3
839,533,14
840,532,11
841,531,14
842,530,15
843,529,4
844,528,8
845,527,15
846,526,16
847,525,16
848,524,5
849,523,12
850,522,28
851,521,11
852,520,13
853,519,11
854,518,3
855,517,21
856,516,4
857,515,13
858,514,14
859,513,15
860,512,7
861,511,29
862,510,11
863,509,5
864,508,30
865,507,2
866,506,6
867,505,5
868,504,24
869,503,20
870,502,18
871,501,7
872,500,15
873,499,11
874,498,3
875,497,28
876,496,28
877,495,12
878,494,17
879,493,11
880,492,17
881,491,23
882,490,6
883,489,5
884,488,29
885,487,10
886,486,2
887,485,21
888,484,20
889,483,16
890,482,2
891,481,2
892,480,34
893,479,18
894,478,5
895,477,8
896,476,10
897,475,10
898,474,18
899,473,24
900,472,8
901,471,21
902,469,12
903,468,8
904,467,11
905,466,16
906,465,10
907,464,12
908,463,13
909,462,26
910,461,6
911,460,12
912,459,6
913,458,1
914,457,3
915,456,21
916,455,1
917,454,2
918,453,4
919,452,8
920,451,10
921,450,5
922,449,17
923,448,12
924,447,6
925,446,15
926,445,24
927,444,12
928,443,6
929,442,25
930,441,15
931,440,4
932,439,5
933,438,8
934,437,19
935,436,3
936,435,5
937,434,8
938,433,2
939,432,13
940,431,14
941,430,21
942,429,2
943,428,11
944,427,11
945,426,12
946,425,11
947,424,5
948,423,1
949,422,8
950,421,6
951,420,8
952,419,3
953,418,8
954,417,4
955,416,17
956,415,16
957,414,25
958,413,28
959,412,12
960,411,19
961,410,4
962,409,7
963,408,9
964,407,7
965,406,6
966,405,4
967,404,12
968,403,30
969,402,7
970,401,18
971,400,6
972,399,18
973,398,5
974,397,6
975,396,19
976,395,4
977,394,23
978,393,1
979,392,13
980,391,7
981,390,3
982,389,16
983,388,16
984,387,3
985,386,6
986,385,4
987,384,21
988,383,12
989,382,13
990,381,14
991,380,2
992,379,1
993,377,1
994,376,8
995,375,1
996,374,29
997,373,9
998,372,11
999,371,21
1000,370,14
1001,369,11
1002,368,5
1003,367,30
1004,366,3
1005,365,11
1006,364,25
1007,363,15
1008,362,10
1009,361,18
1010,360,30
1011,359,3
1012,358,22
1013,357,1
1014,356,16
1015,355,14
1016,354,8
1017,353,24
1018,352,3
1019,351,18
1020,350,11
1021,349,6
1022,348,21
1023,347,24
1024,346,10
1025,345,28
1026,344,1
1027,343,4
1028,342,10
1029,341,13
1030,340,19
1031,339,6
1032,338,16
1033,337,7
1034,336,2
1035,335,15
1036,334,1
1037,333,1
1038,332,2
1039,331,5
1040,330,11
1041,329,7
1042,328,6
1043,327,7
1044,326,4
1045,325,4
1046,324,6
1047,323,5
1048,322,8
1049,321,11
1050,320,5
1051,319,8
1052,318,6
1053,317,1
1054,316,12
1055,315,3
1056,314,3
1057,313,3
1058,312,9
1059,311,5
1060,310,10
1061,309,15
1062,308,15
1063,307,2
1064,306,8
1065,305,30
1066,303,4
1067,302,20
1068,301,20
1069,300,15
1070,299,21
1071,298,22
1072,297,15
1073,296,4
1074,295,20
1075,294,2
1076,293,7
1077,292,17
1078,291,8
1079,290,9
1080,289,7
1081,288,15
1082,287,8
1083,286,5
1084,285,2
1085,284,1
1086,283,26
1087,282,9
1088,281,32
1089,280,1
1090,279,7
1091,278,20
1092,277,26
1093,276,31
1094,275,18
1095,274,10
1096,273,23
1097,272,15
1098,270,5
1099,269,3
1100,268,2
1101,267,38
1102,266,7
1103,265,35
1104,264,1
1105,263,17
1106,262,8
1107,261,19
1108,260,7
1109,259,2
1110,258,3
1111,257,8
1112,256,12
1113,254,3
1114,253,3
1115,252,15
1116,251,22
1117,250,20
1118,249,14
1119,248,5
1120,247,2
1121,246,8
1122,244,1
1123,242,8
1124,241,17
1125,240,8
1126,239,7
1127,238,19
1128,237,10
1129,236,9
1130,235,9
1131,234,17
1132,233,11
1133,231,2
1134,229,8
1135,228,13
1136,227,2
1137,226,6
1138,225,17
1139,224,15
1140,223,4
1141,222,16
1142,221,8
1143,220,3
1144,219,6
1145,218,10
1146,217,24
1147,216,8
1148,215,8
1149,214,4
1150,213,2
1151,211,3
1152,210,1
1153,209,8
1154,208,6
1155,207,4
1156,206,8
1157,205,7
1158,204,4
1159,203,3
1160,202,9
1161,201,21
1162,200,3
1163,199,5
1164,198,8
1165,197,5
1166,196,11
1167,195,7
1168,194,8
1169,193,8
1170,192,10
1171,191,25
1172,190,6
1173,188,1
1174,187,2
1175,186,6
1176,185,2
1177,184,1
1178,183,8
1179,182,1
1180,181,20
1181,179,10
1182,178,17
1183,177,2
1184,176,1
1185,175,7
1186,174,4
1187,173,23
1188,172,5
1189,171,1
1190,170,3
1191,169,33
1192,168,11
1193,166,10
1194,165,21
1195,164,21
1196,163,9
1197,162,5
1198,161,19
1199,160,10
1200,159,17
1201,158,26
1202,157,11
1203,156,11
1204,155,17
1205,154,23
1206,153,13
1207,151,18
1208,150,29
1209,149,24
1210,148,25
1211,146,16
1212,144,17
1213,143,6
1214,142,6
1215,141,7
1216,140,17
1217,139,11
1218,138,4
1219,137,12
1220,135,13
1221,134,5
1222,133,9
1223,132,22
1224,131,20
1225,130,21
1226,129,20
1227,128,12
1228,127,7
1229,125,1
1230,124,1
1231,123,19
1232,122,6
1233,121,25
1234,120,1
1235,118,10
1236,117,7
1237,116,17
1238,114,20
1239,113,4
1240,112,3
1241,111,17
1242,110,7
1243,108,21
1244,107,9
1245,106,11
1246,105,7
1247,104,11
1248,103,15
1249,102,18
1250,101,4
1251,100,8
1252,99,3
1253,98,8
1254,97,11
1255,96,25
1256,95,7
1257,94,4
1258,93,5
1259,92,12
1260,91,21
1261,90,6
1262,89,17
1263,88,13
1264,87,13
1265,86,20
1266,85,24
1267,84,5
1268,83,24
1269,82,8
1270,81,10
1271,79,7
1272,78,4
1273,77,25
1274,76,17
1275,75,1
1276,74,15
1277,73,18
1278,72,15
1279,71,12
1280,70,16
1281,69,14
1282,68,35
1283,67,25
1284,66,12
1285,65,9
1286,64,5
1287,63,9
1288,62,1
1289,61,1
1290,60,4
1291,59,10
1292,58,21
1293,57,4
1294,56,9
1295,55,8
1296,54,27
1297,53,1
1298,51,19
1299,50,28
1300,49,10
1301,48,15
1302,47,11
1303,45,2
1304,44,3
1305,43,28
1306,42,4
1307,41,8
1308,40,7
1309,39,2
1310,38,5
1311,37,12
1312,36,5
1313,35,7
1314,34,10
1315,32,2
1316,31,5
1317,30,2
1318,29,4
1319,28,21
1320,27,14
1321,26,2
1322,25,12
1323,24,2
1324,21,15
1325,20,11
1326,19,8
1327,18,1
1328,17,9
1329,15,8
1330,13,24
1331,12,8
1332,11,20
1333,9,24
1334,8,7
1335,7,9
1336,6,8
1337,3,7
1338,2,8
1339,1,2
