,S,N
198,1085,2
199,1083,7
200,1082,6
201,1081,4
202,1079,2
203,1078,8
204,1077,3
205,1076,2
206,1075,1
207,1074,4
208,1073,6
209,1072,1
210,1070,2
211,1069,1
212,1067,2
213,1066,5
214,1065,2
215,1064,9
216,1063,3
217,1062,5
218,1061,6
219,1060,3
220,1059,1
221,1058,2
222,1057,2
223,1056,1
224,1055,4
225,1054,3
226,1053,6
227,1052,4
228,1051,1
229,1050,3
230,1049,7
231,1048,5
232,1046,1
233,1043,2
234,1042,1
235,1041,2
236,1040,4
237,1039,2
238,1038,1
239,1037,1
240,1036,3
241,1035,1
242,1034,3
243,1033,1
244,1032,2
245,1031,4
246,1030,1
247,1029,3
248,1028,1
249,1027,8
250,1026,2
251,1024,1
252,1022,1
253,1021,1
254,1020,1
255,1019,3
256,1018,3
257,1017,6
258,1016,7
259,1015,2
260,1014,3
261,1013,6
262,1012,4
263,1011,5
264,1010,2
265,1009,2
266,1007,1
267,1005,4
268,1004,3
269,1003,3
270,1002,5
271,1001,4
272,1000,4
273,998,1
274,997,1
275,996,3
276,995,3
277,993,1
278,992,6
279,991,1
280,988,5
281,987,3
282,985,5
283,984,6
284,983,3
285,982,2
286,980,2
287,979,5
288,978,5
289,977,4
290,975,8
291,974,1
292,973,1
293,972,1
294,971,1
295,969,3
296,968,3
297,967,4
298,966,1
299,965,4
300,964,4
301,963,2
302,962,2
303,961,1
304,960,4
305,959,1
306,958,2
307,957,6
308,956,5
309,954,2
310,952,6
311,951,6
312,950,3
313,949,1
314,948,2
315,947,3
316,946,3
317,945,3
318,943,1
319,942,3
320,941,4
321,940,6
322,939,5
323,938,3
324,937,4
325,936,2
326,934,3
327,933,3
328,932,2
329,931,2
330,929,4
331,928,3
332,927,5
333,926,1
334,925,1
335,924,2
336,923,3
337,921,1
338,920,5
339,919,1
340,918,3
341,916,1
342,914,1
343,913,1
344,912,2
345,911,4
346,909,2
347,908,3
348,907,1
349,906,1
350,905,1
351,904,3
352,903,3
353,902,1
354,901,5
355,900,1
356,899,5
357,898,1
358,897,1
359,896,2
360,895,4
361,894,6
362,893,1
363,892,3
364,891,2
365,887,4
366,886,2
367,885,7
368,884,2
369,883,6
370,881,3
371,880,2
372,879,3
373,877,3
374,876,5
375,875,4
376,874,5
377,872,1
378,871,3
379,869,3
380,866,5
381,863,1
382,861,2
383,860,5
384,859,2
385,857,4
386,856,5
387,855,3
388,854,2
389,853,7
390,852,5
391,851,1
392,850,5
393,849,2
394,848,8
395,847,3
396,846,4
397,844,5
398,843,3
399,842,2
400,840,2
401,839,10
402,838,1
403,836,1
404,835,8
405,833,3
406,832,4
407,831,3
408,830,1
409,829,1
410,827,2
411,825,2
412,824,2
413,823,2
414,820,1
415,818,3
416,817,7
417,816,7
418,815,4
419,814,2
420,813,4
421,812,1
422,811,4
423,810,5
424,809,4
425,808,3
426,807,2
427,806,3
428,805,3
429,804,2
430,802,5
431,801,5
432,800,1
433,799,3
434,798,2
435,796,2
436,795,1
437,794,2
438,793,2
439,792,1
440,791,2
441,790,2
442,789,7
443,787,7
444,786,2
445,784,4
446,783,5
447,781,1
448,780,1
449,779,5
450,778,4
451,777,5
452,776,3
453,775,3
454,774,9
455,773,1
456,772,2
457,771,1
458,767,4
459,766,1
460,765,2
461,764,2
462,763,2
463,761,2
464,759,1
465,758,3
466,757,3
467,756,1
468,755,5
469,754,4
470,753,3
471,752,2
472,750,1
473,749,6
474,748,1
475,747,1
476,746,4
477,745,3
478,744,4
479,743,2
480,742,3
481,741,2
482,740,7
483,739,1
484,738,2
485,737,5
486,736,2
487,735,4
488,734,7
489,733,2
490,732,3
491,730,4
492,729,8
493,727,5
494,726,1
495,724,1
496,723,2
497,722,4
498,721,4
499,720,1
500,719,4
501,718,5
502,717,3
503,716,2
504,715,3
505,713,3
506,712,3
507,711,2
508,710,3
509,709,3
510,708,4
511,707,4
512,706,2
513,705,1
514,704,2
515,703,2
516,702,2
517,701,6
518,700,3
519,699,1
520,698,6
521,696,7
522,695,7
523,694,5
524,693,3
525,692,3
526,691,4
527,690,5
528,689,6
529,688,5
530,687,1
531,685,5
532,684,5
533,683,3
534,681,6
535,680,6
536,679,2
537,678,3
538,677,4
539,676,5
540,675,4
541,674,4
542,673,4
543,672,4
544,671,9
545,670,7
546,669,4
547,668,4
548,667,5
549,665,6
550,664,5
551,663,4
552,662,5
553,661,1
554,660,4
555,659,6
556,657,6
557,656,1
558,655,3
559,654,3
560,653,5
561,652,1
562,651,3
563,650,1
564,649,4
565,648,5
566,647,3
567,646,1
568,644,2
569,643,8
570,642,1
571,641,2
572,640,4
573,639,1
574,638,3
575,636,6
576,635,1
577,634,6
578,632,4
579,630,3
580,629,1
581,628,2
582,627,4
583,626,3
584,625,3
585,624,4
586,623,1
587,621,9
588,620,3
589,619,4
590,618,3
591,617,2
592,616,1
593,615,3
594,611,7
595,609,6
596,606,1
597,603,4
598,602,4
599,601,2
600,600,1
601,597,1
602,596,4
603,595,7
604,594,4
605,593,4
606,592,2
607,591,1
608,590,6
609,589,3
610,588,6
611,586,3
612,585,4
613,584,4
614,583,7
615,582,1
616,581,8
617,580,2
618,579,3
619,578,1
620,577,4
621,576,3
622,574,2
623,572,3
624,569,2
625,568,2
626,564,2
627,563,4
628,562,2
629,560,3
630,559,5
631,558,2
632,557,3
633,556,8
634,554,8
635,552,3
636,551,1
637,547,6
638,546,6
639,545,1
640,541,4
641,540,5
642,539,5
643,538,6
644,535,3
645,533,5
646,531,2
647,530,5
648,529,1
649,528,1
650,525,4
651,523,2
652,522,8
653,521,2
654,520,6
655,519,2
656,517,7
657,516,2
658,515,5
659,514,3
660,513,3
661,512,2
662,511,7
663,510,6
664,508,3
665,507,2
666,506,1
667,505,4
668,504,4
669,503,3
670,502,2
671,500,3
672,499,1
673,498,2
674,497,5
675,496,1
676,494,3
677,492,4
678,491,6
679,488,6
680,486,1
681,485,5
682,484,3
683,483,5
684,482,1
685,481,1
686,480,6
687,479,5
688,478,2
689,476,1
690,474,6
691,473,7
692,472,2
693,471,4
694,469,2
695,468,3
696,467,6
697,466,5
698,465,5
699,464,5
700,463,1
701,462,5
702,459,5
703,456,7
704,454,2
705,453,2
706,452,3
707,451,2
708,450,2
709,449,5
710,448,3
711,447,4
712,446,7
713,445,4
714,444,4
715,442,5
716,441,5
717,440,1
718,438,1
719,437,6
720,435,2
721,433,1
722,432,2
723,431,3
724,430,5
725,429,2
726,428,5
727,425,3
728,422,3
729,420,3
730,416,5
731,415,4
732,414,3
733,413,6
734,411,3
735,410,1
736,409,2
737,408,1
738,407,4
739,406,2
740,405,2
741,404,7
742,403,6
743,402,2
744,401,5
745,400,3
746,399,7
747,398,1
748,397,2
749,396,7
750,394,7
751,392,1
752,389,3
753,388,2
754,383,2
755,382,1
756,381,4
757,376,1
758,374,8
759,373,2
760,372,2
761,370,1
762,367,4
763,364,1
764,363,1
765,362,1
766,361,2
767,360,3
768,359,1
769,358,3
770,356,3
771,355,2
772,354,1
773,353,3
774,352,1
775,351,6
776,349,4
777,348,6
778,347,8
779,345,2
780,342,1
781,341,3
782,340,1
783,339,2
784,338,3
785,335,2
786,333,2
787,332,1
788,331,5
789,330,3
790,327,1
791,324,3
792,323,4
793,322,2
794,321,3
795,319,1
796,316,2
797,315,1
798,314,2
799,312,2
800,308,2
801,306,1
802,305,8
803,302,5
804,301,2
805,299,1
806,298,5
807,297,3
808,296,2
809,295,7
810,293,3
811,291,1
812,290,1
813,289,1
814,288,4
815,287,1
816,286,2
817,283,5
818,282,2
819,281,4
820,280,1
821,278,5
822,277,6
823,276,5
824,275,4
825,274,2
826,273,3
827,272,6
828,267,5
829,266,1
830,265,2
831,264,1
832,263,3
833,262,1
834,261,2
835,259,1
836,257,2
837,256,1
838,254,2
839,253,5
840,252,2
841,250,1
842,249,4
843,247,1
844,246,2
845,242,1
846,241,6
847,240,6
848,239,1
849,238,1
850,237,1
851,236,3
852,235,3
853,234,3
854,233,4
855,232,2
856,229,1
857,228,3
858,227,3
859,225,5
860,223,1
861,222,5
862,221,2
863,219,4
864,218,1
865,216,3
866,215,5
867,214,1
868,211,2
869,208,3
870,206,2
871,205,2
872,202,1
873,201,2
874,200,3
875,199,2
876,198,5
877,197,5
878,196,3
879,194,3
880,193,1
881,192,2
882,191,3
883,190,5
884,189,1
885,186,2
886,185,7
887,184,1
888,183,6
889,181,4
890,178,1
891,177,3
892,176,1
893,175,1
894,174,1
895,173,2
896,172,1
897,169,5
898,165,3
899,164,6
900,163,1
901,162,2
902,161,7
903,160,6
904,159,1
905,158,1
906,157,1
907,156,3
908,155,4
909,154,2
910,153,1
911,151,3
912,150,5
913,149,8
914,148,2
915,146,1
916,145,1
917,144,5
918,143,6
919,142,1
920,141,1
921,140,7
922,139,2
923,137,1
924,135,5
925,134,3
926,133,2
927,132,3
928,131,11
929,130,5
930,129,4
931,128,5
932,123,6
933,122,1
934,121,4
935,118,1
936,117,2
937,116,4
938,114,3
939,113,2
940,112,2
941,111,3
942,108,5
943,107,2
944,106,2
945,105,2
946,104,1
947,103,3
948,101,2
949,99,1
950,98,3
951,97,3
952,96,4
953,95,1
954,93,1
955,91,4
956,88,3
957,87,4
958,86,3
959,85,4
960,83,6
961,82,2
962,81,1
963,79,2
964,78,1
965,77,4
966,76,2
967,74,2
968,73,3
969,72,1
970,70,2
971,68,4
972,67,2
973,66,5
974,63,2
975,61,2
976,60,3
977,57,1
978,56,4
979,55,2
980,54,2
981,53,1
982,51,6
983,50,5
984,49,1
985,48,3
986,47,3
987,45,1
988,44,8
989,43,1
990,42,1
991,39,1
992,38,1
993,37,4
994,36,4
995,35,2
996,34,2
997,33,1
998,29,1
999,28,3
1000,27,2
1001,25,2
1002,21,2
1003,20,8
1004,19,1
1005,17,6
1006,14,1
1007,13,6
1008,12,4
1009,11,7
1010,9,1
1011,6,1
1012,3,1
1013,2,3
1014,1,1
1015,0,1
