,E,N
201,865_865_862_930_862_862_865_865_862_865_865_862_862_862_865_865_862_865_865_930_862_862_865_866_866_862_866_862_930_862_862_862_862_862_782_782_781_781_782_782_866_782_782_781_782_782_782_782_781_782_782_781_781_782_782_781_868_1360_868_869_1360_868_868_868_867_866_862_862_862_865_862_930_930_862,1
202,861_801,3
203,861,2
204,860_952,1
205,86,1
206,85_85_25,1
207,858_874,1
208,858_858_858_976_1266_975_975_858_858_858_857,1
209,858_857,2
210,857,1
211,856_905_855,1
212,856_854_854_855,1
213,856,4
214,855_905,1
215,855_856,1
216,855,1
217,854_860,1
218,854_854_853,1
219,854_853,1
220,853_856_856_855_855_854,1
221,853,3
222,852,3
223,850,5
224,85,1
225,849_848,1
226,849_791_849_848,1
227,848_847,1
228,848,3
229,847_848,1
230,847,2
231,846_872,1
232,844,1
233,843,3
234,842,1
235,840,1
236,83_82_81,1
237,83_82,1
238,839,8
239,837_980_984_838_980_980_984_837_980_836_984_984_837_980_980_837_836_984_837_980_980_837,1
240,835,7
241,834_834_834_834_834_834_834_834_834_833,1
242,834_834_834_834_834_834_834_834_833,1
243,834_834_834_834_834,1
244,832_832_787,1
245,832_787,5
246,832,1
247,831_1299,1
248,831,1
249,830_829,1
250,830,1
251,825,2
252,824_824_784_783_783,1
253,824_783,2
254,824,2
255,823_824_783,1
256,823_783,1
257,823,1
258,821_820,1
259,82,1
260,818_817,2
261,818,3
262,817_816,2
263,816_815,1
264,816,1
265,815_816,1
266,815_815_816_817_817_817_816_815_818_817_818_817,1
267,815,3
268,814_808_807,1
269,814,1
270,813_813_974_814_808,1
271,813,3
272,811,2
273,810_810_809,1
274,810_809,2
275,810,3
276,809_810,1
277,809_809_810,1
278,809,1
279,808_807,1
280,807_215,2
281,806_214_214_214_806_779_214_779_779_778,1
282,805,1
283,804_804_804_804_803_802,1
284,804,2
285,803_803_803_803_803_1267_1267_803_804_802,1
286,802_803_803_803_803_1267_804_805_804_802,1
287,802_801,2
288,802,2
289,800_839,1
290,800_800_800_800_800_839_800_800_800_800_800_800_800_800_800_800_800_800_800_800_800,1
291,79_78_80_78_79_79_1282_78_79_79_12,1
292,799,3
293,798,1
294,797_212_212_797_1067_1067_1067_1067_1067_1067_1067_1067_1068_1068_212_1068_1067_1067_1068_212_212_212_1068_1067_1067_1068_1068_1067_212_212_212_212_798,1
295,796_851_791_916_852_852_916_795_916_794_916_985_844_964_964_1263_916_916_985_985_916_795_776_772_790_790_791_849_791_795_794_794_851_851_790_847_790_791_1388_794_794_795_1389_772_772_791_848_849_791_796_796_796_796_796_796_794_796_796_773_777_852_916_985_916_1264_1263_964_844_795_844_1263_1263_1263_845_844_1264_916_916_916_916_795_1264_916_795_794_772_849_791_772_849_849_849_791_796_796_772_773_796_773_851_851_772_851_852_795_1264_1264_964_844_964_964_1263_1264_794_794_851_772_796_773_772_791,1
296,796,2
297,794,1
298,793,2
299,792_792_792_792_792_792_792_792_792_792_792_792_792_792_792_913_792_792_792_913_792_792_792_792_792_792_792_792_792_792_792,1
300,790_789,1
301,790,1
302,78_78_79_95_11_78_78_79_79_78_70_78_79_79_78_143_12_12_78_1282_78_78_79_11_12_97_123_74_123_96_96_97_1288_1288_123_123_95_12_95_72_143_79,1
303,789,1
304,787_832,2
305,786_787_832,1
306,786,2
307,784,1
308,782_781,1
309,781_780,1
310,78,1
311,77_76,1
312,779,2
313,778,1
314,777_925_925_923_924_985,1
315,777_776,3
316,777,2
317,775_932,1
318,775_774_933,1
319,775_774,1
320,775,2
321,773_772,1
322,768_767,4
323,766_765,2
324,766,1
325,764,1
326,763_764,1
327,763,1
328,761_941,1
329,761,1
330,758,2
331,757,1
332,756,1
333,755,6
334,754_753_754_753,1
335,754_717_752_753_473,1
336,754,5
337,753_717_752_719_719_718_718_753_473,1
338,753_473,3
339,752_753_718_752_674_553_718_718_553_718_674_674_718_675,1
340,752_752_672_671,1
341,752_674,1
342,752_671,1
343,752_553,1
344,752,2
345,750,1
346,749_604_604_604_604_604_655,1
347,749,5
348,747,1
349,746_650_746_746_349_349_746_746_648_649_648_349_649_746_746_650,1
350,746_650,1
351,746_349_350_349_650_649,1
352,746,1
353,745_745_745_620_745_621_619,1
354,745_620_619,1
355,745_620,1
356,745,1
357,744,4
358,743_743_559_560_449_448_557_449_558,1
359,743_560,1
360,743_559_559_559_558_557_449_558_560,1
361,743,1
362,742_606,1
363,742,2
364,741_740,1
365,741,2
366,740,5
367,73_74,2
368,73_72_73_74,1
369,739_739_483,1
370,739,2
371,738_738_738_665,2
372,738_738_665,1
373,738_738_501_501_502_502_738_665,1
374,738_502_665,1
375,738,2
376,737_348_737_348,1
377,737_348_737,1
378,737_348,3
379,737,2
380,736_736_619_619_736_618,1
381,736,2
382,735,3
383,734_541_700,1
384,734,4
385,733_539,1
386,733,3
387,732_521_521_519_521_521_521_519_521_521_520,1
388,732_287,1
389,732,2
390,730_730_513_372_372_373_373_730_730_513_729_512_372_372,1
391,730,1
392,72_72_72_72_72_72_72_72,1
393,72_72_144_13,1
394,72_144,1
395,72_13,1
396,729_513_730,1
397,729_513_729_513_512_511,1
398,729,5
399,728_728_728_728_728_1256_496_1256_1256_1256_495_728_1257_728,1
400,728_728_1257,1
401,727,2
402,726_726_726_727,1
403,726_726_726_726_727,1
404,726,1
405,724_724_621,1
406,724_621,1
407,724,2
408,723_724_621,1
409,723,2
410,722_685,3
411,722,3
412,721_554,1
413,721,4
414,720,1
415,72,1
416,71_70,1
417,719_753_717_719_718,1
418,719_718_754_753,1
419,719,2
420,718_719,1
421,718,1
422,717,2
423,716_643,1
424,716,2
425,715_643,2
426,715,3
427,713_678_677_465_465_506_505,1
428,713_506_505,1
429,713_505,1
430,712,3
431,711_585,1
432,711,2
433,710_710_709,1
434,710,2
435,70_70_78_71_71_79_79_78_12_143,1
436,709_522,2
437,709,1
438,708,1
439,707_707,1
440,707_706_629_630_630_706_680,1
441,707_680_706,1
442,707,3
443,706_680,1
444,705_704,1
445,705,1
446,704_704_641,1
447,704_641_642_611,1
448,704_640_641,1
449,704,1
450,703,1
451,702_701,3
452,702_700_702_702,1
453,702,2
454,701,2
455,700,1
456,70,1
457,699_541,1
458,699,1
459,698_485,2
460,698,5
461,697_696,4
462,697,1
463,696_696_695,1
464,696_695,2
465,696,2
466,695_694,1
467,695,6
468,694_577_693,1
469,693_694,1
470,693_591_1318_1318_579_580_579_590_591_591_578_577,1
471,693_577,1
472,693,1
473,692_691,2
474,692,3
475,691,2
476,690_445,1
477,690,4
478,68_142_142_68_142_142_142_142,1
479,689_688,3
480,689,4
481,688_689,1
482,688_688_689,1
483,688_688_688_689,1
484,688,1
485,687_644_643,1
486,687_644,1
487,687,1
488,685,2
489,684_684_601,1
490,684_602,3
491,684_601,1
492,684,4
493,683,4
494,681_709_681_708,1
495,681_708,2
496,681_680,1
497,681,4
498,680_630,1
499,680,1
500,68,4
501,678_678,1
502,678_677,1
503,678,2
504,677_462,2
505,677,1
506,676_675,2
507,676,4
508,675,2
509,674_674_675_676,1
510,674,1
511,673_673,1
512,673_672,2
513,673,4
514,672_673,1
515,672_671,1
516,671,5
517,670,6
518,669_668,2
519,669,2
520,668_667,1
521,667,2
522,666_667,1
523,665,1
524,664_576,1
525,664_479,1
526,664,3
527,663_614_355_354,1
528,663,2
529,662,4
530,661_661_661,1
531,661,1
532,660_659,2
533,660_658_659,1
534,660,4
535,66,5
536,659,2
537,657,4
538,656_656_657,1
539,656_656_656_656,1
540,656_656_656_474,2
541,656_656_474,1
542,656_474,1
543,655_655_655_360_602_602_632_684_684_360_360_360,1
544,655_655_632_632_360,1
545,655_632_603,1
546,655_632,1
547,655_360_632,1
548,655,3
549,654,1
550,653,3
551,652_651,1
552,652,2
553,651,1
554,649,1
555,648_650_649,1
556,648_584_583,1
557,648_584,1
558,648,2
559,647_584,1
560,647,3
561,645_645_645_645_644_644_644_645_644_644_645_645_644_644_687_643_645,1
562,644,1
563,643,3
564,642_641_641_704_704_641_642_611,1
565,642,2
566,641_640,1
567,641_611,3
568,640,3
569,639_1014,1
570,638,1
571,636,3
572,635_636,2
573,635_635_635_635_634,1
574,635_635_634,1
575,635_634,1
576,635,3
577,634_581,1
578,634_580_590_590_579_683_683_578_590_592_591_694_694_577_694_694_577_577_694_693_694_591_1315_499_498_591_592_578_579_579_581_580_581,1
579,634,2
580,632_603,1
581,632_360,1
582,632,2
583,630,2
584,62_62_63,1
585,62_62_62_63,1
586,629_627_627_628,1
587,629,1
588,628_628,1
589,628_627,3
590,627_627_628,1
591,626_665_626_625,1
592,626_625,2
593,626,2
594,625_626,1
595,624,2
596,623,1
597,622_724_724_621,1
598,622_724,1
599,622_622_621,1
600,621,2
601,620,2
602,619_618,1
603,619,1
604,617_736_735,1
605,617_619_618_619_619_736_617_617_736_735_735_735_736_618_617_736,1
606,617,1
607,616_615,3
608,616,1
609,611,1
610,609,6
611,608_608_530,1
612,608_530,1
613,606_742,1
614,604_604_653,1
615,604_604_604_604_604_604_604_604_604_749_604_604_604_654,1
616,604_604_604_604_468_468_469_468_468_467_467_604_653,1
617,603,2
618,602_684,1
619,602,1
620,600,1
621,60,3
622,596_589,1
623,596,3
624,595_596,1
625,595_588,2
626,595,5
627,594_594_594_594_594_594_446_594_594_594_1316,1
628,593,3
629,592,2
630,591_591_1315,1
631,591,1
632,590_579_591_578,1
633,590_578_577,1
634,590,4
635,589_589_514_514_514_589_514_589_514_517_517_516_516_589_514_514_515,1
636,589_515_514,1
637,589_515,1
638,589,2
639,588,4
640,586,1
641,584_583_582,1
642,584_347,6
643,584,2
644,583,5
645,581,4
646,580_579,1
647,580,1
648,579_580,1
649,579,1
650,577_694_694_694_577_694_693_693_694_693_577_693,1
651,576_664_664_576_664_559_558,1
652,576_664_560_1301_664_559_558_560_559_557,1
653,576_480,2
654,576_1302,1
655,576,2
656,574_595,1
657,574,2
658,572,2
659,564,2
660,563,2
661,562_562_614_354_356_614_614_354_492_356_356_356_356_356_356_356_356_355_354_562_354_562_614_354_614_354_562_562_562_355_562_355_356_356_356_355_563_562_562_663,1
662,562,1
663,560_743,1
664,560_353_353_560_451,1
665,560,1
666,56,3
667,55_55_54,1
668,55_54,1
669,559_743_560,1
670,559,2
671,558_449,1
672,557,1
673,556_540,1
674,556,7
675,555_483,1
676,554_1290_1291,1
677,554,5
678,553_553,1
679,553_365_553_365_364,1
680,552,1
681,551_550_550_550_363_363_550_363_551_551_550_363_550_550_550_548_1312_548_548_548_363_1312_1289_363_1312_1289_1289_361_361_361_363_361_361_363_553_553_365_553_552_553_553_1290_547_546_546_555_721_543_721_555_1290_547_546_555_555_365_543_555_545_721_721_721_555_555_545_555_555_545_555_545_555_555_546_545_545_555_555_366_553_365_365_365_365_1290_554_554_365_365_554_365_717_553_364_365_365_545_542_545_555_483_365_365_365_363_365_365_553_365_670_670_670_673_672_672_717_753_552_552_752_752_671_753_752_671_550_361_361_1289_1289_1289_548_1312_1289_363_361_361_361_548_548_363_1312_548,1
682,551,1
683,547_546,4
684,547,4
685,546,1
686,541,3
687,540_541,1
688,540_540,1
689,540,1
690,539_484_484_538,1
691,539_484,1
692,539,1
693,538,3
694,537_537_537_537_537_742_742_606_606_750_606_606_538_538_750_367,1
695,535,1
696,533,3
697,532_616_532_531_637_528_527_527_527_637_637_527_526_531_525_525_637_637_535_757_487_488_488_528_528_488_637_637_637_527_528_534_533_534_487_487_533_528_528_487_533_535_531_531_532_371_532_616_531_531_532_757_703_533_528_528_527_527_527_637_637_487_528_488_528_637_637_637_527_528_488_637_371_527_637_527_528_487_529_703_535_703_703_534_529_529_534_535_532_533_531_616_637_371_371_527_528_662_533_535_534_529_702_757_703_535_535_534_533_533_528_528_371_371_371,1
698,531_531_531_531_531_531_530,1
699,531,1
700,530,2
701,52_53,1
702,525,2
703,523_523_523_522_709_709_523_522_706_707,1
704,523_523_522_709_500_744_745_498_744_591_497_497_498_744_620_619_620_620_499_745_736_618_735_736_617_618_619_619_745_745_499_497,1
705,523_522,2
706,523,2
707,522_709_681,1
708,522_709_522_498_709_681,1
709,522,1
710,521_732,1
711,521_521_520,1
712,521_520,4
713,521_289_289_289_289_289_289_289_287_289_289_287_289_288,1
714,521_289,1
715,521,1
716,520_519,1
717,51_50,1
718,519,1
719,518,1
720,517,4
721,516_517,2
722,516_515,1
723,516,2
724,515_514,1
725,515,2
726,514,1
727,513_730_513,1
728,513_730,1
729,511,4
730,510,3
731,51,3
732,50_51,2
733,50_50_50_1_2,1
734,50_2,1
735,509_509_509_509_509_509_509_509_509_509_509_509_509_509_509_509_509_509_509_509_509_508,1
736,509_509_509_509_509_509,1
737,509_508,1
738,507,2
739,506_713_713_505,1
740,506_465,2
741,505_713,1
742,504_503,1
743,503_504,2
744,503_503_713_1370_1370_506_505_713_506_506_503_503_504,1
745,503,2
746,502,1
747,501_665_501,1
748,500,3
749,50,1
750,4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,1
751,49_152_47_47_48_47,1
752,499_498,1
753,497_499_498_500_500,1
754,497,3
755,495_494,1
756,494_726_726_494_726_494_726_726_726_727,1
757,494,1
758,492_563,1
759,492_356,2
760,492,4
761,491,4
762,49,1
763,48_151_151_47_47,1
764,488,5
765,485,4
766,484_485_698,1
767,484_483,1
768,484,1
769,483_740,1
770,483,1
771,482_482_482_482_482_482_482_482_481,1
772,481_482,1
773,480_479,2
774,480,3
775,47_47_48,1
776,479_478,2
777,479,2
778,474_474_656,1
779,474,1
780,473,1
781,472_671,1
782,472_472_473,1
783,472,2
784,470_470_470_471,1
785,470_1352_470_470_470_470_470_470_1353_1352_1352_470_470_470_470_470_470_472_470_470,1
786,47,1
787,46_45,1
788,469_469_469,1
789,469_468_467,1
790,469_468,1
791,469_467_469_468,1
792,469,2
793,468_469,1
794,468_468_467,1
795,468_467,1
796,467,1
797,466_466_465,1
798,466_465,1
799,466,4
800,465_506,1
801,465_466,1
802,464,3
803,463_491_290_290_290_290_460_491_460_463_463_490_510_510_463_461_461_461_677_677_677_462_677_677_462_460_290_290_463_464_489_290_290_290_464_489_510_510_489_489_290_290_290_464_489_290_290_490_464_510_489_489_489_489_290_463_489_489_510,1
804,462_677,1
805,462,2
806,460_290,1
807,45_45_45_44,1
808,459_456,1
809,459_455,1
810,459,5
811,456,3
812,455_134_455_456,1
813,454_435_453_341,1
814,454_435,1
815,454_319_1297_1377_1297,1
816,454,1
817,453_89_89_435_453_453_89_388,1
818,452,3
819,451_353,1
820,451,2
821,450,1
822,449_559,1
823,449,2
824,448,1
825,447_446,1
826,447_1317_445_1316_447_447,1
827,447,4
828,446_689_445_444,1
829,446_445,2
830,446_1317,1
831,446,2
832,445_444,1
833,445,1
834,444,1
835,443_376_443_376,1
836,442_413_437_441,1
837,442,2
838,441_442,2
839,441_437_441_129,1
840,441_437,2
841,441_129,1
842,441,4
843,440_422,2
844,440,1
845,438,1
846,437_129_441_441_129_437_437_441_442,1
847,437,4
848,436,1
849,434_396,3
850,433_433_433_432,1
851,433_431_432,1
852,433_345,1
853,433,1
854,432_431,1
855,432_430_432_431,1
856,432_430_430_433_433_431_432_433_431,1
857,431_430,3
858,430,2
859,429_428,2
860,429,1
861,428_428_429,1
862,428_427_427_425,1
863,428,3
864,422_280,1
865,422,1
866,421_420,2
867,420,1
868,417_399,1
869,416_87_88_87_86,1
870,416_415,2
871,416,5
872,415,2
873,414_414_414_414_414_413,1
874,414_414_414_414_413,1
875,414_414_413,2
876,414_413,2
877,414,2
878,413_414,1
879,411_394,1
880,411,1
881,410_409,2
882,410_401,1
883,410,2
884,408_408_396_407_406_405,1
885,408_407,1
886,408,1
887,407_407_408,1
888,407_406_406_407_407_408,1
889,407_406_406_404_405,1
890,407_405_405,1
891,407,1
892,405_406_404_406_406_404_405_404_407_406_406_405,1
893,405_404,3
894,405,1
895,404,1
896,403,2
897,402,1
898,401_400,3
899,401,2
900,400_401,1
901,399_389,1
902,399_132,2
903,399,6
904,398,1
905,397_306,1
906,397_305,1
907,397,2
908,396,3
909,394,5
910,393_392,1
911,390_44,5
912,390_390_44,1
913,390,1
914,39,1
915,38_90_38_38_38_37,1
916,389,1
917,388,1
918,383_266_265,1
919,382,1
920,381_282,2
921,381,1
922,380_380_380_380_380_380_380_42,1
923,37_151,1
924,379_88_87_86,1
925,373,1
926,372_372_372_372_512_372_730_730_513_513_512_372_373_513_511,1
927,372_372_372_372_372_513_372_372_373_512_512_373_372,1
928,371_371_371_531_371_371_371_525,1
929,37,1
930,36_37_38,1
931,369_608_608_608_1358_608_608_369_1362_1358_1358_733_608_608_608_369_608_734_734_733_539_608_608_733_369_662_757_608_608_645_608_608_369_369_608_369_1362_700_701_1358_698_485_485_686_1358_1362_541_541_540_541_541_700_541_700_734_1362_1358_701_734_733_484_484_539_484_733_484_556_484_539_608_757_685_608_369_1358_733_1358_757_1357_485_685_369_608_369_369_685_1357_734_1363_540_734_734_701_1362_734_1363_1363_1358_1362_1358_531_608,1
932,367,3
933,361,1
934,36,3
935,359_358,1
936,358_358_358,1
937,358_1359,1
938,356,1
939,353_451_575_574_451_573_573_573_352_353_353_624_573_573_587_573_1320_1320_565_568_566_568_568_1320_565_568_568_567_566_568_711_585_711_711_712_585_712_711_586_586_624_573_573_573_585_573_586_573_573_573_573_573_624_573_624_573_588_587_574_353_353_450_449_449_451_451_353_353_353_712_712_585_712_712_1320_565_1320_568_568_565_565_568_568_565_566_711_712_712_585_585_565_565_565_568_585_566_624_624_573_585_573_586_586_574,1
940,351_449,1
941,351,5
942,350_557_350_557_350_350_350_448,1
943,350_350_350_350_557_557_350_350_350_350_557_557_350_448,1
944,350_349,1
945,350_348_349_350_648_746_652_651_651_746_746_349_650_649,1
946,350,1
947,34_33_33_34_33_33_34_154_154_154_155_155_156_156_156_156_153_156_154_155_155_156_153_33_34_99_33_99_99_33_34_153_153_99_99_99_99_99_99_33_34_153_160_34_153,1
948,349,2
949,348_737,1
950,348,2
951,347,3
952,346_593,1
953,345,1
954,342,1
955,341_316,1
956,340,1
957,339,2
958,338_335,2
959,338,1
960,337_338,2
961,333_28,3
962,333,2
963,331,1
964,330,2
965,32_32_32_96_118_1288_97_97_98_32_31_118,1
966,324_324_402_402_324_330,1
967,324_323,1
968,324,3
969,323_322,1
970,323,3
971,322_324_323_323_322_321,1
972,322_321,2
973,321_323_321_323_321_321_323,1
974,316_341,1
975,315_454_435_453,1
976,315_436_315_454_315_435_453_435_453_454_316_341_315_315_454_388_388_452_89_453_452_89_453_89_453_453_454_435_454_454_435_388_453_406_407_407_408_408_435_454_454_316_315_316,1
977,315_436_314,1
978,30_387_387_387_387_1376_1376_411_411_314_312_134_134_312_313_30_134_312_454_315_454_454_312_134_134_312_314_316_315_316_315_436_30_387_30_332_387_387_312_312_134_312_331_395_395_387_271_271_384_324_402_402_268_271_385_396_331_30_30_387_30_30_387_312_134_134_134_456_455_134_456_134_312_312_436_312_454_315_315_436_314_312_312_134_30_30_1294_331_332_332_387_387_387_424_425_424_425_427_426_427_427_427_427_426_425_319_318_317_318_1297_319_319_317_329_329_329_329_328_387_1294_329_329_329_329_329_329_424_384_271_271_331_331_396_396_395_428_426_427_426_425_424_425_268_271_271_403_403_403_384_384_269_268_271_384_384_394_331_395_424_425_427_426_428_425_385_394_331_331_424_328_327_331_331_395_271_271_271_385_384_403_384_271_268_384_402_385_383_324_428_427_425_428_428_427_427_426_425_326_324_385_403_384_385_402_327_329_327_329_319_317_319_1297_319_317_1297_319_319_319_319_318_317_319_320_320_320_320_320_402_384_401_330_330_271_271_394_331_331_332_411_387_331_394_394_387_387_30_30_30_134_30_29_30_387_387,1
979,309_43_308_308_310_310_43_310_309_308_308_308_310_311_310_310_43_310_308_308_40_40_263_380_380_380_380_380_380_380_380_380_380_380_380_380_380_380_4_39_39_39_41_380_380_40_40_94_40_41_380_380_311,1
980,308,1
981,307_306,1
982,306_306_306_306_305,1
983,306_306_305,1
984,306_305,3
985,305,1
986,304_304_304_304_264,1
987,303_728_303_303_303_303_303_303_303_303_303_302,1
988,303_302,2
989,303,1
990,301,1
991,298,2
992,297,1
993,296_296_295,1
994,296_295,1
995,295_1049,1
996,295_1032_1049,1
997,295,1
998,294_293,2
999,291,1
1000,289_289_290_289_289_289_289_287_289_289_288,1
1001,289_288,1
1002,289,1
1003,287_287_287_286,1
1004,287_286,1
1005,284_283,4
1006,282_281_282_381,1
1007,282_281,2
1008,282_263_282_381,1
1009,282,1
1010,281,1
1011,278,1
1012,277_27,1
1013,277,4
1014,276_275,2
1015,276,2
1016,275_275_275_275_276_275_275_275_276,1
1017,275_275_274_274_275_276,1
1018,275,2
1019,274,2
1020,273_273_273_272,1
1021,273_272,5
1022,273,3
1023,27,1
1024,267,5
1025,265_383_383_383_383_383_383_383_383_266_266,1
1026,265_383,1
1027,265,1
1028,263,3
1029,262_261,2
1030,262,1
1031,258_61_61_61_61_61_61_61_61_61_61_61_61_61_61_61_61_61_258_61_61_61_61_61,1
1032,258_61,1
1033,258_258_258_61,1
1034,258_258_258_258_258_258,1
1035,257,1
1036,256,1
1037,253_186,2
1038,253,3
1039,252_208,2
1040,252,2
1041,251_248_251_1281,1
1042,251_1281,2
1043,250_249,4
1044,250,1
1045,25,1
1046,247,1
1047,246_246_201,1
1048,246,2
1049,242,1
1050,241_203_178_178_205_204_204_204_178_178_204_178_202_203_241_241_202_241,1
1051,241,5
1052,240_183,2
1053,240,4
1054,239,1
1055,238_238_237_56_206_236,1
1056,238,1
1057,237_56_206,1
1058,237_206,1
1059,237,1
1060,236,1
1061,235,3
1062,234_234_233_232,1
1063,234_234_107_107_106_233,1
1064,234_233_107_106,1
1065,234_233,1
1066,234,3
1067,233,2
1068,232,1
1069,229_229_229_254,1
1070,229_229_229_229_229_229_229_229,1
1071,228_227,2
1072,228,1
1073,227_227_227_227_227_228,1
1074,227_227_227_227_227_227_228,1
1075,227_173,1
1076,225,3
1077,224_224_225,1
1078,224_224_224_225,1
1079,224_224_224_224_224_224_224_224_224_224_224_224_224_223_224_224_224_225_211,1
1080,223_223_223_223_223_223_223_223_223_223_223_1384_223_222,1
1081,223_223_223_223_223_222,1
1082,223_223_222,2
1083,223_223_1384,1
1084,223,1
1085,221,2
1086,21_1206,2
1087,219,2
1088,218_218_219,1
1089,217_763_217_764_764_783_823_823_823_823_218_218_218_218_218_219_218_813_812_811_811_811_218_218_811_812_218_812_784_783_783_823_823_823_218_811_812_216_812_823_823_764_823_218_812_811_812_813_218_218_812_812_217_811_947_813_949_946_947_974_974_807_814_807_947_947_946_949_949_946_951_947_948_814_808_814,1
1090,217_216,1
1091,216_215,1
1092,216,2
1093,215,2
1094,214_779_214_779_214_779_779_214_779_214_778,1
1095,214_779_214_778_779,1
1096,214,1
1097,211,1
1098,20_1204,1
1099,208,1
1100,206_236,1
1101,206_206_237_237_238_238_238_238_238_238_206_206_206_238_238_236_56,1
1102,204_202_202_202_203_237_237_206_206_204_202_241_241_202_178_202_241_202_178_178_202_203_241_242_204_205_205_205_178_242,1
1103,201_201_201_246_201_246_246_197_246_192_192_246_201,1
1104,201,1
1105,200_200_199_185,1
1106,200_200_199,1
1107,200_199_199,1
1108,200_199_185,1
1109,200,2
1110,20,1
1111,199_200_197,1
1112,199_185,1
1113,198,4
1114,197_200,1
1115,197_196,1
1116,197_181_197_181_247_181_181,1
1117,197,3
1118,196_196_181,1
1119,196_181,3
1120,196,1
1121,194_229,1
1122,194,2
1123,193_192,1
1124,192_192_194_192_192_201_194_193_192_193,1
1125,191_253_189_189_189_190_191_191_190,1
1126,191_191_190,1
1127,191_190,2
1128,191,2
1129,190_191,1
1130,190_189,1
1131,18_258_258_258_258_258_258_258_258_258_258_258_258_18_17,1
1132,18_18_18_18_18_18_19,1
