,S,N
398,965,13
399,964,13
400,963,10
401,962,16
402,961,25
403,960,8
404,959,1
405,958,14
406,957,22
407,956,24
408,955,7
409,954,16
410,953,13
411,952,14
412,951,21
413,950,19
414,949,18
415,948,9
416,947,26
417,946,25
418,945,14
419,944,5
420,943,7
421,942,17
422,941,11
423,940,12
424,939,31
425,938,7
426,937,20
427,936,8
428,935,10
429,934,4
430,933,11
431,932,9
432,931,10
433,930,7
434,929,9
435,928,16
436,927,13
437,926,8
438,925,5
439,924,14
440,923,17
441,921,2
442,920,16
443,919,7
444,918,19
445,916,12
446,915,8
447,914,4
448,913,1
449,912,8
450,911,21
451,910,3
452,909,17
453,908,22
454,907,8
455,906,5
456,905,15
457,904,9
458,903,28
459,902,13
460,901,8
461,900,12
462,899,7
463,898,12
464,897,5
465,896,6
466,895,16
467,894,18
468,893,7
469,892,5
470,891,10
471,889,2
472,888,1
473,887,9
474,886,4
475,885,8
476,884,2
477,883,20
478,881,21
479,880,7
480,879,3
481,877,11
482,876,14
483,875,18
484,874,11
485,873,10
486,872,2
487,871,15
488,870,4
489,869,9
490,868,10
491,867,14
492,866,13
493,865,1
494,863,1
495,862,3
496,861,16
497,860,19
498,859,10
499,858,10
500,857,21
501,856,23
502,855,16
503,854,18
504,853,20
505,852,24
506,851,6
507,850,14
508,849,14
509,848,21
510,847,14
511,846,16
512,845,13
513,844,14
514,843,18
515,842,4
516,841,11
517,840,5
518,839,13
519,838,11
520,837,3
521,836,5
522,835,23
523,834,14
524,833,18
525,832,29
526,831,17
527,830,3
528,827,11
529,826,3
530,825,11
531,824,18
532,823,17
533,822,2
534,821,8
535,820,8
536,819,5
537,818,18
538,817,20
539,816,16
540,815,24
541,814,24
542,813,14
543,812,18
544,811,21
545,810,17
546,809,29
547,808,30
548,807,11
549,806,12
550,805,5
551,804,19
552,803,14
553,802,32
554,801,13
555,800,5
556,799,16
557,798,5
558,797,5
559,796,13
560,795,26
561,794,20
562,793,12
563,792,1
564,791,4
565,790,25
566,789,15
567,788,6
568,787,24
569,786,10
570,785,5
571,784,20
572,783,24
573,782,4
574,781,12
575,780,6
576,779,9
577,778,32
578,777,10
579,776,20
580,775,18
581,774,35
582,773,20
583,772,19
584,771,14
585,770,1
586,769,1
587,768,1
588,767,18
589,766,7
590,765,4
591,764,13
592,763,16
593,762,3
594,761,11
595,760,1
596,759,16
597,758,5
598,757,20
599,756,3
600,755,16
601,754,23
602,753,11
603,752,10
604,751,9
605,750,8
606,749,18
607,748,7
608,747,4
609,746,15
610,745,11
611,744,25
612,743,22
613,742,13
614,741,14
615,740,18
616,739,6
617,738,14
618,737,21
619,736,7
620,735,22
621,734,22
622,733,20
623,732,20
624,731,9
625,730,27
626,729,25
627,728,16
628,727,28
629,726,2
630,725,9
631,724,18
632,723,13
633,722,9
634,721,19
635,720,7
636,719,15
637,718,23
638,717,16
639,716,10
640,715,9
641,713,14
642,712,13
643,711,11
644,710,10
645,709,15
646,708,24
647,707,20
648,706,17
649,705,11
650,704,22
651,703,22
652,702,9
653,701,24
654,700,27
655,699,12
656,698,16
657,697,6
658,696,23
659,695,22
660,694,14
661,693,14
662,692,19
663,691,20
664,690,10
665,689,27
666,688,30
667,687,10
668,686,3
669,685,24
670,684,25
671,683,3
672,682,7
673,681,28
674,680,27
675,679,13
676,678,15
677,677,19
678,676,18
679,675,20
680,674,25
681,673,15
682,672,21
683,671,28
684,670,31
685,669,16
686,668,20
687,667,15
688,666,1
689,665,23
690,664,16
691,663,6
692,662,18
693,661,12
694,660,21
695,659,13
696,658,4
697,657,17
698,656,6
699,655,15
700,654,16
701,653,28
702,652,1
703,651,18
704,650,6
705,649,17
706,648,22
707,647,14
708,646,16
709,645,16
710,644,31
711,643,26
712,642,2
713,641,16
714,640,10
715,639,10
716,638,14
717,637,17
718,636,22
719,635,9
720,634,15
721,633,5
722,632,19
723,631,3
724,630,22
725,629,6
726,628,13
727,627,11
728,626,21
729,625,17
730,624,22
731,623,15
732,622,4
733,621,26
734,620,16
735,619,18
736,618,14
737,617,9
738,616,12
739,615,7
740,614,7
741,613,2
742,612,1
743,611,27
744,610,2
745,609,4
746,608,7
747,607,4
748,606,16
749,605,1
750,604,1
751,603,28
752,602,20
753,601,6
754,600,1
755,598,1
756,597,2
757,596,11
758,595,8
759,594,8
760,593,19
761,592,13
762,591,5
763,590,19
764,589,12
765,588,14
766,587,14
767,586,12
768,585,17
769,584,22
770,583,17
771,582,4
772,581,20
773,580,8
774,579,11
775,578,3
776,577,13
777,576,15
778,574,8
779,573,4
780,572,2
781,570,5
782,569,6
783,568,10
784,567,5
785,566,2
786,565,11
787,564,10
788,563,7
789,562,19
790,561,7
791,560,23
792,559,13
793,558,21
794,557,21
795,556,25
796,555,8
797,554,24
798,553,6
799,552,24
800,551,12
801,550,4
802,549,12
803,548,8
804,547,25
805,546,21
806,545,9
807,544,13
808,543,1
809,542,9
810,541,25
811,540,29
812,539,28
813,538,29
814,537,2
815,536,4
816,535,23
817,534,11
818,533,17
819,532,24
820,531,15
821,530,9
822,529,12
823,528,14
824,527,18
825,526,18
826,525,14
827,524,1
828,523,21
829,522,26
830,521,8
831,520,3
832,519,9
833,518,4
834,517,5
835,516,9
836,515,17
837,514,15
838,513,12
839,512,3
840,511,31
841,510,12
842,509,3
843,508,18
844,507,6
845,506,6
846,505,16
847,504,19
848,503,11
849,502,19
850,501,7
851,500,14
852,499,9
853,498,4
854,497,16
855,496,26
856,495,10
857,494,24
858,493,12
859,492,15
860,491,25
861,490,4
862,489,4
863,488,29
864,487,16
865,486,2
866,485,22
867,484,19
868,483,19
869,482,3
870,481,3
871,480,27
872,479,15
873,478,7
874,477,7
875,476,10
876,475,10
877,474,20
878,473,29
879,472,10
880,471,28
881,469,21
882,468,20
883,467,28
884,466,13
885,465,12
886,464,11
887,463,8
888,462,16
889,461,6
890,460,9
891,459,5
892,458,2
893,456,15
894,455,2
895,454,7
896,453,7
897,452,5
898,451,12
899,450,10
900,449,18
901,448,17
902,447,15
903,446,23
904,445,23
905,444,19
906,443,6
907,442,25
908,441,14
909,440,6
910,439,2
911,438,10
912,437,14
913,435,15
914,434,14
915,433,9
916,432,18
917,431,17
918,430,25
919,429,16
920,428,10
921,427,8
922,426,7
923,425,6
924,424,4
925,422,10
926,421,5
927,420,15
928,419,1
929,418,6
930,417,9
931,416,20
932,415,6
933,414,9
934,413,21
935,412,6
936,411,21
937,410,7
938,409,13
939,408,20
940,407,16
941,406,16
942,405,10
943,404,17
944,403,17
945,402,6
946,401,23
947,400,16
948,399,18
949,398,7
950,397,6
951,396,16
952,395,1
953,394,22
954,393,7
955,392,6
956,391,2
957,390,2
958,389,3
959,388,18
960,387,1
961,385,1
962,384,11
963,383,11
964,382,5
965,381,9
966,379,4
967,377,2
968,376,10
969,374,34
970,373,8
971,372,14
972,371,15
973,370,17
974,369,10
975,368,4
976,367,30
977,366,1
978,365,4
979,364,24
980,363,11
981,362,15
982,361,7
983,360,19
984,359,5
985,358,16
986,357,2
987,356,10
988,355,9
989,354,9
990,353,17
991,352,1
992,351,19
993,350,8
994,349,10
995,348,21
996,347,11
997,346,7
998,345,6
999,343,4
1000,342,5
1001,341,26
1002,340,12
1003,339,6
1004,338,15
1005,337,3
1006,336,2
1007,335,12
1008,333,5
1009,332,6
1010,331,10
1011,330,16
1012,329,2
1013,328,2
1014,327,8
1015,326,3
1016,325,1
1017,324,15
1018,323,5
1019,322,18
1020,321,15
1021,320,6
1022,319,3
1023,318,1
1024,317,4
1025,316,18
1026,315,7
1027,314,5
1028,313,3
1029,312,5
1030,311,8
1031,310,6
1032,309,5
1033,308,17
1034,307,3
1035,306,5
1036,305,26
1037,304,2
1038,303,4
1039,302,16
1040,301,14
1041,300,11
1042,299,17
1043,298,25
1044,297,24
1045,296,11
1046,295,21
1047,294,1
1048,293,12
1049,292,11
1050,291,3
1051,290,12
1052,289,6
1053,288,15
1054,287,2
1055,286,10
1056,285,2
1057,283,17
1058,282,13
1059,281,22
1060,280,2
1061,279,2
1062,278,19
1063,277,16
1064,276,24
1065,275,25
1066,274,14
1067,273,21
1068,272,24
1069,270,2
1070,268,3
1071,267,34
1072,266,5
1073,265,18
1074,264,4
1075,263,3
1076,262,8
1077,261,12
1078,259,3
1079,258,1
1080,257,10
1081,256,9
1082,255,2
1083,254,6
1084,253,7
1085,252,5
1086,251,19
1087,250,7
1088,249,8
1089,248,1
1090,247,1
1091,246,6
1092,243,1
1093,242,6
1094,241,18
1095,240,18
1096,239,4
1097,238,7
1098,237,9
1099,236,16
1100,235,7
1101,234,7
1102,233,14
1103,232,2
1104,231,2
1105,229,5
1106,228,24
1107,226,2
1108,225,10
1109,224,6
1110,223,8
1111,222,25
1112,221,12
1113,220,1
1114,219,7
1115,218,12
1116,217,19
1117,216,2
1118,215,15
1119,214,7
1120,212,3
1121,211,2
1122,210,1
1123,209,4
1124,208,10
1125,207,1
1126,206,18
1127,205,17
1128,204,11
1129,203,7
1130,202,7
1131,201,16
1132,200,3
1133,199,6
1134,198,8
1135,197,11
1136,196,16
1137,195,1
1138,194,4
1139,193,7
1140,192,12
1141,191,17
1142,190,12
1143,189,2
1144,188,2
1145,186,8
1146,185,9
1147,184,2
1148,183,13
1149,182,2
1150,181,17
1151,180,2
1152,179,6
1153,178,14
1154,177,3
1155,176,4
1156,175,4
1157,174,3
1158,173,20
1159,172,15
1160,171,1
1161,169,28
1162,168,3
1163,166,4
1164,165,10
1165,164,31
1166,163,5
1167,162,6
1168,161,19
1169,160,21
1170,159,10
1171,158,14
1172,157,20
1173,156,10
1174,155,26
1175,154,19
1176,153,19
1177,151,19
1178,150,25
1179,149,30
1180,148,18
1181,146,13
1182,145,3
1183,144,19
1184,143,5
1185,142,8
1186,141,6
1187,140,18
1188,139,14
1189,138,4
1190,137,5
1191,136,2
1192,135,10
1193,134,1
1194,133,5
1195,132,20
1196,131,25
1197,130,18
1198,129,7
1199,128,8
1200,127,3
1201,125,3
1202,124,2
1203,123,23
1204,122,7
1205,121,19
1206,120,1
1207,119,1
1208,118,7
1209,117,12
1210,116,15
1211,114,6
1212,113,4
1213,112,8
1214,111,9
1215,110,7
1216,108,22
1217,107,10
1218,106,14
1219,105,7
1220,104,13
1221,103,18
1222,102,12
1223,101,3
1224,100,8
1225,99,11
1226,98,9
1227,97,4
1228,96,12
1229,95,11
1230,94,5
1231,93,6
1232,92,8
1233,91,15
1234,90,1
1235,89,7
1236,88,15
1237,87,12
1238,86,17
1239,85,12
1240,84,2
1241,83,23
1242,82,4
1243,81,7
1244,80,1
1245,79,21
1246,78,1
1247,77,15
1248,76,7
1249,74,12
1250,73,8
1251,72,6
1252,71,3
1253,70,10
1254,69,4
1255,68,23
1256,67,12
1257,66,11
1258,65,4
1259,64,1
1260,63,9
1261,62,2
1262,61,2
1263,60,8
1264,59,12
1265,58,19
1266,57,9
1267,56,10
1268,55,11
1269,54,31
1270,53,2
1271,51,22
1272,50,23
1273,49,15
1274,48,20
1275,47,13
1276,46,5
1277,45,7
1278,44,6
1279,43,5
1280,42,7
1281,41,6
1282,40,11
1283,39,2
1284,37,11
1285,36,6
1286,35,7
1287,34,12
1288,33,1
1289,32,7
1290,31,3
1291,29,7
1292,28,11
1293,27,17
1294,26,2
1295,25,13
1296,21,18
1297,20,10
1298,19,8
1299,18,2
1300,17,12
1301,16,1
1302,15,5
1303,14,1
1304,13,16
1305,12,14
1306,11,22
1307,10,3
1308,9,21
1309,8,12
1310,7,7
1311,6,1
1312,5,1
1313,3,7
1314,2,13
1315,1,6
1316,0,2
