,S,N
0,1386,1
1,1381,1
2,1372,1
3,1371,1
4,1366,1
5,1364,1
6,1363,1
7,1362,1
8,1360,1
9,1356,1
10,1351,1
11,1334,1
12,1332,1
13,1319,1
14,1317,1
15,1311,1
16,1307,1
17,1297,1
18,1290,1
19,1270,1
20,1251,1
21,1245,1
22,1237,1
23,1230,1
24,1216,1
25,1215,1
26,1198,1
27,1195,1
28,1194,1
29,1193,1
30,1191,1
31,1186,1
32,1184,1
33,1179,1
34,1178,1
35,1175,1
36,1174,1
37,1173,1
38,1170,1
39,1167,1
40,1165,1
41,1155,1
42,1154,1
43,1153,1
44,1151,1
45,1143,1
46,1140,1
47,1139,1
48,1136,1
49,1133,1
50,1097,1
51,1093,1
52,1089,1
53,1075,1
54,1073,1
55,1068,1
56,1060,1
57,1058,1
58,1057,1
59,1052,1
60,1051,1
61,1049,1
62,1020,1
63,1012,1
64,1008,1
65,1007,1
66,1000,1
67,994,1
68,992,1
69,984,1
70,980,1
71,974,1
72,963,1
73,956,1
74,954,1
75,950,1
76,947,1
77,945,1
78,944,1
79,941,1
80,937,1
81,930,1
82,916,1
83,909,1
84,908,1
85,904,1
86,886,1
87,880,1
88,879,1
89,878,1
90,868,1
91,867,1
92,862,1
93,857,1
94,856,1
95,854,1
96,853,1
97,851,1
98,850,1
99,845,1
100,844,1
101,839,1
102,838,1
103,836,1
104,821,1
105,816,1
106,812,1
107,804,1
108,803,1
109,800,1
110,794,1
111,790,1
112,787,1
113,782,1
114,778,1
115,776,1
116,773,1
117,771,1
118,760,1
119,749,1
120,746,1
121,742,1
122,737,1
123,736,1
124,732,1
125,725,1
126,719,1
127,718,1
128,713,1
129,706,1
130,703,1
131,700,1
132,698,1
133,693,1
134,692,1
135,689,1
136,681,1
137,679,1
138,674,1
139,673,1
140,671,1
141,665,1
142,663,1
143,660,1
144,654,1
145,648,1
146,646,1
147,644,1
148,632,1
149,624,1
150,623,1
151,615,1
152,611,1
153,596,1
154,591,1
155,585,1
156,583,1
157,581,1
158,575,1
159,573,1
160,569,1
161,567,1
162,566,1
163,564,1
164,559,1
165,558,1
166,557,1
167,552,1
168,548,1
169,542,1
170,538,1
171,534,1
172,533,1
173,530,1
174,529,1
175,527,1
176,526,1
177,522,1
178,519,1
179,513,1
180,511,1
181,510,1
182,508,1
183,505,1
184,500,1
185,498,1
186,480,1
187,477,1
188,475,1
189,474,1
190,473,1
191,465,1
192,450,1
193,448,1
194,446,1
195,444,1
196,433,1
197,432,1
198,427,1
199,416,1
200,413,1
201,411,1
202,408,1
203,407,1
204,404,1
205,403,1
206,402,1
207,381,1
208,373,1
209,370,1
210,369,1
211,368,1
212,366,1
213,364,1
214,362,1
215,354,1
216,353,1
217,340,1
218,332,1
219,330,1
220,329,1
221,321,1
222,320,1
223,317,1
224,316,1
225,312,1
226,308,1
227,300,1
228,297,1
229,281,1
230,276,1
231,275,1
232,270,1
233,269,1
234,267,1
235,261,1
236,222,1
237,218,1
238,217,1
239,206,1
240,205,1
241,199,1
242,197,1
243,193,1
244,190,1
245,183,1
246,177,1
247,166,1
248,164,1
249,160,1
250,151,1
251,148,1
252,144,1
253,135,1
254,133,1
255,131,1
256,118,1
257,104,1
258,98,1
259,88,1
260,83,1
261,79,1
262,77,1
263,74,1
264,67,1
265,64,1
266,50,1
267,48,1
268,43,1
269,42,1
270,34,1
271,33,1
272,29,1
273,21,1
274,20,1
275,13,1
276,12,1
277,7,1
278,6,1
