,E,N
687,410_409,1
688,410,7
689,40_39,1
690,409,2
691,403,1
692,401_400,1
693,401,2
694,400_401,1
695,400,2
696,398_399_132,1
697,398_399,1
698,397,2
699,393_393_392,2
700,393_393_391_392,1
701,393_392_391,1
702,393_392,3
703,393,1
704,392_393_391_391_392_393,1
705,392_393,1
706,392_391,1
707,38_38_38_38,1
708,389,1
709,383_383_265,1
710,383_383,1
711,382,5
712,381,3
713,380_42_41_93_94_94_41_41_41_40,1
714,380_380,1
715,380,1
716,37_36,1
717,379_86,1
718,379_128_127_25_85,1
719,377_40_40_41,1
720,376_443,1
721,376_127_85_25,1
722,376_127,1
723,375_375_375_375_375_375_375_375_375_375_375_375_375_613,1
724,37,2
725,367,8
726,361_655_603_360_360_603_360_632_602_601_602_602_684_361_360_360_603_360,1
727,361,4
728,360,1
729,35_35_153,1
730,359_358_1359,1
731,359,1
732,358_1359_358,1
733,358_1359,1
734,358,1
735,357,1
736,356_492,1
737,356,1
738,355,1
739,351,1
740,34_34_161_161_161_34_34_160_161_161_161_161_161,1
741,346,1
742,345,3
743,341,3
744,340,1
745,34,1
746,33_33_33_33_33_33_33_33_33_99,1
747,339,3
748,338_338_338,1
749,338_338_337,1
750,338_335,5
751,338,4
752,333,1
753,32,1
754,311,5
755,308,1
756,307_306_397_306_397_307_306_397_306_305,1
757,307_306,1
758,307,1
759,306_306_305,2
760,306_305,2
761,303_302,2
762,303,3
763,3,1
764,295,2
765,294_294_292_294_294_294_293,1
766,294_294,1
767,294_293_292,1
768,294_293,1
769,294,1
770,293_294_294_294_294_295_294_1032_1049_294_295_1030_1049_1030_1001_1030_1049_294_295_295_1049,1
771,293_294,1
772,292_1055_1031,1
773,292_1055,2
774,292,1
775,289_289,1
776,286,1
777,285_285_286,1
778,284_283_263_422_381_381_282_422_263_263_381_263_263_264_263_422_422_263_380_263_282_282_281_422_422_282_422_282_281,1
779,284_283,4
780,284,2
781,281,3
782,280_280_18_280_17_18_280_17_18_17_17_259_17_259_259_259_259_1378_258_258_258_18_258_259_259_258_259_17_17_259_18_422_280_280_19,1
783,28,3
784,279,3
785,278,3
786,276,4
787,275_274_274_275_275_276_274_275_27,1
788,274_274_274_275_275_275_275_275_276_275_273_275_275_275_275_275_275_275_276_276_276_275_273_276,1
789,273_273_273_273_273_273_272,1
790,273_273_273_272,1
791,273_272,3
792,273,4
793,272,2
794,27,5
795,267,6
796,266_266_383_266_266_383_265_266_266,1
797,266,1
798,265_383_265_383,1
799,265_265_383_266_266,1
800,264_263,1
801,264,1
802,263_380,1
803,263,1
804,262_262_261,1
805,262_261,1
806,262,4
807,261,1
808,260_259,1
809,26,1
810,259_18,1
811,255,3
812,254_229,1
813,254,1
814,252_208_208_208_208_252_208_208_208_208_208_208_208_208_208_208_208_208_208_208_208_208_208_252_208_208_252_252_208_209,1
815,252_208,1
816,252,1
817,250_250_249,1
818,250_249,1
819,250,2
820,25,1
821,249_249_249_250_250_249_249_895_250_250_250_250_249_249_250_250_249_249_249_895_250,1
822,248,1
823,243_231,2
824,242,2
825,241_202_238_237_238_236_236_238_56_56_238_237_56_178_241_241_241_205_204_241_178_241_202_178_178_178_242_241_241_178_179_205_179_202_204_242_242_241_179_205_204_204_178,1
826,239,3
827,238,2
828,235,4
829,232_231_230,1
830,232,1
831,227_227_227_227_227_792_792_227_792_792_227_839_839_792_792_793_793_792_792_792_792_792_792_792_841_792_913_792_792_792_913_792_792_792_792_792_792_792_841_792_792_839_227_800_800_800_839_800_800_174_799_174_799_800_800_792_227_839_792_227_792_792_227_792_840_799_792_227_227_227_227_227_227_227_228,1
832,227_227_227_227_227_227_227_228,1
833,227,2
834,226_226_226,1
835,226_173,2
836,226,1
837,225_225_226,1
838,225_225_225_225_210_211,1
839,224_224_224_224_224_226_226_224_211_225_225_225_211_225_225_225_224_932_933_933_775_775_933_933_774_933_933_774_775_225,1
840,223_223_223_1384_1384_223_223_1384_1384_1384_223_223_223_1384_223_223_223_223_1384_223_223_222_1385_1384_1384,1
841,223,1
842,221,7
843,220_221,1
844,21_21_21,1
845,219,3
846,216,2
847,215_808_972_972_216_215_215_807_807_808_808_814_974_973_972_972_973_808_814_808_808_807_215,1
848,215,2
849,212,1
850,211_223_223_1384_223_223_223_223,1
851,211,4
852,20_1206_1225_1225_1205_1225_1205_1204_1204_1204_1204,1
853,208,1
854,20,1
855,2,1
856,198,1
857,194,4
858,191_187_187_187_187_187_191_189_189_191_189_191_191_191_191_191_191_189_191_191_191_191_190_189_189_189_191_200_197_197_200_253_200_200_181_181_197_247_247_196_181_200_200_253_253_190_189_186_197_196_247_246_246_246_246_192_246_246_246_201_201_246_246_246_192_194_246_200_197_181_247_247_196_246_246_246_187_187_187_247_196_197_201_192_246_246_246_201_197_247_196_187_187_187_187_187_187_186_187_189_187_185,1
859,190_190_190_189,1
860,189,2
861,188,1
862,185_185_185_185,1
863,182,1
864,180_179,1
865,18,1
866,179,1
867,176_176_175,1
868,176_175,2
869,176,2
870,175,1
871,174_174_174_174_174_799,1
872,174_174_174_174_173_173_174_799,1
873,174_174,1
874,173,1
875,172,1
876,171_171_171_171_171_171_171_171_171_171_171_171_171_171_172,1
877,170_8,1
878,170_170_8,1
879,170,1
880,17,1
881,169,4
882,165_165_152_114_37_114_114_114_163_47_124_90_163_163_152_47_47_90_90_163_124_49_152_47_152_152_49_152_47_152_114_37_37_152_47_47_113_114_152_47_152_47_47_152_47_152_165_113_165_164_165_113_113_113_113_163_113_113_165_165_165_148_148_149_148_148_148_148_148_148_148_149_148_148_165_164_164_165_113_113_37_37_152_37_124_163_124_124_49_47_152_163_152_47_49_124_152_37_113_152_47_113_165_165_165_37_152_163_90_152_152_37_37_113_36,1
883,163_90,1
884,163,3
885,162_162_92_125_125_51_125_125_51_51_125_125_50_51,1
886,162,2
887,161_34_34_161_160_34,1
888,161,3
889,160_33_99_33_33_33_161_99_33,1
890,159_159_157_159_157_55_55_158_158_157_54,1
891,159,6
892,157_157_54_158_159_158_54_54_157_157_158_157_157_159_157_54_157_158_158_54_157_157_158_54_55_157_54_157_54,1
893,157,1
894,156_36_35_153_153,1
895,154_155_155_155_154_154_154_154_156_154_156_154_154_156_154_156_154_154_156_156_155_156_156_154_154_155_154_154_156_156_35_153_35,1
896,154_155_155_154_155_35_153_35_155_156_156,1
897,154,3
898,153_35,1
899,153_153_35,1
900,153,1
901,150,8
902,15,2
903,149,1
904,148_149,1
905,148_148_149,1
906,148_148_148_148,1
907,148,1
908,146,1
909,145,1
910,144,2
911,141,3
912,140_141,1
913,140,2
914,1393_1392,1
915,1392,1
916,1390_491,2
917,1390_1390_491,2
918,1389,3
919,1388,3
920,1386_912_1386_912_911,1
921,1386_911,2
922,1386_1386_1386_834_834_835_835_834_962_962_834_911_1386_1386_961_961_962_835_835_833_834_908_834_835_834_834_962_1386_961_962,1
923,1386,2
924,1385_961,1
925,1385,3
926,1384_826,2
927,1384,3
928,1383,1
929,1382_1116,1
930,1382,1
931,1380,2
932,1377,1
933,1376_412_1376_1376_452_452_452_436_333_333_333_333_333_333_387_452_406_405_405_384_271_271_333_28_28_459_459_455_459_453_1377_1377_328_329_428_384_330_394_321_324_394_1376_1376_332_324_427_427_428_434_434_412_1376_411_394_394_1376_1297_1297_436_436_436_89_89_89_455_459_459_459_455_312_394_394_434_321_323_321_411_412_412_1376_1297_452_452_430_430_431_430_344_344_344_430_430_1377_1297_1377_1377_412_412_411_331_438_428_428_424_428_429_428_428_428_329_454_1377_1377_1297_454_341_341_436_389_459_458_459_399_398_399_132_133_133_133_133_133_133_389_132_398_398_132_417_399_421_305_264_264_304_397_305_306_306_397_306_305_304_263_304_380_422_281_281_283_380_304_304_304_380_263_381_282_381_284_284_283_283_381_263_381_381_284_283_263_304_304_304_304_307_307_390_421_417_398_132_398_417_132_132_399_399_398_132_398_133_389_398_398_417_398_132_398_132_132_309_309_310_308_310_310_380_42_380_380_380_380_380_380_42_308_310_311_311_311_44_390_390_390_390_390_390_390_390_390_44_1297_436_134_436_436_407_408_404_404_405_404_434_330_400_400_400_271_403_403_383_330_402_402_434_395_324_424_438_403_384_271_271_403_438_438_438_403_400_400_401_321_321_271_384_271_271_438_438_438_438_321_452_44_390_44_436_407_406_406_434_434_404_404_406_1377_1377_329_316_436_427_429_428_428_429_429_428_428_427_429_428_428_427_428_424_424_271_262_271_401_401_333_333_333_436_436_436_271_262_271_271_271_271_271_271_403_271_403_271_271_330_401_401_406_406_316_436_28_431_345_345_431_430_430_431_431_432_432_432_430_430_431_433_430_431_430_430_430_345_436_341_341_316_316_1297_425_424_425_428_424_330_330_324_330_321_400_401_401_402_402_403_438_403_455_455_1377_433_344_344_344_344_344_344_344_344_344_430_344_344_344_344_344_344_453_333_333_394_434_434_434_333_333_28_411_312_89_89_452_89_408_436_316_1297_405_406_408_408_407_405_404_404_404_404_89_388_454_433_316_436_315_1297_320_332_411_394_324_330_402_402_262_271_271_271_438_438_403_271_271_401_402_271_271_384_320_1297_1377_436_316_436_387_133_312_312_400_400_401_402_330_401_330_402_271_408_407_407_405_404_406_452_28_333_436_454_452_333_333,1
934,1376_1376_412,1
935,1375_1372,1
936,1374_1374_1375_1375_1372_1372_1375_1375_1375_261_1372_1375_1375_1372_262_261_261_1375_261_1375_261_261_1371,1
937,1372,1
938,1370,3
939,1368_1368_1367,2
940,1368_1367,6
941,1368,4
942,1367_1368,1
943,1367,1
944,1366,5
945,1365_1365_1364,1
946,1365_1364_1364_1365_1364_1364_1365_1364_1364_1364_1365_1366,1
947,1365,1
948,1364_1366_1363_1364,1
949,1363,1
950,136,3
951,1359_358,1
952,1359_1359_1359_358,1
953,1359_1359_1359_357_358_358,1
954,1359,1
955,1356,3
956,1355,4
957,1354_1353,1
958,1354,8
959,1353_1352,4
960,1353,1
961,1352,1
962,1351_1350_1351_1307,1
963,1351_1307,1
964,1351,3
965,1350_1307_1351,1
966,1350_1307,1
967,1350,6
968,135,2
969,1349_1349_1349_1349_1346_1347_1347_1348_1346,1
970,1349_1348,1
971,1349,3
972,1348_1349,2
973,1348_1348_1347,1
974,1348_1347,3
975,1348,1
976,1347_1347_1348_1349,1
977,1347_1347_1347_1348,1
978,1347_1346,2
979,1347,2
980,1346,6
981,1345,2
982,1344_1343,1
983,1344_1105,2
984,1344,3
985,1341,1
986,1340_1339,4
987,1340_1338_1119_1339,1
988,1340,1
989,1339,1
990,1338_1339_1119,1
991,1338_1338_1119,1
992,1338_1119,1
993,1338_1076_1119,1
994,1338,2
995,1337,3
996,1334_1334_1333,1
997,1333,2
998,1332,1
999,1330_1330_1330_1330_1328_1331_1331_1328_1328_1329_1330_1328_1328_1329_1330_1330_1328_1329_1330_1330_1331_1332_1330_1331_1331_920_1332_1331_1328_920_1332_1331,1
1000,132_398_132_398_399,1
1001,1326_1327,1
1002,1326_1326_1327,2
1003,1326_1326_1326_1326_1326_1326_1326_1326_1326_1326_1326_1326_1326_1326_1326_1326,1
1004,1325,3
1005,1320,1
1006,132,1
1007,1317,2
1008,1314_1313,4
1009,1313,2
1010,1312,1
1011,1311,1
1012,1310_1309,2
1013,1310,4
1014,1309_1310,3
1015,1309_1309_1308,1
1016,1309_1308,4
1017,1309,3
1018,1308_676_675_675,1
1019,1308_675,1
1020,1308_674,1
1021,1308_1308_1310_1309,1
1022,1308,2
1023,1307_1351,1
1024,1307_1350_1349,1
1025,1307_1350,2
1026,1307_1307_1349_1350_1350_1307_1351,1
1027,1307_1307_1307_1351,1
1028,1307,1
1029,1306,1
1030,1302_479_480,1
1031,1302_1301_1302_576,1
1032,1302,1
1033,1301_664,1
1034,1301_1301_664_1302_1302_576,1
1035,1301_1300_667_669_668_668_667,1
1036,1301_1300,1
1037,1301,3
1038,1300_668,1
1039,1299_1299_1299_1299_830_831_831_831_1299_831_1299_1299_1299_1299_788,1
1040,1299,2
1041,1298,1
1042,1296_1295,1
1043,1296,1
1044,1293,1
1045,1292,4
1046,1290,2
1047,1289_638,1
1048,1289,1
1049,1287,5
1050,1286_1286_1286_1286_1285_1285_1286_1015,1
1051,1286_1286_1285_1285_1286_1015,1
1052,1286_1285_1017,1
1053,1286,2
1054,1285_1285_1286,1
1055,1285_1285_1285_1286_1015,1
1056,1285,3
1057,1283,2
1058,1281_248_248_1281_1281_248_248_1281_1281_248_252_1281_248_248_252_251,1
1059,1281_1281_248_1281_248_248_1281_248_248_248_1281_248_252_248_248_1281_248_248_252_1281_252_248,1
1060,128,2
1061,127_85,1
1062,127_127_85_84,1
1063,1279,2
1064,1278,3
1065,1277,6
1066,1276_374,2
1067,1276_1276_1276_374,3
1068,1276_1276_1276_1276,1
1069,1276_1275_1274,2
1070,1276_1275,2
1071,1275_1276_1275_1274,1
1072,1275_1275_1274,3
1073,1275_1274,1
1074,1275,1
1075,1273_1085,3
1076,1270_1270_1249_1313_1250_1250_1248_1251_1251_1252_1253_1252,1
1077,1270_1270,1
1078,1270_1249,3
1079,1270,5
1080,1269_1269_1268,1
1081,1269_1268,2
1082,1269,1
1083,1268_1269,2
1084,1268,1
1085,1265,3
1086,1262_1337,1
1087,1262_1262_1132_1131,1
1088,1262_1262_1109,1
1089,1262_1109,1
1090,1262,4
1091,1261_1337_1324_1131_1132_1262_1109,1
1092,1261_1261_1109,1
1093,1261_1109,1
1094,1261,5
1095,125_162_92_162_125_125_162_162_91_92_162_3_92_125_126_125_50_162_51_162_162_125_1_1_1_1_1_1_1_4_1_1_1_1_1_1_1_1_1_1_1_1_50_1_2_3_4_1_1_4_3_1,1
1096,1258_1258_1258_1258_1212,1
1097,1258_1258_1213_1258_1212,1
1098,1258_1212,2
1099,1258,1
1100,1256_640_728_1257_496,1
1101,1256_496,3
1102,1256_1256_1256_1256_1256_1256_1256_1256_495_1256_1256_1256_1256_1256_1256_1256_1256_1256_1256_1256_1256_1256_1256_1256_1256_495_496,1
1103,1253_1270_1270_1270_1249,1
1104,1253_1252,1
1105,1253,4
1106,1252_1253,2
1107,1252_1251,2
1108,1252,5
1109,1251_1248,1
1110,1251,3
1111,1250_1251_1249_1248,1
1112,1250_1251,1
1113,1250_1248_1249_1251_1249_1248_1251,1
1114,1250,2
1115,125,1
1116,124_124_49,1
1117,124_124_124_124,1
1118,124_112,1
1119,1249_1270,2
1120,1249_1253,1
1121,1249_1248,1
1122,1249_1246_1247_1249,1
1123,1248_1246_1247,1
1124,1248,2
1125,1247_1253_1249_1248,1
1126,1247_1247_1247_1246,2
1127,1247_1247_1245_1247_1246,1
1128,1247_1246,2
1129,1247,1
1130,1245,4
1131,1242,2
1132,1241,6
1133,124,1
1134,1239_805,1
1135,1239,1
1136,1231_1231,1
1137,1231_1229_1230,1
1138,1231,7
1139,1230_1231_1230_1229,1
1140,1230_1231,1
1141,1230_1230_1229_1228,1
1142,1230,5
1143,1229,1
1144,1225_1205,1
1145,1225,4
1146,1224_1220_1134,1
1147,1224,5
1148,1223_1223_1217_1216,1
1149,1222,1
1150,1221_1224_1221_1220,1
1151,1221_1220,2
1152,1220_1224_1220_1220_1134,1
1153,1220_1224,2
1154,1220_1220_1224,2
1155,1220_1134,2
1156,1220,2
1157,122,2
1158,1219_1220_1224_1219_1221,1
1159,1219_1218,1
1160,1219,1
1161,1218_1218,1
1162,1218,3
1163,1217,2
1164,1216_1223,1
1165,1215,1
1166,1214,5
1167,1213_1212,1
1168,1213_1161,1
1169,1213,4
1170,1209_278,1
1171,1209_1203,3
1172,1209,3
1173,1208_1208_1202_1197_1208_1208_1202_1202_1202_1198,1
1174,1208_1208_1199_1202_1199,1
1175,1208_1197,1
1176,1208,1
1177,1207_1201,3
1178,1207,3
1179,1205_1225,2
1180,1205,2
1181,1204_1155_1278_1278_1140_1278_1240_1238_21_21_1189_21_1140_1149_1144_1238_1189_1189_1150_1240_1334_1322_1189_1210_1228_1228_1235_1180_1180_1180_1192_876_877_1237_1234_1235_1232_1232_1234_1207_1154_1154_1207_1154_1293_1293_1153_1153_1235_1235_1293_1293_1154_1176_1176_1149_1204_1205_1334_1210_1204_1195_1209_1237_1237_1149_1181_1149_1237_1237_1181_1180_1140_1278_1140_1278_1156_1278_1140_1140_1156_1140_1140_1278_1140_1278_1140_1140_1155_1140_1278_1140_1278_1278_1156_1140_1150_1150_1152_1149_1240_1238_1150_1150_1152_1238_1238_1204_1204_1204_1204_1204_278_1209_1197_278_1209_1235_1235_1235_1235_1232_1235_1293_1293_1200_1200_1200_1207_1200_1200_1200_1201_1201_1154_1207_1207_1293_1207_1200_1200_1201_1200_1207_1200_1207_1200_1207_1200_1293_1293_1293_1293_1207_1207_1153_1154_876_876_1209_1204_1205_1204_1204_1204_1204_20_1228_876_1189_1240_1142_1240_1240_1142_1361_1180_1235_1237_1211_876_876_1209_1204_1218_1322_1137_1322_1334_1333_1334_1225_1205_1205_21_21_1225_1205_21_22_1205_1180_1181_1180_1148_1149_1149_1181_1152_1238_1152_1152_1238_1238_1148_1181_1149_1150_1228_1211_1235_1235_1235_1234_1235_1234_1237_1211_1211_1211_1334_1228_1229_1229_1228_1237_1234_1234_1237_1234_1234_1234_1232_1237_1205_881_1230_1231_1230_1229_1228_1229_1228_1210_1211_1180_1180_1181_1240_1323_1188_1188_1218_1361_1148_1180_1237_1176_1176_1176_1180_1180_1210_1210_1193_880_880_876_876_1211_1228_1209_1211_1211_1333_1333_1333_1334_1228_1229_1228_1230_1229_1229_1230_1230_1229_1228_1137_1322_1322_1184_1181_1237_1237_1237_1234_1234_1235_1235_1235_1234_1293_1153_1154_1234_1235_1234_1237_1181_1180_1181_1150_1149_1181_1211_1211_1237_1237_1234_1232_1234_1225_1205_1204_1228_1336_1334_1334_1140_1238_1151_1238_1240_1142_1140_1240_1238_1152_1151_1240_1150_1141_1184_21_21_21_21_21_21_1206_21_21_1206_1333_1334_1333_1333_1333_1334_1322_21_1181_1181_1238_1145_1240_1142_1228_1204,1
1182,1202_1208_1202_1198_1197,1
1183,1202_1199,2
1184,1201,1
1185,120,1
1186,1199_1202,1
1187,1199_1199_1202,1
1188,1199,1
1189,1198_1202_1208_1208_1208_1199_1202_1208_1198_1197_278,1
1190,1198_1197,3
1191,1198,1
1192,1197_278,2
1193,1197_1199_1202_1202_1198,1
1194,1197_1197_1197_278,1
1195,1188_1189,1
1196,1188,3
1197,1185,2
1198,1173,6
1199,1168,1
1200,1162,4
1201,1161_1162,1
1202,1161,3
1203,116,2
1204,1157_1157,1
1205,1157_1156,4
1206,1157,2
1207,1156,3
1208,1153,1
1209,1150,1
1210,1148,1
1211,1147_1146_1147_1146,1
1212,1147,1
1213,1146_1147,1
1214,1146,1
1215,113_113_112,1
1216,1134_1220,1
1217,1134,6
1218,1133_1223_1133_884,1
1219,1133,1
1220,1132_1132_1131,1
1221,1132_1131,3
1222,1132,4
1223,1131,1
1224,1130_1130_1129,1
1225,1130_1129_1130,1
1226,1130_1129,4
1227,1129_1130_1129,1
1228,1129_1130,2
1229,1128_1128_1121,1
1230,1128_1127,4
1231,1128,3
1232,1127_1128_1121,1
1233,1127_1128,1
1234,1126_1097,3
1235,1126,7
1236,1125_1124,3
1237,1125_1113_1125_1124,1
1238,1125_1113,1
1239,1125,2
1240,1124_1125,1
1241,1124_1124_1125,1
1242,1123_1122,2
1243,1123,1
1244,1122_1128_1121,1
1245,1122_1121,1
1246,1122,1
1247,1121_1078,1
1248,1121_1076_1098_1121_1100_1099,1
1249,1121,3
1250,1120_1097_1098_1101_1100_1100_1099,1
1251,1120,4
1252,112,1
1253,1119,1
1254,1118_1114,2
1255,1118,5
1256,1117,2
1257,1115_1105_1104,1
1258,1115_1104,1
1259,1115,3
1260,1114,2
1261,1113_1112,1
1262,1113,3
1263,1112,1
1264,1110_1096_1110_1110_1096_1102_1103_1103_1110_1103_1090_1096_1090_1110_1096_1110_1081_1081_1110_1110_1110_1096_1096_1095_1081_1072_1072_1094_1110_1073_1081_1096_1109_1090_1109_1109_1089_1090_1110_1061_1081_1081_1062_1061_1062_1081_1109_1090,1
1265,1109_1109_1109_1262_1337,1
1266,1109_1090,1
1267,1109,2
1268,1108,2
1269,1106_1106_1083,2
1270,1106_1106_1082_1106_1106_1083,1
1271,1106_1100,1
1272,1106_1083,5
1273,1106,2
1274,1105,3
1275,1104,1
1276,1103_1102,4
1277,1103,1
1278,1102_1106_1101,1
1279,1102_1101,1
1280,1102,1
1281,1101_1100,1
1282,1101,2
1283,1100,1
1284,110,2
1285,1099_1097_1099_1076_1120_1120_1120_1076_1099_1081_1081_1062_1081_1062_1061_1061_1066_1062_1061_1076_1060_1060_1076_1060_1120_1120_1099_1099_1121_1121_1100_1099_1098_1099_1060_1060_1076_1076_1097,1
1286,1099_1097,1
1287,1099_1076_1099_1076_1100_1099_1098,1
1288,1099,1
1289,1097_1126,1
1290,1097_1097_1126,1
1291,1097,3
1292,1096,2
1293,1094_1094_1094_1094_1093,1
1294,1094_1094_1072_1073_1094_1093,1
1295,1094_1093,2
1296,1094_1092_1094_1093,1
1297,1094_1088,2
1298,1094_1087_1088,1
1299,1094_1073_1094,1
1300,1094_1073_1093,1
1301,1094_1073,1
1302,1094,1
1303,1093_1092,1
1304,1093,1
1305,1092_1094_1093,1
1306,1092_1086,2
1307,1092,1
1308,1091_1092,1
1309,1090_1090_1090_1089,1
1310,1090_1090_1089,2
1311,1090,2
1312,108_108_234_234_234_234_234_234_234_235_234_107_107_106_234_234_183_240_106_239_183_240_239_239_108_108_107_107_106_108_234_108,1
1313,1089_1088_1087,1
1314,1089_1088,1
1315,1089,3
1316,1088_1088_1088_1087_1088,1
1317,1088_1087,1
1318,1088,2
1319,1087_1088,1
1320,1087,1
1321,1086_1085,1
1322,1086,1
1323,1085,1
1324,1082_1106_1082_1082_1082_1106_1100_1103_1102_1102_1101_1101_1101_1106_1083_769,1
1325,1082_1082_1082_1066_1061,1
1326,1082_1066_1061,2
1327,1082,4
1328,1081_1081_1062,1
1329,1081_1062,2
1330,1081,1
1331,1079_1079_1078_1077,1
1332,1079_1078,3
1333,1079,4
1334,1078_1077,4
1335,1078,3
1336,1077_1078,1
1337,1076_1060_1076,1
1338,1076_1060,1
1339,1076,3
1340,1074_1115_1118_1114_1114_1074_797_797_212_797_797_212_797_797_797_212_1074_1067_797_1114_1074_1114_1074_1114_1118_1114_1074_1074_1114_1114_1074_1074_1074_1074_212_212_798_212_212_798_797_797_797_213_797_797_797_212_797_212_797_212_797_212_797_212_797_1074_1118_1118_1114_1118_1114_1074_1074_1074_1067_1068,1
1341,1073_1072,1
1342,1072_1072_1073,1
1343,1072,5
1344,1070,4
1345,1066_1082,1
1346,1066_1062_1066_1081_1062_1062_1066_1082_1066_1061,1
1347,1066,2
1348,1065_1061_1066,1
1349,1065,3
1350,1064,4
1351,1063_1080_1080_1080_1080_1080_1059_1059_1058_1080_1063_1080_1105_1063_1080_1080_1063_1080_1080_1345_1345_1344_1344_1105_1105_1080_1080_1080_1105_1080_1080_1058_1080_1080_1080_1080_1059_1059_1059_1058_1059_1059_1059_1080_1105_1080_1080_1079_1080_1080_1063_1080_1105_1079_1079_1070_1105_1063_1063_1059,1
1352,1063_1064,6
1353,1063_1063_1064,1
1354,1063,2
1355,1062_1062_1061_1066,1
1356,1062_1061,1
1357,1060_1076_1099_1098,1
1358,1060,4
1359,1059_1059_1059,1
1360,1059_1059_1058,1
1361,1059,1
1362,1056,1
1363,1055_292,1
1364,1055_1055_294_294_293_293_292,1
1365,1055_1031,1
1366,1055_1030_1030_1030_1001_1031,1
1367,1055_1001_293_292_292_1031_292_1031_292_1055_1055_1031,1
1368,1055_1001_1055_1031,1
1369,1055,3
1370,1054,4
1371,1053_1053_1052,1
1372,1053_1053_1029_1052_1053_1052,1
1373,1053_1052,1
1374,1053,1
1375,1052_1052_1053,1
1376,1052,1
1377,1049_1030_639_295_1049_1030_1032,1
1378,1048_1048_1048_293_1000,1
1379,1048_1048_1048_1000,1
1380,1048_1048_1000,2
1381,1048_1000,3
1382,1048,2
1383,1047_1044,3
1384,1047,3
1385,1045_997,5
1386,1045_1045_997,3
1387,1045,1
1388,1044_1041_1038_1037,1
1389,1044_1041,2
1390,1044,1
1391,1043_1044_1041_1041_1040,1
1392,1043_1037,1
1393,1043,1
1394,1042,2
1395,1041,3
1396,1040_1041_1040_1039,1
1397,1040_1040_1039,1
1398,1040_1039,1
1399,1040,1
1400,103_7_5_5_5_5_188_5_5_5_5_5_5_109_5_5_5_5_5_5_5_5_5_109_109_188_5_5_103_103_103_103_5_103_103_5_188_5_103_103_7_103,1
1401,1038,1
1402,1037,4
1403,1036,2
1404,1034,3
1405,1033_1014_639_1033_1014,1
1406,1033_1014_1013,1
1407,1033_1014,1
1408,1033,1
1409,1032,1
1410,1031,4
1411,1030_1030_1031_1030_1030_1001,1
1412,1030_1030_1030_1049_1032_1030_1049_295,1
1413,1030_1001,4
1414,102_102,1
1415,102_101,1
1416,1029_1052_1052_1029_1053_1029_1052_1053_1052_1052,1
1417,1029,4
1418,1028_998,2
1419,1028_1029,1
1420,1028,2
1421,1026_992_1024_992_1024_1024_1026_1024,1
1422,1024_1024_991_1024_1024_991_1024_991_1024_1024_992,1
1423,1024_1024_991_1024_1024_1024,1
1424,1024_1024_1024_1024_991_991_1024_1024_1024_992,1
1425,1023,7
1426,102,5
1427,101_101_122,1
1428,1019,1
1429,1018,3
1430,1015,5
1431,1014_1033_1033_1014_1014_1033_1033_639_1033_1014_1013_1014_1013,1
1432,1014_1014_1033,1
1433,1014_1013,1
1434,1014,3
1435,1013,3
1436,1012_296_296_296_1010_1010_1010_1010_296_296_1012_296_1010_1035_1004_1035_1018_1018_1021_1035_296_1054_1050_1056_1019_1021_1021_1019_1021_1019_1036_1035_1035_1012_296_1012_1014_1013_1014_1013_296_296_298_1054_1051_1054_301_300_1054_1051_301_300_1054_301_1035_1005_1005_1035_1036_297_296_1035_1004_296_1010_1010_1010_296_1010_1010_1010_1010_1010_296_296_1012_1010_1010_296_296_1010_296_1018_1019_1019_1021_1020_1019_1050_1019_1050_1019_1021_1018_1056_1056_1056_1019_1021_1021_1056_297_1035_1005_1005_1035_1036_298_297_296_297_297_1018_1018_1018_1018_1019_1019_1021_1021_1056_300_1051_300_1054_301_303_303_302_302_1018_298_296_1035_1035_1050_1019_1050_1036_1035_1003_1034_1006_1006_1009_1285_1017_1017_1016_1003_1009_1009_1017_1016_1016_1016_1002_1003_1003_1016_1017_1016_1003_1008_1003_1003_1016_1285_1017_1006_1003_1006_1006_1003_1006_1006_1006_1006_1002_1034_1034_1034_1034_1006_1034_1006_1034_1034_1006_1034_1017_1017_1017_1284_1017_1003_1008_1016_1017_1017_1003_1017_1016_1003_1017_1017_1003_1003_1034_1006_1006_1006_1034_297_1035_1035_297_298_301_301_301_299_1056_1018_1019_1019_1021_1056_1019_1021_1056_1021_1019_301_1051_1054_1018_1005_1005_1021_1019_1021_1056_1018_1018_1056_1056_1019_1021_1021_1019_1021_1005_1005_1036_1036_296_1011_296,1
1437,1011_1010,1
1438,1011,1
1439,100_83,1
1440,1005,3
1441,1003_1002,1
1442,1003,1
1443,1002_1002_1003,1
1444,1002,3
1445,1001,2
1446,1000_1000_1000_1048,1
1447,1,1
1448,0_0_16_16_16_16_16_16_16_16_16_16_16_16_16_0_1,1
1449,,590
