,S,N
0,1392,1
1,1387,2
2,1386,2
3,1385,1
4,1384,1
5,1381,1
6,1378,3
7,1377,6
8,1376,4
9,1372,4
10,1371,4
11,1370,3
12,1368,2
13,1367,2
14,1366,3
15,1365,4
16,1364,6
17,1363,3
18,1362,3
19,1360,1
20,1359,6
21,1356,3
22,1355,5
23,1354,1
24,1353,3
25,1352,3
26,1351,8
27,1350,4
28,1349,1
29,1348,1
30,1347,5
31,1344,2
32,1339,2
33,1338,1
34,1337,2
35,1336,2
36,1334,4
37,1333,1
38,1332,2
39,1331,3
40,1330,6
41,1329,2
42,1328,2
43,1327,7
44,1322,2
45,1320,5
46,1319,3
47,1318,1
48,1317,4
49,1316,1
50,1315,1
51,1313,6
52,1312,2
53,1311,6
54,1310,5
55,1309,4
56,1308,3
57,1307,4
58,1305,1
59,1302,3
60,1301,2
61,1300,3
62,1299,5
63,1298,1
64,1297,2
65,1293,5
66,1291,2
67,1290,4
68,1289,3
69,1288,2
70,1284,3
71,1281,2
72,1280,4
73,1279,3
74,1278,4
75,1277,3
76,1275,2
77,1274,3
78,1268,1
79,1267,3
80,1266,2
81,1264,4
82,1263,1
83,1262,1
84,1261,2
85,1260,1
86,1257,5
87,1256,1
88,1254,4
89,1253,5
90,1252,3
91,1251,2
92,1250,4
93,1249,1
94,1248,3
95,1247,1
96,1245,1
97,1243,8
98,1242,4
99,1241,1
100,1240,5
101,1238,2
102,1237,5
103,1236,1
104,1234,3
105,1233,1
106,1232,5
107,1231,3
108,1230,3
109,1229,6
110,1228,4
111,1225,4
112,1224,5
113,1223,1
114,1222,2
115,1220,3
116,1218,3
117,1217,1
118,1216,5
119,1215,6
120,1214,1
121,1213,4
122,1212,4
123,1211,2
124,1210,2
125,1208,2
126,1207,6
127,1206,4
128,1205,4
129,1203,1
130,1202,2
131,1201,1
132,1200,3
133,1199,1
134,1198,5
135,1197,4
136,1196,1
137,1194,3
138,1192,2
139,1189,2
140,1188,1
141,1187,5
142,1186,3
143,1185,5
144,1184,5
145,1182,2
146,1181,1
147,1176,1
148,1175,1
149,1173,3
150,1172,2
151,1171,4
152,1170,5
153,1169,4
154,1168,2
155,1167,2
156,1166,1
157,1164,8
158,1163,2
159,1162,3
160,1161,3
161,1160,1
162,1159,5
163,1158,5
164,1157,2
165,1156,5
166,1155,4
167,1154,4
168,1153,5
169,1152,3
170,1151,2
171,1150,3
172,1149,2
173,1148,1
174,1146,2
175,1143,4
176,1141,3
177,1139,4
178,1138,3
179,1135,2
180,1134,1
181,1133,2
182,1132,3
183,1131,2
184,1129,4
185,1128,2
186,1127,2
187,1126,4
188,1124,4
189,1121,3
190,1120,3
191,1119,3
192,1118,3
193,1116,2
194,1115,2
195,1114,6
196,1113,1
197,1110,1
198,1109,2
199,1108,1
200,1105,4
201,1103,2
202,1102,6
203,1101,6
204,1099,5
205,1098,4
206,1097,6
207,1096,2
208,1095,1
209,1094,2
210,1093,6
211,1092,1
212,1090,5
213,1089,4
214,1088,1
215,1087,7
216,1086,1
217,1085,1
218,1084,1
219,1083,5
220,1082,2
221,1081,6
222,1080,1
223,1079,4
224,1078,3
225,1077,2
226,1076,4
227,1075,5
228,1074,2
229,1073,6
230,1072,4
231,1070,4
232,1068,5
233,1067,1
234,1066,4
235,1065,2
236,1064,8
237,1063,6
238,1062,1
239,1061,7
240,1060,6
241,1059,1
242,1058,7
243,1057,6
244,1056,3
245,1055,3
246,1054,3
247,1053,6
248,1052,6
249,1051,4
250,1050,4
251,1049,5
252,1048,3
253,1047,1
254,1044,2
255,1043,1
256,1041,4
257,1040,1
258,1039,5
259,1038,1
260,1037,3
261,1036,2
262,1035,2
263,1034,1
264,1032,4
265,1031,4
266,1029,3
267,1028,1
268,1027,4
269,1026,2
270,1025,2
271,1024,6
272,1023,1
273,1022,2
274,1021,3
275,1020,2
276,1019,6
277,1018,5
278,1017,3
279,1016,5
280,1015,2
281,1014,5
282,1013,4
283,1012,4
284,1011,5
285,1010,5
286,1008,1
287,1007,2
288,1006,5
289,1005,3
290,1004,2
291,1003,6
292,1002,6
293,1001,3
294,1000,3
295,998,1
296,997,1
297,996,5
298,995,2
299,994,1
300,993,2
301,992,2
302,991,2
