,S,N
303,988,7
304,987,1
305,985,5
306,984,8
307,983,5
308,982,2
309,981,4
310,980,3
311,979,3
312,978,3
313,977,1
314,976,1
315,975,5
316,974,3
317,973,1
318,972,3
319,971,2
320,969,2
321,968,2
322,967,5
323,966,3
324,964,4
325,963,1
326,962,3
327,961,4
328,959,1
329,958,3
330,957,8
331,956,6
332,955,1
333,954,3
334,953,1
335,952,5
336,951,4
337,950,5
338,949,7
339,948,2
340,947,7
341,946,7
342,945,7
343,943,2
344,942,3
345,941,2
346,940,1
347,939,6
348,938,2
349,937,4
350,936,2
351,935,2
352,933,2
353,932,2
354,931,2
355,930,4
356,928,3
357,927,1
358,926,4
359,925,2
360,924,1
361,923,3
362,920,5
363,919,1
364,918,5
365,916,1
366,914,1
367,913,4
368,911,4
369,910,1
370,909,6
371,908,5
372,907,7
373,906,1
374,905,1
375,904,2
376,903,8
377,902,3
378,900,3
379,899,4
380,898,2
381,897,2
382,895,3
383,894,1
384,893,2
385,891,2
386,887,2
387,886,4
388,885,4
389,884,2
390,883,7
391,882,1
392,881,4
393,880,1
394,879,1
395,876,5
396,874,3
397,873,1
398,871,5
399,869,1
400,866,5
401,863,1
402,861,4
403,860,4
404,858,1
405,857,6
406,856,3
407,855,1
408,854,3
409,853,4
410,852,7
411,851,1
412,850,3
413,849,1
414,848,4
415,847,4
416,846,2
417,845,6
418,844,4
419,843,3
420,842,2
421,841,2
422,840,2
423,839,3
424,837,1
425,835,6
426,834,1
427,833,8
428,832,4
429,831,4
430,827,1
431,825,1
432,824,5
433,823,2
434,822,1
435,821,3
436,820,1
437,818,2
438,817,4
439,816,5
440,815,6
441,814,3
442,813,2
443,812,3
444,811,6
445,810,4
446,809,5
447,808,5
448,807,2
449,806,3
450,805,1
451,804,3
452,803,2
453,802,7
454,801,8
455,800,1
456,799,3
457,798,2
458,797,2
459,796,6
460,795,2
461,794,3
462,793,2
463,790,2
464,789,4
465,787,7
466,785,2
467,784,4
468,783,4
469,781,1
470,780,1
471,779,2
472,778,7
473,777,2
474,776,2
475,775,5
476,774,6
477,773,5
478,772,4
479,771,1
480,768,1
481,767,2
482,764,4
483,763,4
484,761,1
485,759,2
486,758,1
487,757,2
488,756,2
489,755,5
490,754,2
491,753,1
492,752,2
493,751,3
494,750,1
495,749,4
496,748,1
497,747,1
498,746,4
499,744,4
500,743,3
501,742,2
502,741,1
503,740,3
504,739,1
505,738,2
506,737,2
507,736,2
508,735,3
509,734,5
510,733,4
511,732,4
512,731,1
513,730,5
514,729,6
515,728,2
516,727,6
517,726,1
518,725,1
519,724,4
520,722,2
521,721,2
522,720,1
523,719,6
524,718,7
525,717,3
526,716,3
527,712,1
528,711,1
529,710,2
530,708,8
531,707,1
532,706,1
533,705,2
534,704,7
535,703,2
536,702,3
537,701,6
538,700,7
539,699,2
540,698,2
541,696,1
542,695,8
543,694,6
544,693,1
545,692,3
546,691,6
547,690,4
548,689,5
549,688,5
550,685,6
551,684,4
552,683,2
553,681,2
554,680,2
555,679,3
556,678,2
557,677,4
558,676,3
559,675,3
560,674,8
561,672,4
562,671,7
563,670,6
564,669,5
565,668,5
566,667,2
567,665,5
568,664,4
569,663,4
570,662,4
571,660,3
572,659,3
573,658,2
574,657,5
575,656,2
576,655,3
577,654,5
578,653,3
579,651,2
580,650,2
581,649,2
582,648,5
583,647,4
584,646,5
585,645,7
586,644,7
587,643,6
588,642,4
589,641,1
590,640,4
591,639,2
592,638,2
593,637,4
594,636,5
595,635,1
596,634,1
597,632,4
598,631,1
599,630,1
600,629,1
601,628,3
602,627,2
603,626,1
604,625,4
605,624,2
606,623,6
607,621,5
608,620,1
609,619,3
610,618,2
611,617,3
612,616,2
613,615,3
614,611,6
615,610,1
616,609,1
617,608,3
618,606,4
619,603,4
620,602,2
621,601,1
622,600,1
623,596,2
624,595,1
625,594,1
626,593,9
627,592,8
628,590,2
629,589,4
630,588,5
631,586,2
632,585,1
633,584,3
634,583,5
635,582,1
636,581,1
637,580,2
638,579,3
639,577,1
640,576,4
641,574,2
642,573,1
643,572,4
644,570,1
645,569,2
646,565,3
647,564,1
648,563,2
649,562,4
650,560,3
651,559,1
652,558,2
653,557,5
654,556,4
655,555,2
656,554,5
657,553,1
658,552,10
659,551,4
660,550,3
661,549,2
662,548,1
663,547,4
664,546,2
665,544,3
666,542,1
667,541,2
668,540,8
669,539,6
670,538,5
671,537,1
672,536,2
673,535,4
674,534,2
675,533,2
676,532,2
677,531,2
678,530,2
679,529,4
680,528,3
681,527,3
682,526,4
683,525,5
684,524,1
685,523,4
686,522,4
687,519,2
688,517,4
689,516,3
690,515,2
691,514,4
692,513,1
693,512,4
694,511,7
695,510,6
696,508,8
697,506,1
698,505,1
699,504,4
700,503,6
701,502,5
702,501,4
703,500,1
704,498,1
705,497,2
706,496,9
707,495,6
708,494,3
709,493,3
710,492,5
711,491,3
712,489,1
713,488,5
714,487,8
715,485,5
716,484,5
717,483,3
718,481,3
719,480,2
720,479,3
721,477,2
722,476,3
723,475,6
724,474,3
725,473,5
726,472,4
727,471,4
728,469,4
729,468,2
730,467,5
731,466,3
732,465,2
733,464,3
734,463,1
735,462,4
736,461,1
737,460,2
738,459,3
739,456,3
740,454,1
741,452,4
742,451,2
743,450,1
744,449,3
745,448,1
746,447,3
747,446,2
748,445,3
749,444,4
750,443,1
751,442,6
752,440,4
753,438,2
754,437,3
755,435,1
756,434,1
757,433,1
758,431,2
759,430,3
760,429,2
761,428,2
762,427,2
763,422,1
764,420,3
765,419,1
766,418,2
767,416,5
768,415,3
769,414,1
770,413,2
771,412,3
772,411,6
773,410,2
774,409,1
775,408,1
776,407,1
777,406,2
778,405,1
779,404,5
780,403,4
781,402,2
782,401,5
783,399,2
784,398,4
785,396,4
786,394,6
787,393,1
788,392,1
789,390,2
790,389,1
791,384,5
792,383,2
793,382,1
794,381,5
795,379,1
796,377,1
797,376,3
798,374,6
799,373,3
800,372,3
801,371,5
802,370,1
803,369,4
804,368,7
805,367,6
806,366,3
807,365,1
808,364,4
809,363,6
810,362,2
811,360,7
812,359,1
813,358,1
814,356,1
815,355,2
816,354,1
817,353,6
818,352,1
819,351,4
820,350,1
821,348,3
822,347,7
823,346,3
824,345,4
825,343,2
826,342,2
827,341,4
828,339,1
829,338,1
830,337,1
831,335,4
832,333,2
833,332,1
834,330,2
835,327,1
836,324,2
837,323,1
838,322,2
839,321,5
840,320,4
841,319,1
842,316,2
843,312,2
844,311,1
845,310,3
846,308,1
847,306,1
848,305,4
849,302,6
850,301,4
851,300,1
852,299,3
853,298,2
854,297,5
855,295,7
856,294,4
857,293,1
858,292,3
859,290,1
860,289,1
861,288,3
862,286,5
863,283,3
864,282,1
865,281,7
866,279,1
867,278,7
868,277,4
869,276,3
870,275,1
871,274,1
872,273,2
873,272,6
874,270,1
875,267,4
876,266,3
877,265,9
878,264,2
879,262,2
880,261,2
881,259,1
882,257,2
883,254,3
884,253,4
885,252,1
886,251,3
887,250,2
888,249,1
889,248,1
890,247,1
891,246,3
892,242,1
893,241,5
894,240,3
895,239,2
896,238,2
897,237,2
898,236,2
899,235,2
900,234,4
901,229,4
902,228,4
903,226,1
904,224,3
905,223,2
906,222,6
907,221,2
908,218,4
909,217,3
910,216,1
911,215,4
912,211,1
913,209,1
914,208,2
915,207,4
916,206,1
917,205,4
918,204,1
919,202,3
920,201,4
921,200,1
922,198,1
923,197,4
924,196,2
925,193,1
926,191,5
927,190,1
928,189,1
929,186,1
930,185,3
931,184,1
932,183,2
933,181,5
934,180,1
935,177,1
936,176,1
937,175,1
938,173,3
939,172,2
940,169,4
941,165,3
942,164,6
943,162,1
944,161,4
945,160,1
946,159,6
947,158,4
948,157,4
949,155,4
950,154,3
951,153,3
952,151,3
953,150,8
954,149,4
955,148,4
956,146,5
957,144,7
958,142,1
959,141,3
960,140,2
961,139,4
962,138,1
963,135,6
964,132,7
965,131,7
966,130,4
967,129,2
968,125,2
969,123,7
970,122,4
971,117,1
972,116,6
973,114,1
974,111,1
975,110,1
976,108,5
977,107,2
978,105,2
979,104,3
980,102,2
981,100,1
982,97,1
983,95,1
984,94,1
985,93,1
986,92,2
987,91,3
988,90,4
989,89,1
990,88,1
991,86,1
992,85,2
993,84,2
994,83,5
995,76,3
996,74,1
997,73,2
998,70,4
999,69,2
1000,68,6
1001,67,4
1002,66,4
1003,65,1
1004,63,1
1005,60,2
1006,58,1
1007,56,2
1008,55,3
1009,54,5
1010,51,5
1011,50,4
1012,49,1
1013,47,1
1014,45,1
1015,44,1
1016,41,2
1017,40,1
1018,39,2
1019,38,1
1020,37,1
1021,36,1
1022,35,1
1023,34,1
1024,33,1
1025,31,1
1026,28,3
1027,27,3
1028,26,1
1029,25,4
1030,24,3
1031,23,1
1032,21,3
1033,20,2
1034,19,1
1035,17,7
1036,16,2
1037,15,2
1038,14,1
1039,13,3
1040,11,8
1041,9,6
1042,6,1
1043,2,1
1044,1,5
1045,0,1
