,E,N
292,804_1267_1267_1267_1267_1267_802_804_804_926_926_926_803_926_804_803,1
293,803_802_926_803_805_803_1267_803_804,1
294,802,3
295,799_174,1
296,799,3
297,796_796_773_796,1
298,796_796_773,1
299,796_793,1
300,796_773,1
301,796_772,1
302,796,1
303,795_794,1
304,795,2
305,794,4
306,793,3
307,792_841,1
308,791_851_849_851_851_790_791_772_851_791_772_772_791_791_851_794_851_849_790_790_849_796_796_796_773_773_850_848_849_850_849_849_849_851_849_794_851_935_789_789_847_790_791_851_794_772_851_848_849_791_851_847_790_849_916_1263_1263_1263_964_964_844_844_1263_844_964_964_843_844_843_1263_845_1263_844_964_964_844_916_916_795_1264_795_795_795_1264_964_964_844_1263_1264_1264_795_916_794_794,1
309,79,1
310,78_79_78_12_1282_12,1
311,78_79_78_1282_12_72_12_95_95_123,1
312,78_1282_78_78_79_78_78_79_79_79_78_11_95_95_72_143_143_12_143_12_143_78_1282,1
313,789_789_789_790_790_789_789_789_934_934_789_934_934_934_789_934_935_936_789,1
314,789,2
315,787_787_832,1
316,784_903,2
317,784_784_783,1
318,784_783,1
319,783_824,1
320,783_784_783_824,1
321,783,3
322,781_780_781_781_781_781_781_781_781_782_781_782_781_782_782_782_781_782_780_781_873_782,1
323,781_780,1
324,78,1
325,779_779_778,1
326,779_779_214_779_214_779_806_214_779_779_779_779_779_778,1
327,779_778,1
328,779_214_779_214_779_806,1
329,777_776,3
330,775_774,2
331,775_224_225,1
332,775,2
333,774_775,1
334,773_796,1
335,773_772,1
336,772,2
337,77,1
338,768_767,3
339,768_766_767,1
340,767,1
341,766,2
342,765_765_765_765_766,1
343,764_763,1
344,764,2
345,763_763_764,1
346,763,2
347,760_918_1356_918_918_918_917_918_1355_1355_918_1356_918_917_918_917_1355_1356_1356_1356_762_945_762_945_941_762_762_762_763_762_970_968_969_969_970_968_969_969_969_917_917_941_761_918_941_941_945_761_945_918_759_1380_1380_918,1
348,757_703,1
349,757,3
350,755,2
351,754_752_753_753_753_753_753_753_754_753,1
352,754,3
353,753_754,1
354,753_753_472_473,1
355,753_473,1
356,753_472_753_753_473,1
357,753_472_472_472_472_472_473,1
358,753,1
359,752_752_472_752_752_671,1
360,752_472_752_673_672_672_752_752_671,1
361,752,1
362,750_530_530_369_369_608_369_608_608_757_1357_538_685_685_1358_751_369_369_1362_1358_1362_700_541_700_734_540_734_1358_733_539_733_608_608_531_531_531_531_369_1362_486_485_369_539_539_733_539_539_541_700_700_541_541_541_734_608_608_608_369_644_645_646_645_646_643_644_687_687_644_646_646_645_645_608_369_608_608_369_369_369_608_733_733_757_1362_701_1362_685_369_685_734_529_370_532_487_637_527_527_528_528_487_757_535_535_534_662_533_533_528_527_527_528_371_637_637_527_527_371_371_513_372_372_729_513_372_513_512_372_372_372_372_374_373_513_729_729_513_513_730_513_730_513_373_373_372_372_372_372_372_372_512_372_372_372_374_729_729_513_513_730_730_513_373_372_372_527_370_637_637_370_526_531_531_371_531_371_637_637_528_528_527_371_371_371_371_526_531_370_370_527_637_528_528_487_535_535_757_757_528_528_528_662_370_532_370_616_616_532_533_534_534_534_528_527_528_488_488_534_487_529_529_535_532_528_532_369_1362_1363_1362_1362_757_1357_701_1357_661_662_533_703_757_701_1358_1358_484_485_485_530_530_530_608_369_606_538_369_685_556_539_483_484_483_484_539_733_733_701_1362_701_701_1358_541_540_540_700_700_700_485_485_608_750,1
363,750,1
364,74_73,1
365,749_748,1
366,749,1
367,748_749,1
368,747_446_447,1
369,746_349_649,1
370,746,1
371,745_745_620,1
372,744,6
373,743_560,1
374,743_559_560,1
375,743,2
376,742_606,1
377,742,6
378,741_740,2
379,740_547_546,1
380,740,3
381,73_73_74,1
382,73_73,1
383,739_483,1
384,738_738_665,1
385,738_737_348,1
386,738_665_502,1
387,738_665,2
388,738,2
389,737_737_348,1
390,737_348,1
391,737,2
392,736_735_618_736_735_735_617,1
393,736_620_619_735_735_736_618,1
394,735_617_618_618_736_620_619,1
395,735_617,1
396,735,1
397,734,1
398,733_700_540_540_734_700,1
399,733,1
400,732,4
401,731,1
402,730,2
403,72_14_71_14_72_72_72_14_72_14_72_14_143_72_14_14_143_74_73_113_73_74_73_73_72_14_14_72_14_72_14_72_14_72_14_12_143_95_95_12_143_72_14_14_72_14_144_73_72_13,1
404,72_144_72_72_72_72_72,1
405,729_513,1
406,729,4
407,728_728_640_640_1257_728_641_640_641_704_641_640_728_728_728_728_728_1257_728_728,1
408,728_728_1257,1
409,727_495_494,1
410,727_494,2
411,727,8
412,726_494_493,1
413,725,1
414,724_723,3
415,724,1
416,723_724_621,1
417,723_710,1
418,723,3
419,722_722_685,1
420,722_685,1
421,722,2
422,721_720,1
423,721,4
424,720,1
425,71_111_77,1
426,719_718,1
427,719,2
428,718_719,1
429,718,3
430,717_719_718,1
431,717_1308_717_1308_675_719_719_718_718_717_717_675_674,1
432,717_1308_1308_674,1
433,717,2
434,716_643,1
435,716,2
436,715,1
437,713,1
438,712,2
439,711_711_572,1
440,711_585,1
441,711,4
442,710_709,1
443,710,4
444,709_708_680_681,1
445,709,2
446,708,3
447,707_707_706,1
448,707,5
449,706_707,2
450,706_706_706_681,1
451,706_706_680_723_710_710_709_709_681_681_680_706_707_706_680_629_630,1
452,706_680,2
453,706,1
454,705_704,1
455,705,3
456,704_641_611,1
457,704_641,2
458,704,3
459,703_702,3
460,703_535,1
461,703,1
462,702_703,1
463,702_701,1
464,702,3
465,701,2
466,700,1
467,70,1
468,699_700_541,1
469,698_485,1
470,698,2
471,697_697_696,1
472,697_697_695_697_697_696,1
473,697_696,3
474,696,3
475,695,4
476,694_693,1
477,693,2
478,692_691,1
479,692,2
480,691,3
481,690_445,2
482,690,3
483,689_689_688,1
484,689_689,1
485,689_688,2
486,689_445_688_688_689,1
487,689,5
488,687_644,1
489,685_538,1
490,685,1
491,684_655_655_603,1
492,684_602_684_655_632,1
493,684_602_602_602_684_601,1
494,684_602,2
495,684,2
496,683_683_590,1
497,683_590,1
498,683,3
499,681_681_708,1
500,681,3
501,680_630,2
502,68,5
503,678_677,1
504,678,2
505,677_462_461,1
506,677_462,1
507,677,1
508,676_675,4
509,676,6
510,675_674,2
511,675_1308_717_674,1
512,673_672,3
513,673,4
514,672,2
515,671_472,1
516,671,4
517,670,5
518,669_668,1
519,669,4
520,668_667,1
521,668,2
522,667,2
523,666_667,1
524,665_625,1
525,664_576,2
526,664_558,1
527,664,2
528,662_661,4
529,662,4
530,660_660_658_659,1
531,660_659,1
532,660,4
533,66,1
534,65_65_65_65_66,1
535,657,3
536,656_657_656_656_656_656_656_656_656_474,1
537,656_656_656_656_656_656_656,1
538,656_656_656_656_474,1
539,656_656_656_474,1
540,655_749_749_604_604_604_604_604_604_604_604_749_749_604_604_749_604_604_655_604_655_655_604_604_604_749_604_604_604_604_604_604_604_468_467_467_467_467_653_655_632_655_655,1
541,655_632,1
542,655,2
543,653,1
544,652_651,3
545,652,2
546,651,1
547,648,1
548,647_347_584,1
549,647,2
550,645_645_645_645,1
551,645_644_715_643,1
552,645,3
553,644_716_643,1
554,644_643,1
555,644,3
556,643,2
557,642_611,1
558,641_642_611,1
559,641_641_642_611,1
560,641_641_611,1
561,641_611,2
562,641,1
563,639_639_1014,1
564,639,1
565,638,1
566,637_637_526_527,1
567,637,2
568,636,6
569,635_636,1
570,635_635_634,1
571,635_634,2
572,635_581_634,1
573,635,1
574,634_635_634_581,1
575,634_1318_581,1
576,632_360,1
577,632,2
578,631,1
579,630,2
580,63,3
581,629_706_680_630,1
582,628_628_627,1
583,628_627,2
584,628,2
585,627,1
586,626_625,1
587,626,3
588,625_626,1
589,625,2
590,624,4
591,623,1
592,622_724_619_621,1
593,622,2
594,621_723_724,1
595,620_619,1
596,61_61_61_61_257,1
597,61_61_258_61_258_258_259_258_258_258_258_258_258_258_258_258_258_259_17_258_258_258_18_17_258_258_61_62,1
598,619_619_618_617,1
599,619_618_736,1
600,619,1
601,617_618_736_735,1
602,617_618,1
603,617,1
604,616_615,1
605,616_532,1
606,616,1
607,615_616_532,1
608,610_731,1
609,609,1
610,607,2
611,606_742,1
612,606_605,1
613,606,2
614,604_653,1
615,603,4
616,602_684,2
617,602_602_684,1
618,602,1
619,601_601_601_601_482,1
620,600,1
621,60,2
622,597,1
623,593,1
624,592,6
625,591_591_693_577_579_592_591_579_694_694_694_693_577_695_694_693_694_694_591_578,1
626,589_589_589_589_589_515,1
627,589_589_515_589_515,1
628,589_514_589_589_589_589_515_514,1
629,589,1
630,588,4
631,587_624,1
632,587_588,1
633,581,1
634,580,1
635,576_664_479_480,1
636,576_479_576_479_664_479_480,1
637,573_573_588_586_585_585_586_587_585_755_624_586_624_586_712_567_712_712_565_566_1320_1320_568_585_565_568_1320_1320_565_1320_585_572_712_585_712_586_712_585_711_568_568_566_565_568_568_567_565_566_567_585_712_568_567_624_624_573_586_586_573_587_593_582_582_582_584_593_746_746_349_746_349_350_649_649_349_651_746_349_649_652_652_746_746_649_347_347_347_347_347_347_347_584_648_347_347_347_647_347_347_347_584_648_649_350_349_349_649_746_746_349_349_649_649_448_448_350_350_350_350_349_649_648_649_746_746_746_648_350_350_650_349_649_650_651_737_737_665_665_738_738_665_665_738_737_737_738_737_738_348_649_651_349_737_737_738_737_738_584_347_347_647_647_647_584_1316_1316_594_1316_593_593_593_582_582_593_593_593_593_582_593_593_582_593_593_582_593_593_582_346_593_593_346_593_593_347_347_584_593_582_593_582_583_1316_1316_1316_1316_1316_1316_1316_1316_1316_1316_1316_1316_1316_1316_594_594_594_569_571_569_571_569_571_691_569_571_571_569_571_692_691_571_569_571_569_571_569_571_451_575_450_450_451_451_451_451_569_571_569_571_569_569_569_571_569_569_571_569_571_569_571_569_571_569_571_569_571_569_571_569_569_571_569_571_569_571_569_571_595_595_450_355_588_588_562_356_356_356_356_562_562_357_357_357_589_589_614_562_663_595_589_492_356_357_357_357_357_562_1359_358_358_357_357_356_492_357_356_614_354_562_356_357_357_356_355_354_562_562_355_355_562_356_589_596_588_353_352_450_451_352_352_450_451_353_559_560_559_559_560_451_569_571_587_624_573_573_586_573_573_588_595_573,1
638,565,1
639,564_557,1
640,564,2
641,563_492,1
642,563,2
643,562,1
644,560_560,1
645,560_558_558_559_560_743,1
646,56,3
647,55_55_54,1
648,55_54,2
649,559_559_560_743,1
650,559_558,1
651,559,1
652,558,3
653,557_557_350_350_350_449_449_350_557_557,1
654,557_350_350_448,1
655,556,4
656,555_483_484,1
657,555_1290_554_539_556_545,1
658,555,2
659,554_721,1
660,554,1
661,553,1
662,552,2
663,550_1312_550_550_363_363_548_1312_548_363_550_361_361_363_670_363_363_361_361_550_363_361_361_361_551_363_361_363_360_632_632_655_655_361_361_550_361_361_362_670_671_670_670_670_551_550_363_549_1289_548_1312_1312_549_362,1
664,547,5
665,546,1
666,545_547_546_547_546_545_544_555_554_554_483_555_555_545_554_483_555_555_545_544_555_556_555_546_554_554_1290_1291_1290_546_555_555_545_546_545_717_365_553_365_544_365_544_544_544_546_546_545_544_555_546_555_555_483_544,1
667,541_484_539_540,1
668,541,1
669,540_541_700_700,1
670,540,2
671,539,3
672,538,5
673,535,2
674,533_370_532,1
675,532,2
676,531_531_531_530,1
677,531_530_530_530,1
678,531_530,1
679,531_370,1
680,531,1
681,530,2
682,52_52_53,1
683,52_52_52_52_52_52_52_52_52_52_52_52_52_52_52_52_52_52_52_52_52_53,1
684,525,1
685,523_522,1
686,523,2
687,522_709_708_681,1
688,522_523_523_709_523_522_710,1
689,522_523,2
690,522,3
691,520_520_518_520_520_520_520_520_732_732_520_521_520_518_518_520_732_289_521_521_520_521_521_520_518_732_518_518_518_520_518_520_518_520_518_520_518_520_521_520,1
692,51_50_2,1
693,51_50,1
694,516_516_516_516_516_517,1
695,516_516_516_516_516_516_516_518_516_516_516_516_516_516_518_516_516,1
696,514,1
697,511,7
698,51,1
699,50_50_51,1
700,50_1_51_50_125_51_51_50,1
701,509_509_509_509_509_509_509_509_509_509_509_509_509_509_509_509_509_509_509_509_509_509_509_509_508,1
702,509_509_509,1
703,509_508,1
704,507,1
705,506_713_504_1370_1370_713_465_678_465_465_465_506_503_503_503_713_465_465_506_678_506_713_505_713_713_1370_713_465_465_505_503_503_503_713_505_503_506_1370_1370_465_678_465_506_465_465_505_713_1370_1370_506_503_503_503_503_503_503_503_503_505_503_503_504_504_713_505_465,1
706,506_465,1
707,504_503,1
708,502_501,1
709,501_502,2
710,500_499,2
711,4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_2,1
712,4_4_3,1
713,498_497,2
714,498,1
715,496,1
716,495_494,1
717,495,3
718,494_493,1
719,494,2
720,493,1
721,492,1
722,491,3
723,49,1
724,48_47,1
725,488,6
726,485_698,1
727,485,2
728,484_485,1
729,484_484_484,1
730,484,2
731,483,3
732,482_482_482_481,1
733,482_482_481,1
734,482_482,1
735,482,2
736,480_479_478,1
737,480,3
738,48,1
739,47_47_49_48_151,1
740,479,1
741,475_477_1242_475_477_477_477_1172_1172_1242_475_475_1172_1173_1172_477_475_477_475_475_475_477_1242_475_477_475_477_475_477_475_477_475_477_475_475_477_1172_1172,1
742,474,1
743,473_472,1
744,473,2
745,472_471,1
746,471,1
747,470_472_472_470_472_470_1352_470_471,1
748,470_470_471,1
749,47,1
750,469_468,1
751,469,1
752,468_469,2
753,468_468_469,1
754,468_468_468_468_468_469,1
755,468_468_467,1
756,468_467,1
757,468,1
758,467_653,1
759,467,1
760,466,6
761,465_465_465_465_713,1
762,465,2
763,464_464_463_464_464_290_290_464_463_290_290_460_510_510_489_290_290_290_463_489_489_290_489_491_290_290_463_489_461_678_677_489_290_510_510_462_463_489_510_290_460_290_489_462_461_677_462_489_489_464_462_464_463_290_489_510_290_290_464_460_464_290_290_460_290_464_677_462_462_464_489_290,1
764,464,2
765,463_462_461,1
766,462_678_677,1
767,461_677_461,1
768,459,2
769,457_458,1
770,456,2
771,455,1
772,454_453_453_341_454_454_435,1
773,454_435,1
774,454_316_341,1
775,454,3
776,453_89_454_453_435_454_453_388,1
777,453_89,1
778,453_453_89_388,1
779,453_435,1
780,453_388,3
781,453,2
782,451,1
783,450,1
784,449_350_350_350_351,1
785,449,3
786,448_449,1
787,448,3
788,447_447_446,1
789,447_446,2
790,447,4
791,446,1
792,445_444,2
793,445,1
794,444,1
795,443_376,1
796,442_441,1
797,442,3
798,441_442,2
799,441_441_442,1
800,441_437,1
801,441,2
802,43_310_43_309,1
803,438_438,1
804,438,2
805,437_441_437_414_414_413,1
806,437_441,1
807,437_437_441_129,1
808,437,1
809,435_453_388,1
810,435_408_407,1
811,435,1
812,434,2
813,433_432,1
814,433_431_432,1
815,433,4
816,432_431_430,1
817,432_431,1
818,432,2
819,431_432_432_432_431_430,1
820,431_431_430,3
821,431_430,1
822,431,2
823,430,1
824,429_429_428,1
825,429_428_427,1
826,429_428,1
827,429,3
828,428_427_425_427,1
829,428,2
830,427_428_427_426,1
831,427,1
832,425,1
833,422_440,1
834,422_281,4
835,421_420,2
836,421,2
837,41_41_41_41_41_41_39,1
838,419_419_418,1
839,417_399_132,1
840,417_399,1
841,417_398_399,1
842,417,1
843,416_415,1
844,416,5
845,415_416,1
846,415,1
847,414_414_414_414_413,1
848,414_414_413,2
849,414_413,2
850,414,3
851,412,1
852,411_394_331_331,1
853,411_1376,1
854,411,3
855,410_410_410_409,1
856,410_409,3
857,410,4
858,41,1
859,408_408_406_408_407,1
860,408_407_408_405_404_405_407_405_404_405_408_405_406_408_407_407,1
861,408,2
862,407_407_408,1
863,406_406_405_404,1
864,406_405_404,1
865,406_405,2
866,406,2
867,405_406,1
868,405_404,1
869,405,1
870,404,1
871,403,2
872,401_401_400,1
873,401_400,2
874,401_330,1
875,401,6
876,400,4
877,399_398,2
878,399_389,1
879,399_132,3
880,399,2
881,398_399_399_389,1
882,398,1
883,397_307_307_307_306,1
884,396_407_408,1
885,396,3
886,394_394,1
887,394,2
888,393,1
889,391,1
890,390_390_44,1
891,390_390_390_390_390_390_390_390_390_44,1
892,390,1
893,388,1
894,387_30_387_387_327_30_30_387_395_395_385_384_330_271_268_271_271_268_438_403_403_402_385_326_325_424_327_426_425_425_329_328_328_327_262_271_384_387_387_332_387_387_387_387_396_396_329_329_328_328_328_329_328_329_329_329_30_30_30_30_387_387_387_331_332_332_387_30_456_134_134_454_315_316_454_314_316_313_314_312_134_388_134_314_312_312_30_312_314_30_312_134_314_313_315_433_316_315_436_315_314_312_30_134_402_384_268_271_384_384_385_426_428_424_427_428_424_424_425_426_427_426_325_271_271_271_271_269_268_403_438_438_384_403_384_402_402_326_427_425_427_426_427_424_426_425_426_425_424_402_271_268_330_402_402_395_324_394_394_394_331_402_384_330_402_387_396_396_395_456_314_134_312_1294_30_29_30_29_30_1294_328_327_328_329_327_387_395_395_394_331_324_331_402_384_271_403_384_384_401_330_330_402_402_385_395_425_326_395_331_395_331_331_331_384_384_385_271_268_324_387_30_30,1
895,383_383_383_383_265,1
896,383_383_265,1
897,383,1
898,381_284_283_282,1
899,381_282_281,1
900,381_282,3
901,381,2
902,380_42,3
903,380_380_42_41_40,1
904,379_88,1
905,377,1
906,374,1
907,372,1
908,370_532,1
909,370,1
910,37,2
911,367,6
912,365_553_365_553_553_552_552_365_365_365_365_363,1
913,365_365_365_717_752_717_1308_1309_1308_674_1308_675_717_674_552_553,1
914,365_365_365_365_364,1
915,365_365_364_553_552_553,1
916,365_365_364,1
917,364,1
918,361_361_361_361_361_632_684_632_360,1
919,361,1
920,360,1
921,36,2
922,359,1
923,358_357,1
924,358_1359_358,1
925,358_1359,1
926,356_356,1
927,351_350,1
928,34_34_33_34_33_33_33_33_99_99_33_34_35,1
929,34_160_160_34_153_34_34,1
930,346,1
931,345,1
932,342,1
933,341_341_316,1
934,341,2
935,33_33_33_33_33_33_98,1
936,339,1
937,338_335,1
938,335_338,2
939,333_28,3
940,331_394_323_322,1
941,330_401,1
942,33,1
943,329_328_340,1
944,327,2
945,324_323,1
946,324,3
947,323_323_323,1
948,323_322_321,1
949,323_322,6
950,322_321,2
951,321,1
952,317_320_320_317_317_319_317_329_329_317_317_320_1297_454_320_1377_1297_320_317_454_1297_319_319_329_320_319_317_319_317_320_329_327_329_327_329_329,1
953,316_454_432_433_431_432_433_315_315_316_316_341,1
954,316_341,1
955,316,1
956,315_316,1
957,314,1
958,313,1
959,312,2
960,311_310,1
961,311,2
962,310_310_308_308_43_310_309_43_310,1
963,309_310_310_43_43_43,1
964,308,6
965,307_306_305,1
966,307_306,1
967,306_305,3
968,306,1
969,305,2
970,304_390_390_390_390_390_390_390_390_305_305_305_305_263_305_380_306_305_304_305_305_264,1
971,304_264,2
972,304,1
973,303_303_303_302,3
974,303_303,1
975,303,1
976,302,1
977,301,1
978,298,2
979,296_295,1
980,295_295_1049_1032_295,1
981,295_1049,1
982,295_1032_1049,1
983,295,2
984,294_293,2
985,294,1
986,293_292,1
987,292_292_1055,1
988,289_287_289_287_289_289_289_288,1
989,289_287_289_287_289_287_289_287_289_287_289_289_287_289_287_287_289_287_289_287_289_289_289_287_289_287_289_287_289_287_289_287_287_289_287_289_289_289,1
990,286,3
991,284_284_284_283_283_282,1
992,284_283,3
993,284,1
994,283_282,1
995,283,1
996,282_281,1
997,281,1
998,277_27,1
999,277,4
1000,276_275_274,1
1001,276_275,2
1002,276,4
1003,275,1
1004,274_276_276_274_276_275,1
1005,274_275,2
1006,274_273_272,1
1007,273_273_272,1
1008,273_272,2
1009,273,2
1010,272_273,1
1011,27,1
1012,26_26_26_26_26_26_26_26_26_26_26_26_26_88_277_277_26_379,1
1013,267,7
1014,266,1
1015,265,1
1016,263_263_380_40_40_40_40_40_40_40_40_41_380_380_380_263_380_380_380_380_380_380_380_42,1
1017,262_261,1
1018,262,1
1019,261_262,1
1020,260_259,1
1021,259,1
1022,258_258_259_259_18_18_18_18_258_61,1
1023,257,2
1024,256,1
1025,255_255_255_255_255_255_255_256,1
1026,254,3
1027,253_253_253_186,1
1028,253_186,1
1029,252_252_252_252_251_1281,1
1030,252_208,2
1031,252,1
