,ID,N
929,5570,0
930,5569,0
931,5568,0
932,5774,0
933,5567,0
934,5583,0
935,5766,0
936,5765,0
937,5764,0
938,5758,0
939,5599,0
940,5598,0
941,5597,0
942,5596,0
943,5595,0
944,5594,0
945,5759,0
946,5593,0
947,5760,0
948,5592,0
949,5761,0
950,5591,0
951,5590,0
952,5762,0
953,5589,0
954,5588,0
955,5763,0
956,5587,0
957,5586,0
958,5585,0
959,5637,0
960,5639,0
961,5848,0
962,5687,0
963,5696,0
964,5695,0
965,5694,0
966,5693,0
967,5724,0
968,5692,0
969,5691,0
970,5690,0
971,5689,0
972,5688,0
973,5686,0
974,5677,0
975,5685,0
976,5725,0
977,5684,0
978,5683,0
979,5682,0
980,5681,0
981,5680,0
982,5679,0
983,5678,0
984,5726,0
985,5697,0
986,5698,0
987,5699,0
988,5700,0
989,5716,0
990,5715,0
991,5714,0
992,5713,0
993,5718,0
994,5719,0
995,5712,0
996,5711,0
997,5721,0
998,5710,0
999,5722,0
1000,5709,0
1001,5708,0
1002,5723,0
1003,5707,0
1004,5706,0
1005,5705,0
1006,5704,0
1007,5703,0
1008,5702,0
1009,5701,0
1010,5727,0
1011,5676,0
1012,5741,0
1013,5648,0
1014,5656,0
1015,5655,0
1016,5735,0
1017,5654,0
1018,5653,0
1019,5736,0
1020,5652,0
1021,5737,0
1022,5650,0
1023,5649,0
1024,5647,0
1025,5675,0
1026,5738,0
1027,5646,0
1028,5645,0
1029,5644,0
1030,5643,0
1031,5739,0
1032,5642,0
1033,5641,0
1034,5740,0
1035,5640,0
1036,5657,0
1037,5658,0
1038,5659,0
1039,5734,0
1040,5674,0
1041,5728,0
1042,5729,0
1043,5730,0
1044,5673,0
1045,5672,0
1046,5671,0
1047,5731,0
1048,5670,0
1049,5669,0
1050,5668,0
1051,5732,0
1052,5667,0
1053,5666,0
1054,5665,0
1055,5664,0
1056,5663,0
1057,5662,0
1058,5661,0
1059,5660,0
1060,5733,0
1061,5566,0
1062,5565,0
1063,5775,0
1064,5470,0
1065,5825,0
1066,5826,0
1067,5827,0
1068,5474,0
1069,5473,0
1070,5472,0
1071,5828,0
1072,5471,0
1073,5829,0
1074,5830,0
1075,5469,0
1076,5460,0
1077,5468,0
1078,5831,0
1079,5832,0
1080,5466,0
1081,5465,0
1082,5464,0
1083,5463,0
1084,5833,0
1085,5834,0
1086,5462,0
1087,5824,0
1088,5476,0
1089,5477,0
1090,5478,0
1091,5817,0
1092,5494,0
1093,5493,0
1094,5818,0
1095,5492,0
1096,5491,0
1097,5490,0
1098,5489,0
1099,5488,0
1100,5487,0
1101,5486,0
1102,5485,0
1103,5484,0
1104,5483,0
1105,5820,0
1106,5482,0
1107,5821,0
1108,5822,0
1109,5823,0
1110,5480,0
1111,5479,0
1112,5461,0
1113,5459,0
1114,5564,0
1115,5843,0
1116,5439,0
1117,5438,0
1118,5437,0
1119,5436,0
1120,5435,0
1121,5434,0
1122,5433,0
1123,5432,0
1124,5431,0
1125,5430,0
1126,5844,0
1127,5458,0
1128,5429,0
1129,5845,0
1130,5427,0
1131,5426,0
1132,5425,0
1133,5846,0
1134,5424,0
1135,5423,0
1136,5422,0
1137,5847,0
1138,5440,0
1139,5441,0
1140,5442,0
1141,5443,0
1142,5457,0
1143,5456,0
1144,5455,0
1145,5835,0
1146,5454,0
1147,5453,0
1148,5452,0
1149,5836,0
1150,5451,0
1151,5450,0
1152,5449,0
1153,5448,0
1154,5447,0
1155,5837,0
1156,5838,0
1157,5446,0
1158,5839,0
1159,5840,0
1160,5841,0
1161,5842,0
1162,5445,0
1163,5495,0
1164,5816,0
1165,5815,0
1166,5791,0
1167,5543,0
1168,5785,0
1169,5542,0
1170,5541,0
1171,5786,0
1172,5787,0
1173,5540,0
1174,5788,0
1175,5789,0
1176,5790,0
1177,5792,0
1178,5497,0
1179,5793,0
1180,5539,0
1181,5538,0
1182,5537,0
1183,5536,0
1184,5535,0
1185,5534,0
1186,5794,0
1187,5532,0
1188,5531,0
1189,5544,0
1190,5784,0
1191,5783,0
1192,5546,0
1193,5776,0
1194,5563,0
1195,5562,0
1196,5561,0
1197,5777,0
1198,5560,0
1199,5558,0
1200,5557,0
1201,5556,0
1202,5778,0
1203,5779,0
1204,5172,0
1205,5780,0
1206,5554,0
1207,5553,0
1208,5552,0
1209,5551,0
1210,5550,0
1211,5549,0
1212,5781,0
1213,5547,0
1214,5530,0
1215,5795,0
1216,5529,0
1217,5807,0
1218,5511,0
1219,5808,0
1220,5510,0
1221,5509,0
1222,5508,0
1223,5809,0
1224,5810,0
1225,5507,0
1226,5811,0
1227,5812,0
1228,5506,0
1229,5813,0
1230,5505,0
1231,5504,0
1232,5503,0
1233,5502,0
1234,5814,0
1235,5501,0
1236,5500,0
1237,5499,0
1238,5498,0
1239,5512,0
1240,5806,0
1241,5797,0
1242,5513,0
1243,5798,0
1244,5799,0
1245,5528,0
1246,5527,0
1247,5800,0
1248,5526,0
1249,5801,0
1250,5524,0
1251,5802,0
1252,5803,0
1253,5523,0
1254,5522,0
1255,5521,0
1256,5520,0
1257,5519,0
1258,5518,0
1259,5804,0
1260,5517,0
1261,5516,0
1262,5515,0
1263,5514,0
1264,5444,0
1265,5054,0
1266,5171,0
1267,4482,0
1268,4496,0
1269,4494,0
1270,4493,0
1271,4491,0
1272,4490,0
1273,4489,0
1274,4488,0
1275,4487,0
1276,4486,0
1277,4485,0
1278,4484,0
1279,4483,0
1280,4481,0
1281,4499,0
1282,4480,0
1283,4479,0
1284,4478,0
1285,4477,0
1286,4476,0
1287,4475,0
1288,4474,0
1289,4473,0
1290,4472,0
1291,4471,0
1292,4470,0
1293,4469,0
1294,4498,0
1295,4501,0
1296,4467,0
1297,4517,0
1298,4529,0
1299,4528,0
1300,4527,0
1301,4526,0
1302,4525,0
1303,4524,0
1304,4523,0
1305,4522,0
1306,4521,0
1307,4520,0
1308,4519,0
1309,4518,0
1310,4516,0
1311,4502,0
1312,4515,0
1313,4513,0
1314,4512,0
1315,4511,0
1316,4510,0
1317,4509,0
1318,4508,0
1319,4507,0
1320,4506,0
1321,4505,0
1322,4504,0
1323,4503,0
1324,4468,0
1325,4466,0
1326,4405,0
1327,4420,0
1328,4433,0
1329,4432,0
1330,4431,0
1331,4430,0
1332,4429,0
1333,4428,0
1334,4427,0
1335,4426,0
1336,4425,0
1337,4424,0
1338,4423,0
1339,4422,0
1340,4419,0
1341,4435,0
1342,4418,0
1343,4417,0
1344,4416,0
1345,4415,0
1346,4414,0
1347,4413,0
1348,4412,0
1349,4411,0
1350,4410,0
1351,4409,0
1352,4408,0
1353,4407,0
1354,4434,0
1355,4436,0
1356,4465,0
1357,4452,0
1358,4464,0
1359,4463,0
1360,4462,0
1361,4461,0
1362,4460,0
1363,4459,0
1364,4458,0
1365,4457,0
1366,4456,0
1367,4455,0
1368,4454,0
1369,4453,0
1370,4451,0
1371,4437,0
1372,4450,0
1373,4448,0
1374,4447,0
1375,4446,0
1376,4445,0
1377,4444,0
1378,4443,0
1379,4442,0
1380,4441,0
1381,4440,0
1382,4439,0
1383,4438,0
1384,4531,0
1385,4532,0
1386,4533,0
1387,4611,0
1388,4623,0
1389,4622,0
1390,4621,0
1391,4620,0
1392,4619,0
1393,4618,0
1394,4617,0
1395,4616,0
1396,4615,0
1397,4614,0
1398,4613,0
1399,4612,0
1400,4610,0
1401,4626,0
1402,4609,0
1403,4608,0
1404,4607,0
1405,4606,0
1406,4605,0
1407,4604,0
1408,4603,0
1409,4602,0
1410,4601,0
1411,4599,0
1412,4598,0
1413,4597,0
1414,4625,0
1415,4627,0
1416,4534,0
1417,4645,0
1418,4657,0
1419,4656,0
1420,4655,0
1421,4654,0
1422,4653,0
1423,4652,0
1424,4651,0
1425,4650,0
1426,4649,0
1427,4648,0
1428,4647,0
1429,4646,0
1430,4644,0
1431,4629,0
1432,4643,0
1433,4642,0
1434,4641,0
1435,4640,0
1436,4639,0
1437,4637,0
1438,4636,0
1439,4635,0
1440,4634,0
1441,4633,0
1442,4632,0
1443,4630,0
1444,4596,0
1445,4595,0
1446,4594,0
1447,4549,0
1448,4563,0
1449,4562,0
1450,4561,0
1451,4560,0
1452,4559,0
1453,4558,0
1454,4557,0
1455,4556,0
1456,4553,0
1457,4552,0
1458,4551,0
1459,4550,0
1460,4548,0
1461,4593,0
1462,4547,0
1463,4546,0
1464,4544,0
1465,4543,0
1466,4542,0
1467,4541,0
1468,4540,0
1469,4539,0
1470,4538,0
1471,4537,0
1472,4536,0
1473,4535,0
1474,4564,0
1475,4565,0
1476,4566,0
1477,4567,0
1478,4592,0
1479,4591,0
1480,4590,0
1481,4589,0
1482,4588,0
1483,4587,0
1484,4586,0
1485,4585,0
1486,4584,0
1487,4583,0
1488,4582,0
1489,4581,0
1490,4580,0
1491,4579,0
1492,4578,0
1493,4577,0
1494,4576,0
1495,4575,0
1496,4574,0
1497,4573,0
1498,4572,0
1499,4571,0
1500,4570,0
1501,4569,0
1502,4568,0
1503,4406,0
1504,4404,0
1505,5170,0
1506,4230,0
1507,4242,0
1508,4241,0
1509,4240,0
1510,4239,0
1511,4238,0
1512,4237,0
1513,4236,0
1514,4235,0
1515,4234,0
1516,4233,0
1517,4232,0
1518,4231,0
1519,4229,0
1520,4244,0
1521,4228,0
1522,4227,0
1523,4226,0
1524,4224,0
1525,4223,0
1526,4222,0
1527,4221,0
1528,4220,0
1529,4219,0
1530,4218,0
1531,4217,0
1532,4216,0
1533,4243,0
1534,4245,0
1535,4214,0
1536,4266,0
1537,4279,0
1538,4278,0
1539,4277,0
1540,4276,0
1541,4274,0
1542,4273,0
1543,4272,0
1544,4271,0
1545,4270,0
1546,4269,0
1547,4268,0
1548,4267,0
1549,4265,0
1550,4247,0
1551,4264,0
1552,4262,0
1553,4261,0
1554,4259,0
1555,4257,0
1556,4255,0
1557,4254,0
1558,4253,0
1559,4251,0
1560,4250,0
1561,4249,0
1562,4248,0
1563,4215,0
1564,4213,0
1565,4403,0
1566,4166,0
1567,4180,0
1568,4179,0
1569,4178,0
1570,4177,0
1571,4176,0
1572,4175,0
1573,4174,0
1574,4173,0
1575,4172,0
1576,4170,0
1577,4169,0
1578,4167,0
1579,4165,0
1580,4182,0
1581,4164,0
1582,4163,0
1583,4162,0
1584,4161,0
1585,4160,0
1586,4159,0
1587,4158,0
1588,4157,0
1589,4156,0
1590,4155,0
1591,4154,0
1592,4153,0
1593,4181,0
1594,4183,0
1595,4212,0
1596,4199,0
1597,4211,0
1598,4210,0
1599,4209,0
1600,4208,0
1601,4207,0
1602,4206,0
1603,4205,0
1604,4204,0
1605,4203,0
1606,4202,0
1607,4201,0
1608,4200,0
1609,4198,0
1610,4184,0
1611,4196,0
1612,4195,0
1613,4194,0
1614,4193,0
1615,4192,0
1616,4191,0
1617,4190,0
1618,4189,0
1619,4188,0
1620,4187,0
1621,4186,0
1622,4185,0
1623,4280,0
1624,4281,0
1625,4282,0
1626,4359,0
1627,4372,0
1628,4371,0
1629,4370,0
1630,4369,0
1631,4368,0
1632,4366,0
1633,4365,0
1634,4364,0
1635,4363,0
1636,4362,0
1637,4361,0
1638,4360,0
1639,4358,0
1640,4374,0
1641,4357,0
1642,4356,0
1643,4355,0
1644,4354,0
1645,4353,0
1646,4352,0
1647,4351,0
1648,4350,0
1649,4349,0
1650,4348,0
1651,4347,0
1652,4346,0
1653,4373,0
1654,4375,0
1655,4283,0
1656,4390,0
1657,4402,0
1658,4401,0
1659,4400,0
1660,4399,0
1661,4398,0
1662,4397,0
1663,4396,0
1664,4395,0
1665,4394,0
1666,4393,0
1667,4392,0
1668,4391,0
1669,4389,0
1670,4376,0
1671,4388,0
1672,4387,0
1673,4386,0
1674,4385,0
1675,4384,0
1676,4383,0
1677,4382,0
1678,4381,0
1679,4380,0
1680,4379,0
1681,4378,0
1682,4377,0
1683,4345,0
1684,4344,0
1685,4343,0
1686,4298,0
1687,4311,0
1688,4310,0
1689,4309,0
1690,4308,0
1691,4307,0
1692,4306,0
1693,4305,0
1694,4304,0
1695,4302,0
1696,4301,0
1697,4300,0
1698,4299,0
1699,4297,0
1700,4342,0
1701,4296,0
1702,4295,0
1703,4294,0
1704,4293,0
1705,4292,0
1706,4291,0
1707,4290,0
1708,4289,0
1709,4288,0
1710,4286,0
1711,4285,0
1712,4284,0
1713,4312,0
1714,4314,0
1715,4315,0
1716,4316,0
1717,4341,0
1718,4340,0
1719,4339,0
1720,4338,0
1721,4337,0
1722,4336,0
1723,4335,0
1724,4334,0
1725,4333,0
1726,4332,0
1727,4331,0
1728,4330,0
1729,4329,0
1730,4328,0
1731,4327,0
1732,4326,0
1733,4325,0
1734,4324,0
1735,4323,0
1736,4322,0
1737,4321,0
1738,4320,0
1739,4319,0
1740,4318,0
1741,4317,0
1742,4658,0
1743,4659,0
1744,4660,0
1745,5001,0
1746,5014,0
1747,5012,0
1748,5011,0
1749,5010,0
1750,5009,0
1751,5008,0
1752,5007,0
1753,5006,0
1754,5005,0
1755,5004,0
1756,5003,0
1757,5002,0
1758,5000,0
1759,5016,0
1760,4999,0
1761,4998,0
1762,4997,0
1763,4996,0
1764,4995,0
1765,4994,0
1766,4992,0
1767,4991,0
1768,4990,0
1769,4989,0
1770,4988,0
1771,4987,0
1772,5015,0
1773,5017,0
1774,4985,0
1775,5033,0
1776,5045,0
1777,5044,0
1778,5043,0
1779,5042,0
1780,5041,0
1781,5040,0
1782,5039,0
1783,5038,0
1784,5037,0
1785,5036,0
1786,5035,0
1787,5034,0
1788,5032,0
1789,5019,0
1790,5031,0
1791,5030,0
1792,5029,0
1793,5028,0
1794,5027,0
1795,5026,0
1796,5025,0
1797,5024,0
1798,5023,0
1799,5022,0
1800,5021,0
1801,5020,0
1802,4986,0
1803,4984,0
1804,4661,0
1805,4935,0
1806,4947,0
1807,4946,0
1808,4945,0
1809,4944,0
1810,4943,0
1811,4942,0
1812,4941,0
1813,4940,0
1814,4939,0
1815,4938,0
1816,4937,0
1817,4936,0
1818,4934,0
1819,4950,0
1820,4933,0
1821,4932,0
1822,4931,0
1823,4930,0
1824,4929,0
1825,4928,0
1826,4927,0
1827,4926,0
1828,4925,0
1829,4924,0
1830,4923,0
1831,4922,0
1832,4949,0
1833,4952,0
1834,4982,0
1835,4968,0
1836,4981,0
1837,4980,0
1838,4979,0
1839,4978,0
1840,4977,0
1841,4976,0
1842,4975,0
1843,4974,0
1844,4972,0
1845,4971,0
1846,4970,0
1847,4969,0
1848,4967,0
1849,4953,0
1850,4966,0
1851,4965,0
1852,4964,0
1853,4963,0
1854,4962,0
1855,4961,0
1856,4960,0
1857,4959,0
1858,4957,0
1859,4956,0
1860,4955,0
1861,4954,0
1862,5047,0
1863,5048,0
1864,5049,0
1865,5126,0
1866,5138,0
1867,5137,0
1868,5136,0
1869,5135,0
1870,5134,0
1871,5133,0
1872,5132,0
1873,5131,0
1874,5130,0
1875,5129,0
1876,5128,0
1877,5127,0
1878,5125,0
1879,5140,0
1880,5124,0
