,F,P
238,2.5654712697940885,-1.8367568351587908
239,2.560543939028695,-1.8325814637483102
240,2.555297952344142,-1.8284234535996464
241,2.5466733753994792,-1.8242826609336151
242,2.53906938007185,-1.820158943749753
243,2.533118524641234,-1.8160521617970997
244,2.531460944692123,-1.8119621765455745
245,2.526284664529282,-1.8078888511579385
246,2.525720797934439,-1.8038320504623242
247,2.5198629328899043,-1.7997916409253192
248,2.517662958570299,-1.7957674906255938
249,2.5153285166184296,-1.791759469228055
250,2.5150362707542055,-1.7877674479585175
251,2.510581405061729,-1.783791299578878
252,2.508610568931969,-1.7798308983627813
253,2.5066688842265163,-1.7758861200717648
254,2.497153733971758,-1.7719568419318752
255,2.4970083552141196,-1.768042942610739
256,2.494733580475339,-1.7641443021950816
257,2.4917945558141104,-1.760260802168684
258,2.488293084392131,-1.7563923253907636
259,2.487525436539677,-1.7525387560747736
260,2.482970639706368,-1.7486999797676082
261,2.4714212480288613,-1.7448758833292046
262,2.4710227276369765,-1.741066354912537
263,2.4700887743454265,-1.7372712839439852
264,2.4682597327847877,-1.7334905611040792
265,2.462182404979512,-1.7297240783086023
266,2.4618073860218908,-1.725971728690052
267,2.4609652228498917,-1.7222334065794447
268,2.4593239551687778,-1.7185090074884624
269,2.4574287120797824,-1.7147984280919266
270,2.4536492391769307,-1.7111015662106006
271,2.452793335582928,-1.7074183207943041
272,2.4373098043519286,-1.7037485919053417
273,2.436022393751646,-1.7000922807022312
274,2.42274777268498,-1.6964492894237302
275,2.419475767141546,-1.6928195213731514
276,2.419420947533269,-1.6892028809029629
277,2.415814973236071,-1.6855992733996645
278,2.4150759917155358,-1.6820086052689358
279,2.415012618904875,-1.6784307839210517
280,2.4142937091916785,-1.6748657177565558
281,2.4129277337973405,-1.6713133161521878
282,2.4063043402840236,-1.6677734894470637
283,2.403587972860508,-1.6642461489290954
284,2.402847255429947,-1.6607312068216509
285,2.4015984557915737,-1.6572285762704488
286,2.396825485035732,-1.6537381713306805
287,2.3921271861027837,-1.6502599069543555
288,2.388630455015467,-1.646793698977869
289,2.3872761266990277,-1.6433394641097818
290,2.385512020461058,-1.6398971199188088
291,2.384959328602683,-1.6364665848220197
292,2.3837071508168135,-1.6330477780732342
293,2.37846457958935,-1.6296406197516198
294,2.3777246964533325,-1.6262450307504817
295,2.3762488027143274,-1.622860932766241
296,2.3683777649519797,-1.6194882482876019
297,2.365497251084686,-1.616126900584897
298,2.3620412353463576,-1.612776813699615
299,2.3602564270348365,-1.6094379124341003
300,2.3601731770764847,-1.6061101223414258
301,2.358922177362766,-1.6027933697154317
302,2.3587169324329644,-1.5994875815809322
303,2.3584899869429847,-1.5961926856840798
304,2.3580582911139065,-1.5929086104828898
305,2.357917249950994,-1.5896352851379207
306,2.357083008981678,-1.5863726395031044
307,2.3405594409832977,-1.583120604116727
308,2.3403661959173614,-1.579879110192556
309,2.337383392741204,-1.5766480896111095
310,2.3270629171365327,-1.5734274749110673
311,2.3257147327249084,-1.5702171992808192
312,2.323344024878817,-1.5670171965501483
313,2.321788291411814,-1.563827401182048
314,2.3200642481683893,-1.5606477482646683
315,2.318540606384124,-1.5574781735033894
316,2.317126363773685,-1.5543186132130207
317,2.3170522307250834,-1.5511690043101247
318,2.312445844534686,-1.5480292843054568
319,2.306110942052493,-1.5448993912965292
320,2.3007385296219085,-1.5417792639602856
321,2.298574346307081,-1.5386688415458931
322,2.2927766102865075,-1.535568063867645
323,2.2893539478561906,-1.5324768712979722
324,2.2782117620294837,-1.529395204760564
325,2.2768235505153642,-1.526323005723594
326,2.275314082513419,-1.523260216193048
327,2.274140191556273,-1.5202067787061577
328,2.2739356813566265,-1.5171626363249295
329,2.2735094577555697,-1.5141277326297755
330,2.2722151923588347,-1.5111020117132385
331,2.2690526844538694,-1.508085418173813
332,2.2678808542094173,-1.5050778971098575
333,2.261907775623311,-1.502079394113601
334,2.2599194211870803,-1.499089855265235
335,2.2596743630913316,-1.4961092271270973
336,2.2582690538589416,-1.4931374567379398
337,2.25386602637405,-1.4901744916072828
338,2.253538557136215,-1.487220279709851
339,2.244845325601494,-1.4842747694800944
340,2.2438173420756193,-1.4813379098067847
341,2.2411533470155067,-1.4784096500276962
342,2.236919542711853,-1.4754899399243615
343,2.236155912597435,-1.472578729716903
344,2.227263844071598,-1.4696759700589417
345,2.2272623139589673,-1.4667816120325772
346,2.2271044708234036,-1.4638956071434421
347,2.2210436623001852,-1.4610179073158271
348,2.2181210587385043,-1.4581484648878742
349,2.2139131793354103,-1.455287232606842
350,2.2019296954336123,-1.4524341636244356
351,2.192379113309746,-1.4495892114922044
352,2.1863526905334396,-1.4467523301570047
353,2.1835447799690497,-1.443923473956527
354,2.1835392578480937,-1.4411025976148857
355,2.1796252803916305,-1.438289656238271
356,2.177892502694277,-1.4354846053106625
357,2.1769278319315726,-1.432687400689601
358,2.1655009784000194,-1.4298979986020226
359,2.1623464462320054,-1.4271163556401458
360,2.161110858331656,-1.4243424287574205
361,2.160457552526565,-1.4215761752645304
362,2.148087676065433,-1.4188175528254507
363,2.140102423314362,-1.4160665194535607
364,2.1380318704058983,-1.41332303350781
365,2.1327522231298635,-1.410587053688935
366,2.1286510152521654,-1.4078585390357312
367,2.127013557273836,-1.4051374489213706
368,2.1251689184236002,-1.4024237430497744
369,2.1150468555761446,-1.3997173814520312
370,2.1133503728041996,-1.3970183244828664
371,2.1101301399505252,-1.3943265328171548
372,2.109482865298921,-1.391641967446486
373,2.107966228323479,-1.3889645896757696
374,2.107148255666036,-1.3862943611198906
375,2.1066306048388075,-1.383631243700407
376,2.100281518968223,-1.3809751996422905
377,2.096041264611894,-1.3783261914707137
378,2.093620608495133,-1.3756841820078751
379,2.0874171830627404,-1.3730491343698699
380,2.086363659375599,-1.3704210119636004
381,2.084387016495134,-1.3677997784837264
382,2.077582938543721,-1.3651853979096553
383,2.0745751953416303,-1.3625778345025745
384,2.0724945278083173,-1.3599770528025172
385,2.066660960944926,-1.3573830176254704
386,2.0634970208354466,-1.3547956940605197
387,2.0615681428729262,-1.352215047467028
388,2.0614773580007943,-1.349641043471855
389,2.058384199405803,-1.3470736479666092
390,2.056670071026376,-1.3445128271049358
391,2.0561804584299073,-1.341958547299839
392,2.0559254464381973,-1.3394107752210402
393,2.054909046707279,-1.3368694777923678
394,2.054656680858164,-1.3343346221891796
395,2.052724118676015,-1.3318061758358208
396,2.050566726090794,-1.3292841064031111
397,2.0500770743516017,-1.3267683818058638
398,2.0479286610786076,-1.324258970200438
399,2.040528098271085,-1.3217558399823195
400,2.039667072513457,-1.3192589597837323
401,2.033207193323333,-1.3167682984712803
402,2.032621315550379,-1.3142838251436184
403,2.025846376613007,-1.3118055091291514
404,2.024109025418457,-1.3093333199837622
405,2.023641436350016,-1.3068672274885689
406,2.021849377410653,-1.3044072016477064
407,2.018523316206994,-1.3019532126861397
408,2.016117373857421,-1.2995052310474997
409,2.0141729301612794,-1.297063227391948
410,2.003172271997298,-1.2946271725940668
411,2.0008797128534512,-1.292197037740775
412,1.9969230380476437,-1.2897727941292687
413,1.9944490413518416,-1.287354413264987
414,1.993135982701552,-1.284941866859603
415,1.9882362001564102,-1.2825351268290381
416,1.9876321058325217,-1.2801341652915
417,1.9871974415809277,-1.277738954565545
418,1.986514483211196,-1.2753494671681638
419,1.9863637387341881,-1.2729656758128873
420,1.986337610370881,-1.27058755340792
421,1.976964824168537,-1.2682150730542896
422,1.9740451465767619,-1.2658482080440236
423,1.9721165120959832,-1.2634869318583437
424,1.9671168585111305,-1.2611312181658847
425,1.9640441924176801,-1.258781040820931
426,1.9603286145968004,-1.2564363738616768
427,1.9577807252615533,-1.2540971915085046
428,1.9570795381345603,-1.2517634681622845
429,1.9544786348104917,-1.2494351784026934
430,1.9534553705516355,-1.2471122969865536
431,1.9499525371266881,-1.2447947988461912
432,1.9465293228501912,-1.2424826590878115
433,1.9428538704317169,-1.2401758529898965
434,1.941452625818002,-1.2378743560016174
435,1.940438494621091,-1.235578143741267
436,1.9378042944247742,-1.2332871919947113
437,1.9355894464291195,-1.2310014767138553
438,1.9335577737562961,-1.22872097401513
439,1.9327151300112406,-1.2264456601779945
440,1.9305260228167855,-1.2241755116434554
441,1.9267849399961117,-1.2219105050126033
442,1.9229045673347,-1.2196506170451658
443,1.9220114738297316,-1.2173958246580767
444,1.9204582736099605,-1.215146104924061
445,1.9196569561489467,-1.2129014350702374
446,1.918175670675755,-1.2106617924767327
447,1.9134850407019062,-1.2084271546753163
448,1.9130865152588168,-1.206197499348047
449,1.9114605519561423,-1.2039728043259361
450,1.9044941375678137,-1.201753047587623
451,1.901843453086023,-1.1995382072580703
452,1.9014684367616286,-1.1973282616072674
453,1.90024539488276,-1.1951231890489535
454,1.900103529500853,-1.192922968139351
455,1.8984242957448265,-1.1907275775759154
456,1.8967635053498657,-1.1885369961960968
457,1.8922183493807365,-1.1863512029761165
458,1.8899498837137747,-1.1841701770297564
459,1.8781858507555902,-1.181993897607161
460,1.8769475691534325,-1.1798223440936528
461,1.8768115157420189,-1.1776554960085626
462,1.875406851090176,-1.1754933330040673
463,1.87511639112879,-1.1733358348640461
464,1.8685741593269263,-1.171182981502945
465,1.8667247894965244,-1.1690347529646556
466,1.8663465394674634,-1.1668911294214042
467,1.8639736302045706,-1.1647520911726548
468,1.86049442482906,-1.162617618644022
469,1.8568822178260793,-1.160487692386197
470,1.8561439422514383,-1.1583622930738837
471,1.854762916887429,-1.1562414015047462
472,1.853412916747364,-1.1541249985983684
473,1.8520702170430015,-1.152013065395225
474,1.8494452759848665,-1.1499055830556604
475,1.8471095838037368,-1.1478025328588815
476,1.8419371279340238,-1.1457038962019601
477,1.841696959416677,-1.1436096545988454
478,1.8413071216996482,-1.141519789679386
479,1.8348746340378397,-1.1394342831883648
480,1.8328969145529488,-1.1373531169845403
481,1.8298834691233898,-1.135276273039701
482,1.8289512691350776,-1.1332037334377287
483,1.8281973967823137,-1.1311354803736697
484,1.8273438911342914,-1.1290714961528183
485,1.824827286126841,-1.1270117631898076
486,1.8233292201763283,-1.1249562640077118
487,1.82275228302188,-1.1229049812371543
488,1.8224250769061878,-1.1208578976154293
489,1.8160434428280554,-1.118814995985629
490,1.8159473854842207,-1.1167762592957808
491,1.8139820502138824,-1.1147416705979933
492,1.8135833547472642,-1.1127112130476113
493,1.8133252474715722,-1.110684869902379
494,1.8126303866361855,-1.1086626245216111
495,1.81096179664993,-1.106644460365374
496,1.8092929223136573,-1.1046303609936727
497,1.8079066237719763,-1.1026203100656484
498,1.8039650093869868,-1.1006142913387829
499,1.7999369228053477,-1.0986122886681098
500,1.799732743816294,-1.0966142860054366
501,1.7982051202320137,-1.0946202673985723
502,1.7967963576390074,-1.0926302169905622
503,1.7920275703882291,-1.0906441190189327
504,1.7900501046836463,-1.0886619578149417
505,1.785816065932989,-1.086683717802836
506,1.785327309750954,-1.0847093834991182
507,1.7848597524662408,-1.0827389395118194
508,1.7804666829836726,-1.0807723705397787
509,1.78038419871574,-1.0788096613719298
510,1.7781857293033716,-1.076850796886597
511,1.7774214030282354,-1.0748957620507937
512,1.7750130778948958,-1.0729445419195318
513,1.7741487745010878,-1.0709971216351364
514,1.773224024214124,-1.0690534864265653
515,1.772980038279166,-1.0671136216087387
516,1.7717812773377823,-1.0651775125818723
517,1.7693461378071815,-1.0632451448308184
518,1.768317280461809,-1.0613165039244128
519,1.7674483036326967,-1.0593915755148284
520,1.7662439080359609,-1.0574703453369345
521,1.7659610316943888,-1.0555527992076628
522,1.765862101629147,-1.0536389230253784
523,1.7611420965307447,-1.0517287027692592
524,1.7583628700993141,-1.0498221244986778
525,1.75588794166035,-1.0479191743525915
526,1.7543431051642733,-1.0460198385489392
527,1.753315551276486,-1.04412410338404
528,1.75250411523652,-1.042231955232002
529,1.7522595949337156,-1.040343380544134
530,1.749191581721552,-1.0384583658483626
531,1.7455139986837205,-1.036576897748657
532,1.7443886086337643,-1.034698962924457
533,1.7436815505497594,-1.0328245481301066
534,1.743660875086902,-1.030953640194295
535,1.743485385637288,-1.0290862260194995
536,1.7430932952547693,-1.0272222925814367
537,1.7423991840760984,-1.025361826928517
538,1.738690486892019,-1.0235048161813043
539,1.7377980799662396,-1.0216512475319814
540,1.737414281597718,-1.0198011082438199
541,1.7324121866902011,-1.0179543856506552
542,1.7311421957787165,-1.016111067156366
543,1.7291502446150466,-1.0142711402343587
544,1.7274636613003407,-1.0124345924270572
545,1.7271534802032231,-1.0106014113453965
546,1.727034736241639,-1.0087715846683203
547,1.7249130334914964,-1.0069451001422858
548,1.724581610561775,-1.0051219455807707
549,1.7242932247630085,-1.0033021088637848
550,1.7238005260582636,-1.001485577937387
551,1.723533509937074,-0.9996723408132061
552,1.7208249063364476,-0.9978623855679667
553,1.7191190743828326,-0.9960557003430176
554,1.7190242581882595,-0.9942522733438669
555,1.7179941599706376,-0.9924520928397191
556,1.7171082230660661,-0.9906551471630174
557,1.7154940340354083,-0.9888614247089905
558,1.7145778304550972,-0.9870709139352023
559,1.7071424579701144,-0.9852836033611064
560,1.7033885188969609,-0.9834994815676051
561,1.7030258679352948,-0.9817185371966104
562,1.6988524034456607,-0.9799407589506111
563,1.6969463068591348,-0.9781661355922425
564,1.6967969782329042,-0.9763946559438605
565,1.696702084847287,-0.9746263088871184
566,1.6967004589936932,-0.9728610833625494
567,1.6954856531611666,-0.9710989683691501
568,1.6939674479528548,-0.9693399529639705
569,1.6921364586448218,-0.9675840262617056
570,1.690166766228537,-0.9658311774342913
571,1.6894520773397719,-0.9640813957105034
572,1.6892219863846012,-0.9623346703755619
573,1.6882435002048914,-0.9605909907707351
574,1.686085510447413,-0.958850346292951
575,1.6773100074214924,-0.9571127263944101
576,1.6736030962038222,-0.955378120582202
577,1.6726804953763428,-0.9536465184179239
578,1.668690398497502,-0.9519179095173061
579,1.668361134640028,-0.9501922835498364
580,1.6671721921082434,-0.9484696302383903
581,1.667129169282227,-0.9467499393588635
582,1.6644585297243975,-0.9450332007398091
583,1.6633821987154354,-0.9433194042620744
584,1.6626660615706883,-0.941608539858445
585,1.6605294939428,-0.9399005975132888
586,1.659833399618598,-0.938195567262205
587,1.6597051676338863,-0.9364934391916745
588,1.6573025830373072,-0.9347942034387148
589,1.6560552245206959,-0.9330978501905364
590,1.6548697700406336,-0.9314043696842031
591,1.6541220565683359,-0.9297137522062957
592,1.653847885123512,-0.9280259880925761
593,1.65284027552364,-0.9263410677276565
594,1.6523455599296346,-0.9246589815446716
595,1.6483698848622341,-0.9229797200249518
596,1.6467466589318445,-0.9213032736976993
597,1.643926070413051,-0.9196296331396697
598,1.6421976439527648,-0.9179587889748522
599,1.6414838683768829,-0.916290731874155
600,1.6399390237532785,-0.9146254525550939
601,1.6391882027298144,-0.9129629417814804
602,1.638986948715792,-0.9113031903631159
603,1.6379777545701488,-0.9096461891554865
604,1.637525234380148,-0.90799192905946
605,1.6360719471831897,-0.9063404010209869
606,1.6352037333606362,-0.9046915960308032
607,1.6348420101641918,-0.9030455051241345
608,1.6345434928582583,-0.9014021193804044
609,1.6313486113317706,-0.8997614299229445
610,1.6302389107135071,-0.8981234279187061
611,1.6270851207184234,-0.8964881045779755
612,1.6260350710735054,-0.89485545115409
613,1.6230282467443156,-0.893225458943159
614,1.6224860170911595,-0.8915981192837836
615,1.6217784148407437,-0.8899734235567817
616,1.6210655524790973,-0.8883513631849136
617,1.6202772407806698,-0.8867319296326107
618,1.619216844901344,-0.8851151144057053
619,1.6162666732427202,-0.8835009090511642
620,1.6160253452103792,-0.8818893051568227
621,1.6137406872576108,-0.880280294351122
622,1.6136458372178033,-0.8786738683028483
623,1.612581888273176,-0.8770700187208739
624,1.6109575112221304,-0.8754687373538999
625,1.6076836625573252,-0.8738700159902029
626,1.6063693090501707,-0.8722738464573808
627,1.5990439670811505,-0.8706802206221027
628,1.5981700090177586,-0.8690891303898609
629,1.5967963792708735,-0.8675005677047231
630,1.5930041327008828,-0.8659145245490882
631,1.5925037964328108,-0.864330992943444
632,1.5874140674532653,-0.8627499649461253
633,1.5873150838168697,-0.8611714326530755
634,1.5871603567973314,-0.8595953881976097
635,1.5854785668916784,-0.8580218237501793
636,1.5850058160358356,-0.856450731518138
637,1.5841361167953962,-0.8548821037455115
638,1.584017398769025,-0.8533159327127666
639,1.5836178395325926,-0.8517522107365838
640,1.5834855982956242,-0.8501909301696313
641,1.5825301185369902,-0.8486320834003402
642,1.5822339722414258,-0.8470756628526821
643,1.5817908704202506,-0.8455216609859478
644,1.5813837629629635,-0.843970070294529
645,1.5787768556485227,-0.8424208833076996
646,1.5746141469585297,-0.8408740925894008
647,1.5745272748886734,-0.8393296907380268
648,1.5744231367885684,-0.8377876703862115
649,1.5740567577980653,-0.8362480242006186
650,1.573780481192457,-0.8347107448817322
651,1.5729492422858222,-0.8331758251636485
652,1.5722814778569536,-0.8316432578138704
653,1.5721950282174773,-0.8301130356331028
654,1.572078233092741,-0.8285851514550495
655,1.570304252281272,-0.8270595981462123
656,1.5699339246411188,-0.8255363686056909
657,1.5675835768513986,-0.8240154557649843
658,1.5642672717214974,-0.8224968525877941
659,1.5635449167829425,-0.8209805520698302
660,1.563070564335677,-0.8194665472386152
661,1.5616415651931093,-0.8179548311532931
662,1.560478089672231,-0.816445396904439
663,1.5591575048591337,-0.8149382376138676
664,1.5589298011957187,-0.8134333464344472
665,1.558631136325766,-0.8119307165499123
666,1.5573875187066377,-0.8104303411746777
667,1.5544300679659018,-0.8089322135536556
668,1.5516770038891625,-0.807436326962073
669,1.5508122978226964,-0.8059426747052897
670,1.5487778922734048,-0.8044512501186196
671,1.5486616722053175,-0.8029620465671519
672,1.5467977695492576,-0.8014750574455737
673,1.5463438546754034,-0.7999902761779945
674,1.5442737730899498,-0.7985076962177716
675,1.542247648466159,-0.7970273110473374
676,1.5410666180272596,-0.7955491141780265
677,1.5400604742557313,-0.7940730991499059
678,1.5366543953730176,-0.7925992595316054
679,1.5343245669023875,-0.7911275889201491
680,1.533358600720322,-0.789658080940789
681,1.5294678588079658,-0.7881907292468393
682,1.5290512438006518,-0.7867255275195114
683,1.5268525003543383,-0.7852624694677509
684,1.5250896652166104,-0.7838015488280762
685,1.5232190145973976,-0.7823427593644162
686,1.5205528330637834,-0.780886094867952
687,1.5193426858417645,-0.7794315491569578
