,ID,N
426,641,5.110762505247755
427,2239,5.0758835076434785
428,1569,5.058477519141595
429,2155,5.056695298773471
430,2465,5.035723428926559
431,1834,5.015744616573349
432,1592,5.007603769816643
433,864,4.996607201161756
434,1054,4.993876966719287
435,630,4.984680499836489
436,1522,4.956598696771301
437,655,4.93719017687389
438,544,4.919148384886016
439,1111,4.890600432674042
440,276,4.889843783183911
441,2325,4.875078060809697
442,1180,4.871907763623591
443,1797,4.867254977544953
444,2332,4.861678569555104
445,1876,4.849021129686252
446,905,4.835538400406597
447,2487,4.828458544916598
448,1890,4.820845088632234
449,645,4.7950473197676935
450,883,4.775720806508865
451,1182,4.766639575848187
452,1293,4.764425928926778
453,1517,4.754813649789427
454,1471,4.7537310845592256
455,235,4.752311524080041
456,1298,4.740487870218597
457,2179,4.732388616549808
458,921,4.719377965248473
459,1891,4.715298854362109
460,1195,4.694275814618381
461,2393,4.691667896480978
462,532,4.688856141589144
463,642,4.675086421565533
464,372,4.657091878160063
465,847,4.638191683545171
466,1147,4.615719953938943
467,2152,4.5692207943125265
468,712,4.55016088582167
469,1669,4.530439428225627
470,1859,4.519929446089874
471,904,4.516088833117915
472,1621,4.462076066686202
473,76,4.459056371462015
474,80,4.405160900409987
475,114,4.395100534535139
476,1042,4.34729681411064
477,1672,4.328050094796917
478,1748,4.327326151096562
479,2175,4.322083043539701
480,484,4.275979960087893
481,2203,4.275678916390951
482,1179,4.25151320872071
483,411,4.246168802854343
484,148,4.234590217672877
485,2100,4.226287986042493
486,448,4.224074411110922
487,1857,4.213153241578696
488,1760,4.210053356486833
489,1454,4.178048623213297
490,1458,4.170052334725088
491,541,4.169467318079546
492,1889,4.157678520390183
493,2470,4.133169021661075
494,120,4.110504393675548
495,2055,4.108319621638067
496,2453,4.105235287244071
497,650,4.105155896976087
498,375,4.088208068551044
499,1685,4.082631818736929
500,1892,4.072849549158784
501,153,4.050918439033467
502,13,4.046895319402086
503,1130,4.0221911831858135
504,1533,4.0158324571869
505,923,3.9808154657087855
506,1462,3.9666389127357187
507,782,3.9639706346396086
508,929,3.9495553181163268
509,445,3.945215755801438
510,1761,3.9131752080389948
511,933,3.9066010554307766
512,1618,3.868083504755153
513,1601,3.8586110830803335
514,1515,3.853048306279294
515,1815,3.852760896670928
516,171,3.8487328837231227
517,1300,3.830186728932846
518,874,3.811754136979103
519,825,3.8058494942665924
520,2246,3.78563086648614
521,2031,3.7816202599667363
522,1583,3.778504674405142
523,1605,3.773096393585793
524,1021,3.756504168510174
525,1726,3.747477132532883
526,1977,3.730327760465905
527,1907,3.7227951465051925
528,96,3.6881012836518408
529,2159,3.6586817803888345
530,754,3.6560430262229633
531,1183,3.6437652159480045
532,1028,3.642483759506363
533,1347,3.6422644700672304
534,482,3.637313242476761
535,1531,3.6290842479041325
536,2275,3.607712370734755
537,954,3.6051075893036777
538,1142,3.600774729531076
539,225,3.5984096406176453
540,1606,3.594707133963398
541,822,3.561980397665887
542,640,3.551908837286597
543,1459,3.520638005519925
544,1211,3.5200767941963615
545,625,3.5153490006206956
546,1219,3.47414370167121
547,771,3.4658255622198437
548,2005,3.4380270191735285
549,2243,3.4374414769159647
550,908,3.4361419263485815
551,984,3.4303146284829413
