,E,N
162,857_857_857_857_857_857_857_857_857_857_858_857_857_857_857_857_856,1
163,857_856,1
164,855_855_855_855_854,1
165,855_855_855_854,1
166,855_854,1
167,855,1
168,854_855_854,1
169,854_855,1
170,854_854_855,1
171,854,1
172,853_853_852,1
173,853_852,5
174,853,4
175,852_853,1
176,851,1
177,85,1
178,849_849_849_850,1
179,849_849_849_849_849_850,1
180,849_849_849_849_849_849_850,1
181,849_849,1
182,848_848_847,1
183,848,1
184,844_844_844_843,1
185,844_844_843,1
186,844_843,1
187,844,1
188,843_844_843,1
189,843_844,2
190,843,1
191,842,2
192,841_842_841_839_839_841_841_840,1
193,841_841_839_841_840_839,1
194,841_840_839,1
195,841_840,1
196,841,2
197,840_841_839,1
198,840_839,1
199,840,1
200,839_841_840,1
201,839,1
202,838_838_837,1
203,838_837_835_836,1
204,838_837,1
205,838,1
206,837_836_835,1
207,837,2
208,836_836_836_836_836_836_837_837_836_836,1
209,836_836_836_835,1
210,836_836_835,1
211,836_835,2
212,836,2
213,834_833,2
214,834,5
215,833_833_833_834,1
216,832_832_832_832_831,1
217,832_832_831,3
218,832_831,3
219,830_830_830_829,1
220,830_829,3
221,827_827_827_827_827_827_826,1
222,827_827_827_827_827_826,1
223,827_827_826,1
224,827_826,1
225,827,1
226,825_825_825_825_825_825_825_825_825_825,1
227,825_825_825_825_825_824,1
228,825_825_824,1
229,825_824,2
230,825,1
231,823,2
232,822_822_821,1
233,822_821_821_822_821_823,1
234,822_821,1
235,821_822_823_823_822,1
236,819_818,2
237,819,4
238,818_818_820_819,1
239,817_816,4
240,817,1
241,815_815_815_815_815_815_815_815_815_814,1
242,815_815_815_815_814,1
243,815_814,2
244,815,1
245,814_815,1
246,809_810,1
247,807_808,1
248,807_807_807_807_807_807_807_807_807_807_807_807_807_807_807_808,1
249,806_805,3
250,806,2
251,805_806,1
252,805_805_805,1
253,805,1
254,804_804_804_804_803_804_802,1
255,804_802_803,1
256,803,1
257,802,1
258,801_801_800,1
259,801_800,4
260,801,2
261,800_801,1
262,800,1
263,80,2
264,799_799_799_799_798,1
265,799_799_799_798,1
266,799_799_798_799_798,1
267,799_797_798,1
268,799,2
269,797,1
270,796,2
271,795_795_795_796_795_795_795_794,1
272,795_795_794,1
273,795_794_793,1
274,795_794,1
275,795,2
276,793_795_795_795_795_794,1
277,793,2
278,792,1
279,791_791_791_790,1
280,791_791_790,1
281,791_790,1
282,79,1
283,78_78_77_78_78_78_78_78_78_78_78_80_80_78_80_80_80_78_80_80_80_80_80_80_80_80_80_79_77_76_78_78_79_79,1
284,789_789_789_789_789_789_789_789_789_789_789_789_789_789_789_789_789,1
285,789_789_789_789_788,2
286,787,2
287,783_784,1
288,783_783_783_784,1
289,783_783_783_783_784_783,1
290,780_780_780_780_782_782_782_781,1
291,78,1
292,77_77_76,1
293,77_76_75,1
294,779_779_779_779_777_779_779_779_779_777_779_777_779_779_779_777_779_779_779_779_778,1
295,779_779_779_779,1
296,779_778,3
297,777_777_776,1
298,777_776,1
299,773,1
300,772_772_772_772_772,1
301,772_772_771,1
302,772_771,4
303,772,1
304,769_768,1
305,768,1
306,764_763,1
307,764,1
308,76,1
309,757_757_757_757_757_757_757_757_757_757_757_757_757_757_757_757_757_757_757_757_757_757_757_757_757_757_757_757_757,1
310,755_755_755_755_755_755_755_755_755_755_755_755_754,1
311,755_754,1
312,755,1
313,754_753,1
314,753,2
315,751_750_752_752_752_752_752_752_752_750_752_752_752_752_752_750_752_752_752_749,1
316,750_751,1
317,75,5
318,74_75,1
319,749,1
320,746_745,1
321,742_742_742_742_741,1
322,742_741,2
323,742,4
324,74,1
325,737_740_741_740_740_740_740_740_740_740_740_740_740_740_740_739_739_738_737_737_737_737_737_738_738_738_739_738_737_736,1
326,737_737_737_740_740_740_740_741_740_740_739_741_740_738_738_737_737_740_739_736,1
327,736,1
328,735_735_735_735_735_734_735_735,1
329,735_735_735_735_734,2
330,735,1
331,732_732_732_731,1
332,732_732_731,1
333,732_731,2
334,732,2
335,730,1
336,728_728_728_728_728_728_728_728_728_728_728_728_728,1
337,727,1
338,726_725_725_727_727_727_727_727_727_727_726,1
339,725,2
340,724_724_724_724_724_724_724_724_724_724_724_724_724_724_724_724_724_724_724_724_724_724_724,1
341,722_722_722_722_722_722_722_722_722_722_722_722_722_722_722_722_722_722_722_722_722_722_722_722_722_722_722_722_722_722,1
342,72,2
343,71_71_71_70,1
344,71_70,1
345,719_719_719_719_719_719_719_719_719_719_719_719_719_719_719_719_719_719_719_719_719_719_719_719_719_719_719_719_719_719,1
346,716_716_715,1
347,711_711_711_711_711_711_711_711_711_711_711_711_711_711_711_711_711_711_711_711_711_711_711_711_711_711_711_711_711_711,1
348,708,1
349,706_706_706_706_706_706_706_706_706_706,1
350,706_706_706_706_705,1
351,706_705,2
352,704,1
353,702,4
354,701_701_702,1
355,701_701_701_701_701_702,1
356,701,1
357,6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,1
358,69_69,1
359,698_698_698_698_698_698_698_698_698_698_698_698_698_698_698_698_698_697,1
360,696_696_695,1
361,694,2
362,693_694,1
363,693_693_693_692,1
364,693_693_692,2
365,693_692,3
366,693,1
367,691_691_690,1
368,691,4
369,690_691,1
370,69,1
371,68_67,1
372,686_686_687_686_685,1
373,686_686_686_687,1
374,686_686_686_686_686_685,1
375,686_685,3
376,684_684_684_683,1
377,684_684_683,1
378,684_683,3
379,683_684,1
380,682_682_682_682_681,1
381,682_681,1
382,680,1
383,679,1
384,678_679,1
385,678_678_678_678_678_678_678_678_678_678_679,1
386,678,1
387,676_677,1
388,676,1
389,675_675_675_675_674,2
390,675_675_675_674,1
391,675_675_675,1
392,675_674,1
393,675,1
394,672_671,6
395,672,1
396,669,4
397,668_669,2
398,667_666,1
399,666,2
400,665_665_665_665_666_665,1
401,665,1
402,664,1
403,663_663_663,1
404,662_661,1
405,662,2
406,661_662,2
407,660_659,5
408,660,1
409,66,1
410,658_657,2
411,658,2
412,656_655,4
413,656,3
414,655,2
415,654,5
416,653_653_654,1
417,653_653_653_653_653_653_653_652,1
418,653_652,2
419,653,1
420,651,2
421,650_650_650_650_650_650_650_651,1
422,650_649,1
423,650,3
424,649_650,1
425,649_648,2
426,649,4
427,648_649_650,1
428,648,1
429,646_647,1
430,646_645,3
431,645,2
432,644_645,1
433,644,1
434,642_641,2
435,642,2
436,640_639,1
437,640,3
438,639_640,1
439,639,1
440,638_638_638_635_635_634,1
441,637_637_635_637_635_636,1
442,637,1
443,636,3
444,635_635_636,1
445,635_635_635_635_637_637_636,1
446,635_634,1
447,634,1
448,633_632,3
449,633,3
450,632_632_632_632_632_632_632_632_632_633,1
451,631_630,2
452,631,3
453,630_630,1
454,62_63,1
455,629,1
456,625,1
457,623,1
458,622_623,1
459,622_621,3
460,621_620_619,1
461,621,2
462,620_622_621,1
463,620_621_620_619,1
464,620_619_618,1
465,620_619,1
466,620,1
467,61_61_61_61_60,1
468,61_61_61_60,1
469,61_61_60,1
470,61_60,3
471,619,2
472,618,2
473,617_618,2
474,617,1
475,616,1
476,615_616,1
477,615_615_616,1
478,615,4
479,614_614_614_614_614_614_614_615,1
480,614,2
481,613_614,1
482,613_613_615_614,1
483,613_613_614,1
484,612_612_610_612_612_610_611_610,1
485,612_611,1
486,612_610_611,1
487,612,1
488,611_612,1
489,611_610,2
490,610_611_612,1
491,610,1
492,61,2
493,609,2
494,607_607_607_607_607_607_607_607_607_607_607_607_607_607_607_607_607_607_607_607_607_607_607_607_607_607_607_607_607,1
495,606,1
496,605,2
497,602_602_602_602_602_602_602_603,1
498,602_602_602_602_602_602_602,1
499,600_600_600_600_600_600_601,1
500,600_600_600_600_600_600_600_601,1
501,600_600_600_600_599,1
502,600_600_600_599,1
503,60,1
504,599,3
505,595_595_595_595_595_595_594,1
506,58_58_58_58_58_58_58_58_58_58_58_58,1
507,589,1
508,588_588_588_589,1
509,588_587,1
510,586_586_586_586_586_584_586_586_586_586_586_586_586_586_586_586_586_586_586_586_586_586_585,1
511,586_585,2
512,585,1
513,584,1
514,583,1
515,582_583,2
516,582_582_582_582_582_582_582_581,1
517,582_582_581,2
518,582,1
519,581_580,1
520,580,2
521,57_57_56,2
522,57_56_56_56_56_56_57,1
523,57_56,1
524,578_578_578_578_578_579,1
525,575_575_575_575_575_575_574_574_574_574_574_574_574_574_574_575_574_576,1
526,575,2
527,574_573,4
528,573,2
529,571_569_571_569_569_571_570,1
530,571,1
531,57,2
532,56_56_57,1
533,569_571_569_571_571_571_569_571_572_572_571_569_571_571_571_570_569,1
534,568_567,1
535,568_566_566_566_566_566_566_567,1
536,567_567_566,1
537,566_566_568_566_566_566_568_566,1
538,566_566_567_568,1
539,565_565_564,1
540,564_565_565,1
541,563,1
542,562_562_562_561,1
543,562_561_562,1
544,562_561,1
545,562,3
546,561_562_561,1
547,560_560_560_558_558_560_558_559_558,1
548,560_560_559_558,1
549,560_559_558,1
550,560_558_558_558_558_558_558_560_558_558_559_558,1
551,560,2
552,557_557_557_556,1
553,557_556,1
554,557,3
555,556_556_556_557,1
556,556_556_556_556_556_557,1
557,556,1
558,555,1
559,554_555,3
560,554_554_555,1
561,552_552_551_552_552_553,1
562,552_552_551,1
563,551_551_552,1
564,550,1
565,549_549_550,1
566,549_549_549_549_550,1
567,547_547_546_547_547_547_547_546_546_547_548,1
568,547_547_546,1
569,547,1
570,546_546_547_548,1
571,546,1
572,545_545_545_545_545_545_545_544,1
573,545_545_545_544,1
574,545_544,2
575,545,2
576,540_540_539,1
577,540_539_538,1
578,540_539,3
579,540,1
580,54,2
581,539_540,1
582,539_539_538,1
583,539_538,1
584,538_537,1
585,536,1
586,535_534,1
587,535,2
588,534_534_534_534_534_534_534_534_534_534_534_534_534_533,1
589,534,1
590,52_53_52_52_52_52_54_52_52_52_52_52_52_52_54_52_52_52_52_53_54_52_55_54,1
591,529_528,2
592,529,1
593,528,1
594,527_526,1
595,526_526_527,1
596,526,3
597,525_526,1
598,525_525_525_524,1
599,525_524,1
600,524_524_522_522_522_522_522_523,1
601,523_522,1
602,523,1
603,522_525_525_525_525_525_525_525_525_525_524_522_522_522_522_522_522_522_522_523,1
604,51_50,5
605,519_519_519_519_519_518_519_519_519,1
606,518_518_518,1
607,516_516_518_516_518_516_516_518_518_518_518_518_518_518_516_518_518_516_516_518_518_518_518_518_518_518_518_518_517,1
608,515_515_515_515_515_514_515,1
609,515_515_514,1
610,514_514_514_514_514_514,1
611,513,3
612,512_512_511,4
613,512_511,1
614,512,1
615,510,2
616,51,2
617,50_51,1
618,509_509_509_508_509_509_508_507_507,1
619,509_508,1
620,508_508_508_508_507,1
621,508_508_508_507_507_508_510_508_509_508_509_509_510_508,1
622,508_508_508,1
623,508_507,2
624,507,1
625,506,1
626,504_504_504_504_504_504_504_504_504_504_504_504_504_503_504_504_504_504_504_503_503_503_503_503_503_503_503_503_503,1
627,502_501_500_502_502_501_500_499,1
628,502_501,2
629,502_500,3
630,502,2
631,501_502_502_501_500_499,1
632,501_500_499,1
633,501,1
634,500_501_501_500_499,1
635,500_500_502_500_499,1
636,4_4_4,1
637,4_1_2_2_1_1_1_0_0_0_0_0_0_0_0_0_0_1_2_0_3_4,1
638,498_497,2
639,497_497_498_497,1
640,496_496_496_496_496_496_496_496_496,1
641,496_496_496_495,1
642,496_495,1
643,494,1
644,493_493_493_493_493_491_492,1
645,493_493,1
646,493_492_491,1
647,491_491_492_493_492,1
648,491,2
649,490,3
650,48_49,1
651,489_490,2
652,489_489_489_489_490,1
653,488,6
654,487_487_486,1
655,486_487,1
656,486,3
657,485_484,2
658,485,1
659,482_481,3
660,482,4
661,480_480_480_479,1
662,480_480_479_480_478_480_479_477_477_478_479,1
663,480_480_479_477_478_477,1
664,480_479,1
665,480,2
666,47_46_47_47_47_47_48_48_47_47_47_47_47_47_48_48_47_47_48_47_47_48_49,1
667,478_480_480,1
668,478_477,1
669,477_477_479_478,1
670,476_475,1
671,476,1
672,475_474,1
673,475,1
674,474,1
675,473,1
676,472_472_472_472_472_472,1
677,472_472_472_471,1
678,472_472_471,3
679,472_471,1
680,472,2
681,470_469,1
682,470,2
683,46_45_45_45_45_45_44_46_46_46_46_46_46_45_46_45_44_43,1
684,467_466,1
685,467,4
686,466_465,3
687,466_464_466_464_464_464_464_464_466_464_464_464_466_464_466_464_466_464_466,1
688,466_464_465,1
689,464,1
690,463_462,1
691,463,8
692,462,1
693,461_461_460,1
694,461_460,1
695,460,1
696,459_458,3
697,459,2
698,456,1
699,451_451_450_449,1
700,451_450_449,1
701,451_450,2
702,451,4
703,450_451_450_449,1
704,450_451,1
705,450_449,1
706,450,3
707,449_450_451,1
708,448_448_447,1
709,448_447,1
710,448,3
711,447_448,2
712,447_446_447_448,1
713,447,1
714,445_444_443,1
715,445_444,2
716,445,4
717,444_445,1
718,444_443,4
719,444,1
720,443_445_445_444,1
721,443,1
722,442_440_440_442_442_441,1
723,442,4
724,441,2
725,440_439,2
726,440,1
727,439,3
728,437_437_435_437_437,1
729,437,2
730,436_435,2
731,436,3
732,435_436_437,1
733,435_436,1
734,434_433_432,1
735,434_432_433,1
736,434,4
737,433,2
738,431_430,2
739,431,2
740,430_430_431,1
741,43,1
742,429_429_429_429_427_429_429_428,1
743,429,1
744,428_429,1
745,428_428_427,1
746,428_427,3
747,428,1
748,427_428_429,1
749,427_428,1
750,427,2
751,425_425_425_424,1
752,425_425_424,1
753,425_424,5
754,425,5
755,423_422,1
756,423,6
757,422_422_423,1
758,422,1
759,421_420,3
760,421,4
761,42,1
762,419_418,1
763,415,2
764,414,4
765,413_414,2
766,413_413_413_413_413_413_414,1
767,413,2
768,412_412_411,1
769,412_411,1
770,412,1
771,410_409,1
772,410,2
773,41,1
774,408,3
775,407_407_407_408,1
776,407_407_406_405,1
777,407_406,2
778,407,2
779,406,3
780,405,2
781,404_405_404,2
782,404_405,2
783,404_404_404,1
784,404,2
785,403_401_400_399,1
786,403_400,3
787,402,1
788,400_399,1
789,40,1
790,398_398_397,1
791,398_397,2
792,398_396_398_398_397,1
793,398,1
794,397,3
795,396_396_395,1
796,396_395,2
797,395_395_396,1
798,394,4
799,393_393_393_394_393_393_394_393_392_391,1
800,393_393_393_393_393_391_393_391_393_393_393_393_392_391,1
801,393_393_392,1
802,393,1
803,391,2
804,390_389,1
805,39,1
806,388_387,2
807,388,2
808,387_387_386,1
809,387_386,1
810,384_383,1
811,384,3
812,383_382,3
813,383,3
814,381_380,2
815,381,2
816,38,1
817,379,4
818,374_373,1
819,372_371,3
820,372,3
821,36_36_36_36_36_36_36_36_37,1
822,368_367,1
823,367_368,1
824,366_365,2
825,366,4
826,365_366,2
827,364_363,3
828,364,2
829,363_363_364_363,1
830,362,2
831,361_362,1
832,361_361_361_361_361_361_361_361_360_361,1
833,361_361_361_361_361_361_361_360,1
834,35_35_34_35_36,1
835,359,1
836,358_358_359,1
837,358_358_358_359,1
838,358,1
839,357_356_357_359_358,1
840,356_355,1
841,355_355_355_355_355_355_355_354_356_355_354_356_356_356_356_358_354_355_356_358_358_356_356_356_356_356_358_356_358_358_358,1
842,355,1
843,354_353,1
844,352_351,1
845,352,1
846,351_350,2
847,351_349_349_350,1
848,350_349,2
849,350,1
850,34_34_34_34_34_34_34_34_33,1
851,349_350,1
852,349_347_348,1
853,349,1
854,348_348_348_348_348_348_347,1
855,348_348_347_346,1
856,347_349_348,1
857,347_346,2
858,347,5
859,346_345,4
860,346,1
861,345,1
862,344_344_343,1
863,340_340_340_340_340_339,1
864,340_339,1
865,340,1
866,339_340,1
867,338_338_338_338_337,1
868,338_338_337,1
869,338_337,2
870,338,1
871,337_338,1
872,337_337_338,1
873,336,2
874,335_334_334_335_336,1
875,335,2
876,334_335,1
877,333_332,1
878,331_331_330,1
879,331_330,3
880,331,2
881,330_330_330_330_330_330_330_331,1
882,32_32_30_32_30_32_30_30_30_30_30_31_32_32_32_32_32_32_32_32_32_30_30,1
883,329_329_329_329_329_329_329_329_329_329_328,1
884,327,4
885,326,1
886,323_322,2
887,323,2
888,322,1
889,319_318,1
890,319,1
891,318,1
892,317_316,1
893,316_317,2
894,315_315_315_315_315_315_315,1
895,315_315_315_315_315_315_314,1
896,313_312,4
897,313,2
898,312_313,1
899,312_311,1
900,311_311_310,1
901,311_310,6
902,309_308,1
903,309,1
904,308_309_308_307,1
905,308_309,1
906,307_308_309_309_307_306,1
907,306_307_306_306_306_308_309_308_306_307_309_309,1
908,306_306_308_306_306_307,1
909,304_303,1
910,304,1
911,303_303_304,1
912,302,2
913,301_301_301_302,1
914,301,2
915,300_300_298_300_300_300_300_301_298,1
916,300_299,1
917,300,1
918,30,1
919,298_297_296,1
920,298,2
921,297_297_300_300_300_299_296_296_297_296_300_300_300_300_300_299_296_297_297_298_300_300,1
922,297_297_296,1
923,297,4
924,296_297_298,1
925,293_295,1
926,2934,1
927,2930_2930_2930_2929_2930_2934_2934_2933_2933_2932,1
928,292_292_292_291,1
929,292_291,2
930,292,4
931,291_292,1
932,291_291_292,1
933,2913_2913_2913_2913_2913_2913_2913_2913_2913_2913_2913_2913_2913_2913_2913_2913_2913_2913_2913_2913_2913,1
934,291,2
935,2906_2906_2906_2906,1
936,2900,2
937,289_288,1
938,2899_2899_2899_2899_2899_2899_2899_2899_2899_2900,1
939,2894_2894_2894_2894_2894_2894_2894_2894_2894_2893,1
940,2894_2894_2894_2894_2894_2894_2894,1
941,2894_2893,2
942,289,1
943,2877_2877_2877_2877_2877_2877_2877_2877_2877_2877_2877_2877_2877_2877_2877_2877_2877_2877_2877_2877_2877_2877_2877_2877_2877_2877_2877_2877,1
944,286_285,2
945,285_284,1
946,2855_2854,1
947,2853,1
948,2851,3
949,2850_2851,1
950,2850_2849,3
951,2850,2
952,285,1
953,2848_2848_2848_2848_2847,2
954,2848_2848_2847,1
955,2848_2847,3
956,2848,2
957,2847_2848,1
958,2845,2
959,2838_2837,1
960,2836_2836_2835,2
961,2836_2835,2
962,2836,1
963,2834_2833,3
964,2832,1
965,2830,1
966,282_281,2
967,2821,1
968,2820_2820_2819,1
969,2820_2819,2
970,2820,1
971,282,1
972,2819_2820,1
973,2819_2819_2819_2819_2821_2821_2819_2819_2819_2822_2821_2819_2819_2821,1
974,2818,1
975,2816_2815,1
976,2815_2814,2
977,2815,1
978,2814_2815,1
979,2813_2812,2
980,2813_2811_2812,1
981,2813,4
982,2811_2812_2812_2813,1
983,2811_2810,1
984,2811,1
985,2810_2809,2
986,2810,1
987,2808_2807,3
988,2808,1
989,2803_2802,2
990,2803,3
991,2802_2803,1
992,2801_2800,2
993,2801,2
994,2800,1
995,280,3
996,27_27_27_27_27_28,1
997,279_280,1
998,279_279_279_278,1
999,279_278,2
1000,2798_2797,2
1001,2795_2795_2794,2
1002,2795_2794,3
1003,2793,3
1004,2792_2791,1
1005,2790_2789_2787_2788,1
1006,2790_2789,1
1007,2790_2788_2789,1
1008,2790,1
1009,278_279,1
1010,2789_2790,1
1011,2789_2789_2789_2789_2788,1
1012,2789_2788,2
1013,2789,1
1014,2788_2789,1
1015,2788_2787,3
1016,2788,2
1017,2786_2786_2786_2786_2786_2786_2786_2786_2786_2786_2786_2785,1
1018,2786_2786_2786_2786_2786_2786_2786,1
1019,2786_2786_2785,1
1020,2786_2785,2
1021,2784_2784_2783,3
1022,2784_2783,6
1023,2782_2782_2782_2781,2
1024,2782_2781,2
1025,2782,2
1026,2781_2782,1
1027,2781_2781_2781_2781_2782,1
1028,2781,2
1029,2780_2779,1
1030,277_276,1
1031,2778,3
1032,2777_2778_2778_2777_2776,1
1033,2777_2776,1
1034,2777,1
1035,2776_2776_2776_2777,1
1036,2776,3
1037,2775,1
1038,2774_2775,1
1039,2773_2772_2771,1
1040,2773_2772,1
1041,2773,1
1042,2772_2773,1
1043,2772,2
1044,2770_2767_2768_2770_2769,1
1045,2770,2
1046,277,2
1047,276_276_276_276_276_276_276_276_276_276_277,1
1048,2769_2769_2769_2770_2770_2769_2769_2769_2767_2769_2769_2769_2769_2769_2767_2769_2768,1
1049,2769_2768,1
1050,2766_2765,2
1051,2766,3
1052,2762,3
1053,2760,2
1054,276,1
1055,2758,1
1056,2755_2755_2755_2754_2755_2755_2755_2755_2754_2754_2754_2754_2754_2754_2754_2754_2754_2754_2754_2754_2754_2755,1
1057,2752,1
1058,2751_2752,1
1059,2751_2751_2752,1
1060,2751_2751_2751_2751_2751,1
1061,2751,1
1062,2750,1
1063,275,1
1064,274_275,1
1065,274_274_274_274_274_272_274_274_274_274_274_272_274_274_272_274_274_274_274_274_274_274_274,1
1066,2748,1
1067,2746_2745,2
1068,2746,1
1069,2744_2743,1
1070,2744,1
1071,2742_2741,2
1072,2742,2
1073,2741_2742,1
1074,2741,1
1075,2740_2740_2740,1
1076,273_272,1
1077,2738_2738_2737,1
1078,2738_2736_2736_2736_2736_2738_2737,1
1079,2737,2
1080,2736_2736_2736_2736_2736_2735,1
1081,2736,1
1082,2733_2733_2733_2733_2733_2733_2733_2733_2733,1
1083,273,1
1084,2726_2726_2725,3
1085,2726_2725,3
1086,2724_2724_2724_2723,1
1087,2724_2723,3
1088,2724,3
1089,2723,1
1090,2722,1
1091,2721_2720,1
1092,2720_2719,1
1093,271_271_271_271,1
1094,271_270,4
1095,2719_2720_2721_2722,1
1096,2719_2719_2719_2719_2718_2719_2722_2719_2719_2722_2720_2721_2722_2719_2722,1
1097,2719_2718,1
1098,2719,1
1099,2718_2719,1
1100,2718,3
1101,2717_2717_2717_2717_2716,1
1102,2717_2717_2717_2716,1
1103,2717_2717_2716,1
1104,2716_2717_2717_2717_2716_2717,1
1105,2716_2716_2717,1
1106,2716,1
1107,2715_2714,1
1108,2714_2713,2
1109,2714,1
1110,2712_2712_2712_2712_2712_2712_2712_2712_2712_2712_2712_2712_2712_2711_2712,1
1111,2712_2712,1
1112,2712,1
1113,2709_2708,1
1114,2707,1
1115,2706_2706_2706_2706_2706_2706_2706_2707,1
1116,2705_2704,1
1117,2705,1
1118,2704_2705,2
1119,2704_2704_2705,2
1120,2704_2704_2704_2705_2704,1
1121,2704,1
1122,2701_2700,1
1123,269_269_268,2
1124,269_268_267,1
1125,269_268,4
1126,2699,1
1127,2698_2699,1
1128,2697_2697_2697_2697_2697_2696,1
1129,2697_2697_2697_2696,1
1130,2697_2696,2
1131,2697,1
1132,2695_2694,1
1133,2693,1
1134,268_269,1
1135,2689_2688,2
1136,2689,3
1137,2685_2684,2
1138,2683_2682,1
1139,2683,2
1140,2682_2683_2680_2681_2682_2680,1
1141,2682_2681,1
1142,2682,1
1143,2681_2682,1
1144,2681_2681_2682_2681,1
1145,2681_2680_2679,1
1146,2681,1
1147,2680_2678_2679,1
1148,268,1
1149,267_266,1
1150,2679_2679_2678,1
1151,2679_2678,3
1152,2679,2
1153,2678_2679_2677_2676,1
1154,2678_2677_2676,1
1155,2678,1
1156,2677_2676,1
1157,2677,3
1158,2676_2675,1
1159,2676,1
1160,2675,2
1161,2674_2675_2676,1
1162,2674_2672_2674_2673,1
1163,2674,2
1164,2673_2672,2
1165,2673,1
1166,2672_2671_2670,1
1167,2671_2670,1
1168,267,1
1169,266_266_265,2
1170,266_265,2
1171,2669_2668,2
1172,2669,1
1173,2667_2667_2667_2667_2667_2667_2667_2666,1
1174,2667_2667_2666,1
1175,2667_2666,1
1176,2667,3
1177,2666,2
1178,2663_2660_2659_2659_2660_2662_2659_2660_2660_2660_2661_2665_2665_2663_2665_2665_2665_2665_2663_2665_2665_2665_2662_2662_2663_2663_2665_2662_2663_2663_2665_2665_2665_2665_2665_2665_2665_2665_2662_2663_2662_2661_2659_2660_2662,1
1179,2663_2659_2659_2660_2661_2661_2662,1
1180,2663,1
1181,2662,1
1182,2661_2659_2661_2661_2662_2659_2660,1
1183,2660_2660_2659,1
1184,2660_2659,1
1185,265_264,1
1186,2659,1
1187,2657_2657_2657_2657_2657_2656,1
1188,2657_2656,3
