,S,N
634,1975,1
635,1972,1
636,1971,1
637,1970,1
638,1966,1
639,1965,6
640,1964,1
641,1963,1
642,1962,2
643,1961,3
644,1960,4
645,1959,1
646,1958,5
647,1956,4
648,1955,5
649,1954,6
650,1952,2
651,1951,2
652,1950,8
653,1949,1
654,1946,2
655,1945,3
656,1944,2
657,1943,4
658,1942,5
659,1941,3
660,1940,3
661,1939,2
662,1938,4
663,1936,3
664,1932,1
665,1931,3
666,1930,2
667,1929,1
668,1928,2
669,1927,1
670,1926,4
671,1925,2
672,1924,6
673,1923,3
674,1922,6
675,1921,2
676,1920,6
677,1919,3
678,1915,5
679,1914,1
680,1913,4
681,1912,2
682,1911,5
683,1910,2
684,1909,2
685,1908,4
686,1907,4
687,1906,6
688,1905,5
689,1904,3
690,1901,1
691,1900,5
692,1899,1
693,1897,4
694,1896,1
695,1894,3
696,1892,4
697,1891,6
698,1890,4
699,1889,6
700,1888,3
701,1887,3
702,1886,2
703,1885,6
704,1883,1
705,1882,1
706,1881,8
707,1880,2
708,1879,4
709,1878,2
710,1877,2
711,1876,2
712,1875,1
713,1874,7
714,1873,2
715,1872,3
716,1871,5
717,1869,4
718,1867,6
719,1865,1
720,1864,3
721,1863,3
722,1862,2
723,1861,1
724,1860,1
725,1859,2
726,1857,2
727,1856,4
728,1855,1
729,1854,5
730,1853,1
731,1852,3
732,1851,2
733,1850,2
734,1849,3
735,1848,1
736,1847,2
737,1846,1
738,1845,1
739,1844,2
740,1843,3
741,1842,4
742,1839,1
743,1838,4
744,1837,2
745,1836,2
746,1835,1
747,1833,3
748,1832,1
749,1831,4
750,1830,3
751,1828,5
752,1827,3
753,1826,1
754,1825,2
755,1824,1
756,1823,1
757,1820,1
758,1819,4
759,1818,4
760,1817,1
761,1810,4
762,1809,5
763,1807,8
764,1806,6
765,1805,4
766,1804,2
767,1803,1
768,1802,1
769,1800,1
770,1799,5
771,1798,6
772,1796,6
773,1795,2
774,1794,5
775,1793,2
776,1792,1
777,1791,6
778,1790,1
779,1789,2
780,1786,1
781,1785,1
782,1781,3
783,1780,4
784,1779,6
785,1778,4
786,1777,3
787,1776,3
788,1775,3
789,1773,4
790,1772,2
791,1771,2
792,1770,1
793,1769,2
794,1763,1
795,1761,1
796,1759,2
797,1757,4
798,1756,1
799,1755,5
800,1753,3
801,1752,3
802,1751,1
803,1750,2
804,1749,1
805,1748,1
806,1746,2
807,1743,4
808,1742,1
809,1741,2
810,1740,2
811,1738,1
812,1737,8
813,1736,4
814,1734,4
815,1733,4
816,1730,1
817,1728,3
818,1727,7
819,1726,5
820,1725,4
821,1724,6
822,1722,3
823,1720,3
824,1719,3
825,1718,1
826,1717,5
827,1716,3
828,1715,1
829,1714,3
830,1713,4
831,1711,1
832,1710,3
833,1709,3
834,1708,2
835,1707,6
836,1706,3
837,1705,2
838,1704,4
839,1702,2
840,1701,2
841,1700,2
842,1699,2
843,1696,3
844,1695,1
845,1692,1
846,1690,3
847,1688,1
848,1684,6
849,1683,2
850,1682,3
851,1681,5
852,1680,4
853,1679,1
854,1675,1
855,1674,1
856,1673,1
857,1672,1
858,1671,1
859,1670,4
860,1669,6
861,1668,3
862,1667,2
863,1666,3
864,1664,3
865,1662,2
866,1661,6
867,1660,4
868,1658,7
869,1657,2
870,1656,5
871,1655,4
872,1654,4
873,1653,1
874,1652,6
875,1651,4
876,1650,4
877,1649,3
878,1648,3
879,1647,7
880,1646,4
881,1645,3
882,1644,1
883,1643,1
884,1642,5
885,1641,2
886,1639,1
887,1638,1
888,1637,5
889,1636,4
890,1635,4
891,1633,2
892,1632,5
893,1630,1
894,1627,2
895,1626,5
896,1625,4
897,1622,1
898,1621,7
899,1620,2
900,1618,2
901,1617,1
902,1616,4
903,1615,3
904,1614,1
905,1612,2
906,1611,1
907,1610,2
908,1608,4
909,1607,5
910,1605,1
911,1604,1
912,1603,3
913,1602,5
914,1601,1
915,1600,5
916,1599,2
917,1598,5
918,1597,5
919,1596,1
920,1595,1
921,1594,2
922,1593,2
923,1592,2
924,1591,1
925,1590,1
926,1589,1
927,1587,4
928,1586,4
929,1585,1
930,1584,2
931,1583,2
932,1582,1
933,1581,2
934,1580,3
935,1579,1
936,1577,7
937,1576,7
938,1575,1
939,1574,2
940,1573,1
941,1568,2
942,1566,1
943,1565,4
944,1564,2
945,1563,1
946,1562,9
947,1561,4
948,1560,2
949,1559,3
950,1558,2
951,1557,1
952,1556,4
953,1554,3
954,1553,2
955,1551,3
956,1550,5
957,1549,1
958,1548,2
959,1547,1
960,1546,3
961,1545,5
962,1544,2
963,1543,2
964,1541,7
965,1540,7
966,1539,5
967,1538,4
968,1537,3
969,1536,4
970,1535,3
971,1534,2
972,1533,4
973,1532,5
974,1531,4
975,1530,3
976,1529,2
977,1528,3
978,1527,3
979,1526,4
980,1525,2
981,1524,3
982,1523,2
983,1522,4
984,1521,5
985,1520,2
986,1519,7
987,1518,3
988,1517,6
989,1516,3
990,1515,1
991,1514,2
992,1513,6
993,1512,4
994,1511,3
995,1509,4
996,1508,3
997,1507,2
998,1506,4
999,1505,4
1000,1504,4
1001,1503,2
1002,1502,7
1003,1501,4
1004,1500,5
1005,1499,3
1006,1498,3
1007,1497,4
1008,1496,1
1009,1495,1
1010,1493,1
1011,1491,8
1012,1490,1
1013,1489,8
1014,1488,4
1015,1486,1
1016,1485,2
1017,1484,1
1018,1483,2
1019,1482,3
1020,1481,2
1021,1480,4
1022,1479,1
1023,1478,3
1024,1474,2
1025,1472,2
1026,1471,2
1027,1470,3
1028,1469,8
1029,1468,2
1030,1467,5
1031,1466,1
1032,1465,1
1033,1464,3
1034,1463,1
1035,1461,3
1036,1460,2
1037,1459,2
1038,1458,1
1039,1457,1
1040,1456,7
1041,1455,3
1042,1454,6
1043,1453,4
1044,1452,2
1045,1451,7
1046,1447,4
1047,1446,2
1048,1445,3
1049,1444,5
1050,1442,5
1051,1441,2
1052,1440,4
1053,1439,3
1054,1438,3
1055,1437,2
1056,1436,5
1057,1435,6
1058,1434,2
1059,1433,5
1060,1432,2
1061,1431,4
1062,1430,1
1063,1429,5
1064,1428,3
1065,1427,1
1066,1426,3
1067,1425,3
1068,1424,1
1069,1423,4
1070,1422,1
1071,1421,2
1072,1420,2
1073,1419,2
1074,1418,3
1075,1417,6
1076,1415,5
1077,1414,1
1078,1413,4
1079,1412,4
1080,1411,4
1081,1410,3
1082,1409,4
1083,1408,2
1084,1407,1
1085,1406,1
1086,1405,1
1087,1404,3
1088,1403,6
1089,1402,10
1090,1401,2
1091,1399,4
1092,1398,1
1093,1397,5
1094,1396,4
1095,1395,4
1096,1394,4
1097,1393,5
1098,1392,5
1099,1391,2
1100,1389,1
1101,1388,3
1102,1387,1
1103,1386,2
1104,1385,8
1105,1384,5
1106,1383,6
1107,1380,3
1108,1379,1
1109,1378,5
1110,1377,2
1111,1376,6
1112,1374,2
1113,1373,3
1114,1372,2
1115,1371,5
1116,1370,5
1117,1369,5
1118,1368,3
1119,1367,3
1120,1366,2
1121,1365,4
1122,1364,3
1123,1363,2
1124,1362,1
1125,1361,5
1126,1360,1
1127,1359,7
1128,1356,2
1129,1354,1
1130,1353,2
1131,1352,4
1132,1350,3
1133,1349,4
1134,1347,4
1135,1346,6
1136,1345,3
1137,1344,2
1138,1343,3
1139,1342,1
1140,1341,4
1141,1340,2
1142,1339,2
1143,1338,4
1144,1337,4
1145,1336,2
1146,1335,3
1147,1334,2
1148,1333,2
1149,1331,2
1150,1330,2
1151,1329,1
1152,1328,3
1153,1327,3
1154,1326,3
1155,1325,4
1156,1324,3
1157,1323,3
1158,1322,2
1159,1321,1
1160,1320,6
1161,1319,1
1162,1316,4
1163,1315,6
1164,1314,5
1165,1313,6
1166,1312,3
1167,1311,6
1168,1310,3
1169,1309,8
1170,1308,5
1171,1305,4
1172,1304,1
1173,1302,1
1174,1300,5
1175,1299,4
1176,1298,1
1177,1296,6
1178,1295,5
1179,1294,4
1180,1293,1
1181,1292,3
1182,1291,5
1183,1290,1
1184,1289,5
1185,1288,3
1186,1286,4
1187,1285,1
1188,1283,1
1189,1282,2
1190,1281,3
1191,1280,1
1192,1279,1
1193,1278,4
1194,1277,4
1195,1276,2
1196,1275,6
1197,1271,4
1198,1270,3
1199,1269,5
1200,1268,5
1201,1267,1
1202,1266,5
1203,1265,2
1204,1264,5
1205,1263,1
1206,1262,7
1207,1261,2
1208,1260,5
1209,1257,2
1210,1256,1
1211,1255,5
1212,1254,5
1213,1252,1
1214,1247,1
1215,1246,1
1216,1226,2
1217,1225,1
1218,1224,6
1219,1222,2
1220,1221,1
1221,1220,2
1222,1219,2
1223,1218,5
1224,1217,5
1225,1215,5
1226,1214,1
1227,1213,4
1228,1212,6
1229,1211,1
1230,1209,3
1231,1208,8
1232,1207,4
1233,1205,3
1234,1203,1
1235,1201,1
1236,1198,3
1237,1197,1
1238,1196,1
1239,1195,1
1240,1194,4
1241,1193,1
1242,1190,1
1243,1188,2
1244,1186,1
1245,1182,2
1246,1181,6
1247,1180,3
1248,1179,5
1249,1178,8
1250,1177,7
1251,1176,2
1252,1175,4
1253,1174,2
1254,1173,3
1255,1172,1
1256,1171,4
1257,1170,1
1258,1168,1
1259,1167,1
1260,1166,2
1261,1164,3
1262,1163,4
1263,1162,3
1264,1161,1
1265,1160,4
1266,1159,2
1267,1158,5
1268,1157,3
1269,1156,7
1270,1155,2
1271,1154,1
1272,1153,3
1273,1152,1
1274,1151,1
1275,1149,4
1276,1148,5
1277,1147,4
1278,1146,5
1279,1144,2
1280,1143,1
1281,1142,3
1282,1141,6
1283,1139,1
1284,1138,1
1285,1137,2
1286,1136,1
1287,1135,2
1288,1134,6
1289,1131,2
1290,1130,2
1291,1129,3
1292,1128,1
1293,1127,4
1294,1124,1
1295,1123,1
1296,1122,2
1297,1121,7
1298,1120,4
1299,1119,2
1300,1118,4
1301,1117,2
1302,1115,6
1303,1113,2
1304,1112,1
1305,1111,1
1306,1110,4
1307,1108,6
1308,1107,1
1309,1105,2
1310,1104,1
1311,1103,2
1312,1101,1
1313,1099,2
1314,1098,3
1315,1097,1
1316,1096,6
1317,1094,1
1318,1093,1
1319,1090,2
1320,1089,1
1321,1088,1
1322,1087,4
1323,1086,1
1324,1085,3
1325,1083,7
1326,1079,3
1327,1077,2
1328,1076,1
1329,1075,2
1330,1074,4
1331,1073,7
1332,1072,3
1333,1071,2
1334,1064,1
1335,1063,3
1336,1062,1
1337,1061,1
1338,1060,1
1339,1055,1
1340,1054,1
1341,1053,1
1342,1050,1
1343,1049,5
1344,1048,1
1345,1047,1
1346,1046,4
1347,1045,3
1348,1044,1
1349,1043,1
1350,1042,1
1351,1041,1
1352,1040,3
1353,1039,3
1354,1038,2
1355,1037,1
1356,1036,2
1357,1035,3
1358,1034,3
1359,1033,4
1360,1031,2
1361,1030,2
1362,1029,1
1363,1028,3
1364,1027,2
1365,1026,1
1366,1025,1
1367,1020,2
1368,1019,3
1369,1015,1
1370,1014,2
1371,1012,3
1372,1010,5
1373,1009,2
1374,1008,1
1375,1007,2
1376,1006,4
1377,1005,6
1378,1004,1
1379,1003,2
1380,1002,6
1381,1001,2
1382,1000,2
1383,999,3
1384,998,3
1385,996,4
1386,993,4
1387,992,4
1388,991,5
1389,990,1
1390,989,1
1391,987,1
1392,986,2
1393,985,3
1394,983,1
1395,982,1
1396,981,3
1397,980,5
1398,979,2
1399,978,1
1400,977,2
1401,976,3
1402,975,5
1403,973,3
1404,972,2
1405,968,3
1406,967,1
1407,966,2
1408,965,4
1409,963,5
1410,962,1
1411,960,5
1412,957,8
1413,956,3
1414,955,2
1415,953,4
1416,952,1
1417,951,1
1418,950,1
1419,949,1
1420,948,2
1421,945,1
1422,944,3
1423,943,3
1424,939,3
1425,937,1
1426,936,1
1427,935,1
1428,932,3
1429,931,4
1430,928,2
1431,927,1
1432,925,5
1433,924,7
1434,923,4
1435,921,3
1436,918,2
1437,916,1
1438,915,2
1439,914,1
1440,912,2
1441,911,1
1442,909,2
1443,908,1
1444,907,3
1445,906,1
1446,904,1
1447,902,2
1448,901,4
1449,899,4
1450,896,6
1451,894,3
1452,893,5
1453,892,4
1454,891,6
1455,890,2
1456,889,3
1457,888,8
1458,883,6
1459,881,2
1460,880,1
1461,878,3
1462,877,3
1463,870,3
1464,868,1
1465,866,2
1466,865,4
1467,864,1
1468,860,2
1469,859,3
1470,858,2
1471,857,1
1472,856,2
1473,855,3
1474,854,5
1475,853,4
1476,852,7
1477,851,1
1478,850,4
1479,848,1
1480,847,2
1481,844,3
1482,843,5
1483,842,3
1484,841,1
1485,840,4
1486,839,6
1487,838,1
1488,837,6
1489,836,3
1490,835,6
1491,834,7
1492,833,2
1493,831,7
1494,829,4
1495,826,5
1496,825,1
1497,824,5
1498,823,5
1499,822,1
1500,821,3
1501,819,5
1502,818,3
1503,817,1
1504,816,4
1505,815,2
1506,814,4
1507,810,1
1508,808,2
1509,806,3
1510,805,5
1511,803,2
1512,802,3
1513,801,2
1514,800,7
1515,799,2
1516,798,4
1517,797,1
1518,796,2
1519,795,2
1520,794,5
1521,793,3
1522,792,1
1523,790,3
1524,788,3
1525,787,2
1526,784,3
1527,781,1
1528,778,5
1529,776,2
1530,772,1
1531,771,6
1532,768,2
1533,763,2
1534,760,1
1535,758,1
1536,754,3
1537,753,4
1538,751,1
1539,749,2
1540,745,1
1541,742,5
1542,741,2
1543,740,1
1544,736,3
1545,735,2
1546,734,2
1547,732,2
1548,731,4
1549,730,1
1550,728,1
1551,727,2
1552,725,2
1553,723,1
1554,721,1
1555,720,1
1556,718,1
1557,717,1
1558,715,1
1559,709,1
1560,708,2
1561,705,4
1562,704,2
1563,702,7
1564,697,1
1565,695,1
1566,694,4
1567,693,1
1568,692,6
1569,691,6
1570,685,6
1571,684,2
1572,683,5
1573,681,2
1574,680,1
1575,679,3
1576,678,1
1577,677,1
1578,676,1
1579,675,1
1580,674,5
1581,671,7
1582,669,5
1583,668,1
1584,666,3
1585,665,2
1586,664,2
1587,662,4
1588,661,1
1589,660,1
1590,659,5
1591,658,2
1592,657,2
1593,656,3
1594,655,6
1595,654,6
1596,653,1
1597,652,3
1598,651,4
1599,650,5
1600,649,6
1601,648,3
1602,647,1
1603,645,6
1604,644,1
1605,642,2
1606,641,2
1607,640,5
1608,639,1
1609,637,2
1610,636,5
1611,634,3
1612,633,5
1613,632,3
1614,631,4
1615,630,2
1616,629,1
1617,625,1
1618,623,2
1619,621,7
1620,620,1
1621,619,5
1622,618,6
1623,617,1
1624,616,3
1625,615,4
1626,614,5
1627,613,1
1628,612,2
1629,611,4
1630,610,3
1631,609,2
1632,608,1
1633,606,1
1634,605,2
1635,603,2
1636,601,3
1637,599,5
1638,594,1
1639,589,3
1640,587,1
1641,585,4
1642,584,1
1643,583,3
1644,581,4
1645,580,3
1646,579,1
1647,576,2
1648,575,1
1649,573,6
1650,571,3
1651,570,2
1652,568,2
1653,567,2
1654,566,1
1655,564,2
1656,563,1
1657,562,3
1658,561,4
1659,560,1
1660,559,2
1661,558,3
1662,557,4
1663,556,4
1664,555,5
1665,553,1
1666,552,1
1667,551,1
1668,550,3
1669,549,1
1670,548,2
1671,547,1
1672,546,2
1673,545,1
1674,544,5
1675,540,2
1676,539,4
1677,538,3
1678,537,1
1679,536,1
1680,535,2
1681,534,2
1682,533,1
1683,529,1
1684,528,3
1685,527,1
1686,526,5
1687,524,2
1688,523,3
1689,522,1
1690,520,1
1691,517,2
1692,515,1
1693,514,2
1694,513,3
1695,512,1
1696,511,5
1697,510,3
1698,508,2
1699,507,6
1700,506,2
1701,505,1
1702,502,3
1703,501,3
1704,500,2
1705,499,6
1706,498,1
1707,497,2
1708,495,3
1709,494,1
1710,492,2
1711,491,5
1712,490,6
1713,488,7
1714,487,1
1715,486,3
1716,485,1
1717,484,2
1718,482,4
1719,481,3
1720,480,2
1721,479,5
1722,478,1
1723,477,2
1724,476,1
1725,475,2
1726,474,2
1727,473,1
1728,472,3
1729,471,5
1730,470,2
1731,469,1
1732,468,1
1733,467,4
1734,466,1
1735,465,5
1736,464,3
1737,463,9
1738,462,2
1739,460,3
1740,459,3
1741,458,3
1742,456,1
1743,451,6
1744,450,5
1745,449,4
1746,448,6
1747,447,3
1748,445,5
1749,444,4
1750,443,6
1751,442,4
1752,441,3
1753,440,1
1754,439,5
1755,437,3
1756,436,5
1757,435,2
1758,434,4
1759,433,3
1760,432,2
1761,431,3
1762,430,2
1763,429,3
1764,428,3
1765,427,6
1766,425,5
1767,424,8
1768,423,7
1769,422,2
1770,421,4
1771,420,4
1772,418,1
1773,415,2
1774,414,7
1775,413,2
1776,412,1
1777,411,2
1778,410,2
1779,409,1
1780,408,4
1781,407,2
1782,406,5
1783,405,6
1784,404,4
1785,402,1
1786,400,3
1787,399,2
1788,398,1
1789,397,6
1790,396,1
1791,395,4
1792,394,4
1793,393,2
1794,392,2
1795,391,6
1796,389,1
1797,388,2
1798,387,2
1799,386,2
1800,384,3
1801,383,4
1802,382,3
1803,381,2
1804,380,2
1805,379,4
1806,373,1
1807,372,3
1808,371,3
1809,368,1
1810,367,1
1811,366,6
1812,365,2
1813,364,2
1814,363,4
1815,362,3
1816,361,1
1817,360,1
1818,359,5
1819,358,3
1820,355,1
1821,354,2
1822,353,1
1823,352,1
1824,351,1
1825,350,5
1826,349,3
1827,348,2
1828,347,6
1829,346,4
1830,345,5
1831,343,1
1832,340,2
1833,339,2
1834,338,3
1835,337,4
1836,336,3
1837,335,2
1838,334,1
1839,332,1
1840,331,4
1841,330,4
1842,328,1
1843,327,4
1844,326,1
1845,323,2
1846,322,3
1847,319,1
1848,318,2
1849,317,2
1850,316,1
1851,314,2
1852,313,4
1853,312,4
1854,311,1
1855,310,7
1856,309,2
1857,308,3
1858,307,1
1859,306,2
1860,304,2
1861,303,1
1862,302,3
1863,301,2
1864,300,1
1865,299,2
1866,298,4
1867,297,4
1868,296,3
1869,295,1
1870,292,7
1871,291,4
1872,289,1
1873,288,1
1874,285,3
1875,284,1
1876,282,1
1877,281,2
1878,280,5
1879,279,1
1880,278,3
1881,277,3
1882,276,2
1883,275,2
1884,273,2
1885,272,1
1886,270,5
1887,269,1
1888,268,7
1889,267,2
1890,266,1
1891,265,4
1892,264,2
1893,263,1
1894,262,3
1895,261,4
1896,260,2
1897,259,2
1898,258,3
1899,257,2
1900,255,3
1901,254,5
1902,253,2
1903,252,3
1904,250,7
1905,249,1
1906,248,2
1907,247,5
1908,246,1
1909,244,2
1910,243,1
1911,242,2
1912,241,2
1913,238,4
1914,237,1
1915,236,2
1916,235,1
1917,234,2
1918,232,2
1919,231,1
1920,230,2
1921,229,1
1922,223,1
1923,219,1
1924,218,2
1925,216,1
1926,215,2
1927,212,1
1928,211,3
1929,209,1
1930,207,2
1931,206,2
1932,204,1
1933,203,4
1934,199,2
1935,197,2
1936,196,6
1937,195,5
1938,194,5
1939,193,2
1940,192,1
1941,191,1
1942,190,1
