,S,N
1943,189,10
1944,188,4
1945,187,6
1946,185,4
1947,184,3
1948,183,3
1949,182,6
1950,181,3
1951,180,6
1952,179,4
1953,177,7
1954,176,3
1955,175,1
1956,174,4
1957,173,3
1958,172,2
1959,171,4
1960,170,1
1961,169,4
1962,166,4
1963,165,3
1964,164,4
1965,163,6
1966,162,3
1967,161,3
1968,160,2
1969,159,2
1970,158,3
1971,157,4
1972,156,5
1973,155,5
1974,154,2
1975,153,2
1976,152,2
1977,150,8
1978,149,2
1979,148,4
1980,147,1
1981,146,2
1982,145,6
1983,144,3
1984,142,1
1985,141,6
1986,140,2
1987,139,3
1988,137,2
1989,136,1
1990,135,4
1991,133,1
1992,132,2
1993,130,1
1994,129,2
1995,127,1
1996,126,5
1997,125,3
1998,124,4
1999,123,3
2000,122,1
2001,120,8
2002,117,6
2003,115,3
2004,112,2
2005,110,1
2006,109,2
2007,107,3
2008,106,7
2009,105,1
2010,104,5
2011,102,4
2012,101,3
2013,99,1
2014,98,1
2015,97,1
2016,94,3
2017,92,3
2018,91,5
2019,90,1
2020,89,5
2021,88,1
2022,86,1
2023,85,1
2024,84,2
2025,80,2
2026,79,1
2027,78,2
2028,76,2
2029,75,7
2030,74,1
2031,72,4
2032,70,3
2033,69,2
2034,68,1
2035,67,3
2036,66,1
2037,63,1
2038,61,2
2039,60,7
2040,59,1
2041,57,2
2042,56,5
2043,54,2
2044,53,1
2045,51,3
2046,50,5
2047,49,2
2048,48,1
2049,43,2
2050,42,1
2051,41,1
2052,40,1
2053,39,1
2054,38,1
2055,37,1
2056,36,1
2057,33,1
2058,31,1
2059,30,1
2060,28,1
2061,22,2
2062,21,1
2063,20,1
2064,18,1
2065,17,1
2066,16,2
2067,15,2
2068,12,1
2069,11,1
2070,10,1
2071,7,1
2072,5,1
2073,3,2
2074,2,1
2075,1,1
