,S,N
1137,1364,4
1138,1363,3
1139,1362,6
1140,1361,3
1141,1360,4
1142,1359,8
1143,1356,7
1144,1354,3
1145,1353,2
1146,1352,1
1147,1351,1
1148,1350,1
1149,1349,1
1150,1347,5
1151,1346,3
1152,1345,1
1153,1344,2
1154,1343,1
1155,1342,2
1156,1341,5
1157,1340,1
1158,1339,4
1159,1338,7
1160,1337,2
1161,1336,5
1162,1335,1
1163,1334,4
1164,1333,4
1165,1332,2
1166,1331,3
1167,1330,5
1168,1329,3
1169,1328,1
1170,1327,1
1171,1325,6
1172,1323,1
1173,1322,3
1174,1320,4
1175,1319,2
1176,1316,2
1177,1315,3
1178,1314,7
1179,1313,1
1180,1312,5
1181,1311,1
1182,1310,5
1183,1309,1
1184,1308,4
1185,1307,2
1186,1306,1
1187,1305,5
1188,1303,1
1189,1300,6
1190,1299,2
1191,1298,1
1192,1296,5
1193,1295,5
1194,1294,4
1195,1293,1
1196,1292,3
1197,1290,5
1198,1289,3
1199,1288,7
1200,1287,1
1201,1286,3
1202,1285,6
1203,1284,1
1204,1281,2
1205,1280,1
1206,1279,6
1207,1278,2
1208,1277,6
1209,1276,1
1210,1275,3
1211,1274,2
1212,1273,4
1213,1271,4
1214,1270,3
1215,1269,3
1216,1268,9
1217,1267,3
1218,1266,3
1219,1265,5
1220,1264,6
1221,1263,4
1222,1262,5
1223,1261,3
1224,1260,7
1225,1258,1
1226,1257,1
1227,1256,5
1228,1255,4
1229,1254,4
1230,1252,1
1231,1247,1
1232,1246,2
1233,1227,1
1234,1222,1
1235,1221,3
1236,1220,5
1237,1219,6
1238,1218,3
1239,1217,3
1240,1216,1
1241,1215,3
1242,1214,3
1243,1213,7
1244,1212,7
1245,1211,1
1246,1209,4
1247,1208,4
1248,1207,4
1249,1205,3
1250,1204,2
1251,1203,6
1252,1202,3
1253,1201,6
1254,1200,2
1255,1199,2
1256,1198,3
1257,1197,3
1258,1195,1
1259,1194,1
1260,1190,4
1261,1188,6
1262,1187,3
1263,1186,1
1264,1185,3
1265,1182,1
1266,1181,2
1267,1180,4
1268,1179,8
1269,1178,5
1270,1177,4
1271,1176,2
1272,1175,2
1273,1174,5
1274,1173,3
1275,1172,5
1276,1171,4
1277,1170,3
1278,1169,2
1279,1168,3
1280,1166,5
1281,1165,2
1282,1164,4
1283,1163,2
1284,1162,1
1285,1161,2
1286,1160,4
1287,1159,1
1288,1158,6
1289,1157,5
1290,1156,4
1291,1155,3
1292,1154,1
1293,1153,4
1294,1152,2
1295,1151,2
1296,1150,4
1297,1149,6
1298,1148,6
1299,1147,3
1300,1146,3
1301,1145,1
1302,1144,1
1303,1143,1
1304,1142,1
1305,1141,4
1306,1139,1
1307,1138,1
1308,1137,2
1309,1136,3
1310,1135,1
1311,1134,6
1312,1133,1
1313,1131,1
1314,1129,3
1315,1128,5
1316,1127,6
1317,1126,2
1318,1124,1
1319,1123,7
1320,1122,3
1321,1121,1
1322,1120,3
1323,1119,2
1324,1118,2
1325,1117,1
1326,1113,2
1327,1112,1
1328,1111,1
1329,1110,3
1330,1108,6
1331,1106,2
1332,1105,3
1333,1104,4
1334,1103,4
1335,1101,2
1336,1100,2
1337,1098,3
1338,1096,4
1339,1095,1
1340,1091,1
1341,1090,3
1342,1089,1
1343,1088,5
1344,1087,4
1345,1086,1
1346,1085,2
1347,1084,3
1348,1083,6
1349,1081,2
1350,1080,1
1351,1079,2
1352,1076,2
1353,1075,2
1354,1074,2
1355,1073,3
1356,1072,1
1357,1070,3
1358,1067,1
1359,1066,1
1360,1065,1
1361,1064,1
1362,1063,2
1363,1062,1
1364,1059,1
1365,1058,1
1366,1055,3
1367,1054,1
1368,1053,1
1369,1052,2
1370,1051,1
1371,1050,3
1372,1049,5
1373,1048,1
1374,1046,2
1375,1045,6
1376,1044,1
1377,1043,1
1378,1042,3
1379,1041,4
1380,1040,1
1381,1039,4
1382,1038,2
1383,1037,2
1384,1036,1
1385,1035,3
1386,1034,1
1387,1033,3
1388,1032,3
1389,1031,2
1390,1029,4
1391,1028,1
1392,1027,3
1393,1022,1
1394,1021,3
1395,1020,2
1396,1019,2
1397,1014,3
1398,1010,4
1399,1007,3
1400,1006,3
1401,1005,6
1402,1004,4
1403,1003,8
1404,1002,3
1405,1001,3
1406,1000,2
1407,999,3
1408,998,1
1409,997,1
1410,996,7
1411,995,2
1412,993,1
1413,992,2
1414,991,7
1415,990,1
1416,988,1
1417,987,2
1418,986,4
1419,985,3
1420,984,1
1421,983,2
1422,982,1
1423,981,1
1424,980,3
1425,979,4
1426,977,4
1427,976,4
1428,975,2
1429,974,1
1430,973,1
1431,972,1
1432,968,3
1433,967,2
1434,966,2
1435,965,8
1436,964,3
1437,963,9
1438,960,4
1439,958,3
1440,957,6
1441,956,3
1442,955,2
1443,953,2
1444,952,5
1445,951,2
1446,950,2
1447,949,1
1448,947,4
1449,946,1
1450,945,4
1451,944,4
1452,943,4
1453,942,4
1454,941,5
1455,940,1
1456,939,1
1457,938,4
1458,937,2
1459,936,3
1460,935,5
1461,932,5
1462,928,2
1463,927,2
1464,926,2
1465,925,5
1466,924,6
1467,923,6
1468,921,1
1469,919,1
1470,914,3
1471,911,1
1472,909,2
1473,908,3
1474,907,2
1475,896,3
1476,894,5
1477,892,6
1478,891,5
1479,890,3
1480,889,4
1481,888,3
1482,886,2
1483,885,1
1484,884,2
1485,883,7
1486,878,1
1487,877,1
1488,873,1
1489,872,1
1490,871,3
1491,870,1
1492,868,2
1493,867,5
1494,866,5
1495,865,5
1496,864,2
1497,861,1
1498,859,1
1499,858,3
1500,857,1
1501,856,1
1502,855,4
1503,854,6
1504,853,1
1505,852,6
1506,850,1
1507,848,2
1508,847,5
1509,845,1
1510,844,1
1511,843,4
1512,841,6
1513,840,6
1514,839,5
1515,837,5
1516,836,2
1517,835,8
1518,834,4
1519,833,1
1520,831,6
1521,830,1
1522,829,3
1523,827,8
1524,826,5
1525,825,4
1526,824,7
1527,823,2
1528,821,2
1529,819,2
1530,818,3
1531,817,1
1532,816,1
1533,815,3
1534,814,4
1535,809,1
1536,808,1
1537,806,3
1538,805,2
1539,803,1
1540,802,3
1541,801,2
1542,800,6
1543,799,2
1544,798,3
1545,797,2
1546,796,2
1547,795,4
1548,794,2
1549,793,6
1550,792,3
1551,791,1
1552,790,1
1553,789,1
1554,788,4
1555,784,3
1556,783,7
1557,778,7
1558,776,4
1559,774,1
1560,773,1
1561,771,5
1562,770,3
1563,767,3
1564,766,1
1565,765,1
1566,764,1
1567,758,1
1568,755,1
1569,754,3
1570,753,4
1571,752,7
1572,751,5
1573,750,5
1574,749,1
1575,742,2
1576,741,3
1577,740,1
1578,739,1
1579,738,2
1580,736,2
1581,734,1
1582,731,4
1583,730,2
1584,729,3
1585,728,4
1586,727,3
1587,726,5
1588,723,1
1589,721,1
1590,719,2
1591,717,1
1592,710,1
1593,709,2
1594,705,1
1595,703,2
1596,695,5
1597,694,7
1598,692,10
1599,691,1
1600,690,1
1601,688,1
1602,685,1
1603,684,1
1604,683,6
1605,677,1
1606,676,2
1607,675,2
1608,674,7
1609,673,1
1610,672,1
1611,670,2
1612,669,4
1613,668,1
1614,666,1
1615,665,1
1616,664,5
1617,663,2
1618,662,3
1619,661,6
1620,660,3
1621,659,3
1622,658,1
1623,657,1
1624,656,5
1625,655,1
1626,654,1
1627,653,1
1628,651,1
1629,650,3
1630,649,6
1631,648,4
1632,647,2
1633,645,3
1634,644,1
1635,643,2
1636,642,2
1637,641,1
1638,640,3
1639,637,2
1640,636,7
1641,635,4
1642,634,5
1643,633,8
1644,632,3
1645,631,3
1646,630,4
1647,629,1
1648,628,1
1649,626,1
1650,624,1
1651,623,3
1652,622,4
1653,621,4
1654,620,3
1655,619,2
1656,618,4
1657,617,3
1658,616,1
1659,615,3
1660,614,4
1661,613,7
1662,612,2
1663,611,3
1664,610,9
1665,608,4
1666,606,1
1667,603,1
1668,601,2
1669,585,3
1670,583,1
1671,581,2
1672,580,1
1673,571,2
1674,570,3
1675,568,4
1676,567,3
1677,566,1
1678,564,2
1679,563,7
1680,562,6
1681,561,4
1682,560,2
1683,559,4
1684,558,4
1685,557,6
1686,556,1
1687,555,1
1688,552,1
1689,551,3
1690,550,2
1691,548,2
1692,547,1
1693,546,2
1694,544,4
1695,542,1
1696,540,1
1697,539,4
1698,535,5
1699,534,3
1700,533,3
1701,530,2
1702,526,1
1703,525,1
1704,523,1
1705,522,2
1706,520,6
1707,519,4
1708,518,2
1709,517,7
1710,515,1
1711,513,4
1712,512,1
1713,511,5
1714,510,1
1715,509,4
1716,508,1
1717,507,6
1718,506,2
1719,505,1
1720,504,1
1721,502,1
1722,501,3
1723,500,2
1724,499,6
1725,497,4
1726,495,4
1727,494,1
1728,493,2
1729,492,4
1730,491,4
1731,490,4
1732,489,3
1733,488,5
1734,485,1
1735,484,1
1736,483,4
1737,482,4
1738,481,1
1739,480,5
1740,479,4
1741,478,3
1742,477,3
1743,476,4
1744,474,2
1745,472,1
1746,471,2
1747,469,5
1748,467,7
1749,466,2
1750,465,4
1751,463,5
1752,462,2
1753,460,3
1754,459,4
1755,458,1
1756,456,1
1757,451,5
1758,450,5
1759,449,3
1760,448,5
1761,446,3
1762,445,1
1763,444,3
1764,443,4
1765,442,1
1766,441,1
1767,440,1
1768,439,7
1769,437,4
1770,436,3
1771,435,5
1772,434,2
1773,433,7
1774,432,2
1775,431,1
1776,429,1
1777,428,1
1778,427,8
1779,425,5
1780,424,2
1781,423,7
1782,422,2
1783,421,5
1784,420,3
1785,418,1
1786,417,1
1787,415,5
1788,414,7
1789,412,1
1790,410,1
1791,409,1
1792,408,3
1793,407,1
1794,406,4
1795,405,3
1796,404,4
1797,402,2
1798,401,1
1799,400,4
1800,399,1
1801,398,3
1802,397,2
1803,396,5
1804,395,1
1805,394,3
1806,393,2
1807,392,6
1808,391,3
1809,389,1
1810,388,4
1811,387,4
1812,386,2
1813,384,1
1814,383,1
1815,382,1
1816,381,1
1817,380,3
1818,372,2
1819,371,3
1820,370,3
1821,368,5
1822,367,4
1823,366,4
1824,365,5
1825,364,2
1826,363,6
1827,362,1
1828,361,3
1829,360,1
1830,358,3
1831,357,7
1832,356,3
1833,355,6
1834,354,2
1835,353,3
1836,352,2
1837,351,1
1838,350,4
1839,349,4
1840,348,1
1841,347,3
1842,346,7
1843,345,4
1844,344,3
1845,340,3
1846,339,1
1847,338,3
1848,337,3
1849,336,7
1850,335,3
1851,334,2
1852,332,1
1853,331,2
1854,330,5
1855,327,2
1856,323,1
1857,322,4
1858,321,1
1859,317,2
1860,316,2
1861,313,2
1862,312,4
1863,310,2
1864,309,4
1865,308,3
1866,307,5
1867,306,7
1868,304,1
1869,302,4
1870,301,2
1871,300,3
1872,299,1
1873,298,2
1874,297,1
1875,296,5
1876,292,4
1877,291,5
1878,285,3
1879,283,2
1880,282,3
1881,281,5
1882,279,5
1883,278,5
1884,277,2
1885,276,4
1886,275,2
1887,273,4
1888,271,4
1889,270,7
1890,267,2
1891,264,2
1892,263,2
1893,262,6
1894,261,6
1895,260,6
1896,259,2
1897,258,2
1898,257,1
1899,255,1
1900,254,4
1901,253,5
1902,252,2
1903,251,2
1904,250,4
1905,249,2
1906,247,5
1907,244,2
1908,243,3
1909,240,1
1910,239,3
1911,238,3
1912,235,4
1913,234,3
1914,233,1
1915,232,1
1916,228,1
1917,223,6
1918,221,4
1919,219,4
1920,218,2
1921,217,2
1922,216,3
1923,215,4
1924,211,2
1925,209,2
1926,207,3
1927,206,1
1928,198,3
1929,197,3
1930,196,6
1931,195,8
1932,194,1
1933,193,1
1934,192,1
1935,191,1
1936,190,2
1937,189,6
1938,188,6
1939,187,8
